year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2018,Alabama,AL,State House,REPRESENTATIVES,general,Phillip Pettus,Republican,7348.0,62.57,True,True
2018,Alabama,AL,State House,REPRESENTATIVES,general,Bobby James Dolan III,Independent,4336.0,36.92,False,False
2018,Alabama,AL,State House,REPRESENTATIVES,general,Lynn Greer,Republican,13056.0,73.04,True,True
2018,Alabama,AL,State House,REPRESENTATIVES,general,Laura Kay Morrow,Democratic,4798.0,26.84,False,False
2018,Alabama,AL,State House,REPRESENTATIVES,general,Andrew Sorrell,Republican,9448.0,52.49,True,False
2018,Alabama,AL,State House,REPRESENTATIVES,general,Chad Young,Democratic,8540.0,47.45,False,False
2018,Alabama,AL,State House,4,general,Parker Moore,Republican,11074.0,65.05,True,True
2018,Alabama,AL,State House,4,general,Jo Ann Cummings,Democratic,4325.0,25.41,False,False
2018,Alabama,AL,State House,4,general,"Polan ""Pete"" Willis Jr.",Independent,1620.0,9.51,False,False
2018,Alabama,AL,State House,5,general,Danny Crawford,Republican,12395.0,72.32,True,True
2018,Alabama,AL,State House,5,general,Brian D Williams,Democratic,4725.0,27.57,False,False
2018,Alabama,AL,State House,6,general,Andy Whitt,Republican,11893.0,95.24,True,False
2018,Alabama,AL,State House,7,general,Proncey Robinson,Republican,10892.0,75.15,True,False
2018,Alabama,AL,State House,7,general,Kenneth A. Brackins,Democratic,3592.0,24.78,False,False
2018,Alabama,AL,State House,8,general,Terri Collins,Republican,8803.0,61.65,True,True
2018,Alabama,AL,State House,8,general,Billy Jackson,Democratic,5469.0,38.3,False,False
2018,Alabama,AL,State House,9,general,Scott Stadthagen,Republican,13297.0,99.05,True,False
2018,Alabama,AL,State House,10,general,Mike Ball,Republican,11240.0,53.66,True,True
2018,Alabama,AL,State House,10,general,J.B. King,Democratic,8565.0,40.89,False,False
2018,Alabama,AL,State House,10,general,Elijah J. Boyd,Libertarian,1130.0,5.39,False,False
2018,Alabama,AL,State House,11,general,Randall Shedd,Republican,13098.0,99.3,True,True
2018,Alabama,AL,State House,12,general,Corey Harbison,Republican,14687.0,99.07,True,True
2018,Alabama,AL,State House,13,general,Connie Rowe,Republican,13755.0,98.63,True,True
2018,Alabama,AL,State House,14,general,Tim Wadsworth,Republican,13394.0,98.95,True,True
2018,Alabama,AL,State House,15,general,Allen Farley,Republican,14212.0,67.11,True,True
2018,Alabama,AL,State House,15,general,Suzanna Coleman,Democratic,6951.0,32.82,False,False
2018,Alabama,AL,State House,16,general,Kyle South,Republican,14681.0,99.07,True,True
2018,Alabama,AL,State House,17,general,Tracy Estes,Republican,12158.0,98.77,True,False
2018,Alabama,AL,State House,18,general,Jamie Kiel,Republican,9845.0,71.66,True,False
2018,Alabama,AL,State House,18,general,Eddie Britton,Democratic,3886.0,28.28,False,False
2018,Alabama,AL,State House,19,general,Laura Hall,Democratic,12675.0,97.96,True,True
2018,Alabama,AL,State House,20,general,Howard Sanderford,Republican,14589.0,63.07,True,True
2018,Alabama,AL,State House,20,general,Linda Meigs,Democratic,8527.0,36.87,False,False
2018,Alabama,AL,State House,21,general,Rex Reynolds,Republican,13311.0,61.31,True,True
2018,Alabama,AL,State House,21,general,Terry Jones,Democratic,8391.0,38.65,False,False
2018,Alabama,AL,State House,22,general,Ritchie Whorton,Republican,13929.0,98.31,True,True
2018,Alabama,AL,State House,23,general,Tommy Hanes,Republican,10823.0,98.86,True,True
2018,Alabama,AL,State House,24,general,Nathaniel Ledbetter,Republican,12394.0,98.93,True,True
2018,Alabama,AL,State House,25,general,Mac McCutcheon,Republican,14974.0,94.9,True,True
2018,Alabama,AL,State House,26,general,Kerry Rich,Republican,8948.0,98.55,True,True
2018,Alabama,AL,State House,27,general,Wes Kitchens,Republican,13245.0,84.27,True,False
2018,Alabama,AL,State House,27,general,Bill Jones,Democratic,2456.0,15.63,False,False
2018,Alabama,AL,State House,28,general,Gil Isbell,Republican,7091.0,55.21,True,False
2018,Alabama,AL,State House,28,general,Kyle Pierce,Democratic,5731.0,44.62,False,False
2018,Alabama,AL,State House,29,general,Becky Nordgren,Republican,11528.0,79.1,True,True
2018,Alabama,AL,State House,29,general,Jared Vaughn,Democratic,3032.0,20.8,False,False
2018,Alabama,AL,State House,30,general,B. Craig Lipscomb,Republican,13779.0,82.41,True,False
2018,Alabama,AL,State House,30,general,Jared Vaughn,Democratic,2931.0,17.53,False,False
2018,Alabama,AL,State House,31,general,Mike Holmes,Republican,14323.0,98.61,True,True
2018,Alabama,AL,State House,32,general,Barbara Boyd,Democratic,7761.0,63.16,True,True
2018,Alabama,AL,State House,32,general,James Allen Lloyd,Republican,4513.0,36.73,False,False
2018,Alabama,AL,State House,33,general,Ronald Johnson,Republican,10155.0,67.25,True,True
2018,Alabama,AL,State House,33,general,Scott Brewer,Democratic,4928.0,32.64,False,False
2018,Alabama,AL,State House,34,general,David Standridge,Republican,13331.0,99.34,True,True
2018,Alabama,AL,State House,35,general,Steve Hurst,Republican,11567.0,98.17,True,True
2018,Alabama,AL,State House,36,general,Randy Wood,Republican,11399.0,72.75,True,True
2018,Alabama,AL,State House,36,general,Nicki Arnold-Swindle,Democratic,4256.0,27.16,False,False
2018,Alabama,AL,State House,37,general,Bob Fincher,Republican,11153.0,71.16,True,True
2018,Alabama,AL,State House,37,general,Charlotte A. Clark-Frieson,Democratic,4505.0,28.74,False,False
2018,Alabama,AL,State House,38,general,Debbie Hamby Wood,Republican,11151.0,69.15,True,False
2018,Alabama,AL,State House,38,general,Brian McGee,Democratic,4944.0,30.66,False,False
2018,Alabama,AL,State House,39,general,Ginny Shaver,Republican,11585.0,98.76,True,False
2018,Alabama,AL,State House,40,general,K. L. Brown,Republican,11188.0,74.5,True,True
2018,Alabama,AL,State House,40,general,Pamela Jean Howard,Democratic,3819.0,25.43,False,False
