year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2002,Arizona,AZ,State House,1,general,Tom O'Halleran,Republican,30900,36.52,True,True
2002,Arizona,AZ,State House,1,general,Lucy Mason,Republican,30253,35.76,True,False
2002,Arizona,AZ,State House,1,general,Henry J. Camarot,Democratic,23452,27.72,False,True
2002,Arizona,AZ,State House,2,general,Sylvia Laughter,Democratic,24790,50.94,True,True
2002,Arizona,AZ,State House,2,general,Jack C. Jackson Jr.,Democratic,23873,49.06,True,False
2002,Arizona,AZ,State House,3,general,Joe Hart,Republican,20430,32.79,True,False
2002,Arizona,AZ,State House,3,general,Bill Wagner,Republican,18659,29.95,True,False
2002,Arizona,AZ,State House,3,general,Matthew Capalby,Democratic,12889,20.69,False,False
2002,Arizona,AZ,State House,3,general,Richard B. Glancy,Democratic,10328,16.58,False,False
2002,Arizona,AZ,State House,4,general,Tom Boone,Republican,33066,38.34,True,False
2002,Arizona,AZ,State House,4,general,Carole Hubbs,Republican,32547,37.74,True,False
2002,Arizona,AZ,State House,4,general,John D. Mahaney,Democratic,20638,23.93,False,False
2002,Arizona,AZ,State House,5,general,Jake Flake,Republican,24686,31.61,True,True
2002,Arizona,AZ,State House,5,general,Bill Konopnicki,Republican,20623,26.41,True,False
2002,Arizona,AZ,State House,5,general,Bill Jeffers,Democratic,17146,21.95,False,False
2002,Arizona,AZ,State House,5,general,Claudia Maestas,Democratic,15642,20.03,False,False
2002,Arizona,AZ,State House,6,general,Ted Carpenter,Republican,21949,32.76,True,True
2002,Arizona,AZ,State House,6,general,Clancy Jayne,Republican,19282,28.78,True,False
2002,Arizona,AZ,State House,6,general,Laurie Larson,Democratic,13683,20.42,False,False
2002,Arizona,AZ,State House,6,general,Sharon Lindsay,Democratic,12083,18.04,False,False
2002,Arizona,AZ,State House,7,general,John Allen,Republican,24138,38.86,True,False
2002,Arizona,AZ,State House,7,general,Ray Barnes,Republican,21563,34.72,True,False
2002,Arizona,AZ,State House,7,general,Virgel Cain,Democratic,16408,26.42,False,False
2002,Arizona,AZ,State House,8,general,Michele Reagan,Republican,33251,39.68,True,False
2002,Arizona,AZ,State House,8,general,Colette Rosati,Republican,25607,30.56,True,False
2002,Arizona,AZ,State House,8,general,Ginny Chin,Democratic,24946,29.77,False,False
2002,Arizona,AZ,State House,9,general,Bob Stump,Republican,27973,34.14,True,False
2002,Arizona,AZ,State House,9,general,Phil Hanson,Republican,23455,28.63,True,True
2002,Arizona,AZ,State House,9,general,Shirley McAllister,Democratic,17026,20.78,False,False
2002,Arizona,AZ,State House,9,general,Peter Hershfield,Democratic,13474,16.45,False,False
2002,Arizona,AZ,State House,10,general,Linda Gray,Republican,16741,31.68,True,True
2002,Arizona,AZ,State House,10,general,Doug Quelland,Republican,14337,27.13,True,False
2002,Arizona,AZ,State House,10,general,Jackie Thrasher,Democratic,11738,22.21,False,False
2002,Arizona,AZ,State House,10,general,Christian Frandsen,Democratic,10033,18.98,False,False
