year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2000,Arizona,AZ,State House,1,general,Linda Binder,Republican,45109,40.68,True,True
2000,Arizona,AZ,State House,1,general,Henry J. Camarot,Democratic,34830,31.41,True,False
2000,Arizona,AZ,State House,1,general,Barbara Blewster,Republican,30958,27.92,False,True
2000,Arizona,AZ,State House,2,general,"James ""Jim"" Sedillo",Democratic,24556,25.96,True,False
2000,Arizona,AZ,State House,2,general,Tom O'Halleran,Republican,24212,25.6,True,False
2000,Arizona,AZ,State House,2,general,Margaret Roush-Meier,Republican,23710,25.07,False,False
2000,Arizona,AZ,State House,2,general,Josh Allen,Democratic,22096,23.36,False,False
2000,Arizona,AZ,State House,3,general,Sylvia M. Laughter,Democratic,24857,60.85,True,True
2000,Arizona,AZ,State House,3,general,Albert Tom,Democratic,15990,39.15,True,False
2000,Arizona,AZ,State House,4,general,Jake Flake,Republican,26806,30.27,True,True
2000,Arizona,AZ,State House,4,general,Debra Brimhall,Republican,23836,26.92,True,True
2000,Arizona,AZ,State House,4,general,Claudia Maestas,Democratic,19997,22.58,False,False
2000,Arizona,AZ,State House,4,general,M. Phil Martin,Democratic,17908,20.22,False,False
2000,Arizona,AZ,State House,5,general,Robert Cannell,Democratic,17724,37.93,True,False
2000,Arizona,AZ,State House,5,general,"James R. ""Jim"" Carruthers",Republican,14724,31.51,True,True
2000,Arizona,AZ,State House,5,general,Larry K. Nelson,Republican,14286,30.57,False,False
2000,Arizona,AZ,State House,6,general,John Huppenthal,Republican,36172,38.27,True,False
2000,Arizona,AZ,State House,6,general,Bob Robson,Republican,31328,33.14,True,False
2000,Arizona,AZ,State House,6,general,Richard Wenzel,Democratic,27026,28.59,False,False
2000,Arizona,AZ,State House,7,general,Cheryl Chase,Democratic,17311,30.55,True,False
2000,Arizona,AZ,State House,7,general,Mark Clark,Democratic,15412,27.2,True,False
2000,Arizona,AZ,State House,7,general,"Morris ""Court"" Courtright",Republican,11276,19.9,False,False
2000,Arizona,AZ,State House,7,general,Juan A. Smith,Republican,10630,18.76,False,False
2000,Arizona,AZ,State House,7,general,Frank Aranda,Libertarian,2041,3.6,False,False
