year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2006,Arizona,AZ,State House,1,general,Lucy Mason,Republican,39402.0,34.62,True,True
2006,Arizona,AZ,State House,1,general,Andy Tobin,Republican,34586.0,30.39,True,False
2006,Arizona,AZ,State House,1,general,Wesley Edmonds,Democratic,27372.0,24.05,False,False
2006,Arizona,AZ,State House,1,general,George Seaman,Nonpartisan,12437.0,10.93,False,False
2006,Arizona,AZ,State House,2,general,Ann Kirkpatrick,Democratic,26787.0,45.48,True,True
2006,Arizona,AZ,State House,2,general,Albert Tom,Democratic,22863.0,38.82,True,True
2006,Arizona,AZ,State House,2,general,Preston J. Korn,Republican,9247.0,15.7,False,False
2006,Arizona,AZ,State House,3,general,Trish Groe,Republican,24447.0,36.81,True,True
2006,Arizona,AZ,State House,3,general,Nancy McLain,Republican,24301.0,36.59,True,True
2006,Arizona,AZ,State House,3,general,Luis Lopez,Democratic,17659.0,26.59,False,False
2006,Arizona,AZ,State House,4,general,Tom Boone,Republican,45309.0,30.69,True,True
2006,Arizona,AZ,State House,4,general,Judy M. Burges,Republican,43919.0,29.75,True,True
2006,Arizona,AZ,State House,4,general,Debra Boehlke,Democratic,30702.0,20.8,False,False
2006,Arizona,AZ,State House,4,general,Sue Dolphin,Democratic,27687.0,18.76,False,False
2006,Arizona,AZ,State House,5,general,Bill Konopnicki,Republican,29393.0,53.84,True,True
2006,Arizona,AZ,State House,5,general,Jack A. Brown,Democratic,25197.0,46.16,True,True
2006,Arizona,AZ,State House,6,general,Doug Clark,Republican,29526.0,51.45,True,False
2006,Arizona,AZ,State House,6,general,Sam Crump,Republican,27861.0,48.55,True,False
2006,Arizona,AZ,State House,7,general,Nancy Barto,Republican,29952.0,29.74,True,True
2006,Arizona,AZ,State House,7,general,Ray Barnes,Republican,27897.0,27.7,True,True
2006,Arizona,AZ,State House,7,general,Marilyn Fox,Democratic,21143.0,20.99,False,False
2006,Arizona,AZ,State House,7,general,Jeanne Lunn,Democratic,19601.0,19.46,False,False
2006,Arizona,AZ,State House,7,general,Jim Iannuzo,Libertarian,2128.0,2.11,False,False
2006,Arizona,AZ,State House,8,general,Michele Reagan,Republican,40118.0,32.89,True,True
