year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2022,Alabama,AL,State House,1,general,Phillip Pettus,Republican,10360.0,97.01,True,True
2022,Alabama,AL,State House,2,general,Ben Harrison,Republican,11233.0,80.28,True,False
2022,Alabama,AL,State House,3,general,"Kerry ""Bubba"" Underwood",Republican,8023.0,65.3,True,False
2022,Alabama,AL,State House,3,general,Wesley Thompson,Democratic,4241.0,34.52,False,False
2022,Alabama,AL,State House,4,general,Parker Duncan Moore,Republican,11236.0,97.11,True,True
2022,Alabama,AL,State House,5,general,Danny F. Crawford,Republican,12332.0,98.04,True,False
2022,Alabama,AL,State House,6,general,Andy Whitt,Republican,11052.0,86.37,True,False
2022,Alabama,AL,State House,6,general,Greg Turner,Libertarian,2597.0,20.3,False,False
2022,Alabama,AL,State House,7,general,Ernie Yarbrough,Republican,11225.0,76.48,True,False
2022,Alabama,AL,State House,7,general,Mose Jones Jr.,Democratic,3133.0,21.35,False,False
2022,Alabama,AL,State House,7,general,Marc Durocher,Libertarian,304.0,2.07,False,False
2022,Alabama,AL,State House,8,general,Terri Collins,Republican,7234.0,84.76,True,False
2022,Alabama,AL,State House,8,general,Angela Walser,Libertarian,1255.0,14.7,False,False
2022,Alabama,AL,State House,9,general,Scott Stadthagen,Republican,11041.0,91.83,True,True
2022,Alabama,AL,State House,9,general,Gregory Bodine,Libertarian,953.0,7.93,False,False
2022,Alabama,AL,State House,10,general,David Cole,Republican,7581.0,51.59,True,False
2022,Alabama,AL,State House,10,general,Marilyn Lands,Democratic,6608.0,44.96,False,False
2022,Alabama,AL,State House,10,general,Elijah Boyd,Libertarian,503.0,3.42,False,False
2022,Alabama,AL,State House,11,general,Randall Shedd,Republican,12552.0,99.2,True,True
2022,Alabama,AL,State House,12,general,Corey Harbison,Republican,11958.0,85.35,True,True
2022,Alabama,AL,State House,12,general,"James C. Fields, Jr.",Democratic,2030.0,14.49,False,False
2022,Alabama,AL,State House,13,general,Matt Woods,Republican,11422.0,94.29,True,False
2022,Alabama,AL,State House,13,general,Mark Davenport,Libertarian,663.0,5.47,False,False
2022,Alabama,AL,State House,14,general,"Timothy ""Tim"" Wadsworth",Republican,13396.0,99.32,True,True
2022,Alabama,AL,State House,15,general,Leigh Hulsey,Republican,10818.0,63.65,True,False
2022,Alabama,AL,State House,15,general,Richard Rouco,Democratic,6166.0,36.28,False,False
2022,Alabama,AL,State House,16,general,Kyle South,Republican,13177.0,99.26,True,True
2022,Alabama,AL,State House,17,general,Tracy Estes,Republican,12850.0,99.39,True,True
2022,Alabama,AL,State House,18,general,Jamie Kiel,Republican,10783.0,94.85,True,True
2022,Alabama,AL,State House,18,general,Talia Shimp,Libertarian,571.0,5.02,False,False
2022,Alabama,AL,State House,19,general,Laura Hall,Democratic,8721.0,96.44,True,True
2022,Alabama,AL,State House,20,general,James Lomax,Republican,14816.0,97.63,True,False
2022,Alabama,AL,State House,21,general,Rex Reynolds,Republican,12386.0,95.95,True,True
2022,Alabama,AL,State House,22,general,Ritchie Whorton,Republican,12984.0,98.08,True,True
2022,Alabama,AL,State House,23,general,Mike Kirkland,Republican,10980.0,97.11,True,False
2022,Alabama,AL,State House,24,general,Nathaniel Ledbetter,Republican,11285.0,99.23,True,True
2022,Alabama,AL,State House,25,general,Phillip K. Rigsby,Republican,10813.0,57.87,True,False
2022,Alabama,AL,State House,25,general,Mallory Hagan,Democratic,7837.0,41.95,False,False
2022,Alabama,AL,State House,26,general,Brock Colvin,Republican,8258.0,88.36,True,False
2022,Alabama,AL,State House,26,general,Ben Alford,Democratic,1078.0,11.53,False,False
2022,Alabama,AL,State House,27,general,Wes Kitchens,Republican,13150.0,89.17,True,True
2022,Alabama,AL,State House,27,general,Herb Neu,Democratic,1583.0,10.0,False,False
2022,Alabama,AL,State House,28,general,Mack Butler,Republican,6566.0,95.77,True,False
2022,Alabama,AL,State House,29,general,Mark A. Gidley,Republican,12612.0,93.94,True,False
2022,Alabama,AL,State House,29,general,Clifford Foy Valentin,Libertarian,779.0,5.8,False,False
2022,Alabama,AL,State House,30,general,Craig Lipscomb,Republican,12325.0,99.26,True,True
2022,Alabama,AL,State House,31,general,Troy B. Stubbs,Republican,11418.0,98.81,True,False
2022,Alabama,AL,State House,32,general,Barbara Boyd,Democratic,5522.0,55.66,True,True
2022,Alabama,AL,State House,32,general,Evan Jackson,Republican,4390.0,44.25,False,False
2022,Alabama,AL,State House,33,general,Ben Robbins,Republican,9534.0,72.68,True,True
2022,Alabama,AL,State House,33,general,"Fred Crum, Sr.",Democratic,3571.0,27.22,False,False
2022,Alabama,AL,State House,34,general,David Standridge,Republican,12222.0,99.32,True,True
2022,Alabama,AL,State House,35,general,Steve Hurst,Republican,10880.0,98.66,True,True
2022,Alabama,AL,State House,36,general,Randy Wood,Republican,12449.0,98.19,True,True
2022,Alabama,AL,State House,37,general,Bob Fincher,Republican,11937.0,98.73,True,True
2022,Alabama,AL,State House,38,general,Debbie Hamby Wood,Republican,9162.0,88.01,True,True
2022,Alabama,AL,State House,38,general,"Charles A. Temm, Jr.",Libertarian,1161.0,11.15,False,False
2022,Alabama,AL,State House,39,general,Ginny Shaver,Republican,11224.0,98.99,True,True
2022,Alabama,AL,State House,40,general,Chad Robertson,Republican,10772.0,82.84,True,False
2022,Alabama,AL,State House,40,general,Pam Howard,Democratic,2221.0,17.08,False,False
2022,Alabama,AL,State House,41,general,Corley Ellis,Republican,10897.0,74.99,True,True
2022,Alabama,AL,State House,41,general,Chris Nelson,Democratic,3203.0,22.04,False,False
2022,Alabama,AL,State House,41,general,"Matthew Gregory Morris, Jr.",Libertarian,418.0,2.88,False,False
2022,Alabama,AL,State House,42,general,"Ivan ""Van"" Smith",Republican,12336.0,92.75,True,True
2022,Alabama,AL,State House,42,general,Doug Ward,Libertarian,931.0,7.0,False,False
2022,Alabama,AL,State House,43,general,Arnold Mooney,Republican,12751.0,74.28,True,True
2022,Alabama,AL,State House,43,general,Prince Cleveland,Democratic,3760.0,21.91,False,False
2022,Alabama,AL,State House,43,general,Jason Newell Davis Burr,Libertarian,644.0,3.75,False,False
