year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2016,Alaska,AK,State House,1,general,Scott Kawasaki,Democratic,4376.0,90.19,True,True
2016,Alaska,AK,State House,2,general,Steve Thompson,Republican,3268.0,73.22,True,True
2016,Alaska,AK,State House,2,general,Truno Holdaway,Democratic,1153.0,25.83,False,False
2016,Alaska,AK,State House,3,general,Tammie Wilson,Republican,4291.0,60.32,True,True
2016,Alaska,AK,State House,3,general,Christina M. Sinclair,Democratic,537.0,7.55,False,False
2016,Alaska,AK,State House,3,general,Jeanne Olson,Independent,2270.0,31.91,False,False
2016,Alaska,AK,State House,4,general,David Guttenberg,Democratic,6078.0,91.47,True,True
2016,Alaska,AK,State House,5,general,Adam Wool,Democratic,3812.0,52.77,True,True
2016,Alaska,AK,State House,5,general,Aaron Lojewski,Republican,3384.0,46.84,False,False
2016,Alaska,AK,State House,6,general,Dave Talerico,Republican,5126.0,68.37,True,True
2016,Alaska,AK,State House,6,general,Jason T. Land,Democratic,2327.0,31.04,False,False
2016,Alaska,AK,State House,7,general,Colleen Sullivan-Leonard,Republican,5293.0,76.42,True,False
2016,Alaska,AK,State House,7,general,Sherie A. Olson,Democratic,1573.0,22.71,False,False
2016,Alaska,AK,State House,8,general,Mark Neuman,Republican,5753.0,81.36,True,True
2016,Alaska,AK,State House,8,general,Gregory I. Jones,Democratic,1268.0,17.93,False,False
2016,Alaska,AK,State House,9,general,George Rauscher,Republican,4758.0,61.09,True,False
2016,Alaska,AK,State House,9,general,Pamela Goode,Constitution,2816.0,36.15,False,False
2016,Alaska,AK,State House,10,general,David Eastman,Republican,5901.0,73.98,True,False
2016,Alaska,AK,State House,10,general,Patricia Faye-Brazel,Democratic,2021.0,25.34,False,False
2016,Alaska,AK,State House,11,general,DeLena Johnson,Republican,5752.0,67.94,True,False
2016,Alaska,AK,State House,11,general,Bert Verrall,Independent,2681.0,31.67,False,False
2016,Alaska,AK,State House,12,general,Cathy Tilton,Republican,5597.0,64.83,True,True
2016,Alaska,AK,State House,12,general,Gretchen L. Wehmhoff,Democratic,2061.0,23.87,False,False
2016,Alaska,AK,State House,12,general,Karen Perry,Constitution,949.0,10.99,False,False
2016,Alaska,AK,State House,13,general,Dan Saddler,Republican,4417.0,94.32,True,True
2016,Alaska,AK,State House,14,general,Lora Reinbold,Republican,5733.0,59.36,True,True
2016,Alaska,AK,State House,14,general,Joe Hackenmueller,Independent,3882.0,40.19,False,False
2016,Alaska,AK,State House,15,general,Gabrielle LeDoux,Republican,2834.0,67.54,True,True
