year,state,state_code,office,candidate,party,percentage,winner,incumbent
2006,Alabama,AL,governor,Bob Riley,Republican,57.5,True,True
2006,Alabama,AL,governor,Lucy Baxley,Democratic,41.6,False,False
2006,Alaska,AK,governor,Sarah Palin,Republican,48.3,True,False
2006,Alaska,AK,governor,Tony Knowles (politician)|Tony Knowles,Democratic,41.0,False,False
2006,Alaska,AK,governor,Andrew Halcro,Independent,9.5,False,False
2006,Arizona,AZ,governor,Janet Napolitano,Democratic,62.6,True,True
2006,Arizona,AZ,governor,Len Munsil,Republican,35.4,False,False
2006,Arizona,AZ,governor,Barry Hess,Libertarian,2.0,False,False
2006,Arkansas,AR,governor,Mike Beebe,Democratic,55.6,True,False
2006,Arkansas,AR,governor,Asa Hutchinson,Republican,40.7,False,False
2006,Arkansas,AR,governor,Rod Bryan,Independent,2.0,False,False
2006,Arkansas,AR,governor,Jim Lendall,Green,1.7,False,False
2006,California,CA,governor,Arnold Schwarzenegger,Republican,55.9,True,True
2006,California,CA,governor,Phil Angelides,Democratic,38.9,False,False
2006,California,CA,governor,Peter Camejo,Green,2.4,False,False
2006,California,CA,governor,Art Olivier,Libertarian,1.3,False,False
2006,Colorado,CO,governor,Bill Ritter,Democratic,57.0,True,False
2006,Colorado,CO,governor,Bob Beauprez,Republican,40.2,False,False
2006,Colorado,CO,governor,Dawn Winkler,Libertarian,1.5,False,False
2006,Connecticut,CT,governor,Jodi Rell,Republican,63.2,True,True
2006,Connecticut,CT,governor,John DeStefano Jr.,Democratic,35.5,False,False
2006,Florida,FL,governor,Charlie Crist,Republican,52.2,True,False
2006,Florida,FL,governor,Jim Davis (Florida politician)|Jim Davis,Democratic,45.1,False,False
2006,Florida,FL,governor,Max Linn,Reform,1.9,False,False
2006,Georgia,GA,governor,Sonny Perdue,Republican,58.0,True,True
2006,Georgia,GA,governor,Mark Taylor (American politician)|Mark Taylor,Democratic,38.2,False,False
2006,Georgia,GA,governor,Gary Hayes,Libertarian,3.8,False,False
2006,Hawaii,HI,governor,Linda Lingle,Republican,62.5,True,True
2006,Hawaii,HI,governor,Randy Iwase,Democratic,35.4,False,False
2006,Hawaii,HI,governor,James Brewer Jr.,Green,1.6,False,False
2006,Idaho,ID,governor,Butch Otter,Republican,52.7,True,False
2006,Idaho,ID,governor,Jerry Brady,Democratic,44.1,False,False
2006,Idaho,ID,governor,Pro-Life (politician)|Marvin Richardson,Constitution,1.6,False,False
2006,Idaho,ID,governor,Ted Dunlap,Libertarian,1.6,False,False
2006,Illinois,IL,governor,Rod Blagojevich,Democratic,49.8,True,True
2006,Illinois,IL,governor,Judy Baar Topinka,Republican,39.3,False,False
2006,Illinois,IL,governor,Rich Whitney,Green,10.4,False,False
2006,Iowa,IA,governor,Chet Culver,Democratic,54.0,True,False
2006,Iowa,IA,governor,Jim Nussle,Republican,44.4,False,False
2006,Kansas,KS,governor,Kathleen Sebelius,Democratic,57.9,True,True
2006,Kansas,KS,governor,Jim Barnett (Kansas politician)|Jim Barnett,Republican,40.4,False,False
2006,Kansas,KS,governor,Carl Kramer,Libertarian,1.0,False,False
2006,Maine,ME,governor,John Baldacci,Democratic,38.1,True,True
2006,Maine,ME,governor,Chandler Woodcock,Republican,30.2,False,False
2006,Maine,ME,governor,Barbara Merrill,Independent,21.6,False,False
2006,Maine,ME,governor,Pat LaMarche,Green,9.6,False,False
2006,Maryland,MD,governor,'''Martin O'Malley''',Democratic,52.7,True,False
2006,Maryland,MD,governor,Bob Ehrlich,Republican,46.2,False,True
2006,Massachusetts,MA,governor,Deval Patrick,Democratic,55.6,True,False
2006,Massachusetts,MA,governor,Kerry Healey,Republican,35.3,False,False
2006,Massachusetts,MA,governor,Christy Mihos,Independent,7.0,False,False
2006,Massachusetts,MA,governor,Grace Ross,Green,2.0,False,False
2006,Michigan,MI,governor,Jennifer Granholm,Democratic,56.4,True,True
2006,Michigan,MI,governor,Dick DeVos,Republican,42.3,False,False
2006,Minnesota,MN,governor,Tim Pawlenty,Republican,46.7,True,True
2006,Minnesota,MN,governor,Mike Hatch,Minnesota Democratic–farmer–labor,45.7,False,False
2006,Minnesota,MN,governor,Peter Hutchinson (politician)|Peter Hutchinson,Independence,6.4,False,False
