year,state,state_code,office,candidate,party,percentage,winner,incumbent
2002,Alabama,AL,governor,Bob R. Riley,Republican,49.2,True,False
2002,Alabama,AL,governor,Don Siegelman,Democratic,49.0,False,True
2002,Alabama,AL,governor,John Sophocleus,Libertarian,1.7,False,False
2002,Alaska,AK,governor,Frank Murkowski,Republican,55.9,True,False
2002,Alaska,AK,governor,Fran Ulmer,Democratic,40.7,False,False
2002,Alaska,AK,governor,Diane E. Benson,Green,1.3,False,False
2002,Arizona,AZ,governor,Janet Napolitano,Democratic,46.2,True,False
2002,Arizona,AZ,governor,Matt Salmon,Republican,45.2,False,False
2002,Arizona,AZ,governor,Richard D. Mahoney,Independent,6.9,False,False
2002,Arizona,AZ,governor,Barry Hess,Libertarian,1.7,False,False
2002,Arkansas,AR,governor,Mike Huckabee,Republican,53.0,True,True
2002,Arkansas,AR,governor,Jimmie Lou Fisher,Democratic,47.0,False,False
2002,California,CA,governor,Gray Davis,Democratic,47.3,True,True
2002,California,CA,governor,Bill Simon (politician)|Bill Simon,Politician,42.4,False,False
2002,California,CA,governor,Peter Camejo,Green,5.3,False,False
2002,California,CA,governor,Gary Copeland,Libertarian,2.2,False,False
2002,California,CA,governor,Reinhold Gulke,American Independent,1.7,False,False
2002,California,CA,governor,Iris Adam,Natural Law,1.2,False,False
2002,Colorado,CO,governor,Bill Owens,Colorado Politician,62.6,True,True
2002,Colorado,CO,governor,Rollie Heath,Democratic,33.6,False,False
2002,Colorado,CO,governor,Ronald Forthofer,Green,2.3,False,False
2002,Colorado,CO,governor,Ralph Shnelvar,Libertarian,1.4,False,False
2002,Connecticut,CT,governor,John G. Rowland,Republican,56.1,True,True
2002,Connecticut,CT,governor,Bill Curry (politician)|Bill Curry,Politician,43.9,False,False
2002,Florida,FL,governor,Jeb Bush,Republican,56.0,True,True
2002,Florida,FL,governor,Bill McBride (candidate)|Bill McBride,Candidate,43.2,False,False
2002,Georgia,GA,governor,Sonny Perdue,Republican,51.4,True,False
2002,Georgia,GA,governor,Roy Barnes,Democratic,46.3,False,True
2002,Georgia,GA,governor,Garrett Hayes,Libertarian,2.3,False,False
2002,Hawaii,HI,governor,Linda Lingle,Republican,51.6,True,False
2002,Hawaii,HI,governor,Mazie Hirono,Democratic,47.0,False,False
2002,Idaho,ID,governor,Dirk Kempthorne,Republican,56.3,True,True
2002,Idaho,ID,governor,Jerry Brady,Democratic,41.7,False,False
2002,Idaho,ID,governor,Daniel Adams,Libertarian,2.0,False,False
2002,Illinois,IL,governor,Rod Blagojevich,Democratic,52.2,True,False
2002,Illinois,IL,governor,Jim Ryan (politician)|Jim Ryan,Politician,45.1,False,False
2002,Illinois,IL,governor,Calvin Skinner,Libertarian,2.1,False,False
2002,Iowa,IA,governor,Tom Vilsack,Democratic,52.7,True,True
2002,Iowa,IA,governor,Doug Gross,Republican,44.5,False,False
2002,Iowa,IA,governor,Jay Robinson,Green,1.4,False,False
2002,Iowa,IA,governor,Clyde Cleveland,Libertarian,1.3,False,False
2002,Kansas,KS,governor,Kathleen Sebelius,Democratic,52.9,True,False
2002,Kansas,KS,governor,Tim Shallenburger,Republican,45.1,False,False
2002,Kansas,KS,governor,Theodore Pettibone,Reform,1.1,False,False
2002,Kansas,KS,governor,Dennis Hawver,Libertarian,1.0,False,False
2002,Maine,ME,governor,John Baldacci,Democratic,47.1,True,False
2002,Maine,ME,governor,Peter Cianchette,Republican,41.5,False,False
2002,Maine,ME,governor,Jonathan Carter (politician)|Jonathan Carter,Politician,9.3,False,False
2002,Maine,ME,governor,John Michael (politician)|John Michael,Politician,2.1,False,False
2002,Maryland,MD,governor,Bob Ehrlich,Republican,51.5,True,False
2002,Maryland,MD,governor,Kathleen Kennedy Townsend|Kathleen K. Townsend,Democratic,47.7,False,False
2002,Massachusetts,MA,governor,Mitt Romney,Republican,49.8,True,False
2002,Massachusetts,MA,governor,Shannon O'Brien (Massachusetts politician)|Shannon O'Brien,Massachusetts Politician,44.9,False,False
2002,Massachusetts,MA,governor,Jill Stein,Green-rainbow,3.5,False,False
2002,Massachusetts,MA,governor,Carla Howell,Libertarian,1.1,False,False
2002,Michigan,MI,governor,Jennifer Granholm,Democratic,51.4,True,False
