year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2020,Delaware,DE,governor,Democratic primary results,Winning,John Carney,Democratic,101142,84.77,True,True
2020,Delaware,DE,governor,Democratic primary results,Candidate,"David Lamar Williams, Jr.",Democratic,18169,15.23,False,False
2020,Delaware,DE,governor,Democratic primary results,Total,,,119311,100.0,False,False
2020,Delaware,DE,governor,Republican primary results,Winning,Julianne Murray,Republican,22819,41.15,True,False
2020,Delaware,DE,governor,Republican primary results,Candidate,Colin Bonini,Republican,19161,34.56,False,False
2020,Delaware,DE,governor,Republican primary results,Candidate,Bryant Richardson,Republican,4262,7.69,False,False
2020,Delaware,DE,governor,Republican primary results,Candidate,Scott Walker,Republican,3998,7.21,False,False
2020,Delaware,DE,governor,Republican primary results,Candidate,David Bosco,Republican,3660,6.6,False,False
2020,Delaware,DE,governor,Republican primary results,Candidate,David Graham,Republican,1547,2.79,False,False
2020,Delaware,DE,governor,Republican primary results,Total,,,55447,100.0,False,False
2020,Indiana,IN,governor,Republican primary results,Winning,Eric Holcomb,Republican,524496,97.85,True,True
2020,Indiana,IN,governor,Republican primary results,Total,,,524496,98.66,False,False
2020,Indiana,IN,governor,Democratic primary results,Winning,Woody Myers,Democratic,408230,100.0,True,False
2020,Indiana,IN,governor,Democratic primary results,Total,,,408230,100.0,False,False
2020,Missouri,MO,attorney general,Republican primary results,Winning,Eric Schmitt,Republican,602577,100.0,True,True
2020,Missouri,MO,attorney general,Republican primary results,Total,,,602577,100.0,False,False
2020,Missouri,MO,attorney general,Democratic primary results,Winning,Richard Finneran,Democratic,272516,55.39,True,False
2020,Missouri,MO,attorney general,Democratic primary results,Candidate,Elad Gross,Democratic,219462,44.61,False,False
2020,Missouri,MO,attorney general,Democratic primary results,Total,,,491978,100.0,False,False
2020,Missouri,MO,attorney general,Libertarian primary results,Winning,Kevin C. Babcock,Libertarian,4089,100.0,True,False
2020,Missouri,MO,attorney general,Libertarian primary results,Total,,,4089,100.0,False,False
2020,Missouri,MO,secretary of state,Republican primary results,Winning,Jay Ashcroft,Republican,620822,100.0,True,True
2020,Missouri,MO,secretary of state,Republican primary results,Total,,,620822,100.0,False,False
2020,Missouri,MO,secretary of state,Democratic primary results,Winning,Yinka Faleti,Democratic,470955,100.0,True,False
2020,Missouri,MO,secretary of state,Democratic primary results,Total,,,470955,100.0,False,False
2020,Missouri,MO,state treasurer,Republican primary results,Winning,Scott Fitzpatrick,Republican,597408,100.0,True,True
2020,Missouri,MO,state treasurer,Republican primary results,Total,,,597408,100.0,False,False
2020,Missouri,MO,state treasurer,Democratic primary results,Winning,Vicki Englund,Democratic,473904,100.0,True,False
2020,Missouri,MO,state treasurer,Democratic primary results,Total,,,473904,100.0,False,False
2020,Missouri,MO,governor,Republican primary results,Winning,Mike Parson,Republican,511566,74.93,True,True
2020,Missouri,MO,governor,Republican primary results,Total,,,682756,100.0,False,False
2020,Missouri,MO,governor,Democratic primary results,Winning,Nicole Galloway,Democratic,455203,84.62,True,False
2020,Missouri,MO,governor,Democratic primary results,Total,,,537927,100.0,False,False
2020,Montana,MT,attorney general,Republican primary results,Winning,Austin Knudsen,Republican,116113,59.8,True,False
2020,Montana,MT,attorney general,Republican primary results,Candidate,Jon Bennion,Republican,78161,40.2,False,False
2020,Montana,MT,attorney general,Republican primary results,Total,,,194274,100.0,False,False
2020,Montana,MT,attorney general,Democratic primary results,Winning,Raph Graybill,Democratic,79772,57.1,True,False
2020,Montana,MT,attorney general,Democratic primary results,Candidate,Kimberly Dudik,Democratic,59963,42.9,False,False
2020,Montana,MT,attorney general,Democratic primary results,Total,,,139735,100.0,False,False
2020,Montana,MT,attorney general,Green primary results,Winning,Roy Davis,Green,748,100.0,True,False
2020,Montana,MT,attorney general,Green primary results,Total,,,748,100.0,False,False
2020,Montana,MT,secretary of state,Republican primary results,Winning,Christi Jacobsen,Republican,57941,29.4,True,False
2020,Montana,MT,secretary of state,Republican primary results,Candidate,Scott Sales,Republican,49759,25.3,False,False
2020,Montana,MT,secretary of state,Republican primary results,Candidate,Brad Johnson,Republican,45526,23.1,False,False
2020,Montana,MT,secretary of state,Republican primary results,Candidate,Forrest Mandeville,Republican,20318,10.3,False,False
2020,Montana,MT,secretary of state,Republican primary results,Candidate,Bowen Greenwood,Republican,14080,7.1,False,False
