year,state,state_code,office,candidate,party,percentage,winner,incumbent
2014,Alabama,AL,governor,Robert J. Bentley,Republican,63.6,True,True
2014,Alabama,AL,governor,Parker Griffith,Democratic,36.2,False,False
2014,Alaska,AK,governor,Bill Walker,Independent,48.1,True,False
2014,Alaska,AK,governor,Sean Parnell,Republican,45.9,False,True
2014,Alaska,AK,governor,Carolyn Clift,Libertarian,3.2,False,False
2014,Alaska,AK,governor,J. R. Myers,Constitution,2.5,False,False
2014,Arizona,AZ,governor,Doug Ducey,Republican,53.4,True,False
2014,Arizona,AZ,governor,Fred DuVal,Democratic,41.6,False,False
2014,Arizona,AZ,governor,Barry Hess,Libertarian,3.8,False,False
2014,Arizona,AZ,governor,John Lewis Mealer,Americans Elect,1.0,False,False
2014,Arkansas,AR,governor,Asa Hutchinson,Republican,55.4,True,False
2014,Arkansas,AR,governor,Mike Ross,Democratic,41.5,False,False
2014,Arkansas,AR,governor,Frank Gilbert,Libertarian,1.9,False,False
2014,Arkansas,AR,governor,Josh Drake,Green,1.2,False,False
2014,California,CA,governor,Jerry Brown,Democratic,60.0,True,True
2014,California,CA,governor,Neel Kashkari,Republican,40.0,False,False
2014,Colorado,CO,governor,John Hickenlooper,Democratic,49.3,True,True
2014,Colorado,CO,governor,Bob Beauprez,Republican,46.0,False,False
2014,Colorado,CO,governor,Matthew Hess,Libertarian,1.9,False,False
2014,Colorado,CO,governor,Harry Hempy,Green,1.3,False,False
2014,Colorado,CO,governor,Mike Dunafon,Independent,1.2,False,False
2014,Connecticut,CT,governor,Dannel Malloy,Democratic,50.7,True,True
2014,Connecticut,CT,governor,Thomas C. Foley,Republican,48.2,False,False
2014,Connecticut,CT,governor,Joe Visconti,Independent,1.1,False,False
2014,Florida,FL,governor,Rick Scott,Republican,48.1,True,True
2014,Florida,FL,governor,Charlie Crist,Democratic,47.1,False,False
2014,Florida,FL,governor,Adrian Wyllie,Libertarian,3.8,False,False
2014,Georgia,GA,governor,Nathan Deal,Republican,52.7,True,True
2014,Georgia,GA,governor,Jason Carter,Democratic,44.9,False,False
2014,Georgia,GA,governor,Andrew Hunt,Libertarian,2.4,False,False
2014,Hawaii,HI,governor,David Ige,Democratic,49.5,True,False
2014,Hawaii,HI,governor,Duke Aiona,Republican,37.1,False,False
2014,Hawaii,HI,governor,Mufi Hannemann,Independent,11.7,False,False
2014,Hawaii,HI,governor,Jeff Davis,Libertarian,1.8,False,False
2014,Idaho,ID,governor,Butch Otter,Republican,53.5,True,True
2014,Idaho,ID,governor,A. J. Balukoff,Democratic,38.6,False,False
2014,Idaho,ID,governor,John Bujak,Libertarian,4.1,False,False
2014,Idaho,ID,governor,Jill Humble,Independent,2.0,False,False
2014,Idaho,ID,governor,Steven Pankey,Constitution,1.2,False,False
2014,Illinois,IL,governor,Bruce Rauner,Republican,50.3,True,False
2014,Illinois,IL,governor,Pat Quinn,Democratic,46.4,False,True
2014,Illinois,IL,governor,Chad Grimm,Libertarian,3.4,False,False
2014,Iowa,IA,governor,Terry Branstad,Republican,59.0,True,True
2014,Iowa,IA,governor,Jack Hatch,Democratic,37.3,False,False
2014,Iowa,IA,governor,Lee Hieb,Libertarian,1.8,False,False
2014,Kansas,KS,governor,Sam Brownback,Republican,49.8,True,True
2014,Kansas,KS,governor,Paul Davis,Democratic,46.1,False,False
2014,Kansas,KS,governor,Keen Umbehr,Libertarian,4.1,False,False
2014,Maine,ME,governor,Paul LePage,Republican,48.2,True,True
2014,Maine,ME,governor,Mike Michaud,Democratic,43.4,False,False
2014,Maine,ME,governor,Eliot Cutler,Independent,8.4,False,False
2014,Maryland,MD,governor,Larry Hogan,Republican,51.0,True,False
2014,Maryland,MD,governor,Anthony Brown,Democratic,47.3,False,False
2014,Maryland,MD,governor,Shawn Quinn,Libertarian,1.5,False,False
2014,Massachusetts,MA,governor,Charlie Baker,Republican,48.4,True,False
2014,Massachusetts,MA,governor,Martha Coakley,Democratic,46.5,False,False
2014,Massachusetts,MA,governor,Evan Falchuk,Independent,3.3,False,False
2014,Michigan,MI,governor,Rick Snyder,Republican,50.9,True,True
2014,Michigan,MI,governor,Mark Schauer,Democratic,46.9,False,False
2014,Michigan,MI,governor,Mary Buzuma,Libertarian,1.1,False,False
2014,Minnesota,MN,governor,Mark Dayton,Minnesota Democratic–farmer–labor,50.1,True,True
2014,Minnesota,MN,governor,Jeff Johnson,Republican,44.5,False,False
2014,Minnesota,MN,governor,Hannah Nicollet,Independence Party (minnesota),2.9,False,False
2014,Minnesota,MN,governor,Chris Wright,Grassroots–legalize Cannabis,1.6,False,False
2014,Nebraska,NE,governor,Pete Ricketts,Republican,57.2,True,False
2014,Nebraska,NE,governor,Chuck Hassebrook,Democratic,39.2,False,False
2014,Nebraska,NE,governor,Mark Elworth Jr.,Libertarian,3.5,False,False
2014,Nevada,NV,governor,Brian Sandoval,Republican,70.6,True,True
2014,Nevada,NV,governor,Bob Goodman,Democratic,23.9,False,False
2014,Nevada,NV,governor,David VanDerBeek,American,2.7,False,False
2014,New Hampshire,NH,governor,Maggie Hassan,Democratic,52.4,True,True
2014,New Hampshire,NH,governor,Walt Havenstein,Republican,47.4,False,False
2014,New Mexico,NM,governor,Susana Martinez,Republican,57.2,True,True
2014,New Mexico,NM,governor,Gary King,Democratic,42.8,False,False
2014,New York,NY,governor,Andrew Cuomo,Democratic,54.3,True,True
2014,New York,NY,governor,Rob Astorino,Republican,40.3,False,False
2014,New York,NY,governor,Howie Hawkins,Green,4.8,False,False
2014,Ohio,OH,governor,John Kasich,Republican,63.6,True,True
2014,Ohio,OH,governor,Ed FitzGerald,Democratic,33.0,False,False
2014,Ohio,OH,governor,Anita Rios,Green,3.3,False,False
2014,Oklahoma,OK,governor,Mary Fallin,Republican,55.8,True,True
2014,Oklahoma,OK,governor,Joe Dorman,Democratic,41.0,False,False
2014,Oklahoma,OK,governor,Kimberly Willis,Independent,2.1,False,False
2014,Oklahoma,OK,governor,Richard Prawdzienski,Independent,1.1,False,False
2014,Oregon,OR,governor,John Kitzhaber,Democratic,49.9,True,True
2014,Oregon,OR,governor,Dennis Richardson,Republican,44.1,False,False
2014,Oregon,OR,governor,Jason Levin,Green,2.0,False,False
2014,Oregon,OR,governor,Paul Grad,Libertarian,1.5,False,False
2014,Oregon,OR,governor,Aaron Auer,Constitution,1.1,False,False
2014,Oregon,OR,governor,Chris Henry,Progressive,1.0,False,False
2014,Pennsylvania,PA,governor,Tom Wolf,Democratic,54.9,True,False
2014,Pennsylvania,PA,governor,Tom Corbett,Republican,45.1,False,True
2014,Rhode Island,RI,governor,Gina Raimondo,Democratic,40.7,True,False
2014,Rhode Island,RI,governor,Allan Fung,Republican,36.2,False,False
2014,Rhode Island,RI,governor,Robert J. Healey,Moderate,21.4,False,False
2014,Rhode Island,RI,governor,Kate Fletcher,Independent,1.1,False,False
2014,South Carolina,SC,governor,Nikki Haley,Republican,55.9,True,True
2014,South Carolina,SC,governor,Vincent Sheheen,Democratic,41.4,False,False
2014,South Carolina,SC,governor,Steve French,Libertarian,1.2,False,False
2014,South Dakota,SD,governor,Dennis Daugaard,Republican,70.5,True,True
2014,South Dakota,SD,governor,Susan Wismer,Democratic,25.4,False,False
2014,South Dakota,SD,governor,Michael J. Myers,Independent,4.1,False,False
2014,Tennessee,TN,governor,Bill Haslam,Republican,70.3,True,True
2014,Tennessee,TN,governor,Charles Brown,Democratic,22.8,False,False
2014,Tennessee,TN,governor,John Jay Hooker,Independent,2.3,False,False
2014,Tennessee,TN,governor,Shaun Crowell,Constitution,2.0,False,False
2014,Tennessee,TN,governor,Isa Infante,Green,1.4,False,False
2014,Texas,TX,governor,Greg Abbott,Republican,59.3,True,False
2014,Texas,TX,governor,Wendy Davis,Democratic,38.9,False,False
2014,Texas,TX,governor,Kathie Glass,Libertarian,1.4,False,False
2014,Vermont,VT,governor,Peter Shumlin,Democratic,46.4,True,True
2014,Vermont,VT,governor,Scott Milne,Republican,45.1,False,False
2014,Vermont,VT,governor,Dan Feliciano,Libertarian,4.4,False,False
2014,Vermont,VT,governor,Emily Peyton,Independent,1.6,False,False
2014,Wisconsin,WI,governor,Scott Walker,Republican,52.3,True,True
2014,Wisconsin,WI,governor,Mary Burke,Democratic,46.6,False,False
2014,Wyoming,WY,governor,Matt Mead,Republican,59.4,True,True
2014,Wyoming,WY,governor,Pete Gosar,Democratic,27.3,False,False
2014,Wyoming,WY,governor,Don Wills,Independent,5.9,False,False
2014,Wyoming,WY,governor,Dee Cozzens,Libertarian,2.4,False,False
2014,District of Columbia,DC,governor,Muriel Bowser,Democratic,54.5,True,False
2014,District of Columbia,DC,governor,David Catania,Independent,34.6,False,False
2014,District of Columbia,DC,governor,Carol Schwartz,Independent,7.0,False,False
2014,Guam,GU,governor,Eddie Calvo,Republican,63.7,True,True
2014,Guam,GU,governor,Carl Gutierrez,Democratic,36.0,False,False
2014,Northern Mariana Islands,MP,governor,Eloy Inos,Republican,57.0,True,True
2014,Northern Mariana Islands,MP,governor,Heinz Hofschneider,Independent,43.0,False,False
2014,U.S. Virgin Islands,VI,governor,Kenneth Mapp,Independent,63.9,True,False
2014,U.S. Virgin Islands,VI,governor,Donna Christian-Christensen,Democratic,35.9,False,False
