year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2006,Alabama,AL,governor,Republican primary results,Winning,Bob Riley,Republican,306665.0,66.66,True,True
2006,Alabama,AL,governor,Republican primary results,Candidate,Roy Moore,Republican,153354.0,33.34,False,False
2006,Alabama,AL,governor,Republican primary results,Total,,,460019.0,100.0,False,False
2006,Alabama,AL,governor,Democratic primary results,Winning,Lucy Baxley,Democratic,279165.0,59.84,True,False
2006,Alabama,AL,governor,Democratic primary results,Candidate,Don Siegelman,Democratic,170016.0,36.44,False,False
2006,Alabama,AL,governor,Democratic primary results,Candidate,Joe Copeland,Democratic,4141.0,0.89,False,False
2006,Alabama,AL,governor,Democratic primary results,Candidate,Nathan Mathis,Democratic,4000.0,0.86,False,False
2006,Alabama,AL,governor,Democratic primary results,Candidate,Katherine Mack,Democratic,3392.0,0.73,False,False
2006,Alabama,AL,governor,Democratic primary results,Candidate,James Potts,Democratic,3333.0,0.71,False,False
2006,Alabama,AL,governor,Democratic primary results,Candidate,Harry Lyon,Democratic,2490.0,0.53,False,False
2006,Alabama,AL,governor,Democratic primary results,Total,,,466537.0,100.0,False,False
2006,Alaska,AK,governor,2006 Republican primary for Alaska governor,Winning,Sarah Palin,Republican,51443.0,50.59,True,False
2006,Alaska,AK,governor,2006 Republican primary for Alaska governor,Candidate,John Binkley,Republican,30349.0,29.84,False,False
2006,Alaska,AK,governor,2006 Republican primary for Alaska governor,Candidate,Frank Murkowski,Republican,19412.0,19.09,False,True
2006,Alaska,AK,governor,2006 Republican primary for Alaska governor,Candidate,Gerald Heikes,Republican,280.0,0.28,False,False
2006,Alaska,AK,governor,2006 Republican primary for Alaska governor,Candidate,Merica Hlatcu,Republican,211.0,0.21,False,False
2006,Alaska,AK,governor,2006 Republican primary for Alaska governor,Total,,,101695.0,100.0,False,False
2006,Alaska,AK,governor,2006 Democratic primary for Alaska governor,Winning,Tony Knowles,Democratic,37316.0,74.63,True,False
2006,Alaska,AK,governor,2006 Democratic primary for Alaska governor,Candidate,Eric Croft,Democratic,11952.0,23.9,False,False
2006,Alaska,AK,governor,2006 Democratic primary for Alaska governor,Candidate,Bruce Lemke,Democratic,732.0,1.46,False,False
2006,Alaska,AK,governor,2006 Democratic primary for Alaska governor,Total,,,50000.0,100.0,False,False
2006,Arizona,AZ,governor,Democratic primary results,Winning,Janet Napolitano,Democratic,230881.0,100.0,True,True
2006,Arizona,AZ,governor,Democratic primary results,Total,,,230881.0,100.0,False,False
2006,Arizona,AZ,governor,Republican primary results,Winning,Len Munsil,Republican,155778.0,50.56,True,False
2006,Arizona,AZ,governor,Republican primary results,Candidate,Don Goldwater,Republican,122283.0,39.39,False,False
2006,Arizona,AZ,governor,Republican primary results,Candidate,Mike Harris,Republican,18734.0,6.08,False,False
2006,Arizona,AZ,governor,Republican primary results,Candidate,Gary Tupper,Republican,11250.0,3.65,False,False
2006,Arizona,AZ,governor,Republican primary results,Candidate,Steve Moore (write-in),Republican,49.0,0.2,False,False
2006,Arizona,AZ,governor,Republican primary results,Total,,,308094.0,100.0,False,False
2006,Arizona,AZ,governor,Libertarian primary results,Winning,Barry Hess,Libertarian,3063.0,100.0,True,False
2006,Arizona,AZ,governor,Libertarian primary results,Total,,,3063.0,100.0,False,False
2006,California,CA,governor,Republican primary results,Winning,Arnold Schwarzenegger,Republican,1724296.0,89.99,True,True
2006,California,CA,governor,Republican primary results,Candidate,Robert C. Newman II,Republican,68663.0,3.58,False,False
2006,California,CA,governor,Republican primary results,Candidate,Bill Chambers,Republican,65488.0,3.42,False,False
2006,California,CA,governor,Republican primary results,Candidate,Jeffrey R. Burns,Republican,57652.0,3.01,False,False
2006,California,CA,governor,Republican primary results,Total,,,1916099.0,100.0,False,False
2006,California,CA,governor,Democratic primary results,Winning,Phil Angelides,Democratic,1202884.0,48.0,True,False
2006,California,CA,governor,Democratic primary results,Candidate,Steve Westly,Democratic,1081971.0,43.17,False,False
2006,California,CA,governor,Democratic primary results,Candidate,Barbara Becnel,Democratic,66550.0,2.66,False,False
2006,California,CA,governor,Democratic primary results,Candidate,Joe Brouillette,Democratic,42077.0,1.68,False,False
2006,California,CA,governor,Democratic primary results,Candidate,Michael Strimling,Democratic,35122.0,1.4,False,False
2006,California,CA,governor,Democratic primary results,Candidate,Frank A. Macaluso Jr.,Democratic,30871.0,1.23,False,False
2006,California,CA,governor,Democratic primary results,Candidate,Vibert Greene,Democratic,25747.0,1.03,False,False
2006,California,CA,governor,Democratic primary results,Candidate,Jerald Robert Gerst,Democratic,21039.0,0.84,False,False
2006,California,CA,governor,Democratic primary results,Total,,,2506261.0,100.0,False,False
2006,California,CA,governor,Green primary results,Winning,Peter Miguel Camejo,Green,33546.0,100.0,True,False
2006,California,CA,governor,Green primary results,Total,,,33546.0,100.0,False,False
2006,California,CA,governor,Libertarian primary,Winning,Art Olivier,Libertarian,16445.0,100.0,True,False
2006,California,CA,governor,Libertarian primary,Total,,,16445.0,100.0,False,False
2006,California,CA,governor,Peace and Freedom primary,Winning,Janice Jordan,Freedom,3849.0,100.0,True,False
2006,California,CA,governor,Peace and Freedom primary,Total,,,3849.0,100.0,False,False
