year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2025,New Jersey,NJ,governor,2025 New Jersey gubernatorial election,Winning,Mikie Sherrill Dale Caldwell,Democratic,1896610,56.88,True,False
2025,New Jersey,NJ,governor,2025 New Jersey gubernatorial election,Candidate,Jack Ciattarelli Jim Gannon,Republican,1417705,42.52,False,False
2025,New Jersey,NJ,governor,2025 New Jersey gubernatorial election,Candidate,Vic Kaplan Bruno Pereira,Libertarian,11880,0.36,False,False
2025,New Jersey,NJ,governor,2025 New Jersey gubernatorial election,Candidate,Joanne Kuniansky Craig Honts,Workers,8164,0.24,False,False
2025,New Jersey,NJ,governor,2025 New Jersey gubernatorial election,Total,,,3334359,100.0,False,False
2025,Virginia,VA,governor,2025 Virginia gubernatorial election,Winning,Abigail Spanberger,Democratic,1976857,57.58,True,False
2025,Virginia,VA,governor,2025 Virginia gubernatorial election,Candidate,Winsome Earle-Sears,Republican,1449586,42.22,False,False
2025,Virginia,VA,governor,2025 Virginia gubernatorial election,Write-in,,,6897,0.2,False,False
2025,Virginia,VA,governor,2025 Virginia gubernatorial election,Total,,,3433340,100.0,False,False
