year,state,state_code,office,candidate,party,percentage,winner,incumbent
2011,Kentucky,KY,governor,Steve Beshear,Democratic,55.7,True,True
2011,Kentucky,KY,governor,David L. Williams,Republican,35.3,False,False
2011,Kentucky,KY,governor,Gatewood Galbraith,Independent,9.0,False,False
2011,Louisiana,LA,governor,Bobby Jindal,Republican,65.8,True,True
2011,Louisiana,LA,governor,Tara Hollis,Democratic,17.9,False,False
2011,Louisiana,LA,governor,Cary Deaton,Democratic,4.9,False,False
2011,Louisiana,LA,governor,Trey Roberts,Democratic,3.3,False,False
2011,Louisiana,LA,governor,David Blanchard,Independent,2.6,False,False
2011,Louisiana,LA,governor,Niki Papazoglakis,Democratic,2.1,False,False
2011,Louisiana,LA,governor,Scott Lewis,Libertarian,1.2,False,False
2011,Mississippi,MS,governor,Phil Bryant,Republican,61.0,True,False
2011,Mississippi,MS,governor,Johnny DuPree,Democratic,39.0,False,False
2011,West Virginia {{small|,,governor,Earl Ray Tomblin,Democratic,49.6,True,True
2011,West Virginia {{small|,,governor,Bill Maloney,Republican,47.0,False,False
2011,West Virginia {{small|,,governor,Bob Henry Baber,Mountain,2.0,False,False
2011,West Virginia {{small|,,governor,Marla Ingels,Independent,1.0,False,False
