year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2014,Alabama,AL,governor,Republican primary results,Winning,Robert J. Bentley,Republican,388247.0,89.35,True,True
2014,Alabama,AL,governor,Republican primary results,Candidate,Stacy Lee George,Republican,25134.0,5.78,False,False
2014,Alabama,AL,governor,Republican primary results,Candidate,Bob Starkey,Republican,21144.0,4.87,False,False
2014,Alabama,AL,governor,Republican primary results,Total,,,434525.0,100.0,False,False
2014,Alabama,AL,governor,Democratic primary results,Winning,Parker Griffith,Democratic,115433.0,63.9,True,False
2014,Alabama,AL,governor,Democratic primary results,Candidate,Kevin Bass,Democratic,65225.0,36.1,False,False
2014,Alabama,AL,governor,Democratic primary results,Total,,,180658.0,100.0,False,False
2014,Alaska,AK,governor,Republican primary results,Winning,Sean Parnell,Republican,80903.0,75.86,True,True
2014,Alaska,AK,governor,Republican primary results,Candidate,Russ Millette,Republican,11296.0,10.59,False,False
2014,Alaska,AK,governor,Republican primary results,Candidate,Brad Snowden,Republican,10594.0,9.93,False,False
2014,Alaska,AK,governor,Republican primary results,Candidate,"Gerald L. ""Tap"" Heikes",Republican,3855.0,3.61,False,False
2014,Alaska,AK,governor,Republican primary results,Total,,,106648.0,100.0,False,False
2014,Alaska,AK,governor,Republican primary results,Winning,Dan Sullivan,Republican,74758.0,70.7,True,False
2014,Alaska,AK,governor,Republican primary results,Candidate,Kelly Wolf,Republican,30985.0,29.3,False,False
2014,Alaska,AK,governor,Democratic–Libertarian–Independence primary results,Winning,Byron Mallott,Democratic,42327.0,66.89,True,False
2014,Alaska,AK,governor,Democratic–Libertarian–Independence primary results,Winning,Carolyn Clift,Libertarian,10436.0,16.49,True,False
2014,Alaska,AK,governor,Democratic–Libertarian–Independence primary results,Candidate,Phil Stoddard,Democratic,10514.0,16.62,False,False
2014,Alaska,AK,governor,Democratic–Libertarian–Independence primary results,Total,,,63277.0,100.0,False,False
2014,Alaska,AK,governor,Democratic–Libertarian–Independence primary results,Winning,Hollis French,Democratic,40271.0,62.08,True,False
2014,Alaska,AK,governor,Democratic–Libertarian–Independence primary results,Winning,Andrew C. Lee,Libertarian,8238.0,12.7,True,False
2014,Alaska,AK,governor,Democratic–Libertarian–Independence primary results,Candidate,Bob Williams,Democratic,16358.0,25.22,False,False
2014,Arizona,AZ,governor,Republican primary results,Winning,Doug Ducey,Republican,200607.0,37.05,True,False
2014,Arizona,AZ,governor,Republican primary results,Candidate,Scott Smith,Republican,119107.0,22.0,False,False
2014,Arizona,AZ,governor,Republican primary results,Candidate,Christine Jones,Republican,89922.0,16.61,False,False
2014,Arizona,AZ,governor,Republican primary results,Candidate,Ken Bennett,Republican,62010.0,11.45,False,False
2014,Arizona,AZ,governor,Republican primary results,Candidate,Andrew Thomas,Republican,43822.0,8.09,False,False
2014,Arizona,AZ,governor,Republican primary results,Candidate,Frank Riggs,Republican,24168.0,4.46,False,False
2014,Arizona,AZ,governor,Republican primary results,Candidate,Write-in,Republican,1804.0,0.03,False,False
2014,Arizona,AZ,governor,Republican primary results,Total,,,541440.0,100.0,False,False
2014,Arizona,AZ,governor,Democratic primary results,Winning,Fred DuVal,Democratic,271276.0,97.0,True,False
2014,Arizona,AZ,governor,Democratic primary results,Candidate,Write-in,Democratic,8578.0,3.0,False,False
2014,Arizona,AZ,governor,Democratic primary results,Total,,,279854.0,100.0,False,False
2014,Arkansas,AR,governor,Republican primary results,Winning,Asa Hutchinson,Republican,130752.0,72.95,True,False
2014,Arkansas,AR,governor,Republican primary results,Candidate,Curtis Coleman,Republican,48473.0,27.05,False,False
2014,Arkansas,AR,governor,Republican primary results,Total,,,179225.0,100.0,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Winning,Jerry Brown,Democratic,,45.6,True,True
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Winning,Tim Donnelly,Republican,,18.3,True,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Glenn Champ,Republican,,7.3,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Andrew Blount,Republican,,5.4,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Alma Marie Winston,Republican,,4.1,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Neel Kashkari,Republican,,3.8,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Robert Newman,No party preference,,3.1,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Akinyemi Agbede,Democratic,,2.8,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Luis J. Rodriguez,Green,,2.6,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Cindy Sheehan,Freedom,,2.3,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Richard William Aguirre,Republican,,1.7,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,"""Bo"" Bogdan Ambrozewicz",No party preference,,0.9,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Janel Hyeshia Buycks,No party preference,,0.8,False,False
2014,California,CA,governor,"[http://blog.sfgate.com/nov05election/2014/04/24/shocker-gop-registered-sex-offender-beats-kashkari-in-new-governors-race-poll/ Clear Path Strategies poll of 1,000 likely voters, April 2–6, 2014. MoE: ±?]",Candidate,Rakesh Kumar Christian,No party preference,,0.7,False,False
