year,state,state_code,office,candidate,party,percentage,winner,incumbent
2005,New Jersey,NJ,governor,Jon Corzine,Democratic,53.5,True,False
2005,New Jersey,NJ,governor,Doug Forrester,Republican,43.0,False,False
2005,New Jersey,NJ,governor,Hector Castillo,Independent,1.3,False,False
2005,Virginia,VA,governor,Tim Kaine,Democratic,51.7,True,False
2005,Virginia,VA,governor,Jerry Kilgore,Republican,46.0,False,False
2005,Virginia,VA,governor,Russ Potts,Independent,2.2,False,False
2005,Northern Mariana Islands,MP,governor,Benigno Fitial,Covenant Party (northern Mariana Islands),28.0,True,False
2005,Northern Mariana Islands,MP,governor,Heinz Hofschneider,Independent,27.3,False,False
2005,Northern Mariana Islands,MP,governor,Juan Babauta,Republican,26.6,False,True
2005,Northern Mariana Islands,MP,governor,Froilan Tenorio,Democratic,18.1,False,False
