year,state,state_code,office,candidate,party,percentage,winner,incumbent
2012,Delaware,DE,governor,Jack Markell,Democratic,69.3,True,True
2012,Delaware,DE,governor,Jeff Cragg,Republican,28.6,False,False
2012,Delaware,DE,governor,Mark Perri,Green,1.2,False,False
2012,Indiana,IN,governor,Mike Pence,Republican,49.5,True,False
2012,Indiana,IN,governor,John R. Gregg,Democratic,46.6,False,False
2012,Indiana,IN,governor,Rupert Boneham,Libertarian,4.0,False,False
2012,Missouri,MO,governor,Jay Nixon,Democratic,54.8,True,True
2012,Missouri,MO,governor,Dave Spence,Republican,42.5,False,False
2012,Missouri,MO,governor,Jim Higgins,Libertarian,2.7,False,False
2012,Montana,MT,governor,Steve Bullock,Democratic,48.9,True,False
2012,Montana,MT,governor,Rick Hill,Republican,47.3,False,False
2012,Montana,MT,governor,Ron Vandevender,Libertarian,3.8,False,False
2012,New Hampshire,NH,governor,Maggie Hassan,Democratic,54.6,True,False
2012,New Hampshire,NH,governor,Ovide Lamontagne,Republican,42.5,False,False
2012,New Hampshire,NH,governor,John J. Babiarz,Libertarian,2.8,False,False
2012,North Carolina,NC,governor,Pat McCrory,Republican,54.6,True,False
2012,North Carolina,NC,governor,Walter Dalton,Democratic,43.2,False,False
2012,North Carolina,NC,governor,Barbara Howe,Libertarian,2.1,False,False
2012,North Dakota,ND,governor,Jack Dalrymple,Republican,63.1,True,True
2012,North Dakota,ND,governor,Ryan Taylor,North Dakota Democratic–nonpartisan League,34.3,False,False
2012,North Dakota,ND,governor,Paul Sorum,Independent,1.7,False,False
2012,Utah,UT,governor,Gary Herbert,Republican,68.4,True,True
2012,Utah,UT,governor,Peter Cooke,Democratic,27.6,False,False
2012,Utah,UT,governor,Ken Larsen,Libertarian,2.3,False,False
2012,Utah,UT,governor,Kirk Pearson,Constitution,1.8,False,False
2012,Vermont,VT,governor,Peter Shumlin,Democratic,57.8,True,True
2012,Vermont,VT,governor,Randy Brock,Republican,37.6,False,False
2012,Vermont,VT,governor,Emily Peyton,Independent,2.0,False,False
2012,Vermont,VT,governor,Cris Ericson,Marijuana,1.9,False,False
2012,Washington,WA,governor,Jay Inslee,Democratic,51.5,True,False
2012,Washington,WA,governor,Rob McKenna,Republican,48.5,False,False
2012,West Virginia,WV,governor,Earl Ray Tomblin,Democratic,50.5,True,True
2012,West Virginia,WV,governor,Bill Maloney,Republican,45.7,False,False
2012,West Virginia,WV,governor,Jesse Johnson,Mountain,2.5,False,False
2012,West Virginia,WV,governor,David Moran,Libertarian,1.3,False,False
2012,Wisconsin {{small|,,governor,Scott Walker,Republican,53.1,True,True
2012,Wisconsin {{small|,,governor,Tom Barrett,Democratic,46.3,False,False
2012,American Samoa,AS,governor,Lolo Matalasi Moliga,Independent,52.9,True,False
2012,American Samoa,AS,governor,Faoa Aitofele Sunia,Democratic,47.1,False,False
2012,Puerto Rico,PR,governor,Alejandro García Padilla,Popular Democratic Party (puerto Rico),47.7,True,False
2012,Puerto Rico,PR,governor,Luis Fortuño,New Progressive Party (puerto Rico),47.1,False,True
2012,Puerto Rico,PR,governor,Juan Dalmau Ramírez,Independence Party (puerto Rico),2.5,False,False
2012,Puerto Rico,PR,governor,Rafael Bernabe,Working People's,1.0,False,False
