year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2004,Indiana,IN,governor,"Indiana gubernatorial election, 2004",Winning,Mitch Daniels/Becky Skillman,Republican,1302912,53.21,True,False
2004,Indiana,IN,governor,"Indiana gubernatorial election, 2004",Candidate,Joe Kernan/Kathy Davis (incumbents),Democratic,1113900,45.49,False,False
2004,Indiana,IN,governor,"Indiana gubernatorial election, 2004",Candidate,Kenn Gividen/Elaine Badnarik,Libertarian,31664,1.29,False,False
2004,Indiana,IN,governor,"Indiana gubernatorial election, 2004",Write-in,Write-ins,Write-ins,22,0.0,False,False
2004,Missouri,MO,governor,"Missouri gubernatorial election, 2004",Winning,Matt Blunt,Republican,1382419,50.83,True,False
2004,Missouri,MO,governor,"Missouri gubernatorial election, 2004",Candidate,Claire McCaskill,Democratic,1301442,47.85,False,False
2004,Missouri,MO,governor,"Missouri gubernatorial election, 2004",Candidate,John Swenson,Libertarian,24378,0.9,False,False
2004,Missouri,MO,governor,"Missouri gubernatorial election, 2004",Candidate,Robert Wells,Constitution,11299,0.42,False,False
2004,Montana,MT,governor,2004 Montana gubernatorial election,Winning,Brian Schweitzer,Democratic,225016,50.44,True,False
2004,Montana,MT,governor,2004 Montana gubernatorial election,Candidate,Bob Brown,Republican,205313,46.02,False,False
2004,Montana,MT,governor,2004 Montana gubernatorial election,Candidate,Bob Kelleher,Green,8393,1.88,False,False
2004,Montana,MT,governor,2004 Montana gubernatorial election,Candidate,Stanley Jones,Libertarian,7424,1.66,False,False
2004,Montana,MT,governor,2004 Montana gubernatorial election,Total,,,446146,100.0,False,False
2004,New Hampshire,NH,governor,"New Hampshire gubernatorial election, 2004",Winning,John Lynch,Democratic,340299,51.02,True,False
2004,New Hampshire,NH,governor,"New Hampshire gubernatorial election, 2004",Candidate,Craig Benson,Republican,325981,48.87,False,True
2004,New Hampshire,NH,governor,"New Hampshire gubernatorial election, 2004",Write-in,,,740,0.11,False,False
2004,New Hampshire,NH,governor,"New Hampshire gubernatorial election, 2004",Total,,,667020,100.0,False,False
2004,North Carolina,NC,governor,2004 North Carolina gubernatorial election,Candidate,Mike Easley,Democratic,1939154,55.62,False,True
2004,North Carolina,NC,governor,2004 North Carolina gubernatorial election,Candidate,Patrick J. Ballantine,Republican,1495021,42.88,False,False
2004,North Carolina,NC,governor,2004 North Carolina gubernatorial election,Candidate,Barbara Howe,Libertarian,52513,1.51,False,False
2004,North Dakota,ND,governor,"North Dakota gubernatorial election, 2004",Winning,John Hoeven,Republican,220803,71.26,True,True
2004,North Dakota,ND,governor,"North Dakota gubernatorial election, 2004",Candidate,Joe Satrom,North Dakota Democratic-npl,84877,27.39,False,False
2004,North Dakota,ND,governor,"North Dakota gubernatorial election, 2004",Candidate,Roland Riemers,Libertarian,4193,1.35,False,False
2004,Utah,UT,governor,2004 Utah gubernatorial election,Winning,Jon Huntsman Jr.,Republican,531190,57.74,True,False
2004,Utah,UT,governor,2004 Utah gubernatorial election,Candidate,Scott Matheson Jr.,Democratic,380359,41.35,False,False
2004,Utah,UT,governor,2004 Utah gubernatorial election,Candidate,Ken Larsen,Choice,8399,0.91,False,False
2004,Utah,UT,governor,2004 Utah gubernatorial election,Write-in,Write-ins,Write-ins,12,0.0,False,False
2004,Vermont,VT,governor,2004 Vermont gubernatorial election,Winning,Jim Douglas (inc.),Republican,181540,58.7,True,False
2004,Vermont,VT,governor,2004 Vermont gubernatorial election,Candidate,Peter Clavelle,Democratic,117327,37.93,False,False
2004,Vermont,VT,governor,2004 Vermont gubernatorial election,Candidate,Cris Ericson,Marijuana,4221,1.36,False,False
2004,Vermont,VT,governor,2004 Vermont gubernatorial election,Candidate,Patricia Hejny,Independent,2431,0.79,False,False
2004,Vermont,VT,governor,2004 Vermont gubernatorial election,Candidate,Hardy Machia,Libertarian,2263,0.73,False,False
2004,Vermont,VT,governor,2004 Vermont gubernatorial election,Candidate,Peter Diamondstone,Union,1298,0.42,False,False
2004,Vermont,VT,governor,2004 Vermont gubernatorial election,Candidate,Write-ins,Write-ins,205,0.07,False,False
2004,Washington,WA,governor,2004 Washington gubernatorial election,Winning,Christine Gregoire,Democratic,1373361,48.87,True,False
2004,Washington,WA,governor,2004 Washington gubernatorial election,Candidate,Dino Rossi,Republican,1373232,48.87,False,False
2004,Washington,WA,governor,2004 Washington gubernatorial election,Candidate,Ruth Bennett,Libertarian,63465,2.26,False,False
2004,Washington,WA,governor,2004 Washington gubernatorial election,Total,,,2810058,100.0,False,False
2004,West Virginia,WV,governor,"West Virginia gubernatorial election, 2004",Winning,Joe Manchin,Democratic,472758,63.51,True,False
2004,West Virginia,WV,governor,"West Virginia gubernatorial election, 2004",Candidate,Monty Warner,Republican,253131,34.0,False,False
2004,West Virginia,WV,governor,"West Virginia gubernatorial election, 2004",Candidate,Jesse Johnson,Mountain,18430,2.48,False,False
2004,West Virginia,WV,governor,"West Virginia gubernatorial election, 2004",Write-in,,,114,0.02,False,False
2004,West Virginia,WV,governor,"West Virginia gubernatorial election, 2004",Total,,,744433,,False,False
