year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2002,Alabama,AL,governor,2002 Alabama gubernatorial election,Winning,Bob Riley,Republican,672225,49.17,True,False
2002,Alabama,AL,governor,2002 Alabama gubernatorial election,Candidate,Don Siegelman,Democratic,669105,48.95,False,True
2002,Alabama,AL,governor,2002 Alabama gubernatorial election,Candidate,John Sophocleus,Libertarian,23272,1.7,False,False
2002,Alabama,AL,governor,2002 Alabama gubernatorial election,Write-in,,,2451,0.18,False,False
2002,Alabama,AL,governor,2002 Alabama gubernatorial election,Total,,,1367053,100.0,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Winning,Janet Napolitano,Democratic,566284,46.19,True,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Candidate,Matt Salmon,Republican,554465,45.22,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Candidate,Richard D. Mahoney,Independent,84947,6.93,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Candidate,Barry Hess,Libertarian,20356,1.66,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Candidate,Carlton Rahmani (write-in),Independent,29,0.0,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Candidate,Tracey Sturgess (write-in),Independent,15,0.0,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Candidate,Naida Axford (write-in),Independent,5,0.0,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Candidate,Raymond Caplette (write-in),Independent,5,0.0,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Candidate,D'Herrera Tapia (write-in),Independent,4,0.0,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Candidate,L. D. Talbow (write-in),Independent,1,0.0,False,False
2002,Arizona,AZ,governor,"Arizona gubernatorial election, 2002",Total,,,1226111,100.0,False,False
2002,Arkansas,AR,governor,"Arkansas gubernatorial election, 2002",Winning,Mike Huckabee,Republican,427082,53.02,True,True
2002,Arkansas,AR,governor,"Arkansas gubernatorial election, 2002",Candidate,Jimmie Lou Fisher,Democratic,378250,46.96,False,False
2002,Arkansas,AR,governor,"Arkansas gubernatorial election, 2002",Write-in,,,210,0.03,False,False
2002,California,CA,governor,2002 California gubernatorial election,Winning,Gray Davis,Democratic,3533490,47.26,True,True
2002,California,CA,governor,2002 California gubernatorial election,Candidate,Bill Simon,Republican,3169801,42.4,False,False
2002,California,CA,governor,2002 California gubernatorial election,Candidate,Peter Miguel Camejo,Green,393036,5.26,False,False
2002,California,CA,governor,2002 California gubernatorial election,Candidate,Gary David Copeland,Libertarian,161203,2.16,False,False
2002,California,CA,governor,2002 California gubernatorial election,Candidate,Reinhold Gulke,Independent,128035,1.71,False,False
2002,California,CA,governor,2002 California gubernatorial election,Candidate,Iris Adam,Law,88415,1.18,False,False
2002,California,CA,governor,2002 California gubernatorial election,Write-in,Write-ins,,2331,0.03,False,False
2002,California,CA,governor,2002 California gubernatorial election,Total,,,7476311,100.0,False,False
2002,Colorado,CO,governor,2002 Colorado gubernatorial election,Winning,Bill Owens (inc.),Republican,884583,62.62,True,False
2002,Colorado,CO,governor,2002 Colorado gubernatorial election,Candidate,Rollie Heath,Democratic,475373,33.65,False,False
2002,Colorado,CO,governor,2002 Colorado gubernatorial election,Candidate,Ronald Forthofer,Green,32099,2.27,False,False
2002,Colorado,CO,governor,2002 Colorado gubernatorial election,Candidate,Ralph Shnelvar,Libertarian,20547,1.45,False,False
2002,Connecticut,CT,governor,2002 Connecticut gubernatorial election,Winning,John G. Rowland,Republican,573958,56.11,True,True
2002,Connecticut,CT,governor,2002 Connecticut gubernatorial election,Candidate,Bill Curry,Democratic,448984,43.89,False,False
2002,Connecticut,CT,governor,2002 Connecticut gubernatorial election,Write-in,,,56,0.0,False,False
2002,Connecticut,CT,governor,2002 Connecticut gubernatorial election,Total,,,1022998,100.0,False,False
2002,Florida,FL,governor,"2002 gubernatorial election, Florida",Winning,Jeb Bush,Republican,2856845,56.0,True,True
2002,Florida,FL,governor,"2002 gubernatorial election, Florida",Candidate,Bill McBride,Democratic,2201427,43.2,False,False
2002,Florida,FL,governor,"2002 gubernatorial election, Florida",Candidate,Bob Kunst,No Party Affiliation,42039,0.8,False,False
2002,Florida,FL,governor,"2002 gubernatorial election, Florida",Write-in,[[Write-in Candidate|Write-ins]],Write-ins,270,0.01,False,False
2002,Georgia,GA,governor,2002 Georgia gubernatorial election,Winning,Sonny Perdue,Republican,1041677,51.42,True,False
2002,Georgia,GA,governor,2002 Georgia gubernatorial election,Candidate,Roy Barnes,Democratic,937062,46.25,False,True
2002,Georgia,GA,governor,2002 Georgia gubernatorial election,Candidate,Garrett Michael Hayes,Libertarian,47122,2.33,False,False
2002,Georgia,GA,governor,2002 Georgia gubernatorial election,Total,,,2025861,100.0,False,False
2002,Hawaii,HI,governor,"Hawaii gubernatorial election, 2002",Winning,Linda Lingle,Republican,197009,51.56,True,False
2002,Hawaii,HI,governor,"Hawaii gubernatorial election, 2002",Candidate,Mazie Hirono,Democratic,179647,47.01,False,False
2002,Hawaii,HI,governor,"Hawaii gubernatorial election, 2002",Candidate,Bu Laʻia Hill,Law,2561,0.67,False,False
2002,Hawaii,HI,governor,"Hawaii gubernatorial election, 2002",Candidate,Tracy Ryan,Libertarian,1364,0.36,False,False
2002,Hawaii,HI,governor,"Hawaii gubernatorial election, 2002",Candidate,Jim Brewer,Independent,1147,0.3,False,False
2002,Hawaii,HI,governor,"Hawaii gubernatorial election, 2002",Candidate,Daniel Cunningham,Independent,382,0.1,False,False
2002,Idaho,ID,governor,"Idaho gubernatorial election, 2002",Winning,Dirk Kempthorne (inc.),Republican,231566,56.28,True,False
2002,Idaho,ID,governor,"Idaho gubernatorial election, 2002",Candidate,Jerry Brady,Democratic,171711,41.73,False,False
2002,Idaho,ID,governor,"Idaho gubernatorial election, 2002",Candidate,Daniel L. J. Adams,Libertarian,8187,1.99,False,False
2002,Idaho,ID,governor,"Idaho gubernatorial election, 2002",Write-in,Write-ins,Write-ins,13,0.0,False,False
2002,Illinois,IL,governor,2002 Illinois gubernatorial election,Winning,Rod Blagojevich,Democratic,1847040,52.19,True,False
2002,Illinois,IL,governor,2002 Illinois gubernatorial election,Candidate,Jim Ryan,Republican,1594961,45.07,False,False
2002,Illinois,IL,governor,2002 Illinois gubernatorial election,Candidate,Cal Skinner,Libertarian,73794,2.09,False,False
2002,Illinois,IL,governor,2002 Illinois gubernatorial election,Candidate,Marisellis Brown,Independent,23089,0.65,False,False
2002,Illinois,IL,governor,2002 Illinois gubernatorial election,Candidate,Peter Dale Kauss,Write-in,8,0.0,False,False
2002,Illinois,IL,governor,2002 Illinois gubernatorial election,Total,,,3538891,100.0,False,False
2002,Iowa,IA,governor,"Iowa gubernatorial election, 2002",Winning,Tom Vilsack,Democratic,540449,52.69,True,True
2002,Iowa,IA,governor,"Iowa gubernatorial election, 2002",Candidate,Doug Gross,Republican,456612,44.51,False,False
2002,Iowa,IA,governor,"Iowa gubernatorial election, 2002",Candidate,Jay Robinson,Green,14628,1.43,False,False
2002,Iowa,IA,governor,"Iowa gubernatorial election, 2002",Candidate,Clyde Cleveland,Libertarian,13098,1.28,False,False
2002,Iowa,IA,governor,"Iowa gubernatorial election, 2002",Write-in,Write-ins,Write-ins,1025,0.1,False,False
2002,Kansas,KS,governor,"Kansas gubernatorial election, 2002",Winning,Kathleen Sebelius,Democratic,441858,52.87,True,False
2002,Kansas,KS,governor,"Kansas gubernatorial election, 2002",Candidate,Tim Shallenburger,Republican,376830,45.09,False,False
2002,Kansas,KS,governor,"Kansas gubernatorial election, 2002",Candidate,Theodore Pettibone,Reform,8907,1.07,False,False
2002,Kansas,KS,governor,"Kansas gubernatorial election, 2002",Candidate,Dennis Hawver,Libertarian,8097,0.97,False,False
2002,Maine,ME,governor,"Maine gubernatorial election, 2002",Winning,John Baldacci,Democratic,238179,47.15,True,False
2002,Maine,ME,governor,"Maine gubernatorial election, 2002",Candidate,Peter Cianchette,Republican,209496,41.47,False,False
2002,Maine,ME,governor,"Maine gubernatorial election, 2002",Candidate,Jonathan Carter,Green,46903,9.28,False,False
2002,Maine,ME,governor,"Maine gubernatorial election, 2002",Candidate,John Michael,Independent,10612,2.1,False,False
2002,Maryland,MD,governor,"Maryland gubernatorial election, 2002",Winning,Bob Ehrlich,Republican,879592,51.55,True,False
2002,Maryland,MD,governor,"Maryland gubernatorial election, 2002",Candidate,Kathleen Kennedy Townsend,Democratic,813422,47.68,False,False
2002,Maryland,MD,governor,"Maryland gubernatorial election, 2002",Candidate,Spear Lancaster,Libertarian,11546,0.68,False,False
2002,Maryland,MD,governor,"Maryland gubernatorial election, 2002",Write-in,Write-ins,Write-ins,1619,0.09,False,False
2002,Massachusetts,MA,governor,"Massachusetts gubernatorial election, 2002",Winning,Mitt Romney,Republican,1091988,49.77,True,False
2002,Massachusetts,MA,governor,"Massachusetts gubernatorial election, 2002",Candidate,Shannon O'Brien,Democratic,985981,44.94,False,False
2002,Massachusetts,MA,governor,"Massachusetts gubernatorial election, 2002",Candidate,Jill Stein,Green-rainbow,76530,3.49,False,False
2002,Massachusetts,MA,governor,"Massachusetts gubernatorial election, 2002",Candidate,Carla Howell,Libertarian,23044,1.05,False,False
2002,Massachusetts,MA,governor,"Massachusetts gubernatorial election, 2002",Candidate,Barbara Johnson,Independent,15335,0.69,False,False
2002,Massachusetts,MA,governor,"Massachusetts gubernatorial election, 2002",Candidate,Blank ballots,None,26122,1.17,False,False
2002,Massachusetts,MA,governor,"Massachusetts gubernatorial election, 2002",Write-in,,,1301,0.06,False,False
2002,Massachusetts,MA,governor,"Massachusetts gubernatorial election, 2002",Total,,,2194179,100.0,False,False
2002,Michigan,MI,governor,2002 Michigan gubernatorial election,Winning,Jennifer Granholm,Democratic,1633796,51.42,True,False
2002,Michigan,MI,governor,2002 Michigan gubernatorial election,Candidate,Dick Posthumus,Republican,1506104,47.4,False,False
2002,Michigan,MI,governor,2002 Michigan gubernatorial election,Candidate,Douglas Campbell,Green,25236,0.79,False,False
2002,Michigan,MI,governor,2002 Michigan gubernatorial election,Candidate,Joseph Pilchak,U.s. Taxpayers,12411,0.39,False,False
2002,Michigan,MI,governor,2002 Michigan gubernatorial election,Candidate,Don Mackle (write-in),,7,0.0,False,False
2002,Michigan,MI,governor,2002 Michigan gubernatorial election,Candidate,Mark Anthony McFarlin (write-in),,6,0.0,False,False
2002,Michigan,MI,governor,2002 Michigan gubernatorial election,Candidate,Angelo Scott Brown (write-in),,5,0.0,False,False
2002,Michigan,MI,governor,2002 Michigan gubernatorial election,Total,,,3177565,100.0,False,False
2002,Minnesota,MN,governor,"2002 gubernatorial election, Minnesota",Winning,Tim Pawlenty,Republican,999473,44.37,True,False
2002,Minnesota,MN,governor,"2002 gubernatorial election, Minnesota",Candidate,Roger Moe,Minnesota Democratic–farmer–labor,821268,36.46,False,False
2002,Minnesota,MN,governor,"2002 gubernatorial election, Minnesota",Candidate,Tim Penny,Independence,364534,16.18,False,False
2002,Minnesota,MN,governor,"2002 gubernatorial election, Minnesota",Candidate,Ken Pentel,Green,50589,2.25,False,False
2002,Minnesota,MN,governor,"2002 gubernatorial election, Minnesota",Candidate,Booker Hodges IV,Independent,9698,0.43,False,False
2002,Minnesota,MN,governor,"2002 gubernatorial election, Minnesota",Candidate,Kari Sachs,Workers,3026,0.14,False,False
2002,Minnesota,MN,governor,"2002 gubernatorial election, Minnesota",Candidate,Lawrence Aeshliman,Constitution,2537,0.11,False,False
2002,Minnesota,MN,governor,"2002 gubernatorial election, Minnesota",Candidate,Lealand Vettleson,,2,0.0,False,False
2002,Minnesota,MN,governor,"2002 gubernatorial election, Minnesota",Candidate,Write-ins,,1348,0.06,False,False
2002,Nevada,NV,governor,"Nevada gubernatorial election, 2002",Winning,Kenny Guinn (inc.),Republican,344001,68.24,True,False
2002,Nevada,NV,governor,"Nevada gubernatorial election, 2002",Candidate,Joe Neal,Democratic,110935,22.01,False,False
2002,Nevada,NV,governor,"Nevada gubernatorial election, 2002",Candidate,None of These Candidates,,23674,4.7,False,False
2002,Nevada,NV,governor,"Nevada gubernatorial election, 2002",Candidate,Dick Geyer,Libertarian,8104,1.61,False,False
2002,Nevada,NV,governor,"Nevada gubernatorial election, 2002",Candidate,David G. Holmgren,American,7047,1.4,False,False
