year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2011,Kentucky,KY,governor,2011 Kentucky gubernatorial election,Winning,Steven L. Beshear,Democratic,464245,55.72,True,True
2011,Kentucky,KY,governor,2011 Kentucky gubernatorial election,Candidate,David L. Williams,Republican,294034,35.29,False,False
2011,Kentucky,KY,governor,2011 Kentucky gubernatorial election,Candidate,Gatewood Galbraith,Independent,74860,8.99,False,False
2011,Kentucky,KY,governor,2011 Kentucky gubernatorial election,Total,,,833139,100.0,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Winning,Bobby Jindal,Republican,673239,65.8,True,True
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Candidate,Tara Hollis,Democratic,182925,17.88,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Candidate,Cary Deaton,Democratic,50071,4.89,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Candidate,Trey Roberts,Democratic,33280,3.25,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Candidate,David Blanchard,Independent,26705,2.61,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Candidate,Niki Bird Papazoglakis,Democratic,21885,2.14,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Candidate,Scott Lewis,Libertarian,12528,1.22,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Candidate,Bob Lang,Independent,9109,0.89,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Candidate,Ron Ceasar,Independent,8179,0.8,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Candidate,Lenny Bollingham,Independent,5242,0.51,False,False
2011,Louisiana,LA,governor,"Louisiana gubernatorial election results, 2011",Total,,,1023163,100.0,False,False
2011,West Virginia,WV,governor,"West Virginia gubernatorial special election official results, 2011",Winning,Earl Ray Tomblin,Democratic,149202,49.55,True,True
2011,West Virginia,WV,governor,"West Virginia gubernatorial special election official results, 2011",Candidate,Bill Maloney,Republican,141656,47.05,False,False
2011,West Virginia,WV,governor,"West Virginia gubernatorial special election official results, 2011",Candidate,Bob Henry Baber,Mountain,6083,2.02,False,False
2011,West Virginia,WV,governor,"West Virginia gubernatorial special election official results, 2011",Candidate,Marla Ingels,Independent,2875,0.95,False,False
2011,West Virginia,WV,governor,"West Virginia gubernatorial special election official results, 2011",Candidate,Harry Bertram,Position,1111,0.37,False,False
2011,West Virginia,WV,governor,"West Virginia gubernatorial special election official results, 2011",Candidate,Phil Hudok,Write-in Candidate,76,0.03,False,False
2011,West Virginia,WV,governor,"West Virginia gubernatorial special election official results, 2011",Candidate,Donald Lee Underwood,Write-in Candidate,54,0.02,False,False
2011,West Virginia,WV,governor,"West Virginia gubernatorial special election official results, 2011",Candidate,"John R. ""Rick"" Bartlett",Write-in Candidate,27,0.01,False,False
2011,West Virginia,WV,governor,"West Virginia gubernatorial special election official results, 2011",Total,,,301084,100.0,False,False
