year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2022,Alabama,AL,State Senate,1,general,Tim Melson,Republican,35480.0,97.94,True,True
2022,Alabama,AL,State Senate,2,general,Tom Butler,Republican,25951.0,55.52,True,True
2022,Alabama,AL,State Senate,2,general,Kim Caudle Lewis,Democratic,20749.0,44.39,False,False
2022,Alabama,AL,State Senate,3,general,Arthur Orr,Republican,30578.0,86.49,True,True
2022,Alabama,AL,State Senate,3,general,Rick Chandler,Libertarian,4566.0,12.91,False,False
2022,Alabama,AL,State Senate,4,general,Garlan Gudger,Republican,38265.0,99.2,True,True
2022,Alabama,AL,State Senate,5,general,Greg Reed,Republican,36159.0,99.19,True,True
2022,Alabama,AL,State Senate,6,general,Larry Stutts,Republican,30883.0,86.73,True,True
2022,Alabama,AL,State Senate,6,general,Kyle Richard-Garrison,Libertarian,4598.0,12.91,False,False
2022,Alabama,AL,State Senate,7,general,Sam Givhan,Republican,29095.0,62.65,True,True
2022,Alabama,AL,State Senate,7,general,Korey Wilson,Democratic,17295.0,37.24,False,False
2022,Alabama,AL,State Senate,8,general,Steve Livingston,Republican,33758.0,98.21,True,True
2022,Alabama,AL,State Senate,9,general,Clay Scofield,Republican,32709.0,98.3,True,True
2022,Alabama,AL,State Senate,10,general,Andrew Jones,Republican,32153.0,98.17,True,True
2022,Alabama,AL,State Senate,11,general,Lance Bell,Republican,33505.0,98.41,True,False
2022,Alabama,AL,State Senate,12,general,Keith Kelley,Republican,28786.0,73.61,True,False
2022,Alabama,AL,State Senate,12,general,Danny McCullars,Democratic,10271.0,26.26,False,False
2022,Alabama,AL,State Senate,13,general,Randy Price,Republican,31759.0,98.15,True,True
2022,Alabama,AL,State Senate,14,general,April Weaver,Republican,31917.0,97.4,True,True
2022,Alabama,AL,State Senate,15,general,Dan Roberts,Republican,35704.0,85.55,True,True
2022,Alabama,AL,State Senate,15,general,Michael Crump,Libertarian,5771.0,13.83,False,False
2022,Alabama,AL,State Senate,16,general,"J. T. ""Jabo"" Waggoner",Republican,33719.0,96.11,True,True
2022,Alabama,AL,State Senate,17,general,Shay Shelnutt,Republican,38137.0,90.95,True,True
2022,Alabama,AL,State Senate,17,general,John Fortenberry,Libertarian,3675.0,8.76,False,False
2022,Alabama,AL,State Senate,18,general,Rodger Smitherman,Democratic,28642.0,98.78,True,True
2022,Alabama,AL,State Senate,19,general,Merika Coleman,Democratic,26369.0,86.52,True,False
2022,Alabama,AL,State Senate,19,general,Danny Wilson,Libertarian,3904.0,12.81,False,False
2022,Alabama,AL,State Senate,20,general,Linda Coleman-Madison,Democratic,27567.0,98.54,True,True
2022,Alabama,AL,State Senate,21,general,Gerald Allen,Republican,21962.0,65.97,True,True
