year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2016,Alaska,AK,State Senate,B,general,John Coghill,Republican,8429.0,52.96,True,True
2016,Alaska,AK,State Senate,B,general,Luke Hopkins,Democratic,7336.0,46.09,False,False
2016,Alaska,AK,State Senate,D,general,David S. Wilson,Republican,11689.0,96.44,True,False
2016,Alaska,AK,State Senate,F,general,Shelley Hughes,Republican,12284.0,71.73,True,False
2016,Alaska,AK,State Senate,F,general,Tim Hale,Independent,4750.0,27.74,False,False
2016,Alaska,AK,State Senate,H,general,Bill Wielechowski,Democratic,6125.0,56.56,True,True
2016,Alaska,AK,State Senate,H,general,Kevin D. Kastner,Republican,4674.0,43.16,False,False
2016,Alaska,AK,State Senate,J,general,Tom Begich,Democratic,8103.0,93.49,True,True
2016,Alaska,AK,State Senate,L,general,Natasha von Imhof,Republican,7645.0,51.81,True,False
2016,Alaska,AK,State Senate,L,general,Forrest J. McDonald,Democratic,5971.0,40.46,False,False
2016,Alaska,AK,State Senate,L,general,Tom Johnson,Independent,1088.0,7.37,False,False
2016,Alaska,AK,State Senate,N,general,Cathy Giessel,Republican,9570.0,51.9,True,True
2016,Alaska,AK,State Senate,N,general,Vince Beltrami,Independent,8772.0,47.57,False,False
2016,Alaska,AK,State Senate,P,general,Gary Stevens,Republican,12950.0,96.4,True,True
2016,Alaska,AK,State Senate,R,general,Bert Stedman,Republican,12882.0,95.73,True,True
2016,Alaska,AK,State Senate,T,general,Donny Olson,Democratic,8603.0,96.94,True,True
2016,Arizona,AZ,State Senate,1,general,Karen Fann,Republican,87011.0,100.0,True,False
2016,Arizona,AZ,State Senate,2,general,Andrea Dalessandro,Democratic,39693.0,59.46,True,True
2016,Arizona,AZ,State Senate,2,general,Shelley Kais,Republican,27066.0,40.54,False,False
2016,Arizona,AZ,State Senate,3,general,Olivia Cajero Bedford,Democratic,48887.0,100.0,True,True
2016,Arizona,AZ,State Senate,4,general,Lisa Otondo,Democratic,37668.0,100.0,True,False
2016,Arizona,AZ,State Senate,5,general,Sonny Borrelli,Republican,62615.0,100.0,True,False
2016,Arizona,AZ,State Senate,6,general,Sylvia Tenney Allen,Republican,49318.0,50.91,True,True
2016,Arizona,AZ,State Senate,6,general,Nikki Check Bagley,Democratic,47557.0,49.09,False,False
2016,Arizona,AZ,State Senate,7,general,Jamescita Peshlakai,Democratic,54421.0,100.0,True,False
2016,Arizona,AZ,State Senate,8,general,Frank Pratt,Republican,32366.0,53.1,True,False
2016,Arizona,AZ,State Senate,8,general,Barbara McGuire,Democratic,28585.0,46.9,False,True
2016,Arizona,AZ,State Senate,9,general,Steve Farley,Democratic,68109.0,99.5,True,True
2016,Arizona,AZ,State Senate,9,general,Mark Spear,Republican,344.0,0.5,False,False
2016,Arizona,AZ,State Senate,10,general,David Bradley,Democratic,50850.0,53.88,True,True
2016,Arizona,AZ,State Senate,10,general,Randall Phelps,Republican,43526.0,46.12,False,False
2016,Arizona,AZ,State Senate,11,general,Steve Smith,Republican,59475.0,59.56,True,True
2016,Arizona,AZ,State Senate,11,general,Ralph Atchue,Democratic,40390.0,40.44,False,False
2016,Arizona,AZ,State Senate,12,general,Warren Petersen,Republican,69356.0,65.1,True,False
