year,state,state_code,chamber,district,race,candidate,party,votes,percentage,winner,incumbent
2014,Alabama,AL,State Senate,1,general,Tim Melson,Republican,22982.0,62.6,True,False
2014,Alabama,AL,State Senate,1,general,Mike Curtis,Democratic,13704.0,37.3,False,False
2014,Alabama,AL,State Senate,2,general,Bill Holtzclaw,Republican,24936.0,96.3,True,False
2014,Alabama,AL,State Senate,3,general,Arthur Orr,Republican,26906.0,98.5,True,True
2014,Alabama,AL,State Senate,4,general,Paul Bussman,Republican,24750.0,73.5,True,False
2014,Alabama,AL,State Senate,4,general,Angelo Mancuso,Democratic,8875.0,26.4,False,False
2014,Alabama,AL,State Senate,5,general,Greg Reed,Republican,29611.0,98.7,True,False
2014,Alabama,AL,State Senate,6,general,Larry Stutts,Republican,17641.0,50.1,True,False
2014,Alabama,AL,State Senate,6,general,"Roger Bedford, Jr.",Democratic,17574.0,49.9,False,False
2014,Alabama,AL,State Senate,7,general,Paul Sanford,Republican,22873.0,64.8,True,False
2014,Alabama,AL,State Senate,7,general,Bryan Bennet,Democratic,12404.0,35.1,False,False
2014,Alabama,AL,State Senate,8,general,Steve Livingston,Republican,24332.0,72.2,True,False
2014,Alabama,AL,State Senate,8,general,Horace Clemmons,Democratic,9322.0,27.6,False,False
2014,Alabama,AL,State Senate,9,general,Clay Scofield,Republican,24596.0,98.5,True,False
2014,Alabama,AL,State Senate,10,general,Phil Williams,Republican,17967.0,52.0,True,False
2014,Alabama,AL,State Senate,10,general,Larry Means,Democratic,16530.0,47.9,False,False
2014,Alabama,AL,State Senate,11,general,Jim McClendon,Republican,24318.0,77.6,True,False
2014,Alabama,AL,State Senate,11,general,Ron Crumpton,Democratic,6981.0,22.3,False,False
2014,Alabama,AL,State Senate,12,general,Del Marsh,Republican,17646.0,57.1,True,False
2014,Alabama,AL,State Senate,12,general,Taylor Stewart,Democratic,13178.0,42.6,False,False
2014,Alabama,AL,State Senate,13,general,Gerald Dial,Republican,16758.0,54.2,True,False
2014,Alabama,AL,State Senate,13,general,Darrell Truner,Democratic,3.0,33.7,False,False
2014,Alabama,AL,State Senate,13,general,Bill Fuller,Independent (politician),3697.0,12.0,False,False
2014,Alabama,AL,State Senate,14,general,Cam Ward,Republican,25724.0,98.4,True,False
2014,Alabama,AL,State Senate,15,general,Slade Blackwell,Republican,29498.0,98.4,True,False
2014,Alabama,AL,State Senate,16,general,"J.T. ""Jabo"" Waggoner",Republican,28107.0,77.1,True,False
2014,Alabama,AL,State Senate,16,general,Cindy Bell,Democratic,8284.0,22.7,False,False
2014,Alabama,AL,State Senate,17,general,Shay Shelnutt,Republican,31105.0,98.8,True,False
2014,Alabama,AL,State Senate,18,general,Rodger Smitherman,Democratic,23195.0,98.2,True,False
2014,Alabama,AL,State Senate,19,general,Priscilla Dunn,Democratic,27143.0,98.7,True,False
2014,Alabama,AL,State Senate,20,general,Linda Coleman,Democratic,23368.0,98.5,True,False
2014,Alabama,AL,State Senate,21,general,Gerald Allen,Republican,20179.0,62.3,True,False
2014,Alabama,AL,State Senate,21,general,Phil Poole,Democratic,12161.0,37.5,False,False
2014,Alabama,AL,State Senate,22,general,Greg Albritton,Republican,23162.0,67.2,True,False
2014,Alabama,AL,State Senate,22,general,Susan Smith,Democratic,11275.0,32.7,False,False
2014,Alabama,AL,State Senate,23,general,Hank Sanders,Democratic,29306.0,97.6,True,False
2014,Alabama,AL,State Senate,24,general,Bobby Singleton,Democratic,26859.0,98.9,True,False
2014,Alabama,AL,State Senate,25,general,Dick Brewbaker,Republican,29545.0,98.2,True,False
2014,Alabama,AL,State Senate,26,general,Quinton Ross,Democratic,25166.0,99.2,True,False
2014,Alabama,AL,State Senate,27,general,Tom Whatley,Republican,19808.0,65.5,True,False
