Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2010,Alabama,Republican primary results,Primary,Winning,True,Richard Shelby,Republican Party (United States),"405,042",84.34%
2010,Alabama,Republican primary results,Primary,Candidate,False,Clint Moser,Republican Party (United States),"75,190",15.66%
2010,Alabama,Republican primary results,Primary,Total,False,,,"480,232",100.00%
2010,Alabama,Democratic primary results,Primary,Winning,False,William G. Barnes,Democratic Party (United States),"160,737",60.77%
2010,Alabama,Democratic primary results,Primary,Candidate,False,Simone De Moore,Democratic Party (United States),"103,784",39.23%
2010,Alabama,Democratic primary results,Primary,Total,False,,,"264,521",100.00%
2010,Alaska,Primary results,Primary,Winning,False,Scott McAdams,Democratic Party (United States),"18,035",51.41%
2010,Alaska,Primary results,Primary,Winning,False,David Haase,Alaska Libertarian Party,"5,793",16.49%
2010,Alaska,Primary results,Primary,Candidate,False,Jacob Seth Kern,Democratic Party (United States),"6,913",19.71%
2010,Alaska,Primary results,Primary,Candidate,False,Frank Vondersaar,Democratic Party (United States),"5,339",15.22%
2010,Alaska,Primary results,Primary,Total,False,,,"36,080",100.00%
2010,Alaska,Republican primary results,Primary,Winning,False,[[Joe Miller (Alaska politician),Republican Party (United States),"55,878",50.91%
2010,Alaska,Republican primary results,Primary,Candidate,True,Lisa Murkowski,Republican Party (United States),"53,872",49.09%
2010,Alaska,Republican primary results,Primary,Total,False,,,"109,750",100.00%
2010,Arizona,Republican primary results,Primary,Winning,True,John McCain,Republican Party (US),"284,374",56.2%
2010,Arizona,Republican primary results,Primary,Candidate,False,J. D. Hayworth,Republican Party (US),"162,502",32.1%
2010,Arizona,Republican primary results,Primary,Candidate,False,Jim Deakin,Republican Party (US),"59,447",11.7%
2010,Arizona,Republican primary results,Primary,Total,False,,,"506,323",100.0%
2010,Arizona,Democratic primary results,Primary,Winning,False,Rodney Glassman,Democratic Party (US),"86,881",34.7%
2010,Arizona,Democratic primary results,Primary,Candidate,False,Cathy Eden,Democratic Party (US),"66,421",26.5%
2010,Arizona,Democratic primary results,Primary,Candidate,False,John Dougherty,Democratic Party (US),"60,262",24.1%
2010,Arizona,Democratic primary results,Primary,Candidate,False,Randy Parraz,Democratic Party (US),"36,637",14.6%
