Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1994,Arizona,Democratic primary results,Primary,Winning,False,Sam Coppersmith,Democratic Party (United States),"81,995",32.2%
1994,Arizona,Democratic primary results,Primary,Candidate,False,Richard Mahoney,Democratic Party (United States),"81,863",32.1%
1994,Arizona,Democratic primary results,Primary,Candidate,False,Cindy Resnick,Democratic Party (United States),"75,563",29.6%
1994,Arizona,Democratic primary results,Primary,Candidate,False,David Moss,Democratic Party (United States),"15,612",6.1%
1994,Arizona,Democratic primary results,Primary,Total,False,,,"200,120",100.0%
1994,Arizona,Republican primary results,Primary,Winning,False,Jon Kyl,Republican Party (United States),"231,275",99.0%
1994,Arizona,Republican primary results,Primary,Candidate,False,Write-ins,Republican Party (United States),"2,248",1.0%
1994,Arizona,Republican primary results,Primary,Total,False,,,"231,733",100.0%
1994,Arizona,Libertarian primary results,Primary,Winning,False,Scott Grainger,Arizona Libertarian Party,"5,424",100.0%
1994,Arizona,Libertarian primary results,Primary,Total,False,,,"5,424",100.0%
1994,California,Democratic primary,Primary,Winning,True,Dianne Feinstein,Democratic Party (United States),"1,635,837",74.20%
1994,California,Democratic primary,Primary,Candidate,False,Ted J. Andromedas,Democratic Party (United States),"297,128",13.48%
1994,California,Democratic primary,Primary,Candidate,False,Daniel O'Dowd,Democratic Party (United States),"271,615",12.32%
1994,California,Democratic primary,Primary,Total,False,,,"2,204,580",100.00%
1994,California,Republican primary,Primary,Winning,False,Michael Huffington,Republican Party (United States),"1,072,358",55.43%
1994,California,Republican primary,Primary,Candidate,False,William E. Dannemeyer,Republican Party (United States),"565,864",29.25%
1994,California,Republican primary,Primary,Candidate,False,Kate Squires,Republican Party (United States),"202,950",10.49%
1994,California,Republican primary,Primary,Candidate,False,Wolf G. Dalichau,Republican Party (United States),"58,307",3.01%
1994,California,Republican primary,Primary,Candidate,False,John M. Brown,Republican Party (United States),"35,212",1.82%
1994,California,Republican primary,Primary,Total,False,,,"1,934,691",100.00
1994,California,Peace & Freedom primary,Primary,Winning,False,Elizabeth Cervantes Barron,Peace and Freedom Party,"3,487",70.70
1994,California,Peace & Freedom primary,Primary,Candidate,False,Larry D. Hampshire,Peace and Freedom Party,"1,445",29.30
1994,California,Peace & Freedom primary,Primary,Total,False,,,"4,932",100.00
1994,California,Libertarian primary,Primary,Winning,False,Richard Boddie,Libertarian Party (United States),"120,622",100.00
1994,California,Libertarian primary,Primary,Total,False,,,"120,622",100.00
1994,California,American Independent primary,Primary,Winning,False,Paul Meeuwenberg,American Independent Party,"13,596",100.00
1994,California,American Independent primary,Primary,Total,False,,,"13,596",100.00
1994,Connecticut,1994 Republican primary results,Primary,Winning,False,Jerry Labriola,Republican Party (United States),"69,972",66.83%
1994,Connecticut,1994 Republican primary results,Primary,Candidate,False,Joe Bentivegna,Republican Party (United States),"34,733",33.17%
1994,Connecticut,1994 Republican primary results,Primary,Total,False,,,"104,705",100.0%
