Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1976,California,1976 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),John V. Tunney,"1,774,879",53.79%
1976,California,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Tom Hayden,"1,210,637",36.69%
1976,California,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Bob Wallach,"73,142",2.22%
1976,California,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Lois T. Bodle,"54,220",1.64%
1976,California,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Frank L. Thomas,"53,843",1.63%
1976,California,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Howard L. Gifford,"46,977",1.42%
1976,California,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Ronald L. Williams,"29,511",0.89%
1976,California,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Leslie W. Craven,"28,583",0.87%
1976,California,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Millard F. Slover,"28,108",0.85%
1976,California,1976 Democratic U.S. Senate primary,Primary,Total,False,,,"3,299,925",100.00%
1976,California,1976 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),S. I. Hayakawa,"886,743",38.25%
1976,California,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Robert H. Finch,"614,240",26.49%
1976,California,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Alphonzo E. Bell Jr.,"532,969",22.99%
1976,California,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),John L. Harmer,"197,252",8.51%
1976,California,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Walter Hollywood,"28,163",1.22%
1976,California,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Clyde F. Tracy,"17,784",0.77%
1976,California,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),James A. Ware,"14,990",0.65%
1976,California,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Henry Hill,"10,290",0.44%
1976,California,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Michael A. Hirt,"9,941",0.43%
1976,California,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Hannibal C. Burchette V,"6,222",0.27%
1976,California,1976 Republican U.S. Senate primary,Primary,Total,False,,,"2,318,594",100.00%
1976,Florida,"Republican Primary – September 7, 1976",Primary,Winning,False,Republican Party (United States),John Grady,"164,644",54.51%
1976,Florida,"Republican Primary – September 7, 1976",Primary,Candidate,False,Republican Party (United States),Walter Sims,"74,684",24.73%
1976,Florida,"Republican Primary – September 7, 1976",Primary,Candidate,False,Republican Party (United States),Helen S. Hansel,"62,718",20.76%
1976,Florida,"Republican Primary – September 7, 1976",Primary,Total,False,,,"414,207",100
1976,Indiana,1976 Democratic Senate primary,Primary,Winning,True,Democratic Party (United States),Vance Hartke,"304,076",53.08%
1976,Indiana,1976 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Philip H. Hayes,"268,790",46.92%
1976,Indiana,1976 Democratic Senate primary,Primary,Total,False,,,"572,866",100.00%
1976,Indiana,1976 Republican Senate primary,Primary,Winning,False,Republican Party (United States),Richard Lugar,"393,064",65.45%
1976,Indiana,1976 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),Edgar Whitcomb,"179,203",29.84%
1976,Indiana,1976 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),William P. Costas,"28,329",4.72%
1976,Indiana,1976 Republican Senate primary,Primary,Total,False,,,"600,596",100.00%
1976,Massachusetts,1976 Democratic U.S. Senate Primary,Primary,Winning,True,Democratic Party (United States),Ted Kennedy,"534,725",73.86%
1976,Massachusetts,1976 Democratic U.S. Senate Primary,Primary,Candidate,False,Democratic Party (United States),Robert Dinsmore,"117,496",16.23%
1976,Massachusetts,1976 Democratic U.S. Senate Primary,Primary,Candidate,False,Democratic Party (United States),Frederick C. Langone,"59,315",8.19%
1976,Massachusetts,1976 Democratic U.S. Senate Primary,Primary,Candidate,False,Democratic Party (United States),Bernard Shannon (withdrawn),"12,399",1.71%
1976,Massachusetts,1976 Democratic U.S. Senate Primary,Primary,Total,False,,,"723,988",100.00%
1976,Michigan,1976 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (US),Donald Riegle,"325,705",44.31%
1976,Michigan,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Richard H. Austin,"208,310",28.34%
1976,Michigan,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),James G. O'Hara,"170,473",23.19%
1976,Michigan,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),James L. Elsman,"30,655",4.17%
1976,Michigan,1976 Democratic U.S. Senate primary,Primary,Total,False,,,"735,143",100.00%
1976,Michigan,1976 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (US),Marvin L. Esch,"209,250",44.23%
1976,Michigan,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (US),Thomas E. Brennan,"129,917",27.46%
1976,Michigan,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (US),Robert J. Huber,"82,092",17.35%
1976,Michigan,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (US),Deane Baker,"51,852",10.96%
1976,Michigan,1976 Republican U.S. Senate primary,Primary,Total,False,,,"473,111",100.00%
1976,Minnesota,Democratic primary election results,Primary,Winning,True,Minnesota Democratic–Farmer–Labor Party,Hubert H. Humphrey,"317,632",91.3%
1976,Minnesota,Democratic primary election results,Primary,Candidate,False,Minnesota Democratic–Farmer–Labor Party,Dick Bullock,"30,262",8.7%
1976,Minnesota,Democratic primary election results,Primary,Total,False,,,"347,894",100.0%
1976,Minnesota,Republican primary election results,Primary,Winning,False,Independent-Republicans of Minnesota,Jerry Brekke,"76,183",54.5%
1976,Minnesota,Republican primary election results,Primary,Candidate,False,Independent-Republicans of Minnesota,"Richard ""Dick"" Franson","32,115",23.0%
1976,Minnesota,Republican primary election results,Primary,Candidate,False,Independent-Republicans of Minnesota,John H. Glover,"13,014",9.3%
1976,Minnesota,Republican primary election results,Primary,Candidate,False,Independent-Republicans of Minnesota,"Roland ""Butch"" Riemers","9,307",6.7%
1976,Minnesota,Republican primary election results,Primary,Candidate,False,Independent-Republicans of Minnesota,Bea Mooney,"9,150",6.5%
1976,Minnesota,Republican primary election results,Primary,Total,False,,,"139,769",100.0%
1976,Mississippi,1976 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),John C. Stennis,"157,943",85.39
1976,Mississippi,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),E. Michael Marks,"27,016",14.61
1976,Mississippi,1976 Democratic U.S. Senate primary,Primary,Total,False,,,"184,959",100.00%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),Jerry Litton †,"401,822",45.40%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Warren Hearnes,"233,544",26.38%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),James Symington,"222,681",25.16%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Charles Wheeler,"10,894",1.23%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),William McKinley Thomas,"4,865",0.55%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Lee C. Sutton,"4,784",0.54%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Norman Tucker,"1,923",0.22%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Jim Tyler,"1,923",0.22%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Terry Richards,"1,425",0.16%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Horace Kingery,"1,207",0.14%
1976,Missouri,1976 Democratic U.S. Senate primary,Primary,Total,False,,,"885,068",100.00%
1976,Missouri,1976 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),John Danforth,"284,025",93.48%
1976,Missouri,1976 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Gregory Hansman,"19,796",6.52%
1976,Missouri,1976 Republican U.S. Senate primary,Primary,Total,False,,,"303,821",100.00%
1976,Montana,Democratic Party primary results,Primary,Winning,False,Democratic Party (United States),Jack Melcher,"89,413",88.52
1976,Montana,Democratic Party primary results,Primary,Candidate,False,Democratic Party (United States),Ray E. Gulick,"11,593",11.48
1976,Montana,Democratic Party primary results,Primary,Total,False,,,"101,006",100.00
1976,Montana,Republican Primary results,Primary,Winning,False,Republican Party (United States),Stanley C. Burger,"32,313",40.41
1976,Montana,Republican Primary results,Primary,Candidate,False,Republican Party (United States),Dave Drum,"27,257",34.09
1976,Montana,Republican Primary results,Primary,Candidate,False,Republican Party (United States),Jack Tierney,"15,129",18.92
1976,Montana,Republican Primary results,Primary,Candidate,False,Republican Party (United States),Larry L. Gilbert,"5,258",6.58
1976,Montana,Republican Primary results,Primary,Total,False,,,"79,957",100.00
1976,Nebraska,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Edward Zorinsky,"79,988",48.58%
1976,Nebraska,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Hess Dyas,"77,384",46.99%
1976,Nebraska,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Lenore R. Etchison,"7,194",4.37%
1976,Nebraska,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Scattering,102,0.06%
1976,Nebraska,Democratic primary results,Primary,Total,False,,,"164,668",100.00%
1976,Nebraska,Republican primary,Primary,Winning,False,Republican Party (United States),John Y. McCollister,"150,732",78.35%
1976,Nebraska,Republican primary,Primary,Candidate,False,Republican Party (United States),Richard Proud,"41,519",21.58%
