Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1950,Arizona,Democratic primary results,Primary,Winning,True,Democratic Party (United States),Carl T. Hayden,"95,544",71.0%
1950,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Cecil H. Miller,"24,340",18.1%
1950,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Robert E. Miller,"14,752",11.0%
1950,Arizona,Democratic primary results,Primary,Total,False,,,"134,636",100.0
1950,Colorado,Democratic primary results,Primary,Winning,False,Democratic Party (United States),John A. Carroll,"66,507",100.00
1950,Colorado,Democratic primary results,Primary,Total,False,,,"66,507",100.00
1950,Colorado,Republican primary results,Primary,Winning,False,Republican Party (United States),Eugene D. Millikin (inc.),"70,953",100.00
1950,Colorado,Republican primary results,Primary,Total,False,,,"70,953",100.00
1950,Florida,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),George Smathers,"387,315",54.78
1950,Florida,Democratic primary results,Primary,Candidate,True,Democratic Party (United States),Claude Pepper,"319,754",45.22
1950,Florida,Democratic primary results,Primary,Total,False,,,"707,069",100
1950,Idaho (special),Democratic primary results,Primary,Winning,False,Democratic Party (United States),Claude J. Burtenshaw,"17,690",27.94
1950,Idaho (special),Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Edwin M. Holden,"14,006",22.13
1950,Idaho (special),Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Robert L. Summerfield,"13,759",21.73
1950,Idaho (special),Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Francis M. Bistline,"10,027",15.84
1950,Idaho (special),Democratic primary results,Primary,Candidate,False,Democratic Party (United States),LaVera Swope,"7,822",12.36
1950,Idaho (special),Democratic primary results,Primary,Total,False,,,"63,304",
1950,Idaho (special),Republican primary results,Primary,Winning,True,Republican Party (United States),Henry Dworshak,"37,298",58.51
1950,Idaho (special),Republican primary results,Primary,Candidate,False,Republican Party (United States),Abe McGregor Goff,"19,789",31.04
1950,Idaho (special),Republican primary results,Primary,Candidate,False,Republican Party (United States),Fentress Kuhn,"6,659",10.45
1950,Idaho (special),Republican primary results,Primary,Total,False,,,"63,746",
1950,Idaho,Democratic primary results,Primary,Winning,False,Democratic Party (United States),D. Worth Clark,"26,897",39.88
1950,Idaho,Democratic primary results,Primary,Candidate,True,Democratic Party (United States),Glen H. Taylor,"25,949",38.47
1950,Idaho,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),"Compton I. White, Sr.","14,599",21.65
1950,Idaho,Democratic primary results,Primary,Total,False,,,"67,455",
1950,Idaho,Republican primary results,Primary,Winning,False,Republican Party (United States),Herman Welker,"25,034",38.90
1950,Idaho,Republican primary results,Primary,Candidate,False,Republican Party (United States),John C. Sanborn,"20,988",32.61
1950,Idaho,Republican primary results,Primary,Candidate,False,Republican Party (United States),C. A. Robins,"18,331",28.49
1950,Idaho,Republican primary results,Primary,Total,False,,,"64,353",
1950,Illinois,1950 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),Scott W. Lucas,"768,801",100.00%
1950,Illinois,1950 Democratic U.S. Senate primary,Primary,Write-in,False,,,7,0.00%
1950,Illinois,1950 Democratic U.S. Senate primary,Primary,Total,False,,,"768,808",100.00%
1950,Illinois,1950 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Everett Dirksen,"545,028",73.46%
1950,Illinois,1950 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),William J. Baker,"149,286",20.12%
1950,Illinois,1950 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Lar Daly,"47,668",6.43%
1950,Illinois,1950 Republican U.S. Senate primary,Primary,Write-in,False,,,2,0.00%
1950,Illinois,1950 Republican U.S. Senate primary,Primary,Total,False,,,"741,984",100.00%
1950,Iowa,1950 Republican U.S. Senate primary,Primary,Winning,True,Republican Party (United States),Bourke B. Hickenlooper,"193,337",75.28%
1950,Iowa,1950 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Earl F. Wisdom,"38,001",14.80%
1950,Iowa,1950 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Harry B. Thompson,"25,480",9.92%
1950,Iowa,1950 Republican U.S. Senate primary,Primary,Total,False,,,"256,818",100.00%
1950,Iowa,1950 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),Albert J. Loveland,"38,150",38.51%
1950,Iowa,1950 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Nelson G. Kraschel,"31,097",31.39%
1950,Iowa,1950 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Otha Wearin,"11,778",11.89%
1950,Iowa,1950 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Alvin P. Meyer,"9,341",9.43%
1950,Iowa,1950 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),W.M. Shaw,"4,479",4.52%
1950,Iowa,1950 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Ernest J. Seemann,"4,225",4.27%
1950,Iowa,1950 Democratic U.S. Senate primary,Primary,Total,False,,,"99,070",100.00%
1950,Kansas (special),Democratic primary results,Primary,Winning,False,Democratic Party (United States),Paul Aiken,"54,857",57.15%
1950,Kansas (special),Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Carl V. Rice,"41,135",42.85%
1950,Kansas (special),Democratic primary results,Primary,Total,False,,,"95,992",100.00%
1950,Kansas (special),Democratic primary results,Primary,Winning,False,Democratic Party (United States),Paul Aiken,"47,975",57.75%
1950,Kansas (special),Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Carl V. Rice,"35,103",42.25%
1950,Kansas (special),Democratic primary results,Primary,Total,False,,,"83,078",100.00%
1950,Kansas (special),Republican primary results,Primary,Winning,False,Republican Party (United States),Frank Carlson,"140,798",58.61%
1950,Kansas (special),Republican primary results,Primary,Candidate,False,Republican Party (United States),Harry W. Colmery,"99,418",41.39%
1950,Kansas (special),Republican primary results,Primary,Total,False,,,"240,216",100.00%
1950,Kansas (special),Republican primary results,Primary,Winning,False,Republican Party (United States),Frank Carlson,"121,020",57.37%
1950,Kansas (special),Republican primary results,Primary,Candidate,False,Republican Party (United States),Harry W. Colmery,"89,921",42.63%
1950,Kansas (special),Republican primary results,Primary,Total,False,,,"210,941",100.00%
1950,Kansas (special),Prohibition primary results,Primary,Winning,False,Prohibition Party,Floyd M. Gurley,379,100.00%
1950,Kansas (special),Prohibition primary results,Primary,Total,False,,,379,100.00%
1950,Kansas,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Paul Aiken,"54,857",57.15%
1950,Kansas,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Carl V. Rice,"41,135",42.85%
1950,Kansas,Democratic primary results,Primary,Total,False,,,"95,992",100.00%
1950,Kansas,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Paul Aiken,"47,975",57.75%
1950,Kansas,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Carl V. Rice,"35,103",42.25%
1950,Kansas,Democratic primary results,Primary,Total,False,,,"83,078",100.00%
1950,Kansas,Republican primary results,Primary,Winning,False,Republican Party (United States),Frank Carlson,"140,798",58.61%
1950,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),Harry W. Colmery,"99,418",41.39%
1950,Kansas,Republican primary results,Primary,Total,False,,,"240,216",100.00%
1950,Kansas,Republican primary results,Primary,Winning,False,Republican Party (United States),Frank Carlson,"121,020",57.37%
1950,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),Harry W. Colmery,"89,921",42.63%
1950,Kansas,Republican primary results,Primary,Total,False,,,"210,941",100.00%
1950,Kansas,Prohibition primary results,Primary,Winning,False,Prohibition Party,Floyd M. Gurley,379,100.00%
1950,Kansas,Prohibition primary results,Primary,Total,False,,,379,100.00%
1950,Kentucky (special),Democratic primary results,Primary,Winning,True,Democratic Party (United States),Earle Clements,114482,70.88
