Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2026,Colorado,Democratic primary results,Primary,Winning,True,John Hickenlooper,Democratic Party (United States),"472,870",52.8
2026,Colorado,Democratic primary results,Primary,Candidate,False,Julie Gonzales,Democratic Party (United States),"422,488",47.2
2026,Colorado,Democratic primary results,Primary,Total,False,,,"895,358",100.0
2026,Colorado,Republican primary results,Primary,Winning,False,Mark Baisley,Republican Party (United States),"445,352",100.0
2026,Colorado,Republican primary results,Primary,Total,False,,,"445,352",100.0
2026,New Jersey,Democratic primary results,Primary,Winning,True,Cory Booker,Democratic Party (United States),"587,980",100.0
2026,New Jersey,Democratic primary results,Primary,Total,False,,,"587,980",100.0
2026,New Jersey,Republican primary results,Primary,Winning,False,Justin Murphy,Republican Party (United States),"82,272",33.4
2026,New Jersey,Republican primary results,Primary,Candidate,False,Richard Tabor,Republican Party (United States),"71,915",29.2
2026,New Jersey,Republican primary results,Primary,Candidate,False,Alex Zdan,Republican Party (United States),"66,183",26.8
2026,New Jersey,Republican primary results,Primary,Candidate,False,Robert Lebovics,Republican Party (United States),"26,280",10.7
2026,New Jersey,Republican primary results,Primary,Total,False,,,"246,650",100.0
2026,New Mexico,Democratic primary results,Primary,Winning,True,Ben Ray Luján,Democratic Party (United States),"182,360",84.2
2026,New Mexico,Democratic primary results,Primary,Candidate,False,Matt Dodson,Democratic Party (United States),"34,289",15.8
2026,New Mexico,Democratic primary results,Primary,Total,False,,,"216,649",100.0
2026,New Mexico,Republican primary results,Primary,Winning,False,Larry Marker (write-in),Republican Party (United States),"31,220",100.0
2026,New Mexico,Republican primary results,Primary,Total,False,,,"31,220",100.0
2026,Oregon,Democratic primary results,Primary,Winning,True,Jeff Merkley,Democratic Party (United States),"457,006",93.2
2026,Oregon,Democratic primary results,Primary,Candidate,False,Paul D. Wells,Democratic Party (United States),"30,544",6.2
2026,Oregon,Democratic primary results,Primary,Candidate,False,Write-in,Democratic Party (United States),"2,907",0.6
2026,Oregon,Democratic primary results,Primary,Total,False,,,"490,457",100.0
2026,Oregon,Republican primary results,Primary,Winning,False,David Brock Smith,Republican Party (United States),"107,953",29.5
2026,Oregon,Republican primary results,Primary,Candidate,False,Jo Rae Perkins,Republican Party (United States),"99,278",27.1
2026,Oregon,Republican primary results,Primary,Candidate,False,Brent Barker,Republican Party (United States),"85,229",23.3
2026,Oregon,Republican primary results,Primary,Candidate,False,Russ McAlmond,Republican Party (United States),"42,136",11.5
2026,Oregon,Republican primary results,Primary,Candidate,False,Deborah C. Brown,Republican Party (United States),"14,021",3.8
2026,Oregon,Republican primary results,Primary,Candidate,False,David Burch,Republican Party (United States),"8,704",2.4
2026,Oregon,Republican primary results,Primary,Candidate,False,Tim Skelton,Republican Party (United States),"5,626",1.5
2026,Oregon,Republican primary results,Primary,Candidate,False,Write-in,Republican Party (United States),"3,254",0.9
2026,Oregon,Republican primary results,Primary,Total,False,,,"366,201",100.0
2026,Tennessee,Republican primary results,Primary,Winning,True,Bill Hagerty,Republican Party (United States),"629,194",100.00
2026,Tennessee,Republican primary results,Primary,Write-in,False,,,1,0.00
2026,Tennessee,Republican primary results,Primary,Total,False,,,"629,195",100.00
2026,Tennessee,Democratic primary results,Primary,Winning,False,Marquita Bradshaw,Democratic Party (United States),"186,230",54.8
2026,Tennessee,Democratic primary results,Primary,Candidate,False,Maria Brewer,Democratic Party (United States),"61,061",18.0
2026,Tennessee,Democratic primary results,Primary,Candidate,False,Kevin Lee McCants,Democratic Party (United States),"34,234",10.1
2026,Tennessee,Democratic primary results,Primary,Candidate,False,Civil Miller-Watkins,Democratic Party (United States),"29,596",8.7
2026,Tennessee,Democratic primary results,Primary,Candidate,False,Diana Onyejiaka,Democratic Party (United States),"28,805",8.5
2026,Tennessee,Democratic primary results,Primary,Total,False,,,"339,926",100.0
2026,West Virginia,Republican primary,Primary,Winning,True,Shelley Moore Capito,Republican Party (United States),"80,376",66.5
2026,West Virginia,Republican primary,Primary,Candidate,False,Tom Willis,Republican Party (United States),"22,829",18.9
2026,West Virginia,Republican primary,Primary,Candidate,False,Bryan McKinney,Republican Party (United States),"5,587",4.6
2026,West Virginia,Republican primary,Primary,Candidate,False,David Purkey,Republican Party (United States),"5,040",4.2
2026,West Virginia,Republican primary,Primary,Candidate,False,Alex Gaaserud,Republican Party (United States),"4,462",3.7
2026,West Virginia,Republican primary,Primary,Candidate,False,Janet McNulty,Republican Party (United States),"2,597",2.1
2026,West Virginia,Republican primary,Primary,Total,False,,,"120,891",100.0
2026,West Virginia,Democratic primary,Primary,Winning,False,Rachel Fetty Anderson,Democratic Party (United States),"30,930",33.2
2026,West Virginia,Democratic primary,Primary,Candidate,False,Jeff Kessler,Democratic Party (United States),"25,228",27.0
2026,West Virginia,Democratic primary,Primary,Candidate,False,Zach Shrewsbury,Democratic Party (United States),"15,076",16.2
2026,West Virginia,Democratic primary,Primary,Candidate,False,Thornton Cooper,Democratic Party (United States),"11,826",12.7
2026,West Virginia,Democratic primary,Primary,Candidate,False,Rio Phillips,Democratic Party (United States),"10,237",11.0
2026,West Virginia,Democratic primary,Primary,Total,False,,,"93,297",100.0
2026,Wyoming,Republican primary results,Primary,Winning,False,Harriet Hageman,Republican Party (United States),"83,807",64.9
2026,Wyoming,Republican primary results,Primary,Candidate,False,Sam Mead,Republican Party (United States),"35,879",27.8
2026,Wyoming,Republican primary results,Primary,Candidate,False,Jimmy Skovgard,Republican Party (United States),"3,527",2.7
2026,Wyoming,Republican primary results,Primary,Candidate,False,Jill M. Edwards,Republican Party (United States),"3,431",2.7
2026,Wyoming,Republican primary results,Primary,Candidate,False,John A. Holtz,Republican Party (United States),"2,539",2.0
2026,Wyoming,Republican primary results,Primary,Total,False,,,"129,183",100.0
2026,Wyoming,Democratic primary results,Primary,Winning,False,James Byrd,Democratic Party (United States),"9,591",79.3
2026,Wyoming,Democratic primary results,Primary,Candidate,False,Billy Benavidez,Democratic Party (United States),"2,499",20.7
2026,Wyoming,Democratic primary results,Primary,Total,False,,,"12,090",100.0
