Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1962,Alaska,1962 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),Ernest Gruening,"18,525",86.28%
1962,Alaska,1962 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Robert L. Veach,"2,946",13.72%
1962,Alaska,1962 Democratic U.S. Senate primary,Primary,Total,False,,,"21,471",100.00
1962,Alaska,1962 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Ted Stevens,"11,000",72.49%
1962,Alaska,1962 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Frank Cook,"4,175",27.51%
1962,Alaska,1962 Republican U.S. Senate primary,Primary,Total,False,,,"15,175",100.00
1962,Arizona,Democratic primary results,Primary,Winning,True,Democratic Party (United States),Carl T. Hayden,"117,688",76.5%
1962,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),W. Lee McLane,"36,158",23.5%
1962,Arizona,Democratic primary results,Primary,Total,False,,,"153,846",100.0%
1962,Arizona,Republican primary results,Primary,Winning,False,Republican Party (United States),Evan Mecham,"40,300",59.0%
1962,Arizona,Republican primary results,Primary,Candidate,False,Republican Party (United States),Stephen Shadegg,"27,965",41.0%
1962,Arizona,Republican primary results,Primary,Total,False,,,"68,265",100.0%
1962,Arkansas,1962 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),J. William Fulbright (inc.),"253,751",66.13%
1962,Arkansas,1962 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Winston G. Chandler,"129,987",33.87%
1962,Arkansas,1962 Democratic U.S. Senate primary,Primary,Total,False,,,"383,738",100.00%
1962,California,1962 Republican U.S. Senate primary results,Primary,Winning,True,Republican Party (United States),Thomas Kuchel,"1,357,975",75.02%
1962,California,1962 Republican U.S. Senate primary results,Primary,Candidate,False,Republican Party (United States),Loyd Wright,"247,300",13.66%
1962,California,1962 Republican U.S. Senate primary results,Primary,Candidate,False,Republican Party (United States),Howard Jarvis,"180,768",9.99%
