Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2006,Arizona,2006 United States Senate election in Arizona,General,Winning,True,Jon Kyl,Republican Party (United States),"814,398",53.34%
2006,Arizona,2006 United States Senate election in Arizona,General,Candidate,False,[[Jim Pederson (businessman and politician),Democratic Party (United States),"664,141",43.50%
2006,Arizona,2006 United States Senate election in Arizona,General,Candidate,False,Richard Mack,Arizona Libertarian Party,"48,231",3.16%
2006,California,"United States Senate election in California, 2006",General,Winning,True,Dianne Feinstein,Democratic Party (United States),"5,076,289",59.43%
2006,California,"United States Senate election in California, 2006",General,Candidate,False,Dick Mountjoy,Republican Party (United States),"2,990,822",35.02%
2006,California,"United States Senate election in California, 2006",General,Candidate,False,Todd Chretien,Green Party (United States),"147,074",1.72%
2006,California,"United States Senate election in California, 2006",General,Candidate,False,Michael S. Metti,Libertarian Party (United States),"133,851",1.57%
2006,California,"United States Senate election in California, 2006",General,Candidate,False,Marsha Feinland,Peace and Freedom Party,"117,764",1.38%
2006,California,"United States Senate election in California, 2006",General,Candidate,False,Don J. Grundmann,American Independent Party,"75,350",0.88%
2006,California,"United States Senate election in California, 2006",General,Candidate,False,Kent Mesplay ([[Write-in candidate,Green Party (United States),160,0.00%
2006,California,"United States Senate election in California, 2006",General,Candidate,False,Jeffrey Mackler (write-in),Independent politician,108,0.00%
2006,California,"United States Senate election in California, 2006",General,Candidate,False,Lea Sherman (write-in),Independent politician,47,0.00%
2006,California,"United States Senate election in California, 2006",General,Candidate,False,Connor Vlakancic (write-in),Independent politician,11,0.00%
2006,California,"United States Senate election in California, 2006",General,Total,False,,,"8,899,059",100.00%
2006,Connecticut,"May 19, Democratic convention",General,Winning,True,Joe Lieberman,Democratic Party (United States),"1,004",66.53%
2006,Connecticut,"May 19, Democratic convention",General,Candidate,False,Ned Lamont,Democratic Party (United States),505,33.47%
2006,Connecticut,"May 19, Democratic convention",General,Total,False,,,"1,509",100.00%
2006,Connecticut,2006 United States Senate election in Connecticut,General,Winning,True,Joe Lieberman,Connecticut for Lieberman,"564,095",49.71%
2006,Connecticut,2006 United States Senate election in Connecticut,General,Candidate,False,Ned Lamont,Democratic Party (United States),"450,844",39.73%
