Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1996,Alabama,June 4 Democratic primary results,Primary,Winning,False,Roger Bedford,Democratic Party (United States),"141,360",44.77%
1996,Alabama,June 4 Democratic primary results,Primary,Winning,False,Glen Browder,Democratic Party (United States),"91,203",28.89%
1996,Alabama,June 4 Democratic primary results,Primary,Candidate,False,Natalie Davis,Democratic Party (United States),"71,588",22.67%
1996,Alabama,June 4 Democratic primary results,Primary,Candidate,False,Marilyn Q. Bromberg,Democratic Party (United States),"11,573",3.67%
1996,Alabama,June 4 Democratic primary results,Primary,Total,False,,,"315,724",100.00%
1996,Alabama,June 4 Republican primary results,Primary,Winning,False,Jeff Sessions,Republican Party (United States),"82,373",37.81%
1996,Alabama,June 4 Republican primary results,Primary,Winning,False,Sid McDonald,Republican Party (United States),"47,320",21.72%
1996,Alabama,June 4 Republican primary results,Primary,Candidate,False,Charles Woods,Republican Party (United States),"24,409",11.20%
1996,Alabama,June 4 Republican primary results,Primary,Candidate,False,Frank McRight,Republican Party (United States),"21,964",10.08%
1996,Alabama,June 4 Republican primary results,Primary,Candidate,False,Walter D. Clark,Republican Party (United States),"18,745",8.60%
1996,Alabama,June 4 Republican primary results,Primary,Candidate,False,Jimmy Blake,Republican Party (United States),"15,385",7.06%
1996,Alabama,June 4 Republican primary results,Primary,Candidate,False,Albert Lipscomb,Republican Party (United States),"7,672",3.52%
1996,Alabama,June 4 Republican primary results,Primary,Total,False,,,"217,868",100.00%
1996,Alaska,Open primary results,Primary,Winning,True,Ted Stevens,Republican Party (United States),"71,043",58.87%
1996,Alaska,Open primary results,Primary,Winning,False,Theresa Obermeyer,Democratic Party (United States),"4,072",3.37%
1996,Alaska,Open primary results,Primary,Winning,False,Jed Whittaker,Green Party (United States),"3,751",3.11%
1996,Alaska,Open primary results,Primary,Candidate,False,Dave W. Cuddy,Republican Party (United States),"32,994",27.34%
1996,Alaska,Open primary results,Primary,Candidate,False,Joseph A. Sonneman,Democratic Party (United States),"2,643",2.19%
1996,Alaska,Open primary results,Primary,Candidate,False,Michael Beasley,Democratic Party (United States),"1,968",1.63%
1996,Alaska,Open primary results,Primary,Candidate,False,Henry J. Blake Jr.,Democratic Party (United States),"1,157",0.96%
1996,Alaska,Open primary results,Primary,Candidate,False,Lawrence Freiberger,Democratic Party (United States),921,0.76%
1996,Alaska,Open primary results,Primary,Candidate,False,Charles E. McKee,Republican Party (United States),842,0.70%
1996,Alaska,Open primary results,Primary,Candidate,False,Frank Vondersaar,Democratic Party (United States),655,0.54%
1996,Alaska,Open primary results,Primary,Candidate,False,Robert Alan Gigler,Democratic Party (United States),631,0.52%
1996,Alaska,Open primary results,Primary,Total,False,,,"138,492",100.00%
1996,Arkansas,Democratic primary results,Primary,Winning,False,Winston Bryant,Democratic Party (United States),"129,328",39.99%
1996,Arkansas,Democratic primary results,Primary,Winning,False,Lu Hardin,Democratic Party (United States),"71,889",22.23%
1996,Arkansas,Democratic primary results,Primary,Candidate,False,Bill Bristow,Democratic Party (United States),"58,093",17.96%
1996,Arkansas,Democratic primary results,Primary,Candidate,False,Sandy McMath,Democratic Party (United States),"42,303",13.08%
1996,Arkansas,Democratic primary results,Primary,Candidate,False,Kevin Smith,Democratic Party (United States),"21,774",6.74%
1996,Colorado,Republican primary results,Primary,Winning,False,Wayne Allard,Republican Party (United States),"115,064",56.83%
1996,Colorado,Republican primary results,Primary,Candidate,False,Gale Norton,Republican Party (United States),"87,394",43.17%
1996,Colorado,Republican primary results,Primary,Total,False,,,"202,458",100.00%
1996,Colorado,Democratic primary results,Primary,Winning,False,Tom Strickland,Democratic Party (United States),"87,294",66.13%
1996,Colorado,Democratic primary results,Primary,Candidate,False,Gene Nichol,Democratic Party (United States),"44,709",33.87%
1996,Colorado,Democratic primary results,Primary,Total,False,,,"132,003",100.00%
1996,Delaware,Republican primary results,Primary,Winning,False,Raymond J. Clatworthy,Republican Party (United States),"18,638",82.24%
1996,Delaware,Republican primary results,Primary,Candidate,False,Vance Phillips,Republican Party (United States),"3,307",14.59%
1996,Delaware,Republican primary results,Primary,Candidate,False,Wilfred Plomis,Republican Party (United States),717,3.17%
1996,Delaware,Republican primary results,Primary,Total,False,,,"22,662",100.00%
1996,Georgia,1996 Republican U.S. Senate primary,Primary,Winning,False,Guy Millner,Republican Party (United States),"187,177",41.91%
1996,Georgia,1996 Republican U.S. Senate primary,Primary,Candidate,False,Johnny Isakson,Republican Party (United States),"155,141",34.73%
1996,Georgia,1996 Republican U.S. Senate primary,Primary,Candidate,False,Clint Day,Republican Party (United States),"83,610",18.72%
1996,Georgia,1996 Republican U.S. Senate primary,Primary,Candidate,False,Paul Broun,Republican Party (United States),"11,979",2.68%
1996,Georgia,1996 Republican U.S. Senate primary,Primary,Candidate,False,Bruce Hatfield,Republican Party (United States),"6,117",1.37%
1996,Georgia,1996 Republican U.S. Senate primary,Primary,Candidate,False,Dean Parkison,Republican Party (United States),"2,631",0.59%
1996,Georgia,1996 Republican U.S. Senate primary,Primary,Total,False,,,"446,655",100.00%
1996,Idaho,Democratic primary results,Primary,Winning,False,Walt Minnick,Democratic Party (United States),"34,551",100.00%
1996,Idaho,Democratic primary results,Primary,Total,False,,,"34,551",100.00%
1996,Idaho,Republican primary results,Primary,Winning,True,Larry Craig,Republican Party (United States),"106,817",100.00%
1996,Idaho,Republican primary results,Primary,Total,False,,,"106,817",100.00%
1996,Illinois,Democratic primary results,Primary,Winning,False,Dick Durbin,Democratic Party (United States),"512,520",64.87%
1996,Illinois,Democratic primary results,Primary,Candidate,False,Pat Quinn,Democratic Party (United States),"233,138",29.51%
1996,Illinois,Democratic primary results,Primary,Candidate,False,Ronald F. Gibbs,Democratic Party (United States),"17,681",2.24%
1996,Illinois,Democratic primary results,Primary,Candidate,False,Jalil Ahmad,Democratic Party (United States),"17,211",2.18%
1996,Illinois,Democratic primary results,Primary,Candidate,False,Paul H. D. Park,Democratic Party (United States),"9,505",1.20%
1996,Illinois,Democratic primary results,Primary,Total,False,,,"790,055",100
1996,Illinois,Republican primary results,Primary,Winning,False,Al Salvi,Republican Party (United States),"377,141",47.64%
1996,Illinois,Republican primary results,Primary,Candidate,False,Bob Kustra,Republican Party (United States),"342,935",43.32%
1996,Illinois,Republican primary results,Primary,Candidate,False,Robert Marshall,Republican Party (United States),"43,937",5.55%
1996,Illinois,Republican primary results,Primary,Candidate,False,Martin Paul Gallagher,Republican Party (United States),"17,276",2.18%
1996,Illinois,Republican primary results,Primary,Candidate,False,Wayne S. Kurzeja,Republican Party (United States),"10,356",1.31%
1996,Illinois,Republican primary results,Primary,Total,False,,,"791,645",100
1996,Illinois,Libertarian primary results,Primary,Winning,False,Robin J. Miller,Libertarian Party (United States),"1,258",73.74
1996,Illinois,Libertarian primary results,Primary,Candidate,False,David F. Hoscheidt,Libertarian Party (United States),448,26.26
1996,Illinois,Libertarian primary results,Primary,Total,False,,,"1,706",100
1996,Iowa,Democratic primary results,Primary,Winning,True,Tom Harkin,Democratic Party (United States),"98,737",99.19%
1996,Iowa,Democratic primary results,Primary,Candidate,False,Write-ins,Democratic Party (United States),810,0.81%
1996,Iowa,Democratic primary results,Primary,Total,False,,,"99,547",100.00%
1996,Iowa,Republican primary results,Primary,Winning,False,Jim Ross Lightfoot,Republican Party (United States),"101,608",61.48%
1996,Iowa,Republican primary results,Primary,Candidate,False,Maggie Tinsman,Republican Party (United States),"40,955",24.78%
1996,Iowa,Republican primary results,Primary,Candidate,False,Steve Grubbs,Republican Party (United States),"22,554",13.65%
1996,Iowa,Republican primary results,Primary,Candidate,False,Write-ins,Republican Party (United States),153,0.09%
1996,Iowa,Republican primary results,Primary,Total,False,,,"165,270",100.00%
1996,Kansas,Democratic Party primary results,Primary,Winning,False,Sally Thompson,Democratic Party (United States),"121,476",100.00%
1996,Kansas,Democratic Party primary results,Primary,Total,False,,,"121,476",100.00%
1996,Kansas,Republican primary results,Primary,Winning,False,Pat Roberts,Republican Party (United States),"245,411",78.21%
1996,Kansas,Republican primary results,Primary,Candidate,False,Tom Little,Republican Party (United States),"25,052",7.98%
1996,Kansas,Republican primary results,Primary,Candidate,False,Tom Oyler,Republican Party (United States),"23,266",7.42%
1996,Kansas,Republican primary results,Primary,Candidate,False,Richard L. Cooley,Republican Party (United States),"20,060",6.39%
1996,Kansas,Republican primary results,Primary,Total,False,,,"313,789",100.00%
