Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2016,Alabama,2016 United States Senate election in Alabama,General,Winning,True,Richard Shelby,Republican Party (United States),"1,335,104",63.96%
2016,Alabama,2016 United States Senate election in Alabama,General,Candidate,False,Ron Crumpton,Democratic Party (United States),"748,709",35.87%
2016,Alabama,2016 United States Senate election in Alabama,General,Write-in,False,,,"3,631",0.17%
2016,Alabama,2016 United States Senate election in Alabama,General,Total,False,,,"2,087,444",100.00%
2016,Alaska,2016 United States Senate election in Alaska,General,Winning,True,Lisa Murkowski,Republican Party (United States),"138,149",44.36%
2016,Alaska,2016 United States Senate election in Alaska,General,Candidate,False,[[Joe Miller (Alaska politician),Alaska Libertarian Party,"90,825",29.16%
2016,Alaska,2016 United States Senate election in Alaska,General,Candidate,False,Margaret Stock,Independent,"41,194",13.23%
2016,Alaska,2016 United States Senate election in Alaska,General,Candidate,False,Ray Metcalfe,Democratic Party (United States),"36,200",11.62%
2016,Alaska,2016 United States Senate election in Alaska,General,Candidate,False,Breck A. Craig,Independent,"2,609",0.84%
2016,Alaska,2016 United States Senate election in Alaska,General,Candidate,False,Ted Gianoutsos,Independent,"1,758",0.56%
2016,Alaska,2016 United States Senate election in Alaska,General,Write-in,False,,,706,0.23%
2016,Alaska,2016 United States Senate election in Alaska,General,Total,False,,,"311,441",100.00%
2016,Arizona,"United States Senate election in Arizona, 2016",General,Winning,True,John McCain,Republican Party (United States),"1,359,267",53.71%
2016,Arizona,"United States Senate election in Arizona, 2016",General,Candidate,False,Ann Kirkpatrick,Democratic Party (United States),"1,031,245",40.75%
2016,Arizona,"United States Senate election in Arizona, 2016",General,Candidate,False,Gary Swing,Green Party (United States),"138,634",5.48%
2016,Arizona,"United States Senate election in Arizona, 2016",General,Write-in,False,,,"1,584",0.06%
2016,Arizona,"United States Senate election in Arizona, 2016",General,Total,False,,,"2,530,730",100.0%
2016,Arkansas,2016 United States Senate election in Arkansas,General,Winning,True,John Boozman,Republican Party (United States),"661,984",59.77%
2016,Arkansas,2016 United States Senate election in Arkansas,General,Candidate,False,Conner Eldridge,Democratic Party (United States),"400,602",36.17%
2016,Arkansas,2016 United States Senate election in Arkansas,General,Candidate,False,Frank Gilbert,Libertarian Party (United States),"43,866",3.96%
2016,Arkansas,2016 United States Senate election in Arkansas,General,Write-in,False,,,"1,070",0.10%
2016,Arkansas,2016 United States Senate election in Arkansas,General,Total,False,,,"1,107,522",100.00%
2016,California,2016 United States Senate election in California,General,Winning,False,Kamala Harris,Democratic Party (United States),"7,542,753",61.60%
2016,California,2016 United States Senate election in California,General,Candidate,False,Loretta Sanchez,Democratic Party (United States),"4,701,417",38.40%
2016,California,2016 United States Senate election in California,General,Total,False,,,"12,244,170",100.00%
2016,Colorado,"United States Senate election in Colorado, 2016",General,Winning,True,Michael Bennet,Democratic Party (United States),"1,370,710",49.97%
2016,Colorado,"United States Senate election in Colorado, 2016",General,Candidate,False,Darryl Glenn,Republican Party (United States),"1,215,318",44.31%
2016,Colorado,"United States Senate election in Colorado, 2016",General,Candidate,False,Lily Tang Williams,Libertarian Party (United States),"99,277",3.62%
2016,Colorado,"United States Senate election in Colorado, 2016",General,Candidate,False,Arn Menconi,Green Party (United States),"36,805",1.34%
2016,Colorado,"United States Senate election in Colorado, 2016",General,Candidate,False,Bill Hammons,Unity Party of America,"9,336",0.34%
2016,Colorado,"United States Senate election in Colorado, 2016",General,Candidate,False,Dan Chapin,Independent,"8,361",0.30%
2016,Colorado,"United States Senate election in Colorado, 2016",General,Candidate,False,Paul Fiorino,Independent,"3,216",0.12%
2016,Colorado,"United States Senate election in Colorado, 2016",General,Total,False,,,"2,743,023",100.0%
2016,Connecticut,"United States Senate election in Connecticut, 2016",General,Winning,True,Richard Blumenthal,Democratic Party (United States),"920,766",57.68%
2016,Connecticut,"United States Senate election in Connecticut, 2016",General,Candidate,True,Richard Blumenthal,Working Families Party,"87,948",5.51%
2016,Connecticut,"United States Senate election in Connecticut, 2016",General,Candidate,False,[[Dan Carter (American politician),Republican Party (United States),"552,621",34.62%
2016,Connecticut,"United States Senate election in Connecticut, 2016",General,Candidate,False,Richard Lion,Libertarian Party (United States),"18,190",1.14%
2016,Connecticut,"United States Senate election in Connecticut, 2016",General,Candidate,False,Jeffery Russell,Green Party (United States),"16,713",1.05%
2016,Connecticut,"United States Senate election in Connecticut, 2016",General,Candidate,False,Andrew Rule (write-in),Independent,26,0.00%
2016,Connecticut,"United States Senate election in Connecticut, 2016",General,Candidate,False,John M. Traceski (write-in),Independent,12,0.00%
2016,Connecticut,"United States Senate election in Connecticut, 2016",General,Total,False,,,"1,596,276",100.0%
