Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1914,Maryland,1914 U.S. Senate election in Maryland,General,Candidate,False,Charles A. Develin,Socialist Party (US),"3,255",1.51%
1914,Maryland,1914 U.S. Senate election in Maryland,General,Candidate,False,Richard Henry Holme,Prohibition Party (United States),"3,144",1.46%
1914,Maryland,1914 U.S. Senate election in Maryland,General,Total,False,,,"216,133",100.00%
1914,Missouri,1914 U.S. Senate election in Missouri,General,Winning,True,William J. Stone,Democratic Party (US),"311,616",50.41%
1914,Missouri,1914 U.S. Senate election in Missouri,General,Candidate,False,Thomas Akins,Republican Party (US),"257,054",41.58%
1914,Missouri,1914 U.S. Senate election in Missouri,General,Candidate,False,Arthur N. Sager,"Progressive Party (US, 1912)","27,609",4.47%
1914,Missouri,1914 U.S. Senate election in Missouri,General,Candidate,False,Thomas E. Greene,Socialist Party of America,"17,061",2.76%
1914,Missouri,1914 U.S. Senate election in Missouri,General,Candidate,False,Orange J. Hill,Prohibition Party,"3,636",0.59%
1914,Missouri,1914 U.S. Senate election in Missouri,General,Candidate,False,J. W. Molineaux,Socialist Labor Party of America,"1,251",0.20%
1914,Missouri,1914 U.S. Senate election in Missouri,General,Total,False,,,"618,227",100.00%
1914,New Hampshire,1914 United States Senate election in New Hampshire,General,Winning,False,Jacob H. Gallinger (inc.),Republican Party (United States),"42,113",51.65%
1914,New Hampshire,1914 United States Senate election in New Hampshire,General,Candidate,False,Raymond B. Stevens,Democratic Party (United States),"36,382",44.63%
1914,New Hampshire,1914 United States Senate election in New Hampshire,General,Candidate,False,Benjamin F. Greer,Bull Moose Party,"1,938",2.38%
1914,New Hampshire,1914 United States Senate election in New Hampshire,General,Candidate,False,William H. Wilkins,Socialist Party (United States),"1,089",1.34%
1914,New Hampshire,1914 United States Senate election in New Hampshire,General,Write-in,False,,,6,0.01%
1914,New Hampshire,1914 United States Senate election in New Hampshire,General,Total,False,,,"81,528",100.00%
1914,New York,1914 United States Senate election in New York,General,Winning,False,James Wolcott Wadsworth Jr.,Republican Party (United States),"639,112",47.04%
1914,New York,1914 United States Senate election in New York,General,Candidate,False,James Watson Gerard,Democratic Party (United States),"571,419",42.06%
1914,New York,1914 United States Senate election in New York,General,Candidate,False,Bainbridge Colby,Bull Moose Party,"61,977",4.56%
1914,New York,1914 United States Senate election in New York,General,Candidate,False,Charles Edward Russell,Socialist Party of America,"55,266",4.07%
1914,New York,1914 United States Senate election in New York,General,Candidate,False,Francis E. Baldwin,Prohibition Party,"27,813",2.05%
1914,New York,1914 United States Senate election in New York,General,Candidate,False,Erwin A. Aucher,Socialist Labor Party of America,"3,064",0.23%
1914,New York,1914 United States Senate election in New York,General,Total,False,,,"1,358,651",100.00%
1914,North Carolina,1914 U.S. Senate election in North Carolina,General,Winning,True,Lee S. Overman,Democratic Party (US),"121,342",58.10
1914,North Carolina,1914 U.S. Senate election in North Carolina,General,Candidate,False,Adolphus A. Whitener,Republican Party (US),"87,101",41.70
1914,North Carolina,1914 U.S. Senate election in North Carolina,General,Candidate,False,Henry J. Oliver,Socialist Party of America,425,0.20
1914,North Carolina,1914 U.S. Senate election in North Carolina,General,Total,False,,,"208,868",100.00
1914,North Dakota,1914 United States Senate election in North Dakota,General,Winning,False,Asle Gronna (inc.),Republican Party (United States),"48,732",55.81%
1914,North Dakota,1914 United States Senate election in North Dakota,General,Candidate,False,William E. Purcell,Democratic Party (United States),"29,640",33.95%
1914,North Dakota,1914 United States Senate election in North Dakota,General,Candidate,False,W. H. Brown,Socialist Party (United States),"6,231",7.14%
1914,North Dakota,1914 United States Senate election in North Dakota,General,Candidate,False,Sever Serumgard,Independent (politician),"2,707",3.10%
1914,North Dakota,1914 United States Senate election in North Dakota,General,Total,False,,,"87,310",100.00%
1914,Oklahoma,1914 United States Senate election in Oklahoma,General,Winning,False,Thomas Gore (inc.),Democratic Party (United States),"119,442",47.98%
1914,Oklahoma,1914 United States Senate election in Oklahoma,General,Candidate,False,John H. Burford,Republican Party (United States),"73,292",29.44%
1914,Oklahoma,1914 United States Senate election in Oklahoma,General,Candidate,False,Patrick S. Nagle,Socialist Party (United States),"52,229",20.98%
1914,Oklahoma,1914 United States Senate election in Oklahoma,General,Candidate,False,William O. Cromwell,"Progressive Party (United States, 1912)","3,966",1.59%
1914,Oklahoma,1914 United States Senate election in Oklahoma,General,Total,False,,,"248,929",100.00%
1914,Pennsylvania,1914 U.S. Senate election in Pennsylvania,General,Winning,True,Boies Penrose,Republican Party (United States),"519,810",46.76%
1914,Pennsylvania,1914 U.S. Senate election in Pennsylvania,General,Candidate,False,Gifford Pinchot,"Progressive Party (United States, 1912)","269,265",24.22%
1914,Pennsylvania,1914 U.S. Senate election in Pennsylvania,General,Candidate,False,A. Mitchell Palmer,Democratic Party (United States),"266,436",23.87%
1914,Pennsylvania,1914 U.S. Senate election in Pennsylvania,General,Candidate,False,Frederick W. Whiteside,Socialist Party of America,"37,950",3.41%
1914,Pennsylvania,1914 U.S. Senate election in Pennsylvania,General,Candidate,False,Madison F. Larkin,Prohibition Party,"17,585",1.58%
1914,Pennsylvania,1914 U.S. Senate election in Pennsylvania,General,Total,False,,,"1,111,726",100.00%
1914,South Carolina,"South Carolina U.S. Senate Election, 1914",General,Winning,True,Ellison D. Smith,Democratic Party (United States),"32,950",99.73%
1914,South Carolina,"South Carolina U.S. Senate Election, 1914",General,Candidate,False,James H. Roberts,Socialist Party of America,89,0.27%
1914,South Dakota,1914 United States Senate election in South Dakota,General,Winning,False,Edwin S. Johnson,Democratic Party (United States),"48,076",48.32%
1914,South Dakota,1914 United States Senate election in South Dakota,General,Candidate,False,Charles H. Burke,Republican Party (United States),"44,244",44.46%
1914,South Dakota,1914 United States Senate election in South Dakota,General,Candidate,False,E. P. Johnson,Socialist Party (United States),"2,674",2.69%
1914,South Dakota,1914 United States Senate election in South Dakota,General,Candidate,False,O. W. Butterfield,Prohibition Party (United States),"2,406",2.42%
1914,South Dakota,1914 United States Senate election in South Dakota,General,Candidate,False,H. L. Loucks,Independent (politician),"2,104",2.11%
1914,South Dakota,1914 United States Senate election in South Dakota,General,Total,False,,,"99,504",100.00%
1914,Vermont,1914 United States Senate election in Vermont,General,Winning,False,William P. Dillingham (inc.),Republican Party (United States),"35,137",56.04%
1914,Vermont,1914 United States Senate election in Vermont,General,Candidate,False,Charles A. Prouty,Democratic Party (United States),"16,306",26.01%
1914,Vermont,1914 United States Senate election in Vermont,General,Candidate,False,Charles A. Prouty,Bull Moose Party,"7,339",11.71%
1914,Vermont,1914 United States Senate election in Vermont,General,Candidate,False,Charles A. Prouty,Non-partisan,"1,592",2.54%
1914,Vermont,1914 United States Senate election in Vermont,General,Candidate,False,Charles A. Prouty,Prohibition Party,"1,526",2.43%
1914,Vermont,1914 United States Senate election in Vermont,General,Candidate,False,Charles A. Prouty,Republican Party (United States),3,0.00%
1914,Vermont,1914 United States Senate election in Vermont,General,Candidate,False,James Canfield,Socialist Party USA,772,1.23%
1914,Vermont,1914 United States Senate election in Vermont,General,Total,False,,,"62,695",100.00%
1914,Washington,1914 United States Senate election in Washington,General,Winning,True,Wesley Livsey Jones,Republican Party (US),"130,479",37.79%
1914,Washington,1914 United States Senate election in Washington,General,Candidate,False,William Wilson Black,Democratic Party (US),"91,733",26.57%
1914,Washington,1914 United States Senate election in Washington,General,Candidate,False,Ole Hanson,"Progressive Party (United States, 1912)","83,282",24.12%
1914,Washington,1914 United States Senate election in Washington,General,Candidate,False,Adam H. Barth,Socialist Party (US),"30,234",8.76%
1914,Washington,1914 United States Senate election in Washington,General,Candidate,False,Arthur S. Caton,Prohibition Party (US),"9,551",2.77%
1914,Washington,1914 United States Senate election in Washington,General,Total,False,,,"345,279",100.00%
