Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1990,Alaska,Open primary results,Primary,Winning,True,Ted Stevens,Republican Party (United States),"81,968",59.19%
1990,Alaska,Open primary results,Primary,Candidate,False,Bob Bird,Republican Party (United States),"34,824",25.15%
1990,Alaska,Open primary results,Primary,Candidate,False,Michael Beasley,Democratic Party (United States),"12,371",8.93%
1990,Alaska,Open primary results,Primary,Candidate,False,Tom Taggart,Democratic Party (United States),"9,329",6.74%
1990,Alaska,Open primary results,Primary,Total,False,,,"138,492",100.00%
1990,Idaho,Primary results,Primary,Winning,False,Larry Craig,Republican Party (US),"65,830",59.01%
1990,Idaho,Primary results,Primary,Candidate,False,Jim Jones,Republican Party (US),"45,733",40.99%
1990,Idaho,Primary results,Primary,Winning,False,Ron Twilegar,Democratic Party (US),"30,154",64.51%
1990,Idaho,Primary results,Primary,Candidate,False,David C. Steed,Democratic Party (US),"16,587",35.49%
1990,Illinois,Democratic primary results,Primary,Winning,True,Paul Simon,Democratic Party (United States),"811,329",100.00%
1990,Illinois,Democratic primary results,Primary,Total,False,,,"811,329",100.00%
1990,Illinois,Republican primary results,Primary,Winning,False,Lynn Martin,Republican Party (United States),"572,995",100.00%
1990,Illinois,Republican primary results,Primary,Total,False,,,"572,995",100.00%
1990,Iowa,Democratic primary results,Primary,Winning,True,Tom Harkin,Democratic Party (United States),"162,661",99.47
1990,Iowa,Democratic primary results,Primary,Candidate,False,Write-ins,Democratic Party (United States),867,0.53
1990,Iowa,Democratic primary results,Primary,Total,False,,,"163,528",100.00
1990,Iowa,Republican primary results,Primary,Winning,False,Tom Tauke,Republican Party (United States),"91,798",99.81%
1990,Iowa,Republican primary results,Primary,Candidate,False,Write-ins,Republican Party (United States),172,0.19%
1990,Iowa,Republican primary results,Primary,Total,False,,,"91,970",100.00%
1990,Kentucky,Republican primary results,Primary,Winning,True,Mitch McConnell,Republican Party (United States),"64,063",88.52%
1990,Kentucky,Republican primary results,Primary,Candidate,False,Tommy Klein,Republican Party (United States),"8,310",11.48%
1990,Kentucky,Republican primary results,Primary,Total,False,,,"72,373",100.00%
1990,Kentucky,Democratic primary results,Primary,Winning,False,Harvey I. Sloane,Democratic Party (United States),"183,789",59.27%
1990,Kentucky,Democratic primary results,Primary,Candidate,False,John Brock,Democratic Party (United States),"126,318",40.73%
1990,Kentucky,Democratic primary results,Primary,Total,False,,,"310,107",100.00%
1990,Massachusetts,"Massachusetts United States Senate Republican primary, 1990",Primary,Winning,False,Jim Rappaport,Republican Party (United States),"265,093",66.12%
1990,Massachusetts,"Massachusetts United States Senate Republican primary, 1990",Primary,Candidate,False,Daniel W. Daly,Republican Party (United States),"135,647",33.38%
1990,Massachusetts,"Massachusetts United States Senate Republican primary, 1990",Primary,Write-in,False,,,202,0.05%
1990,Massachusetts,"Massachusetts United States Senate Republican primary, 1990",Primary,Total,False,,,"400,740",100.00%
1990,Michigan,Democratic primary election results,Primary,Winning,True,Carl Levin,Democratic Party (United States),"355,373",99.99%
1990,Michigan,Democratic primary election results,Primary,Write-in,False,,,27,0.00%
1990,Michigan,Democratic primary election results,Primary,Total,False,,,355400,100.0%
1990,Michigan,Republican primary election results,Primary,Winning,False,Bill Schuette,Republican Party (United States),"270,434",59.69%
1990,Michigan,Republican primary election results,Primary,Candidate,False,Clark Durant,Republican Party (United States),"182,592",40.30%
1990,Michigan,Republican primary election results,Primary,Write-in,False,,,9,0.00%
1990,Michigan,Republican primary election results,Primary,Total,False,,,453035,100.0%
1990,Montana,Democratic Party primary results,Primary,Winning,True,Max Baucus,Democratic Party (United States),"80,622",82.60%
1990,Montana,Democratic Party primary results,Primary,Candidate,False,John Driscoll,Democratic Party (United States),"12,616",12.93%
1990,Montana,Democratic Party primary results,Primary,Candidate,False,"""Curly"" Thornton",Democratic Party (United States),"4,367",4.47%
1990,Montana,Democratic Party primary results,Primary,Total,False,,,"97,605",100.00%
1990,Montana,Republican Primary results,Primary,Winning,False,Allen Kolstad,Republican Party (United States),"38,097",43.59%
1990,Montana,Republican Primary results,Primary,Candidate,False,Bruce Vorhauer,Republican Party (United States),"30,837",35.28%
1990,Montana,Republican Primary results,Primary,Candidate,False,Bill Farrell,Republican Party (United States),"11,820",13.52%
1990,Montana,Republican Primary results,Primary,Candidate,False,John Domenech,Republican Party (United States),"6,648",7.61%
1990,Montana,Republican Primary results,Primary,Total,False,,,"87,402",100.00%
1990,Nebraska,Democratic primary results,Primary,Winning,False,J. James Exon (inc.),Democratic Party (United States),"157,959",98.75%
1990,Nebraska,Democratic primary results,Primary,Candidate,False,Write-ins,Democratic Party (United States),"2,006",1.25%
1990,Nebraska,Democratic primary results,Primary,Total,False,,,"159,965",100.00%
1990,Nebraska,Republican primary results,Primary,Winning,False,Hal Daub,Republican Party (United States),"178,237",91.26%
1990,Nebraska,Republican primary results,Primary,Candidate,False,Otis Glebe,Republican Party (United States),"16,367",8.38%
1990,Nebraska,Republican primary results,Primary,Candidate,False,Write-ins,Republican Party (United States),711,0.36%
1990,Nebraska,Republican primary results,Primary,Total,False,,,"195,315",100.00%
1990,New Hampshire,1990 Republican U.S. Senate primary,Primary,Winning,False,Bob Smith,Republican Party (United States),"56,215",65.00%
1990,New Hampshire,1990 Republican U.S. Senate primary,Primary,Candidate,False,Tom Christo,Republican Party (United States),"25,286",29.24%
