Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1980,Alabama,1980 United States Senate election in Alabama,General,Winning,False,Republican Party (US),Jeremiah Denton,"650,362",50.15%
1980,Alabama,1980 United States Senate election in Alabama,General,Candidate,False,Democratic Party (US),Jim Folsom,"610,175",47.05%
1980,Alabama,1980 United States Senate election in Alabama,General,Candidate,False,Conservative Party (US),Michael R. A. Erdey,"15,989",1.23%
1980,Alabama,1980 United States Senate election in Alabama,General,Candidate,False,Libertarian Party (US),William A. Crew,"13,098",1.01%
1980,Alabama,1980 United States Senate election in Alabama,General,Candidate,False,National Democratic Party of Alabama,Sallie M. Hadnott,"2,973",0.23%
1980,Alabama,1980 United States Senate election in Alabama,General,Candidate,False,Socialist Workers Party (US),Mohammed Oliver,"1,511",0.12%
1980,Alaska,"United States Senate election in Alaska, 1980",General,Winning,False,Republican Party (United States),Frank Murkowski,"84,159",53.69%
1980,Alaska,"United States Senate election in Alaska, 1980",General,Candidate,False,Democratic Party (United States),Clark Gruening,"72,007",45.93%
1980,Alaska,"United States Senate election in Alaska, 1980",General,Write-in,False,,,596,0.38%
1980,Alaska,"United States Senate election in Alaska, 1980",General,Total,False,,,"156,762",100.00%
1980,Arizona,"United States Senate election in Arizona, 1980",General,Winning,True,Republican Party (United States),Barry Goldwater,"432,371",49.46%
1980,Arizona,"United States Senate election in Arizona, 1980",General,Candidate,False,Democratic Party (United States),Bill Schulz,"422,972",48.38%
1980,Arizona,"United States Senate election in Arizona, 1980",General,Candidate,False,Libertarian Party (United States),Fred R. Esser,"12,008",1.37%
1980,Arizona,"United States Senate election in Arizona, 1980",General,Candidate,False,Socialist Workers Party (United States),Josefina Otero,"3,266",0.37%
1980,Arkansas,Arkansas Senate election 1980,General,Winning,True,Democratic Party (United States),Dale Bumpers,"477,905",59.09%
1980,Arkansas,Arkansas Senate election 1980,General,Candidate,False,Republican Party (United States),Bill Clark,"360,576",40.87%
1980,Arkansas,Arkansas Senate election 1980,General,Candidate,False,Independent (politician),Walter McCarty,331,0.04%
1980,California,"1980 United States Senate election, California",General,Winning,True,Democratic Party (United States),Alan Cranston,"4,705,399",56.51%
1980,California,"1980 United States Senate election, California",General,Candidate,False,Republican Party (United States),Paul Gann,"3,093,426",37.15%
1980,California,"1980 United States Senate election, California",General,Candidate,False,Libertarian Party (United States),David Bergland,"202,481",2.43%
1980,California,"1980 United States Senate election, California",General,Candidate,False,Peace and Freedom Party (United States),David Wald,"196,354",2.36%
1980,California,"1980 United States Senate election, California",General,Candidate,False,American Independent Party,James C. Griffin,"129,648",1.56%
1980,Colorado,General election results,General,Winning,False,Democratic Party (United States),Gary Hart (inc.),"590,501",50.33%
1980,Colorado,General election results,General,Candidate,False,Republican Party (United States),Mary Estill Buchanan,"571,295",48.70%
1980,Colorado,General election results,General,Candidate,False,Independent American Party,Henry John Olshaw,"4,081",0.35%
1980,Connecticut,"July 26, Republican convention",General,Winning,False,Republican Party (United States),James L. Buckley,471,50.81%
1980,Connecticut,"July 26, Republican convention",General,Candidate,False,Republican Party (United States),Richard C. Bozzuto,456,49.19%
1980,Connecticut,"July 26, Republican convention",General,Total,False,,,927,100.00%
1980,Connecticut,"Connecticut United States Senate election, 1980",General,Winning,False,Democratic Party (United States),Chris Dodd,"763,969",56.34%
1980,Connecticut,"Connecticut United States Senate election, 1980",General,Candidate,False,Republican Party (United States),James Buckley,"581,884",42.91%
1980,Connecticut,"Connecticut United States Senate election, 1980",General,Candidate,False,Libertarian Party (United States),Jerry Brennan,"5,336",0.39%
1980,Connecticut,"Connecticut United States Senate election, 1980",General,Candidate,False,Concerned Citizens Party,Andrew J. Zemel,"4,772",0.35%
1980,Connecticut,"Connecticut United States Senate election, 1980",General,Write-in,False,,,114,0.01%
1980,Connecticut,"Connecticut United States Senate election, 1980",General,Total,False,,,"1,356,075",100.00%
1980,Florida,General election results,General,Winning,False,Republican Party (United States),Paula Hawkins,"1,822,460",51.66%
1980,Florida,General election results,General,Candidate,False,Democratic Party (United States),Bill Gunter,"1,705,409",48.34%
1980,Florida,General election results,General,Write-in,False,,,0,0.00%
1980,Florida,General election results,General,Total,False,,,"3,528,028",100.00%
1980,Georgia,"1980 United States Senate election, Georgia",General,Winning,False,Republican Party (United States),Mack Mattingly,"803,686",50.87%
1980,Georgia,"1980 United States Senate election, Georgia",General,Candidate,True,Democratic Party (United States),Herman Talmadge,"776,143",49.13%
1980,Hawaii,1980 United States Senate election in Hawaii,General,Winning,True,Democratic Party (United States),Daniel Inouye,"224,485",77.95%
1980,Hawaii,1980 United States Senate election in Hawaii,General,Candidate,False,Republican Party (United States),Cooper Brown,"53,068",18.43%
1980,Hawaii,1980 United States Senate election in Hawaii,General,Candidate,False,Libertarian Party (US),H. E. Shasteen,"10,453",3.63%
1980,Idaho,1980 U.S. Senate election in Idaho,General,Winning,False,Republican Party (United States),Steve Symms,"218,701",49.74%
1980,Idaho,1980 U.S. Senate election in Idaho,General,Candidate,True,Democratic Party (United States),Frank Church,"214,439",48.78%
1980,Idaho,1980 U.S. Senate election in Idaho,General,Candidate,False,Libertarian Party (United States),Larry Fullmer,"6,507",1.48%
1980,Illinois,General election,General,Winning,False,Democratic Party (United States),Alan J. Dixon,"2,565,302",56.01%
1980,Illinois,General election,General,Candidate,False,Republican Party (United States),David C. O'Neal,"1,946,296",42.50%
1980,Illinois,General election,General,Candidate,False,Libertarian Party (United States),Bruce Green,"29,328",0.64%
1980,Illinois,General election,General,Candidate,False,Independent (politician),Sidney Lens,"19,213",0.42%
1980,Illinois,General election,General,Candidate,False,Communist Party USA,Charles F. Wilson,"11,453",0.25%
1980,Illinois,General election,General,Candidate,False,Workers World Party,Michael Soriano,"5,626",0.12%
1980,Illinois,General election,General,Candidate,False,Socialist Workers Party (United States),Burton Lee Artz,"2,715",0.06%
1980,Illinois,General election,General,Write-in,False,,,96,0.00%
1980,Illinois,General election,General,Total,False,,,"4,579,933",100.00%
1980,Indiana,General election results,General,Winning,False,Republican Party (United States),Dan Quayle,"1,182,414",53.79%
1980,Indiana,General election results,General,Candidate,True,Democratic Party (United States),Birch Bayh,"1,015,922",46.21%
1980,Indiana,General election results,General,Total,False,,,"2,198,366",100.00%
1980,Iowa,"United States Senate election in Iowa, 1980",General,Winning,False,Republican Party (United States),Chuck Grassley,"683,014",53.49%
1980,Iowa,"United States Senate election in Iowa, 1980",General,Candidate,True,Democratic Party (United States),John Culver,"581,545",45.54%
1980,Iowa,"United States Senate election in Iowa, 1980",General,Candidate,False,Independent (politician),Garry De Young,"5,858",0.46%
1980,Iowa,"United States Senate election in Iowa, 1980",General,Candidate,False,Libertarian Party (United States),Robert V. Hengerer,"4,233",0.33%
1980,Iowa,"United States Senate election in Iowa, 1980",General,Candidate,False,Independent (politician),John Ingram Henderson,"2,336",0.18%
1980,Kansas,General election results,General,Winning,True,Republican Party (United States),Bob Dole,"598,686",63.76%
1980,Kansas,General election results,General,Candidate,False,Democratic Party (United States),John Simpson,"340,271",36.24%
1980,Kansas,General election results,General,Total,False,,,"938,957",100.00%
1980,Kentucky,General election results,General,Winning,True,Democratic Party (United States),Wendell Ford,"720,891",65.13%
1980,Kentucky,General election results,General,Candidate,False,Republican Party (United States),Mary Louise Foust,"386,029",34.87%
1980,Maryland,1980 United States Senate election in Maryland,General,Winning,True,Republican Party (United States),Charles Mathias,"850,970",66.17%
1980,Maryland,1980 United States Senate election in Maryland,General,Candidate,False,Democratic Party (United States),Edward T. Conroy,"435,118",33.83%
1980,Maryland,1980 United States Senate election in Maryland,General,Total,False,,,"1,286,088",100.00%
1980,Missouri,1980 United States Senate election in Missouri,General,Winning,True,Democratic Party (United States),Thomas Eagleton,"1,074,859",52.00%
1980,Missouri,1980 United States Senate election in Missouri,General,Candidate,False,Republican Party (United States),Gene McNary,"985,399",47.67%
1980,Missouri,1980 United States Senate election in Missouri,General,Candidate,False,Socialist Workers Party (United States),Martha Pettit,"6,707",0.32%
1980,Nevada,General election results,General,Winning,True,Republican Party (United States),Paul Laxalt,"144,224",58.52%
1980,Nevada,General election results,General,Candidate,False,Democratic Party (United States),Mary Gojack,"92,129",37.38%
1980,Nevada,General election results,General,Candidate,False,Libertarian Party (United States),Allen Hacker,"6,920",2.81%
1980,New Hampshire,1980 United States Senate election in New Hampshire,General,Winning,False,Republican Party (United States),Warren Rudman,"195,563",52.15%
1980,New Hampshire,1980 United States Senate election in New Hampshire,General,Candidate,False,Democratic Party (United States),John A. Durkin (inc.),"179,455",47.85%
1980,New Hampshire,1980 United States Senate election in New Hampshire,General,Total,False,,,"375,018",100.00%
1980,New York,1980 Conservative Party committee vote,General,Winning,False,Conservative Party of New York,Al D'Amato,"155,877",65.63%
1980,New York,1980 Conservative Party committee vote,General,Candidate,False,Conservative Party of New York,Bruce Caputo,"80,587",33.93%
1980,New York,1980 Conservative Party committee vote,General,Candidate,False,Conservative Party of New York,James Eagan,"1,048",0.44%
1980,New York,1980 Conservative Party committee vote,General,Total,False,,,"237,512",100.00%
1980,New York,General election results,General,Candidate,False,Republican Party (United States),Al D'Amato,"2,272,082",37.77%
1980,New York,General election results,General,Candidate,False,Conservative Party of New York,Al D'Amato,"275,100",4.57%
1980,New York,General election results,General,Candidate,False,Right to Life Party (New York),Al D'Amato,"152,470",2.53%
1980,New York,General election results,General,Winning,False,Democratic Party (United States),Elizabeth Holtzman,"2,618,661",43.54%
1980,New York,General election results,General,Candidate,True,Liberal Party of New York,Jacob Javits,"664,544",11.05%
1980,New York,General election results,General,Candidate,False,Libertarian Party (United States),Richard Savadel,"21,465",0.36%
1980,New York,General election results,General,Candidate,False,Communist Party USA,William R. Scott,"4,161",0.07%
1980,New York,General election results,General,Candidate,False,Workers World Party,Thomas Soto,"3,643",0.06%
1980,New York,General election results,General,Candidate,False,Socialist Workers Party (United States),Victor A. Nieto,"2,715",0.05%
1980,New York,General election results,General,Write-in,False,,,73,0.00%
1980,New York,General election results,General,Total,False,,,"6,014,914",100.00%
1980,North Carolina,1980 North Carolina U.S. Senate election,General,Winning,False,Republican Party (United States),John East,"898,064",49.96%
1980,North Carolina,1980 North Carolina U.S. Senate election,General,Candidate,True,Democratic Party (United States),Robert Morgan,"887,653",49.38%
1980,North Carolina,1980 North Carolina U.S. Senate election,General,Candidate,False,Libertarian Party (United States),F.W. (Rick) Pasotto,"7,602",0.04%
1980,North Carolina,1980 North Carolina U.S. Senate election,General,Candidate,False,Socialist Workers Party (United States),Rebecca Finch,"4,346",0.02%
1980,North Carolina,1980 North Carolina U.S. Senate election,General,Total,False,,,"1,797,655",100.00%
1980,North Dakota,"1980 United States Senate election, North Dakota",General,Winning,False,North Dakota Republican Party,Mark Andrews,"210,347",70.29%
1980,North Dakota,"1980 United States Senate election, North Dakota",General,Candidate,False,North Dakota Democratic-NPL Party,Kent Johanneson,"86,658",28.96%
1980,North Dakota,"1980 United States Senate election, North Dakota",General,Candidate,False,Independent (politician),Harley McLain,"1,625",0.54%
1980,North Dakota,"1980 United States Senate election, North Dakota",General,Candidate,False,Independent (politician),Don J. Klingensmith,642,0.22%
1980,Ohio,1980 United States Senate election in Ohio,General,Winning,True,Democratic Party (United States),John Glenn,"2,770,786",68.80%
1980,Ohio,1980 United States Senate election in Ohio,General,Candidate,False,Republican Party (United States),Jim Betts,"1,137,695",28.25%
1980,Ohio,1980 United States Senate election in Ohio,General,Candidate,False,Independent (politician),John E. Powers,"76,412",1.90%
1980,Ohio,1980 United States Senate election in Ohio,General,Candidate,False,Independent (politician),Rick Nagin,"42,410",1.05%
1980,Oklahoma,General election results,General,Winning,False,Republican Party (United States),Don Nickles,"587,252",53.47%
1980,Oklahoma,General election results,General,Candidate,False,Democratic Party (United States),Andy Coats,"478,283",43.55%
1980,Oklahoma,General election results,General,Candidate,False,Independent (politician),Charles R. Nesbitt,"21,179",1.93%
1980,Oklahoma,General election results,General,Candidate,False,Libertarian Party (United States),Robert T. Murphy,"9,757",0.89%
1980,Oklahoma,General election results,General,Candidate,False,Independent (politician),Paul E. Trent,"1,823",0.17%
1980,Oregon,"United States Senate election in Oregon, 1980",General,Winning,True,Republican Party (United States),Bob Packwood,"594,290",52.13%
1980,Oregon,"United States Senate election in Oregon, 1980",General,Candidate,False,Democratic Party (United States),Ted Kulongoski,"501,963",44.03%
1980,Oregon,"United States Senate election in Oregon, 1980",General,Candidate,False,Libertarian Party (United States),Tonie Nathan,"43,686",3.83%
1980,Oregon,"United States Senate election in Oregon, 1980",General,Total,False,,,"1,139,939",100.00%
1980,Pennsylvania,1980 U.S. Senate election in Pennsylvania,General,Winning,False,Republican Party (United States),Arlen Specter,"2,230,404",50.48%
1980,Pennsylvania,1980 U.S. Senate election in Pennsylvania,General,Candidate,False,Democratic Party (United States),Peter F. Flaherty,"2,122,391",48.04%
1980,Pennsylvania,1980 U.S. Senate election in Pennsylvania,General,Candidate,False,Socialist Workers Party (United States),Linda Mohrbacher,"27,229",0.62%
1980,Pennsylvania,1980 U.S. Senate election in Pennsylvania,General,Candidate,False,Libertarian Party (United States),David K. Walter,"18,595",0.42%
1980,Pennsylvania,1980 U.S. Senate election in Pennsylvania,General,Candidate,False,Communist Party USA,Frank Kinces,"3,334",0.08%
1980,Pennsylvania,1980 U.S. Senate election in Pennsylvania,General,Total,False,,,"4,418,042",100.00%
1980,South Carolina,"South Carolina U.S. Senate Election, 1980",General,Winning,True,Democratic Party (United States),Fritz Hollings,"612,556",70.36%
1980,South Carolina,"South Carolina U.S. Senate Election, 1980",General,Candidate,False,Republican Party (United States),Marshall Mays,"257,946",29.63%
1980,South Dakota,General election results,General,Winning,False,Republican Party (United States),James Abdnor,"190,594",58.20%
1980,South Dakota,General election results,General,Candidate,True,Democratic Party (United States),George McGovern,"129,018",39.40%
1980,South Dakota,General election results,General,Candidate,False,Independent (politician),Wayne Peterson,"7,866",2.40%
1980,South Dakota,General election results,General,Total,False,,,"327,478",100.00%
1980,Utah,1980 United States Senate election in Utah,General,Winning,True,Republican Party (United States),Jake Garn,"437,675",73.65%
1980,Utah,1980 United States Senate election in Utah,General,Candidate,False,Democratic Party (United States),Dan Berman,"151,454",25.49%
1980,Utah,1980 United States Senate election in Utah,General,Candidate,False,Independent politician,Bruce Bangerter,"3,186",0.54%
1980,Utah,1980 United States Senate election in Utah,General,Candidate,False,American Party (1969),George M. Batchelor,"3,186",0.54%
1980,Utah,1980 United States Senate election in Utah,General,Total,False,,,"595,501",100.00%
1980,Vermont,"United States Senate election in Vermont, 1980",General,Winning,True,Democratic Party (United States),Patrick Leahy,"104,089",49.76%
1980,Vermont,"United States Senate election in Vermont, 1980",General,Candidate,False,Republican Party (United States),Stewart M. Ledbetter,"101,647",48.59%
1980,Vermont,"United States Senate election in Vermont, 1980",General,Candidate,False,Independent politician,Anthony N. Doria,"1,764",0.84%
1980,Vermont,"United States Senate election in Vermont, 1980",General,Candidate,False,Liberty Union Party,Earl S. Gardner,"1,578",0.75%
1980,Vermont,"United States Senate election in Vermont, 1980",General,Write-in,False,,,110,0.06%
1980,Vermont,"United States Senate election in Vermont, 1980",General,Total,False,,,"209,188",100.00%
1980,Washington,1980 United States Senate election in Washington,General,Winning,False,Washington Republican Party,Slade Gorton,"936,317",54.17%
1980,Washington,1980 United States Senate election in Washington,General,Candidate,True,Washington Democratic Party,Warren Magnuson,"792,052",45.83%
1980,Washington,1980 United States Senate election in Washington,General,Total,False,,,"1,728,369",100.00%
1980,Wisconsin,General election results,General,Winning,False,Republican Party (United States),Bob Kasten,"1,106,311",50.19%
