Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1936,Alabama,General election results,General,Winning,False,Democratic Party (United States),John H. Bankhead II (inc.),"239,632",87.03%
1936,Alabama,General election results,General,Candidate,False,Republican Party (United States),H. E. Berkstresser,"33,698",12.24%
1936,Alabama,General election results,General,Candidate,False,Union Party (United States),William C. Irby,"2,022",0.73%
1936,Alabama,General election results,General,Total,False,,,"275,352",100.00%
1936,Arkansas,1936 U.S. Senate election in Arkansas,General,Winning,True,Democratic Party (United States),Joseph Taylor Robinson,"154,866",84.08%
1936,Arkansas,1936 U.S. Senate election in Arkansas,General,Candidate,False,Republican Party (United States),G.C. Ledbetter,"27,746",15.06%
1936,Arkansas,1936 U.S. Senate election in Arkansas,General,Candidate,False,Socialist Party (United States),Claude C. Williams,"1,587",0.86%
1936,Arkansas,1936 U.S. Senate election in Arkansas,General,Total,False,,,"184,199",100.00%
1936,Colorado,General election results,General,Winning,False,Democratic Party (United States),Edwin C. Johnson,"299,376",63.45%
1936,Colorado,General election results,General,Candidate,False,Republican Party (United States),Raymond L. Sauter,"166,308",35.25%
1936,Colorado,General election results,General,Candidate,False,Socialist Party (United States),Carle Whitehead,"4,438",0.94%
1936,Colorado,General election results,General,Candidate,False,Union Party (United States),James Allander,"1,705",0.36%
1936,Colorado,General election results,General,Total,False,,,"471,827",100.00%
1936,Florida (Class 1) (special),General election results,General,Winning,False,Democratic Party (United States),Charles O. Andrews,"241,528",80.90%
1936,Florida (Class 1) (special),General election results,General,Candidate,False,Republican Party (United States),Howard C. Babcock,"57,016",19.10%
1936,Florida (Class 1) (special),General election results,General,Total,False,,,"298,544",100.00%
1936,Georgia,1936 United States Senate election in Georgia,General,Winning,True,Democratic Party (US),Richard Russell Jr.,"285,468",100.00%
1936,Idaho,1936 United States Senate election in Idaho,General,Winning,True,Republican Party (US),William Borah,"128,723",63.36
1936,Idaho,1936 United States Senate election in Idaho,General,Candidate,False,Democratic Party (US),C. Ben Ross,"74,444",36.64
1936,Illinois,1936 United States Senate election in Illinois,General,Winning,True,Democratic Party (United States),J. Hamilton Lewis,"2,142,887",56.47%
1936,Illinois,1936 United States Senate election in Illinois,General,Candidate,False,Republican Party (United States),Otis F. Glenn,"1,545,170",40.72%
1936,Illinois,1936 United States Senate election in Illinois,General,Candidate,False,Union Progressive Party (Illinois),Newton Jenkins,"93,696",2.47%
1936,Illinois,1936 United States Senate election in Illinois,General,Candidate,False,Socialist Party USA,Arthur McDowell,"7,405",0.20%
1936,Illinois,1936 United States Senate election in Illinois,General,Candidate,False,Prohibition Party,Adah M. Hagler,"3,298",0.09%
1936,Illinois,1936 United States Senate election in Illinois,General,Candidate,False,Socialist Labor Party of America,Frank Schnur,"2,208",0.06%
1936,Iowa,1936 U.S. Senate election in Iowa,General,Winning,False,Democratic Party (United States),Clyde Herring,"539,555",50.35%
1936,Iowa,1936 U.S. Senate election in Iowa,General,Candidate,True,Republican Party (United States),Lester J. Dickinson,"503,635",46.99%
1936,Iowa,1936 U.S. Senate election in Iowa,General,Candidate,False,Farmer–Labor Party,George F. Buresh,"25,567",2.39%
1936,Iowa,1936 U.S. Senate election in Iowa,General,Candidate,False,Prohibition Party (United States),John B. Hammond,"1,726",0.16%
1936,Iowa,1936 U.S. Senate election in Iowa,General,Candidate,False,Socialist Party (United States),Lacticia M. Conrad,"1,233",0.12%
1936,Iowa,1936 U.S. Senate election in Iowa,General,Total,False,,,"1,071,716",100.00%
1936,Iowa (special),1936 U.S. Senate Special election in Iowa,General,Winning,False,Democratic Party (United States),Guy M. Gillette,"536,075",51.91
1936,Iowa (special),1936 U.S. Senate Special election in Iowa,General,Candidate,False,Republican Party (United States),Berry F. Halden,"478,521",46.43
1936,Iowa (special),1936 U.S. Senate Special election in Iowa,General,Candidate,False,Farmer–Labor Party,Ernest R. Quick,"16,179",1.57
1936,Iowa (special),1936 U.S. Senate Special election in Iowa,General,Candidate,False,Socialist Party (United States),Tom Johnson,"1,008",0.10
1936,Iowa (special),1936 U.S. Senate Special election in Iowa,General,Candidate,False,Prohibition Party (United States),A. U. Coates,960,0.09
1936,Iowa (special),1936 U.S. Senate Special election in Iowa,General,Total,False,,,"1,032,743",100
1936,Kansas,1936 United States Senate election in Kansas,General,Winning,False,Republican Party (United States),Arthur Capper (inc.),"417,873",51.00%
1936,Kansas,1936 United States Senate election in Kansas,General,Candidate,False,Democratic Party (United States),Omar B. Ketchum,"396,685",48.41%
1936,Kansas,1936 United States Senate election in Kansas,General,Candidate,False,Socialist Party of America,T. C. Hager,"4,775",0.58%
1936,Kansas,1936 United States Senate election in Kansas,General,Write-in,False,,,35,0.00%
1936,Kansas,1936 United States Senate election in Kansas,General,Total,False,,,"819,368",100.00%
1936,Kentucky,1936 U.S. Senate election in Kentucky,General,Winning,True,Democratic Party (US),M. M. Logan,"539,968",58.80%
1936,Kentucky,1936 U.S. Senate election in Kentucky,General,Candidate,False,Republican Party (US),Robert H. Lucas,"365,850",39.84%
1936,Kentucky,1936 U.S. Senate election in Kentucky,General,Candidate,False,Union Party (United States),William M. Likins,"11,709",1.28%
1936,Kentucky,1936 U.S. Senate election in Kentucky,General,Candidate,False,Socialist Party of America,W. E. Sandefer,541,0.06%
1936,Kentucky,1936 U.S. Senate election in Kentucky,General,Candidate,False,Socialist Labor Party of America,Ferdinand Zimmerer,271,0.03%
1936,Kentucky,1936 U.S. Senate election in Kentucky,General,Total,False,,,"918,339",100.00%
1936,Louisiana (special),1936 United States Senate special election in Louisiana,General,Winning,False,Democratic Party (United States),Rose McConnell Long (inc.),"131,930",100.00%
1936,Maine,1936 U.S. Senate election in Maine,General,Winning,False,Republican Party (United States),Wallace H. White Jr. (inc.),"158,068",50.75%
1936,Maine,1936 U.S. Senate election in Maine,General,Candidate,False,Democratic Party (United States),Louis J. Brann,"153,420",49.25%
1936,Maine,1936 U.S. Senate election in Maine,General,Total,False,,,"311,488",100.00%
1936,Massachusetts,1936 Republican convention,General,Winning,False,Republican Party (US),Henry Cabot Lodge Jr.,336,52.42%
1936,Massachusetts,1936 Republican convention,General,Candidate,False,Republican Party (US),Sinclair Weeks,299,46.65%
1936,Massachusetts,1936 Republican convention,General,Candidate,False,Republican Party (US),J. T. Cavanaugh,6,0.94%
1936,Massachusetts,1936 Republican convention,General,Total,False,,,641,100.00
1936,Massachusetts,General election,General,Winning,False,Republican Party (US),Henry Cabot Lodge Jr.,"875,160",48.53%
1936,Massachusetts,General election,General,Candidate,False,Democratic Party (US),James Michael Curley,"739,751",41.02%
