Year,State,Primary_Type,Poll_Source,Date,Sample,MoE,Candidate,Party,Pct,Incumbent
2022,Alabama,Democratic Primary,Emerson College,"May 15–16, 2022",294 (LV),± 5.7%,Will Boyd,D,26%,False
2022,Alabama,Democratic Primary,Emerson College,"March 25–27, 2022",359 (LV),± 5.1%,Will Boyd,D,11%,False
2022,Alabama,Democratic Primary,Emerson College,"May 15–16, 2022",294 (LV),± 5.7%,Brandaun Dean,D,15%,False
2022,Alabama,Democratic Primary,Emerson College,"March 25–27, 2022",359 (LV),± 5.1%,Brandaun Dean,D,5%,False
2022,Alabama,Democratic Primary,Emerson College,"May 15–16, 2022",294 (LV),± 5.7%,Lanny Jackson,D,11%,False
2022,Alabama,Democratic Primary,Emerson College,"March 25–27, 2022",359 (LV),± 5.1%,Lanny Jackson,D,7%,False
2022,Alabama,Democratic Primary,Emerson College,"March 25–27, 2022",359 (LV),± 5.1%,Victor Williams,D,11%,False
2022,Alabama,Republican Primary,Real Clear Politics,"May 15–21, 2022",,Britt +6.0,Katie Britt,R,34.7%,False
2022,Alabama,Republican Primary,Real Clear Politics,"May 15–21, 2022",,Britt +6.0,Mo Brooks,R,28.7%,False
2022,Alabama,Republican Primary,Real Clear Politics,"May 15–21, 2022",,Britt +6.0,Mike Durant,R,25.3%,False
2022,Arizona,Republican Primary,Real Clear Politics,"July 27 – August 1, 2022",,Masters +15.0,Mark Brnovich,R,14.5%,False
2022,Arizona,Republican Primary,Real Clear Politics,"July 27 – August 1, 2022",,Masters +15.0,Jim Lamon,R,22.0%,False
2022,Arizona,Republican Primary,Real Clear Politics,"July 27 – August 1, 2022",,Masters +15.0,Blake Masters,R,37.0%,False
2022,Arizona,Republican Primary,Real Clear Politics,"July 27 – August 1, 2022",,Masters +15.0,Michael McGuire,R,8.5%,False
2022,Arizona,Republican Primary,Real Clear Politics,"July 27 – August 1, 2022",,Masters +15.0,Justin Olson,R,3.3%,False
2022,Arkansas,Democratic Primary,Hendrix College,"May 2, 2022",597 (LV),± 5.0%,Jack Foster,D,5%,False
2022,Arkansas,Democratic Primary,Hendrix College,"May 2, 2022",597 (LV),± 5.0%,Natalie James,D,17%,False
2022,Arkansas,Democratic Primary,Hendrix College,"May 2, 2022",597 (LV),± 5.0%,Dan Whitfield,D,15%,False
2022,Arkansas,Republican Primary,Hendrix College,"May 2, 2022",802 (LV),± 4.3%,Jake Bequette,R,19%,False
2022,Arkansas,Republican Primary,Hendrix College,"May 2, 2022",802 (LV),± 4.3%,John Boozman,R,45%,True
2022,Arkansas,Republican Primary,Hendrix College,"May 2, 2022",802 (LV),± 4.3%,Heath Loftis,R,2%,False
2022,Arkansas,Republican Primary,Hendrix College,"May 2, 2022",802 (LV),± 4.3%,Jan Morgan,R,17%,False
2022,Colorado,single_party,Public Opinion Strategies,"May 15–20, 2022",400 (LV),± 6.0%,Ron Hanks,R,14%,False
2022,Colorado,single_party,Public Opinion Strategies,"May 15–20, 2022",400 (LV),± 6.0%,Joe O'Dea,R,38%,False
2022,Georgia,Democratic Primary,Emerson College,"April 1–3, 2022",453 (LV),± 4.6%,Raphael Warnock,D,85%,True
2022,Georgia,Democratic Primary,Emerson College,"April 1–3, 2022",453 (LV),± 4.6%,Tamara Johnson-Shealey,D,6%,False
2022,Georgia,Republican Primary,Real Clear Politics,"May 12–23, 2022",,Walker +55.7,Gary Black,R,9.0%,False
2022,Georgia,Republican Primary,Real Clear Politics,"May 12–23, 2022",,Walker +55.7,Josh Clark,R,2.7%,False
2022,Georgia,Republican Primary,Real Clear Politics,"May 12–23, 2022",,Walker +55.7,Kelvin King,R,4.0%,False
2022,Georgia,Republican Primary,Real Clear Politics,"May 12–23, 2022",,Walker +55.7,Jonathan McColumn,R,1.7%,False
2022,Georgia,Republican Primary,Real Clear Politics,"May 12–23, 2022",,Walker +55.7,Latham Saddler,R,9.0%,False
2022,Georgia,Republican Primary,Real Clear Politics,"May 12–23, 2022",,Walker +55.7,Herschel Walker,R,64.7%,False
2022,Illinois,Republican Primary,Real Clear Politics,"June 6–13, 2022",,Hubbard +1.5,Casey Chlebek,R,3.5%,False
2022,Illinois,Republican Primary,Real Clear Politics,"June 6–13, 2022",,Hubbard +1.5,Matthew Dubiel,R,5.5%,False
2022,Illinois,Republican Primary,Real Clear Politics,"June 6–13, 2022",,Hubbard +1.5,Peggy Hubbard,R,14.0%,False
2022,Illinois,Republican Primary,Real Clear Politics,"June 6–13, 2022",,Hubbard +1.5,Bobby Piton,R,4.0%,False
2022,Illinois,Republican Primary,Real Clear Politics,"June 6–13, 2022",,Hubbard +1.5,Kathy Salvi,R,12.5%,False
2022,Illinois,Republican Primary,Real Clear Politics,"June 6–13, 2022",,Hubbard +1.5,Tillman,R,1.5%,False
2022,Illinois,Republican Primary,Real Clear Politics,"June 6–13, 2022",,Hubbard +1.5,Anthony Williams,R,2.0%,False
2022,Iowa,Democratic Primary,Change Research,"May 4–8, 2022",866 (LV),± 4.0%,Abby Finkenauer,D,40%,False
2022,Iowa,Democratic Primary,Change Research,"April 6–11, 2022",416 (LV),± 6.3%,Abby Finkenauer,D,53%,False
2022,Iowa,Democratic Primary,GBAO,"March 30 – April 3, 2022",600 (LV),± 4.0%,Abby Finkenauer,D,64%,False
2022,Iowa,Democratic Primary,Change Research,"May 4–8, 2022",866 (LV),± 4.0%,Michael Franken,D,42%,False
2022,Iowa,Democratic Primary,Change Research,"April 6–11, 2022",416 (LV),± 6.3%,Michael Franken,D,26%,False
2022,Iowa,Democratic Primary,GBAO,"March 30 – April 3, 2022",600 (LV),± 4.0%,Michael Franken,D,15%,False
2022,Iowa,Democratic Primary,Change Research,"May 4–8, 2022",866 (LV),± 4.0%,Glenn Hurst,D,4%,False
2022,Iowa,Democratic Primary,Change Research,"April 6–11, 2022",416 (LV),± 6.3%,Glenn Hurst,D,7%,False
2022,Iowa,Democratic Primary,GBAO,"March 30 – April 3, 2022",600 (LV),± 4.0%,Glenn Hurst,D,6%,False
2022,Missouri,single_party,Real Clear Politics,"July 21 – 24, 2022",,Schmitt +8.5,Eric Greitens,R,19.0%,False
2022,Missouri,single_party,Real Clear Politics,"July 21 – 24, 2022",,Schmitt +8.5,Vicky Hartzler,R,24.5%,False
2022,Missouri,single_party,Real Clear Politics,"July 21 – 24, 2022",,Schmitt +8.5,Billy Long,R,7.0%,False
2022,Missouri,single_party,Real Clear Politics,"July 21 – 24, 2022",,Schmitt +8.5,Mark McCloskey,R,5.0%,False
2022,Missouri,single_party,Real Clear Politics,"July 21 – 24, 2022",,Schmitt +8.5,Dave Schatz,R,2.5%,False
2022,Missouri,single_party,Real Clear Politics,"July 21 – 24, 2022",,Schmitt +8.5,Eric Schmitt,R,33.0%,False
2022,New York,Democratic Primary,Zogby Analytics,"May 7–9, 2020",328 (LV),± 5.4%,Chuck Schumer,D,54%,True
2022,New York,Democratic Primary,Zogby Analytics,"May 7–9, 2020",328 (LV),± 5.4%,Alexandria Ocasio-Cortez,D,21%,False
2022,North Carolina,Democratic Primary,Meredith College,"April 25–27, 2022",392 (LV),± 4.9%,Cheri Beasley,D,49%,False
2022,North Carolina,Democratic Primary,SurveyUSA,"April 6–10, 2022",523 (LV),± 5.3%,Cheri Beasley,D,37%,False
2022,North Carolina,Democratic Primary,Global Strategy Group,"November 1–7, 2021",800 (LV),± 3.5%,Cheri Beasley,D,39%,False
2022,North Carolina,Democratic Primary,Public Policy Polling,"August 31 – September 1, 2021",700 (LV),± 3.7%,Cheri Beasley,D,33%,False
2022,North Carolina,Democratic Primary,Cardinal Point Analytics,"April 20, 2021",500 (LV),± 6.2%,Cheri Beasley,D,32%,False
