Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1916,Arizona,"United States Senate election in Arizona, 1916",General,Winning,True,Democratic Party (United States),Henry F. Ashurst,"29,873",55.36%
1916,Arizona,"United States Senate election in Arizona, 1916",General,Candidate,False,Republican Party (United States),Joseph H. Kibbey,"21,261",39.40%
1916,Arizona,"United States Senate election in Arizona, 1916",General,Candidate,False,Socialist Party (United States),W. S. Bradford,"2,827",5.24%
1916,California,1916 United States Senate election in California,General,Winning,False,Republican Party (United States),Hiram Johnson,"574,667",61.09%
1916,California,1916 United States Senate election in California,General,Candidate,False,Democratic Party (United States),George S. Patton,"277,852",29.54%
1916,California,1916 United States Senate election in California,General,Candidate,False,Socialist Party of America,Walter Thomas Mills,"49,341",5.25%
1916,California,1916 United States Senate election in California,General,Candidate,False,Prohibition Party (United States),Marshall W. Atwood,"38,797",4.12%
1916,California,1916 United States Senate election in California,General,Total,False,,,"907,900",100.00%
1916,Connecticut,1916 U.S. Senate election in Connecticut,General,Winning,False,Republican Party (US),George P. McLean (inc.),"107,020",50.17%
1916,Connecticut,1916 U.S. Senate election in Connecticut,General,Candidate,False,Democratic Party (US),Homer Stille Cummings,"98,649",46.24%
1916,Connecticut,1916 U.S. Senate election in Connecticut,General,Candidate,False,Socialist Party of America,Martin F. Plunkett,"5,279",2.48%
1916,Connecticut,1916 U.S. Senate election in Connecticut,General,Candidate,False,Prohibition Party (United States),Wilbur G. Manchester,"1,768",0.83%
1916,Connecticut,1916 U.S. Senate election in Connecticut,General,Candidate,False,Socialist Labor Party (US),Otto Ruckser,619,0.29%
1916,Connecticut,1916 U.S. Senate election in Connecticut,General,Total,False,,,"213,335",100.00%
1916,Delaware,1916 U.S. Senate election in Delaware,General,Winning,False,Democratic Party (United States),Josiah O. Wolcott,"25,434",49.67%
1916,Delaware,1916 U.S. Senate election in Delaware,General,Candidate,True,Republican Party (United States),Henry A. du Pont,"22,925",44.77%
1916,Delaware,1916 U.S. Senate election in Delaware,General,Candidate,False,"Progressive Party (United States, 1912)",Hiram R. Burton,"2,361",4.61%
1916,Delaware,1916 U.S. Senate election in Delaware,General,Candidate,False,Socialist Party (United States),William C. Ferris,490,0.96%
1916,Delaware,1916 U.S. Senate election in Delaware,General,Total,False,,,"51,210",100.00%
1916,Florida,1916 U.S. Senate election in Florida,General,Winning,False,Democratic Party (United States),Park Trammell,"58,391",82.86%
1916,Florida,1916 U.S. Senate election in Florida,General,Candidate,False,Republican Party (United States),William R. O'Neal,"8,774",12.45%
1916,Florida,1916 U.S. Senate election in Florida,General,Candidate,False,Socialist Party (United States),R. L. Goodwin,"3,304",4.69%
1916,Florida,1916 U.S. Senate election in Florida,General,Total,False,,,"70,469",100.00%
1916,Indiana (special),1916 U.S. Senate special election in Indiana,General,Winning,False,Republican Party (United States),James E. Watson,"335,193",47.66%
1916,Indiana (special),1916 U.S. Senate special election in Indiana,General,Candidate,True,Democratic Party (United States),Thomas Taggart,"325,577",46.29%
1916,Indiana (special),1916 U.S. Senate special election in Indiana,General,Candidate,False,Socialist Party (United States),Edward Henry,"21,626",3.08%
1916,Indiana (special),1916 U.S. Senate special election in Indiana,General,Candidate,False,Prohibition Party (United States),William H. Hickman,"16,095",2.29%
1916,Indiana (special),1916 U.S. Senate special election in Indiana,General,Candidate,False,"Progressive Party (United States, 1912)",Francis J. Dillon,"16,804",0.68%
1916,Indiana (special),1916 U.S. Senate special election in Indiana,General,Total,False,,,"703,289",100.00%
1916,Indiana,1916 U.S. Senate election in Indiana,General,Winning,False,Republican Party (United States),Harry Stewart New,"337,089",47.77%
1916,Indiana,1916 U.S. Senate election in Indiana,General,Candidate,True,Democratic Party (United States),John W. Kern,"325,588",46.14%
1916,Indiana,1916 U.S. Senate election in Indiana,General,Candidate,False,Socialist Party USA,Joseph Zimmerman,"21,558",3.06%
1916,Indiana,1916 U.S. Senate election in Indiana,General,Candidate,False,Prohibition Party (United States),Elwood Haynes,"15,598",2.21%
1916,Indiana,1916 U.S. Senate election in Indiana,General,Candidate,False,"Progressive Party (United States, 1912)",John N. Dyer,"4,272",0.61%
1916,Indiana,1916 U.S. Senate election in Indiana,General,Candidate,False,Socialist Labor Party (United States),Ira J. Decker,"1,562",0.22%
1916,Indiana,1916 U.S. Senate election in Indiana,General,Total,False,,,"705,667",100.00%
1916,Maine,1916 U.S. Senate election in Maine,General,Winning,False,Republican Party (United States),Frederick Hale,"79,481",52.72%
1916,Maine,1916 U.S. Senate election in Maine,General,Candidate,True,Democratic Party (United States),Charles F. Johnson,"69,486",46.09%
1916,Maine,1916 U.S. Senate election in Maine,General,Candidate,False,Socialist Party (United States),James F. Carey,"1,510",1.00%
1916,Maine,1916 U.S. Senate election in Maine,General,Candidate,False,Prohibition Party (United States),Arthur C. Johnson,279,0.19%
1916,Maine,1916 U.S. Senate election in Maine,General,Write-in,False,,,7,0.01%
1916,Maine,1916 U.S. Senate election in Maine,General,Total,False,,,"150,763",100.00%
1916,Maryland,1916 U.S. Senate election in Maryland,General,Winning,False,Republican Party (United States),Joseph I. France,"113,662",49.32%
1916,Maryland,1916 U.S. Senate election in Maryland,General,Candidate,False,Democratic Party (United States),David John Lewis,"109,740",47.62%
1916,Maryland,1916 U.S. Senate election in Maryland,General,Candidate,False,Prohibition Party (United States),James W. Frizzell,"3,325",1.44%
1916,Maryland,1916 U.S. Senate election in Maryland,General,Candidate,False,Socialist Party (United States),Sylvester L. Young,"2,590",1.12%
1916,Maryland,1916 U.S. Senate election in Maryland,General,Total,False,,,"230,460",100.00%
1916,Massachusetts,1916 United States Senate election in Massachusetts,General,Winning,True,Republican Party (United States),Henry Cabot Lodge,"267,177",51.68%
