Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1958,Arizona,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Ernest McFarland,"111,429",72.5%
1958,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Stephen W. Langmade,"42,199",27.5%
1958,Arizona,Democratic primary results,Primary,Total,False,,,"153,628",100.0
1958,California,1958 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Goodwin Knight,"790,939",49.15%
1958,California,1958 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),George Christopher,"558,245",34.69%
1958,California,1958 Republican U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Clair Engle (cross-filing),"173,845",10.80%
1958,California,1958 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Alexander D. Williamson,"53,273",3.31%
1958,California,1958 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),William Jolley,"32,921",2.05%
1958,California,1958 Republican U.S. Senate primary,Primary,Total,False,,,"1,609,223",100.00
1958,Florida,1958 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),Spessard L. Holland,"408,084",55.94%
1958,Florida,1958 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Claude Pepper,"321,377",44.06%
1958,Florida,1958 Democratic U.S. Senate primary,Primary,Total,False,,,"729,461",100.00%
1958,Maine,1958 Republican U.S. Senate primary,Primary,Winning,True,Republican Party (United States),Frederick G. Payne,"82,448",83.64%
1958,Maine,1958 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Herman D. Sahagian,"16,133",16.37%
1958,Maine,1958 Republican U.S. Senate primary,Primary,Total,False,,,"98,581",100.00%
1958,Maine,1958 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),Edmund Muskie,"39,202",100.00%
1958,Maine,1958 Democratic U.S. Senate primary,Primary,Total,False,,,"39,202",100.00%
1958,Maryland,1958 Republican U.S. Senate primary,Primary,Winning,True,Republican Party (US),James Glenn Beall,"50,754",91.00%
1958,Maryland,1958 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (US),Henry J. Lague,"5,017",9.00%
1958,Maryland,1958 Republican U.S. Senate primary,Primary,Total,False,,,"55,771",100.00%
1958,Maryland,1958 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (US),Thomas D'Alesandro,"125,408",34.71%
1958,Maryland,1958 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),George P. Mahoney,"119,796",33.15%
1958,Maryland,1958 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),James Cabell Bruce,"53,365",14.77%
1958,Maryland,1958 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Clarence D. Long,"47,290",13.09%
1958,Maryland,1958 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Alden A. Potter,"6,194",1.71%
1958,Maryland,1958 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),William F. Fadler Jr.,"4,822",1.33%
1958,Maryland,1958 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Andrew J. Easter,"4,476",1.24%
1958,Maryland,1958 Democratic U.S. Senate primary,Primary,Total,False,,,"361,351",100.00%
