Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2012,Arizona,Republican primary results,Primary,Winning,False,Jeff Flake,Republican Party (United States),"357,360",69.3%
2012,Arizona,Republican primary results,Primary,Candidate,False,Wil Cardon,Republican Party (United States),"110,150",21.4%
2012,Arizona,Republican primary results,Primary,Candidate,False,Clair Van Steenwyk,Republican Party (United States),"29,159",5.6%
2012,Arizona,Republican primary results,Primary,Candidate,False,Bryan Hackbarth,Republican Party (United States),"19,174",3.7%
2012,Arizona,Republican primary results,Primary,Candidate,False,John Lyon (Write-in),Republican Party (United States),126,nil
2012,Arizona,Republican primary results,Primary,Candidate,False,Luis Acle (Write-in),Republican Party (United States),56,nil
2012,Arizona,Republican primary results,Primary,Total,False,,,"516,025",100%
2012,Arizona,Democratic primary results,Primary,Winning,False,Richard Carmona,Democratic Party (United States),"289,881",100%
2012,Arizona,Democratic primary results,Primary,Total,False,,,"289,881",100%
2012,California,"United States Senate primary election in California, 2012",Primary,Winning,True,Dianne Feinstein,Democratic Party (United States),"2,392,822",49.3%
2012,California,"United States Senate primary election in California, 2012",Primary,Winning,False,Elizabeth Emken,Republican Party (United States),"613,613",12.6%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Dan Hughes,Republican Party (United States),"323,840",6.7%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Rick Williams,Republican Party (United States),"157,946",3.3%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Orly Taitz,Republican Party (United States),"154,781",3.2%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Dennis Jackson,Republican Party (United States),"137,120",2.8%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Greg Conlon,Republican Party (United States),"135,421",2.8%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Al Ramirez,Republican Party (United States),"109,399",2.3%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Gail Lightfoot,Libertarian Party (United States),"101,648",2.1%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Diane Stewart,Democratic Party (United States),"97,782",2.0%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Mike Strimling,Democratic Party (United States),"97,024",2.0%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,David Levitt,Democratic Party (United States),"76,482",1.6%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Oscar Braun,Republican Party (United States),"75,842",1.6%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Robert Lauten,Republican Party (United States),"57,720",1.2%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Marsha Feinland,Peace and Freedom Party,"54,129",1.2%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Colleen Shea Fernald,Democratic Party (United States),"51,623",1.1%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Donald Krampe,Republican Party (United States),"39,035",0.8%
2012,California,"United States Senate primary election in California, 2012",Primary,Candidate,False,Don J. Grundmann,American Independent Party,"33,037",0.7%
