Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2010,Connecticut,State Republican Convention results (first round),General,Candidate,False,Rob Simmons*,Republican Party (United States),632,44.62%
2010,Connecticut,State Republican Convention results (first round),General,Candidate,False,Peter Schiff,Republican Party (United States),44,3.11%
2010,Connecticut,State Republican Convention results (first round),General,Candidate,False,Vincent Forras,Republican Party (United States),7,0.49%
2010,Connecticut,State Republican Convention results (first round),General,Candidate,False,Ethan Book,Republican Party (United States),0,0.00%
2010,Connecticut,State Republican Convention results (first round),General,Total,False,,,"1,414",100.00%
2010,Connecticut,"United States Senate election in Connecticut, 2010",General,Winning,False,Richard Blumenthal,Democratic Party (United States),"605,204",52.48%
2010,Connecticut,"United States Senate election in Connecticut, 2010",General,Candidate,False,Richard Blumenthal,Working Families Party,"30,836",2.68%
2010,Connecticut,"United States Senate election in Connecticut, 2010",General,Candidate,False,Linda E. McMahon,Republican Party (United States),"498,341",43.22%
2010,Connecticut,"United States Senate election in Connecticut, 2010",General,Candidate,False,Warren B. Mosler,Independent,"11,275",0.98%
2010,Connecticut,"United States Senate election in Connecticut, 2010",General,Candidate,False,John Mertens,Connecticut for Lieberman,"6,735",0.58%
2010,Connecticut,"United States Senate election in Connecticut, 2010",General,Write-in,False,,,724,0.06%
2010,Connecticut,"United States Senate election in Connecticut, 2010",General,Total,False,,,"1,153,115",100.0%
2010,Delaware (special),"United States Senate special election in Delaware, 2010",General,Winning,False,Chris Coons,Democratic Party (United States),"174,012",56.61%
2010,Delaware (special),"United States Senate special election in Delaware, 2010",General,Candidate,False,Christine O'Donnell,Republican Party (United States),"123,053",40.03%
2010,Delaware (special),"United States Senate special election in Delaware, 2010",General,Candidate,False,Glenn Miller,Independent Party of Delaware,"8,201",2.67%
2010,Delaware (special),"United States Senate special election in Delaware, 2010",General,Candidate,False,James Rash,Libertarian Party (United States),"2,101",0.69%
2010,Delaware (special),"United States Senate special election in Delaware, 2010",General,Total,False,,,"307,367",100.0%
2010,Florida,2010 United States Senate election in Florida,General,Winning,False,Marco Antonio Rubio,Republican Party (United States),"2,645,743",48.89%
2010,Florida,2010 United States Senate election in Florida,General,Candidate,False,Charles Joseph Crist Jr.,Independent,"1,607,549",29.71%
2010,Florida,2010 United States Senate election in Florida,General,Candidate,False,Kendrick Brett Meek,Democratic Party (United States),"1,092,936",20.20%
2010,Florida,2010 United States Senate election in Florida,General,Candidate,False,Alexander Snitker,Libertarian Party (United States),"24,850",0.46%
2010,Florida,2010 United States Senate election in Florida,General,Candidate,False,Sue Askeland,Independent,"15,340",0.28%
2010,Florida,2010 United States Senate election in Florida,General,Candidate,False,Rick Tyler,Independent,"7,394",0.14%
2010,Florida,2010 United States Senate election in Florida,General,Candidate,False,Bernie DeCastro,Constitution Party (United States),"4,792",0.09%
2010,Florida,2010 United States Senate election in Florida,General,Candidate,False,Lewis Jerome Armstrong,Independent,"4,443",0.08%
2010,Florida,2010 United States Senate election in Florida,General,Candidate,False,Bobbie Bean,Independent,"4,301",0.08%
2010,Florida,2010 United States Senate election in Florida,General,Candidate,False,Bruce Riggs,Independent,"3,647",0.07%
2010,Florida,2010 United States Senate election in Florida,General,Write-in,False,,,108,0.00%
2010,Florida,2010 United States Senate election in Florida,General,Total,False,,,"5,411,106",100.00%
2010,Georgia,"United States Senate election in Georgia, 2010",General,Winning,True,Johnny Isakson,Republican Party (United States),"1,489,904",58.31%
2010,Georgia,"United States Senate election in Georgia, 2010",General,Candidate,False,Michael Thurmond,Democratic Party (United States),"996,516",39.00%
2010,Georgia,"United States Senate election in Georgia, 2010",General,Candidate,False,Chuck Donovan,Libertarian Party (United States),"68,750",2.69%
2010,Georgia,"United States Senate election in Georgia, 2010",General,Write-in,False,,,88,0.00%
2010,Georgia,"United States Senate election in Georgia, 2010",General,Total,False,,,"2,555,258",100.00%
2010,Hawaii,"United States Senate election in Hawaii, 2010",General,Winning,True,Daniel Inouye,Democratic Party (United States),"277,228",74.81%
2010,Hawaii,"United States Senate election in Hawaii, 2010",General,Candidate,False,Campbell Cavasso,Republican Party (United States),"79,939",21.57%
2010,Hawaii,"United States Senate election in Hawaii, 2010",General,Candidate,False,Jim Brewer,Green Party (United States),"7,762",2.09%
2010,Hawaii,"United States Senate election in Hawaii, 2010",General,Candidate,False,Lloyd Jeffrey Mallen,Libertarian Party (United States),"2,957",0.80%
2010,Hawaii,"United States Senate election in Hawaii, 2010",General,Candidate,False,Jeff Jarrett,Independent,"2,697",0.73%
2010,Hawaii,"United States Senate election in Hawaii, 2010",General,Total,False,,,"370,583",100.00%
2010,Idaho,"United States Senate election in Idaho, 2010",General,Winning,True,Mike Crapo,Republican Party (United States),"319,953",71.17%
2010,Idaho,"United States Senate election in Idaho, 2010",General,Candidate,False,Tom Sullivan,Democratic Party (United States),"112,057",24.93%
2010,Idaho,"United States Senate election in Idaho, 2010",General,Candidate,False,Randy Bergquist,Constitution Party (United States),"17,429",3.88%
2010,Idaho,"United States Senate election in Idaho, 2010",General,Write-in,False,,,91,0.02%
2010,Idaho,"United States Senate election in Idaho, 2010",General,Total,False,,,"449,530",100.00%
2010,Indiana,2010 United States Senate election in Indiana,General,Winning,False,Dan Coats,Republican Party (United States),"952,116",54.58%
2010,Indiana,2010 United States Senate election in Indiana,General,Candidate,False,Brad Ellsworth,Democratic Party (United States),"697,775",40.00%
2010,Indiana,2010 United States Senate election in Indiana,General,Candidate,False,Rebecca Sink-Burris,Libertarian Party (United States),"94,330",5.41%
2010,Indiana,2010 United States Senate election in Indiana,General,Write-in,False,,,260,0.01%
2010,Indiana,2010 United States Senate election in Indiana,General,Total,False,,,"1,744,481",100.0%
2010,Iowa,"United States Senate election in Iowa, 2010",General,Winning,True,Chuck Grassley,Republican Party (United States),"718,215",64.35%
2010,Iowa,"United States Senate election in Iowa, 2010",General,Candidate,False,Roxanne Conlin,Democratic Party (United States),"371,686",33.30%
2010,Iowa,"United States Senate election in Iowa, 2010",General,Candidate,False,John Heiderscheit,Libertarian Party (United States),"25,290",2.27%
2010,Iowa,"United States Senate election in Iowa, 2010",General,Write-in,False,,,872,0.08%
2010,Iowa,"United States Senate election in Iowa, 2010",General,Total,False,,,"1,116,063",100.0%
2010,Kansas,"United States Senate election in Kansas, 2010",General,Winning,False,Jerry Moran,Republican Party (United States),"587,175",70.09%
2010,Kansas,"United States Senate election in Kansas, 2010",General,Candidate,False,Lisa Johnston,Democratic Party (United States),"220,971",26.38%
2010,Kansas,"United States Senate election in Kansas, 2010",General,Candidate,False,Michael Dann,Libertarian Party (United States),"17,922",2.14%
2010,Kansas,"United States Senate election in Kansas, 2010",General,Candidate,False,Joe Bellis,Reform Party (United States),"11,624",1.39%
2010,Kansas,"United States Senate election in Kansas, 2010",General,Total,False,,,"837,692",100.0%
2010,Kentucky,"United States Senate election in Kentucky, 2010",General,Winning,False,Rand Paul,Republican Party (United States),"755,706",55.73%
2010,Kentucky,"United States Senate election in Kentucky, 2010",General,Candidate,False,Jack Conway,Democratic Party (United States),"600,052",44.25%
2010,Kentucky,"United States Senate election in Kentucky, 2010",General,Candidate,False,Billy Ray Wilson (write-in),Independent,338,0.02%
2010,Kentucky,"United States Senate election in Kentucky, 2010",General,Total,False,,,"1,356,096",100.0%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Winning,True,David Vitter,Republican Party (United States),"715,415",56.56%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Charlie Melançon,Democratic Party (United States),"476,572",37.67%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Randall Hayes,Libertarian Party (United States),"13,957",1.1%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Michael Brown,Independent,"9,973",0.79%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Mike Spears,Independent,"9,190",0.73%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Ernest Wooton,Independent,"8,167",0.65%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Skip Galan,Independent,"7,474",0.59%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,William McShan,Reform Party (United States),"5,879",0.46%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Bob Lang,Independent,"5,734",0.45%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Milton Gordon,Independent,"4,810",0.38%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Tommy LaFargue,Independent,"4,043",0.32%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Candidate,False,Sam Melton,Independent,"3,780",0.3%
2010,Louisiana,"United States Senate election in Louisiana, 2010",General,Total,False,,,"1,264,994",100%
2010,Maryland,"United States Senate election in Maryland, 2010",General,Winning,True,Barbara Mikulski,Democratic Party (United States),"1,140,531",62.19%
2010,Maryland,"United States Senate election in Maryland, 2010",General,Candidate,False,Eric Wargotz,Republican Party (United States),"655,666",35.75%
2010,Maryland,"United States Senate election in Maryland, 2010",General,Candidate,False,Kenniss Henry,Green Party (United States),"20,717",1.13%
2010,Maryland,"United States Senate election in Maryland, 2010",General,Candidate,False,Richard Shawver,Constitution Party (United States),"14,746",0.80%
2010,Maryland,"United States Senate election in Maryland, 2010",General,Write-in,False,,,"2,213",0.11%
2010,Maryland,"United States Senate election in Maryland, 2010",General,Total,False,,,"1,833,873",100.0%
2010,Massachusetts (special),2010 Massachusetts U.S. Senate special election,General,Winning,False,Scott Brown,Republican Party (United States),"1,168,178",51.86%
2010,Massachusetts (special),2010 Massachusetts U.S. Senate special election,General,Candidate,False,Martha Coakley,Democratic Party (United States),"1,060,861",47.10%
2010,Massachusetts (special),2010 Massachusetts U.S. Senate special election,General,Candidate,False,Joseph L. Kennedy,Libertarian Party (United States),"22,388",0.99%
2010,Massachusetts (special),2010 Massachusetts U.S. Senate special election,General,Total,False,,,"2,252,582",100.00%
2010,Missouri,"United States Senate election in Missouri, 2010",General,Winning,False,Roy Blunt,Republican Party (United States),"1,054,160",54.23%
2010,Missouri,"United States Senate election in Missouri, 2010",General,Candidate,False,Robin Carnahan,Democratic Party (United States),"789,736",40.63%
2010,Missouri,"United States Senate election in Missouri, 2010",General,Candidate,False,Jonathan Dine,Libertarian Party (United States),"58,663",3.02%
2010,Missouri,"United States Senate election in Missouri, 2010",General,Candidate,False,Jerry Beck,Constitution Party (United States),"41,309",2.12%
2010,Missouri,"United States Senate election in Missouri, 2010",General,Write-in,False,,,31,0.00%
2010,Missouri,"United States Senate election in Missouri, 2010",General,Total,False,,,"1,943,899",100.0%
2010,Nevada,"United States Senate election in Nevada, 2010",General,Winning,True,Harry Reid,Democratic Party (United States),"362,785",50.29
2010,Nevada,"United States Senate election in Nevada, 2010",General,Candidate,False,Sharron Angle,Republican Party (United States),"321,361",44.55
2010,Nevada,"United States Senate election in Nevada, 2010",General,Candidate,False,Scott Ashjian,Tea Party of Nevada,"5,811",0.81
2010,Nevada,"United States Senate election in Nevada, 2010",General,Candidate,False,Michael L. Haines,Independent,"4,261",0.59
2010,Nevada,"United States Senate election in Nevada, 2010",General,Candidate,False,Timothy Fasano,Independent American Party of Nevada,"3,185",0.44
2010,Nevada,"United States Senate election in Nevada, 2010",General,Candidate,False,Jesse Holland,Independent,"3,175",0.44
2010,Nevada,"United States Senate election in Nevada, 2010",General,Candidate,False,Jeffery C. Reeves,Independent,"2,510",0.35
2010,Nevada,"United States Senate election in Nevada, 2010",General,Candidate,False,Wil Stand,Independent,"2,119",0.29
2010,Nevada,"United States Senate election in Nevada, 2010",General,Total,False,,,"721,381",100.0
2010,New Hampshire,"United States Senate election in New Hampshire, 2010",General,Winning,False,Kelly Ayotte,Republican Party (United States),"273,218",60.09%
2010,New Hampshire,"United States Senate election in New Hampshire, 2010",General,Candidate,False,Paul Hodes,Democratic Party (United States),"167,545",36.85%
2010,New Hampshire,"United States Senate election in New Hampshire, 2010",General,Candidate,False,Chris Booth,Independent,"9,194",2.02%
2010,New Hampshire,"United States Senate election in New Hampshire, 2010",General,Candidate,False,Ken Blevens,Libertarian Party (United States),"4,753",1.04%
2010,New Hampshire,"United States Senate election in New Hampshire, 2010",General,Total,False,,,"454,710",100.0%
2010,New York,"United States Senate election in New York, 2010",General,Winning,True,Chuck Schumer,Democratic Party (United States),"2,686,043",58.45%
2010,New York,"United States Senate election in New York, 2010",General,Candidate,True,Chuck Schumer,Working Families Party,"183,672",4.00%
2010,New York,"United States Senate election in New York, 2010",General,Candidate,True,Chuck Schumer,Independence Party of New York,"177,396",3.86%
2010,New York,"United States Senate election in New York, 2010",General,Candidate,False,Jay Townsend,Republican Party (United States),"1,238,947",26.96%
2010,New York,"United States Senate election in New York, 2010",General,Candidate,False,Jay Townsend,Conservative Party of New York State,"240,777",5.24%
2010,New York,"United States Senate election in New York, 2010",General,Candidate,False,Colia Clark,Green Party (United States),"42,340",0.92%
2010,New York,"United States Senate election in New York, 2010",General,Candidate,False,Randy Credico,Libertarian Party (United States),"24,863",0.54%
2010,New York,"United States Senate election in New York, 2010",General,Total,False,,,"4,595,375",100.00%
2010,New York (special),"United States Senate special election in New York, 2010",General,Winning,True,Kirsten Gillibrand,Democratic Party (United States),"2,478,163",55.00%
2010,New York (special),"United States Senate special election in New York, 2010",General,Candidate,True,Kirsten Gillibrand,Working Families Party,"182,624",4.05%
2010,New York (special),"United States Senate special election in New York, 2010",General,Candidate,True,Kirsten Gillibrand,Independence Party of New York,"175,574",3.90%
2010,New York (special),"United States Senate special election in New York, 2010",General,Candidate,False,Joe DioGuardi,Republican Party (United States),"1,337,514",29.69%
2010,New York (special),"United States Senate special election in New York, 2010",General,Candidate,False,Joe DioGuardi,Conservative Party of New York State,"244,320",5.42%
2010,New York (special),"United States Senate special election in New York, 2010",General,Candidate,False,Cecile A. Lawrence,Green Party of the United States,"35,497",0.79%
2010,New York (special),"United States Senate special election in New York, 2010",General,Candidate,False,John Clifton,Libertarian Party (United States),"18,407",0.41%
2010,New York (special),"United States Senate special election in New York, 2010",General,Candidate,False,Joseph Huff,Rent Is Too Damn High Party,"17,021",0.38%
2010,New York (special),"United States Senate special election in New York, 2010",General,Total,False,,,"4,505,415",100.0%
2010,North Carolina,2010 United States Senate election in North Carolina,General,Winning,True,Richard Burr,Republican Party (United States),"1,458,046",54.81%
2010,North Carolina,2010 United States Senate election in North Carolina,General,Candidate,False,Elaine Marshall,Democratic Party (United States),"1,145,074",43.05%
2010,North Carolina,2010 United States Senate election in North Carolina,General,Candidate,False,Mike Beitler,Libertarian Party (United States),"55,682",2.09%
2010,North Carolina,2010 United States Senate election in North Carolina,General,Write-in,False,,,"1,272",0.05%
2010,North Carolina,2010 United States Senate election in North Carolina,General,Total,False,,,"2,660,079",100.00%
2010,North Dakota,General election results,General,Winning,False,John Hoeven,Republican Party (United States),"181,689",76.08%
2010,North Dakota,General election results,General,Candidate,False,Tracy Potter,North Dakota Democratic-NPL Party,"52,955",22.17%
2010,North Dakota,General election results,General,Candidate,False,Keith Hanson,Libertarian Party (United States),"3,890",1.63%
2010,North Dakota,General election results,General,Write-in,False,,,278,0.12%
2010,North Dakota,General election results,General,Total,False,,,"238,814",100.00%
2010,Ohio,"United States Senate election in Ohio, 2010",General,Winning,False,Robert Jones Portman,Republican Party (United States),"2,168,742",56.85%
2010,Ohio,"United States Senate election in Ohio, 2010",General,Candidate,False,Lee Irwin Fisher,Democratic Party (United States),"1,503,297",39.40%
2010,Ohio,"United States Senate election in Ohio, 2010",General,Candidate,False,Eric Deaton,Constitution Party (United States),"65,856",1.72%
2010,Ohio,"United States Senate election in Ohio, 2010",General,Candidate,False,Michael Pryce,Independent,"50,101",1.31%
2010,Ohio,"United States Senate election in Ohio, 2010",General,Candidate,False,Daniel LaBotz,Socialist Party USA,"26,454",0.69%
2010,Ohio,"United States Senate election in Ohio, 2010",General,Candidate,False,Arthur Sullivan (write-in),N/A,648,0.02%
2010,Ohio,"United States Senate election in Ohio, 2010",General,Total,False,,,"3,815,098",100.00%
2010,Oklahoma,"United States Senate election in Oklahoma, 2010",General,Winning,True,Tom Coburn,Republican Party (United States),"718,482",70.64%
2010,Oklahoma,"United States Senate election in Oklahoma, 2010",General,Candidate,False,Jim Rogers,Democratic Party (United States),"265,814",26.13%
2010,Oklahoma,"United States Senate election in Oklahoma, 2010",General,Candidate,False,Stephen Wallace,Independent,"25,048",2.46%
2010,Oklahoma,"United States Senate election in Oklahoma, 2010",General,Candidate,False,Ronald F. Dwyer,Independent,"7,807",0.77%
2010,Oklahoma,"United States Senate election in Oklahoma, 2010",General,Total,False,,,"1,017,151",100.00%
2010,Oregon,General election results,General,Winning,True,Ronald Wyden,Democratic Party (United States),"825,507",57.22%
2010,Oregon,General election results,General,Candidate,False,Jim Huffman,Republican Party (United States),"566,199",39.25%
2010,Oregon,General election results,General,Candidate,False,Bruce Cronk,Working Families Party,"18,940",1.31%
2010,Oregon,General election results,General,Candidate,False,Marc Delphine,Libertarian Party (United States),"16,028",1.11%
2010,Oregon,General election results,General,Candidate,False,Rick Staggenborg,Oregon Progressive Party,"14,466",1.00%
2010,Oregon,General election results,General,Total,False,,,"1,442,588",100.0%
2010,Pennsylvania,General election results,General,Winning,False,Pat Toomey,Republican Party (United States),"2,028,945",51.01%
2010,Pennsylvania,General election results,General,Candidate,False,Joe Sestak,Democratic Party (United States),"1,948,716",48.99%
2010,Pennsylvania,General election results,General,Total,False,,,"3,977,661",100.00%
2010,South Carolina,"United States Senate election in South Carolina, 2010",General,Winning,True,Jim DeMint,Republican Party (United States),"810,771",61.48%
2010,South Carolina,"United States Senate election in South Carolina, 2010",General,Candidate,False,Alvin Greene,Democratic Party (United States),"364,598",27.65%
2010,South Carolina,"United States Senate election in South Carolina, 2010",General,Candidate,False,Tom Clements,Green Party (United States),"121,472",9.21%
2010,South Carolina,"United States Senate election in South Carolina, 2010",General,Candidate,False,Write-in,,"21,953",1.66%
2010,South Carolina,"United States Senate election in South Carolina, 2010",General,Total,False,,,"1,318,794",50.12%
2010,South Dakota,2010 United States Senate election in South Dakota,General,Winning,True,John Thune,Republican Party (United States),"227,947",100.00%
2010,South Dakota,2010 United States Senate election in South Dakota,General,Total,False,,,"227,947",100.00%
2010,Utah,State Democratic Convention results (first round),General,Winning,False,Sam Granato,Democratic Party (United States),77,77%
2010,Utah,State Democratic Convention results (first round),General,Candidate,False,Christopher Stout,Democratic Party (United States),23,23%
2010,Utah,State Democratic Convention results (first round),General,Total,False,,,100,100.0%
2010,Utah,"United States Senate election in Utah, 2010",General,Winning,False,Mike Lee,Republican Party (United States),"390,179",61.56%
2010,Utah,"United States Senate election in Utah, 2010",General,Candidate,False,Sam Granato,Democratic Party (United States),"207,685",32.77%
2010,Utah,"United States Senate election in Utah, 2010",General,Candidate,False,Scott Bradley,Constitution Party (United States),"35,937",5.67%
2010,Utah,"United States Senate election in Utah, 2010",General,Total,False,,,"633,801",100.00%
2010,Vermont,"United States Senate election in Vermont, 2010",General,Winning,True,Patrick Leahy,Democratic Party (United States),"151,281",64.36%
2010,Vermont,"United States Senate election in Vermont, 2010",General,Candidate,False,Len Britton,Republican Party (United States),"72,699",30.93%
2010,Vermont,"United States Senate election in Vermont, 2010",General,Candidate,False,Daniel Freilich,Independent (politician),"3,544",1.51%
2010,Vermont,"United States Senate election in Vermont, 2010",General,Candidate,False,Cris Ericson,United States Marijuana Party,"2,731",1.16%
2010,Vermont,"United States Senate election in Vermont, 2010",General,Candidate,False,Stephen Cain,Independent (politician),"2,356",1.00%
2010,Vermont,"United States Senate election in Vermont, 2010",General,Candidate,False,Peter Diamondstone,Socialist Party USA,"1,433",0.61%
2010,Vermont,"United States Senate election in Vermont, 2010",General,Candidate,False,Johenry Nunes,Independent (politician),"1,021",0.43%
2010,Vermont,"United States Senate election in Vermont, 2010",General,Total,False,,,"235,065",100.00%
2010,Washington,2010 United States Senate election in Washington,General,Winning,True,Patty Murray,Democratic Party (United States),"1,314,930",52.36%
2010,Washington,2010 United States Senate election in Washington,General,Candidate,False,Dino Rossi,Republican Party (United States),"1,196,164",47.64%
2010,Washington,2010 United States Senate election in Washington,General,Total,False,,,"2,511,094",100.00%
2010,West Virginia (special),"United States Senate special election in West Virginia, 2010 results",General,Winning,False,Joe Manchin,Democratic Party (United States),"283,358",53.47%
2010,West Virginia (special),"United States Senate special election in West Virginia, 2010 results",General,Candidate,False,John Raese,Republican Party (United States),"230,013",43.40%
2010,West Virginia (special),"United States Senate special election in West Virginia, 2010 results",General,Candidate,False,Jesse Johnson,Mountain Party,"10,152",1.92%
2010,West Virginia (special),"United States Senate special election in West Virginia, 2010 results",General,Candidate,False,Jeff Becker,Constitution Party (United States),"6,425",1.21%
2010,West Virginia (special),"United States Senate special election in West Virginia, 2010 results",General,Total,False,,,"529,948",100
2010,Wisconsin,General election results,General,Winning,False,Ron Johnson,Republican Party (United States),"1,125,999",51.86%
2010,Wisconsin,General election results,General,Candidate,True,Russ Feingold,Democratic Party (United States),"1,020,958",47.02%
2010,Wisconsin,General election results,General,Candidate,False,Rob Taylor,Constitution Party (United States),"23,473",1.08%
2010,Wisconsin,General election results,General,Write-in,False,,,901,0.04%
2010,Wisconsin,General election results,General,Total,False,,,"2,170,430",100.00%
