Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1914,Alabama (special),Democratic primary results,Primary,Winning,False,Frank White,Democratic Party (United States),"81,482",59.75%
1914,Alabama (special),Democratic primary results,Primary,Candidate,False,Ray Rushton,Democratic Party (United States),"43,949",32.23%
1914,Alabama (special),Democratic primary results,Primary,Candidate,False,Watt T. Brown,Democratic Party (United States),"10,931",8.02%
1914,Alabama (special),Democratic primary results,Primary,Total,False,,,"136,362",100.00%
1914,Alabama,Democratic primary results,Primary,Winning,False,Oscar Underwood,Democratic Party (United States),"89,740",62.11%
1914,Alabama,Democratic primary results,Primary,Candidate,False,Richmond P. Hobson,Democratic Party (United States),"54,738",37.89%
1914,Alabama,Democratic primary results,Primary,Total,False,,,"144,478",100.00%
1914,Arizona,Democratic primary results,Primary,Winning,True,Marcus A. Smith,Democratic Party (United States),"17,714",64.95%
1914,Arizona,Democratic primary results,Primary,Candidate,False,Reese M. Ling,Democratic Party (United States),"9,558",35.05%
1914,Arizona,Democratic primary results,Primary,Total,False,,,"27,272",100.00
1914,California,1914 Republican Senate primary,Primary,Winning,False,Joseph R. Knowland,Republican Party (United States),"135,598",55.39%
1914,California,1914 Republican Senate primary,Primary,Candidate,False,Samuel Morgan Shortridge,Republican Party (United States),"105,531",43.11%
1914,California,1914 Republican Senate primary,Primary,Candidate,False,Francis J. Heney (cross-filing),Bull Moose Party,"2,467",1.01%
1914,California,1914 Republican Senate primary,Primary,Candidate,False,Chester H. Rowell (cross-filing),Bull Moose Party,670,0.27%
1914,California,1914 Republican Senate primary,Primary,Candidate,False,James Duval Phelan (cross-filing),Democratic Party (United States),403,0.16%
1914,California,1914 Republican Senate primary,Primary,Candidate,False,Thomas F. Griffin (cross-filing),Democratic Party (United States),123,0.05%
1914,California,1914 Republican Senate primary,Primary,Total,False,,,"244,792",100.00%
1914,California,1914 Democratic Senate primary,Primary,Winning,False,James Duval Phelan,Democratic Party (United States),"88,378",71.30%
1914,California,1914 Democratic Senate primary,Primary,Candidate,False,Thomas F. Griffin,Democratic Party (United States),"34,135",27.54%
1914,California,1914 Democratic Senate primary,Primary,Candidate,False,Francis J. Heney (cross-filing),Bull Moose Party,763,0.62%
1914,California,1914 Democratic Senate primary,Primary,Candidate,False,Joseph R. Knowland (cross-filing),Republican Party (United States),322,0.26%
1914,California,1914 Democratic Senate primary,Primary,Candidate,False,Samuel Morgan Shortridge (cross-filing),Republican Party (United States),182,0.15%
1914,California,1914 Democratic Senate primary,Primary,Candidate,False,Chester H. Rowell (cross-filing),Bull Moose Party,172,0.14%
1914,California,1914 Democratic Senate primary,Primary,Total,False,,,"123,952",100.00%
1914,California,1914 Progressive Senate primary,Primary,Winning,False,Francis J. Heney,Bull Moose Party,"78,359",68.91%
1914,California,1914 Progressive Senate primary,Primary,Candidate,False,Chester H. Rowell,Bull Moose Party,"33,575",29.52%
1914,California,1914 Progressive Senate primary,Primary,Candidate,False,Joseph R. Knowland (cross-filing),Republican Party (United States),"1,332",1.17%
1914,California,1914 Progressive Senate primary,Primary,Candidate,False,Samuel Morgan Shortridge (cross-filing),Republican Party (United States),194,0.17%
1914,California,1914 Progressive Senate primary,Primary,Candidate,False,James Duval Phelan (cross-filing),Democratic Party (United States),194,0.17%
1914,California,1914 Progressive Senate primary,Primary,Candidate,False,Thomas F. Griffin (cross-filing),Democratic Party (United States),64,0.06%
1914,California,1914 Progressive Senate primary,Primary,Total,False,,,"113,718",100.00%
1914,Colorado,Democratic primary results,Primary,Winning,False,Charles S. Thomas (inc.),Democratic Party (United States),"37,032",99.85
1914,Colorado,Democratic primary results,Primary,Candidate,False,Write-ins,Democratic Party (United States),57,0.15
1914,Colorado,Democratic primary results,Primary,Total,False,,,"37,089",100.00
1914,Colorado,Republican primary results,Primary,Winning,False,Hubert Work,Republican Party (United States),"22,413",57.87
1914,Colorado,Republican primary results,Primary,Candidate,False,Isaac N. Stevens,Republican Party (United States),"16,313",42.12
1914,Colorado,Republican primary results,Primary,Candidate,False,Write-ins,Republican Party (United States),4,0.01
1914,Colorado,Republican primary results,Primary,Total,False,,,"38,730",100.00
1914,Colorado,Progressive primary results,Primary,Winning,False,Benjamin Griffith,"Progressive Party (United States, 1912)","5,676",99.98
1914,Colorado,Progressive primary results,Primary,Candidate,False,Write-ins,"Progressive Party (United States, 1912)",1,0.02
1914,Colorado,Progressive primary results,Primary,Total,False,,,"5,677",100.00
1914,Idaho,Democratic primary results,Primary,Winning,False,James H. Hawley,Democratic Party (United States),"9,487",53.94
1914,Idaho,Democratic primary results,Primary,Candidate,False,John F. Nugent,Democratic Party (United States),"6,001",34.12
1914,Idaho,Democratic primary results,Primary,Candidate,False,William C. Whitwell,Democratic Party (United States),"2,101",11.94
1914,Idaho,Democratic primary results,Primary,Total,False,,,"17,589",
1914,Idaho,Republican primary results,Primary,Winning,True,James H. Brady,Republican Party (United States),"17,260",37.70
1914,Idaho,Republican primary results,Primary,Candidate,False,Burton L. French,Republican Party (United States),"10,972",23.96
1914,Idaho,Republican primary results,Primary,Candidate,False,James F. Ailshie,Republican Party (United States),"9,518",20.79
1914,Idaho,Republican primary results,Primary,Candidate,False,Frank R. Gooding,Republican Party (United States),"8,037",17.55
1914,Idaho,Republican primary results,Primary,Total,False,,,"45,787",
1914,Illinois,Democratic primary,Primary,Winning,False,Roger C. Sullivan,Democratic Party (United States),"141,008",47.42
1914,Illinois,Democratic primary,Primary,Candidate,False,Lawrence B. Stringer,Democratic Party (United States),"109,923",36.97
1914,Illinois,Democratic primary,Primary,Candidate,False,Harry Woods,Democratic Party (United States),"24,947",8.39
1914,Illinois,Democratic primary,Primary,Candidate,False,Barratt O'Hara,Democratic Party (United States),"14,160",4.76
1914,Illinois,Democratic primary,Primary,Candidate,False,James Traynor,Democratic Party (United States),"7,294",2.45
1914,Illinois,Democratic primary,Primary,Total,False,,,"297,332",100
1914,Illinois,Republican primary,Primary,Winning,True,Lawrence Yates Sherman,Republican Party (United States),"141,186",65.34
1914,Illinois,Republican primary,Primary,Candidate,False,William E. Mason,Republican Party (United States),"51,937",24.04
1914,Illinois,Republican primary,Primary,Candidate,False,Myer J. Stein,Republican Party (United States),"11,633",5.38
1914,Illinois,Republican primary,Primary,Candidate,False,Frank Hall Childs,Republican Party (United States),"11,321",5.24
1914,Illinois,Republican primary,Primary,Total,False,,,"216,077",100
1914,Illinois,Progressive primary,Primary,Winning,False,Raymond Robins,"Progressive Party (United States, 1912)","24,953",100
1914,Illinois,Progressive primary,Primary,Total,False,,,"24,953",100
1914,Illinois,Socialist primary,Primary,Winning,False,Adolph Germer,Socialist Party of America,"4,220",100
1914,Illinois,Socialist primary,Primary,Total,False,,,"4,220",100
1914,Iowa,1914 Republican U.S. Senate primary,Primary,Winning,False,Albert B. Cummins (inc.),Republican Party (US),"91,582",64.61%
1914,Iowa,1914 Republican U.S. Senate primary,Primary,Candidate,False,Arthur C. Savage,Republican Party (US),"50,125",35.37%
1914,Iowa,1914 Republican U.S. Senate primary,Primary,Write-in,False,,,29,0.02%
1914,Iowa,1914 Republican U.S. Senate primary,Primary,Total,False,,,"141,736",100.00%
1914,Iowa,1914 Republican U.S. Senate primary,Primary,Winning,False,Maurice Connolly,Democratic Party (US),"43,726",55.35%
1914,Iowa,1914 Republican U.S. Senate primary,Primary,Candidate,False,Edwin T. Meredith,Democratic Party (US),"35,269",44.64%
1914,Iowa,1914 Republican U.S. Senate primary,Primary,Write-in,False,,,4,0.01%
1914,Iowa,1914 Republican U.S. Senate primary,Primary,Total,False,,,"78,999",100.00%
1914,Kansas,Democratic primary results,Primary,Winning,False,George A. Neeley,Democratic Party (United States),"24,312",32.88%
1914,Kansas,Democratic primary results,Primary,Candidate,False,Hugh P. Farrelly,Democratic Party (United States),"21,318",28.83%
1914,Kansas,Democratic primary results,Primary,Candidate,False,Frank Doster,Democratic Party (United States),"9,275",12.54%
1914,Kansas,Democratic primary results,Primary,Candidate,False,Willis L. Brown,Democratic Party (United States),"7,382",9.98%
1914,Kansas,Democratic primary results,Primary,Candidate,False,Jeremiah D. Botkin,Democratic Party (United States),"5,503",7.44%
1914,Kansas,Democratic primary results,Primary,Candidate,False,William F. Sapp,Democratic Party (United States),"3,992",5.40%
1914,Kansas,Democratic primary results,Primary,Candidate,False,William C. Plumb,Democratic Party (United States),"2,160",2.92%
1914,Kansas,Democratic primary results,Primary,Total,False,,,"73,942",100.00%
1914,Kansas,Republican primary results,Primary,Winning,False,Charles Curtis,Republican Party (United States),"44,612",39.20%
1914,Kansas,Republican primary results,Primary,Candidate,False,Joseph L. Bristow (inc.),Republican Party (United States),"42,772",37.58%
1914,Kansas,Republican primary results,Primary,Candidate,False,"Henry H. Tucker, Jr.",Republican Party (United States),"20,374",17.90%
1914,Kansas,Republican primary results,Primary,Candidate,False,A. M. Harvey,Republican Party (United States),"6,060",5.32%
1914,Kansas,Republican primary results,Primary,Total,False,,,"113,818",100.00%
1914,Kansas,Prohibition primary results,Primary,Winning,False,Earle R. DeLay,Prohibition Party (United States),993,100.00%
1914,Kansas,Prohibition primary results,Primary,Total,False,,,993,100.00%
1914,Kansas,Progressive primary results,Primary,Winning,False,Victor Murdock,"Progressive Party (United States, 1912)","12,716",100.00%
1914,Kansas,Progressive primary results,Primary,Total,False,,,"12,716",100.00%
1914,Kansas,Socialist primary results,Primary,Winning,False,Christian Balsac Hoffman,Socialist Party (United States),"5,503",100.00%
1914,Kansas,Socialist primary results,Primary,Total,False,,,"5,503",100.00%
1914,Missouri,"Democratic primary August 4, 1914",Primary,Winning,True,William J. Stone,Democratic Party (United States),"184,730",71.88
1914,Missouri,"Democratic primary August 4, 1914",Primary,Candidate,False,William H. Wallace,Democratic Party (United States),"52,278",20.34
1914,Missouri,"Democratic primary August 4, 1914",Primary,Candidate,False,John M. Dawson,Democratic Party (United States),"19,976",7.77
1914,Missouri,"Democratic primary August 4, 1914",Primary,Total,False,,,"256,984",100
1914,Missouri,"Republican primary August 4, 1914",Primary,Winning,False,Thomas Akins,Republican Party (United States),"75,366",63.54
1914,Missouri,"Republican primary August 4, 1914",Primary,Candidate,False,Politte Elvins,Republican Party (United States),"43,234",36.45
1914,Missouri,"Republican primary August 4, 1914",Primary,Total,False,,,"118,600",100
1914,Missouri,"Progressive primary August 4, 1914",Primary,Winning,False,Arthur N. Sager,"Progressive Party (US, 1912)","5,614",100
1914,Missouri,"Progressive primary August 4, 1914",Primary,Total,False,,,"5,614",100
1914,Missouri,"Socialist primary August 4, 1914",Primary,Winning,False,Thomas E. Greene,Socialist Party of America,"4,261",100
1914,Missouri,"Socialist primary August 4, 1914",Primary,Total,False,,,"4,261",100
1914,New Hampshire,Democratic primary results,Primary,Winning,False,Raymond B. Stevens,Democratic Party (United States),"4,919",46.94%
1914,New Hampshire,Democratic primary results,Primary,Candidate,False,Calvin Page,Democratic Party (United States),"2,996",28.59%
1914,New Hampshire,Democratic primary results,Primary,Candidate,False,William H. Barry,Democratic Party (United States),"2,564",24.47%
1914,New Hampshire,Democratic primary results,Primary,Total,False,,,"10,479",100.00%
1914,New Hampshire,Republican primary results,Primary,Winning,False,Jacob H. Gallinger (inc.),Republican Party (United States),"17,796",100.00%
1914,New Hampshire,Republican primary results,Primary,Total,False,,,"17,796",100.00%
1914,New Hampshire,Progressive primary results,Primary,Winning,False,Benjamin F. Greer,Bull Moose Party,744,100.00%
1914,New Hampshire,Progressive primary results,Primary,Total,False,,,744,100.00%
1914,New York,1914 Republican Senate Primary,Primary,Winning,False,James Wolcott Wadsworth Jr.,Republican Party (United States),"89,960",42.85%
1914,New York,1914 Republican Senate Primary,Primary,Candidate,False,William M. Calder,Republican Party (United States),"82,895",39.48%
1914,New York,1914 Republican Senate Primary,Primary,Candidate,False,David Jayne Hill,Republican Party (United States),"37,102",17.67%
1914,New York,1914 Republican Senate Primary,Primary,Total,False,,,"209,957",100.00%
1914,New York,1914 Democratic Senate Primary,Primary,Winning,False,James Watson Gerard,Democratic Party (United States),"133,815",62.08%
