Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1984,Alabama,Democratic primary results,Primary,Winning,True,Democratic Party (United States),Howell Heflin,"399,817",83.23%
1984,Alabama,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Charles W. Borden,"47,463",9.88%
1984,Alabama,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Margaret Stewart,"33,114",6.89%
1984,Alabama,Democratic primary results,Primary,Total,False,,,"480,394",100.00%
1984,Alabama,Republican primary results,Primary,Winning,False,Republican Party (United States),Albert L. Smith Jr.,"27,304",61.79%
1984,Alabama,Republican primary results,Primary,Candidate,False,Republican Party (United States),Doug Carter,"8,067",18.26%
1984,Alabama,Republican primary results,Primary,Candidate,False,Republican Party (United States),Joseph Keith,"5,171",11.70%
1984,Alabama,Republican primary results,Primary,Candidate,False,Republican Party (United States),Clint Wilkes,"3,644",8.25%
1984,Alabama,Republican primary results,Primary,Total,False,,,"44,186",100.00%
1984,Alaska,Open primary results,Primary,Winning,True,Republican Party (United States),Ted Stevens,"65,522",69.22%
1984,Alaska,Open primary results,Primary,Winning,False,Democratic Party (United States),John Havelock,"19,074",20.15%
1984,Alaska,Open primary results,Primary,Candidate,False,Democratic Party (United States),Dave Carlson,"4,620",4.88%
1984,Alaska,Open primary results,Primary,Candidate,False,Republican Party (United States),Michael Beasley,"2,443",2.58%
1984,Alaska,Open primary results,Primary,Candidate,False,Democratic Party (United States),Joe Tracanna,"1,661",1.75%
1984,Alaska,Open primary results,Primary,Candidate,False,Democratic Party (United States),Phil Stoddard,"1,331",1.41%
1984,Alaska,Open primary results,Primary,Total,False,,,"94,651",100.00%
1984,Colorado,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Nancy Dick,"78,248",50.97
1984,Colorado,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Carlos F. Lucero,"75,277",49.03
1984,Colorado,Democratic primary results,Primary,Total,False,,,"153,525",100.00
1984,Colorado,Republican primary results,Primary,Winning,True,Republican Party (United States),William L. Armstrong,"105,870",100.00
1984,Colorado,Republican primary results,Primary,Total,False,,,"105,870",100.00
1984,Idaho,1984 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),Pete Busch,"27,871",62.02%
1984,Idaho,1984 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Louis Hatheway,"17,065",37.98%
1984,Idaho,1984 Democratic U.S. Senate primary,Primary,Total,False,,,"44,936",100.00%
1984,Illinois,1984 Democratic Senate primary,Primary,Winning,False,Democratic Party (United States),Paul Simon,"556,757",35.56
1984,Illinois,1984 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Roland W. Burris,"360,182",23.01
1984,Illinois,1984 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Alex Seith,"327,125",20.90
1984,Illinois,1984 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Philip J. Rock,"303,397",19.38
1984,Illinois,1984 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Gerald M. Rose,"17,985",1.15
1984,Illinois,1984 Democratic Senate primary,Primary,Write-in,False,,,49,0.00
1984,Illinois,1984 Democratic Senate primary,Primary,Total,False,,,"1,565,495",100.00
1984,Illinois,1984 Republican Senate primary,Primary,Winning,True,Republican Party (United States),Charles H. Percy,"387,865",59.30
1984,Illinois,1984 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),Tom Corcoran,"239,847",36.67
1984,Illinois,1984 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),John E. Roche,"13,533",2.07
1984,Illinois,1984 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),V. A. Kelley,"9,236",1.41
1984,Illinois,1984 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),Richard J. Castic,"3,607",0.55
1984,Illinois,1984 Republican Senate primary,Primary,Write-in,False,,,45,0.01
1984,Illinois,1984 Republican Senate primary,Primary,Total,False,,,"654,088",100.00
1984,Iowa,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Tom Harkin,"106,005",99.93%
1984,Iowa,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Write-ins,70,0.07%
1984,Iowa,Democratic primary results,Primary,Total,False,,,"106,075",100.00%
1984,Iowa,Republican primary results,Primary,Winning,True,Republican Party (United States),Roger Jepsen,"113,996",99.87%
1984,Iowa,Republican primary results,Primary,Candidate,False,Republican Party (United States),Write-ins,147,0.13%
1984,Iowa,Republican primary results,Primary,Total,False,,,"114,143",100.00%
1984,Kentucky,Republican primary results,Primary,Winning,False,Republican Party (United States),Mitch McConnell,"39,465",79.22%
1984,Kentucky,Republican primary results,Primary,Candidate,False,Republican Party (United States),C. Roger Harker,"3,798",7.62%
1984,Kentucky,Republican primary results,Primary,Candidate,False,Republican Party (United States),Tommy Klein,"3,352",6.73%
1984,Kentucky,Republican primary results,Primary,Candidate,False,Republican Party (United States),Thurman Jerome Hamlin,"3,202",6.43%
1984,Kentucky,Republican primary results,Primary,Total,False,,,"49,817",100.00%
1984,Louisiana,1984 U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),J. Bennett Johnston,"838,181",85.75%
1984,Louisiana,1984 U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Robert M. Ross,"86,546",8.85%
1984,Louisiana,1984 U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),"Larry Napoleon ""Boogaloo"" Cooper","52,746",5.40%
1984,Louisiana,1984 U.S. Senate primary,Primary,Total,False,,,"977,473",100%
1984,Massachusetts,1984 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),John Kerry,"322,470",40.83%
1984,Massachusetts,1984 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),James Shannon,"297,941",37.72%
1984,Massachusetts,1984 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),David M. Bartley,"85,910",10.88%
1984,Massachusetts,1984 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Michael Connolly,"82,999",10.51%
1984,Massachusetts,1984 Democratic U.S. Senate primary,Primary,Write-in,False,,,502,0.06%
1984,Massachusetts,1984 Democratic U.S. Senate primary,Primary,Total,False,,,"789,822",100.00%
1984,Massachusetts,1984 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Ray Shamie,"173,851",62.38%
