Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2012,Arizona,"United States Senate election in Arizona, 2012",General,Winning,False,Jeff Flake,Republican Party (United States),"1,104,457",49.23%
2012,Arizona,"United States Senate election in Arizona, 2012",General,Candidate,False,Richard Carmona,Democratic Party (United States),"1,036,542",46.20%
2012,Arizona,"United States Senate election in Arizona, 2012",General,Candidate,False,Marc J. Victor,Arizona Libertarian Party,"102,109",4.55%
2012,Arizona,"United States Senate election in Arizona, 2012",General,Candidate,False,Steven Watts (write-in),Independent,290,0.01%
2012,Arizona,"United States Senate election in Arizona, 2012",General,Candidate,False,Don Manspeaker (write-in),Independent,24,0.00%
2012,Arizona,"United States Senate election in Arizona, 2012",General,Total,False,,,"2,243,422",100.00%
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Winning,True,Dianne Feinstein,Democratic Party (United States),,51
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Dan Hughes,Republican Party (United States),,2
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Elizabeth Emken,Republican Party (United States),,2
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Diane Stewart,Democratic Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,John Boruff,Republican Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Rick Williams,Republican Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Al Ramirez,Republican Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Robert Lauten,Republican Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Orly Taitz,Republican Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Gail Lightfoot,Libertarian Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,David Alex Levitt,Democratic Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Greg Conlon,Republican Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Dennis Jackson,Republican Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Donald Krampe,Republican Party (United States),,1
2012,California,"[http://www.surveyusa.com/client/PollReport.aspx?g=73371eac-1b8b-48d1-a3fb-78b6e16b2947 Survey USA poll of 1,314 likely voters, March 29–April 2, 2012. MoE: ±2.8%]",General,Candidate,False,Don J. Grundmann,American Independent Party,,1
