Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2014,Louisiana,"United States Senate election runoff in Louisiana, 2014",General,Candidate,True,Mary Landrieu,Democratic Party (United States),"561,210",44.07%
2014,Louisiana,"United States Senate election runoff in Louisiana, 2014",General,Total,False,,,"1,273,589",100%
2014,Maine,2014 United States Senate election in Maine,General,Winning,True,Susan Collins,Republican Party (United States),"413,495",68.46%
2014,Maine,2014 United States Senate election in Maine,General,Candidate,False,Shenna Bellows,Democratic Party (United States),"190,244",31.50%
2014,Maine,2014 United States Senate election in Maine,General,Write-in,False,,,269,0.04%
2014,Maine,2014 United States Senate election in Maine,General,Total,False,,,"604,008",100.00%
2014,Massachusetts,"United States Senate election in Massachusetts, 2014",General,Winning,True,Ed Markey,Democratic Party (United States),"1,289,944",61.87%
2014,Massachusetts,"United States Senate election in Massachusetts, 2014",General,Candidate,False,Brian Herr,Republican Party (United States),"791,950",37.98%
2014,Massachusetts,"United States Senate election in Massachusetts, 2014",General,Write-in,False,,,"3,078",0.15%
2014,Massachusetts,"United States Senate election in Massachusetts, 2014",General,Total,False,,,"2,084,972",100.00%
2014,Michigan,2014 United States Senate election in Michigan,General,Winning,False,Gary Peters,Democratic Party (United States),"1,704,936",54.61%
2014,Michigan,2014 United States Senate election in Michigan,General,Candidate,False,Terri Lynn Land,Republican Party (United States),"1,290,199",41.33%
2014,Michigan,2014 United States Senate election in Michigan,General,Candidate,False,Jim Fulner,Libertarian Party (United States),"62,897",2.01%
2014,Michigan,2014 United States Senate election in Michigan,General,Candidate,False,Richard Matkin,US Taxpayers Party,"37,529",1.20%
2014,Michigan,2014 United States Senate election in Michigan,General,Candidate,False,Chris Wahmhoff,Green Party (United States),"26,137",0.84%
2014,Michigan,2014 United States Senate election in Michigan,General,Write-in,False,,,77,0.00%
2014,Michigan,2014 United States Senate election in Michigan,General,Total,False,,,"3,121,775",100.00%
2014,Minnesota,"United States Senate election in Minnesota, 2014",General,Winning,True,Al Franken,Minnesota Democratic–Farmer–Labor Party,"1,053,205",53.15%
2014,Minnesota,"United States Senate election in Minnesota, 2014",General,Candidate,False,Mike McFadden,Republican Party (United States),"850,227",42.91%
2014,Minnesota,"United States Senate election in Minnesota, 2014",General,Candidate,False,Steve Carlson,Independence Party of Minnesota,"47,530",2.40%
2014,Minnesota,"United States Senate election in Minnesota, 2014",General,Candidate,False,Heather Johnson,Libertarian Party (United States),"29,685",1.50%
2014,Minnesota,"United States Senate election in Minnesota, 2014",General,Write-in,False,,,881,0.04%
2014,Minnesota,"United States Senate election in Minnesota, 2014",General,Total,False,,,"1,981,528",100.00%
2014,Mississippi,2014 United States Senate election in Mississippi,General,Winning,True,Thad Cochran,Republican Party (United States),"378,481",59.90%
2014,Mississippi,2014 United States Senate election in Mississippi,General,Candidate,False,Travis Childers,Democratic Party (United States),"239,439",37.89%
2014,Mississippi,2014 United States Senate election in Mississippi,General,Candidate,False,Shawn O'Hara,Reform Party (United States),"13,938",2.21%
2014,Mississippi,2014 United States Senate election in Mississippi,General,Total,False,,,"631,858",100.00%
2014,Montana,Democratic convention results,General,Winning,False,Amanda Curtis,Democratic Party (United States),82,64.0%
2014,Montana,Democratic convention results,General,Candidate,False,Dirk Adams,Democratic Party (United States),46,36.0%
2014,Montana,Democratic convention results,General,Total,False,,,128,100.0%
2014,Montana,"United States Senate election in Montana, 2014",General,Winning,False,Steve Daines,Republican Party (United States),"213,709",57.79%
2014,Montana,"United States Senate election in Montana, 2014",General,Candidate,False,Amanda Curtis,Democratic Party (United States),"148,184",40.07%
2014,Montana,"United States Senate election in Montana, 2014",General,Candidate,False,Roger Roots,Libertarian Party (United States),"7,933",2.14%
2014,Montana,"United States Senate election in Montana, 2014",General,Total,False,,,"369,826",100.00%
2014,Nebraska,2014 United States Senate election in Nebraska,General,Winning,False,Ben Sasse,Republican Party (United States),"347,636",64.34%
2014,Nebraska,2014 United States Senate election in Nebraska,General,Candidate,False,Dave Domina,Democratic Party (United States),"170,127",31.49%
2014,Nebraska,2014 United States Senate election in Nebraska,General,Candidate,False,Jim Jenkins,Independent,"15,868",2.94%
2014,Nebraska,2014 United States Senate election in Nebraska,General,Candidate,False,Todd Watson,Independent,"6,260",1.16%
2014,Nebraska,2014 United States Senate election in Nebraska,General,Write-in,False,,,446,0.08%
2014,Nebraska,2014 United States Senate election in Nebraska,General,Total,False,,,"540,337",100.0%
2014,New Hampshire,"United States Senate election in New Hampshire, 2014",General,Winning,True,Jeanne Shaheen,Democratic Party (United States),"251,184",51.46%
2014,New Hampshire,"United States Senate election in New Hampshire, 2014",General,Candidate,False,[[Scott Brown (politician),Republican Party (United States),"235,347",48.21%
2014,New Hampshire,"United States Senate election in New Hampshire, 2014",General,Write-in,False,,,"1,628",0.33%
2014,New Hampshire,"United States Senate election in New Hampshire, 2014",General,Total,False,,,"488,159",100.0%
2014,New Jersey,"United States Senate election in New Jersey, 2014",General,Winning,True,Cory Booker,Democratic Party (United States),"1,043,866",55.84%
2014,New Jersey,"United States Senate election in New Jersey, 2014",General,Candidate,False,[[Jeff Bell (politician),Republican Party (United States),"791,297",42.33%
2014,New Jersey,"United States Senate election in New Jersey, 2014",General,Candidate,False,Joseph Baratelli,Libertarian Party (United States),"16,721",0.89%
2014,New Jersey,"United States Senate election in New Jersey, 2014",General,Candidate,False,Hank Schroeder,Independent,"5,704",0.31%
2014,New Jersey,"United States Senate election in New Jersey, 2014",General,Candidate,False,Jeff Boss,Independent,"4,513",0.24%
2014,New Jersey,"United States Senate election in New Jersey, 2014",General,Candidate,False,Eugene Martin Lavergne,Independent,"3,890",0.21%
2014,New Jersey,"United States Senate election in New Jersey, 2014",General,Candidate,False,Antonio N. Sabas,Independent,"3,544",0.19%
2014,New Jersey,"United States Senate election in New Jersey, 2014",General,Total,False,,,"1,869,535",100.00%
2014,New Mexico,"United States Senate election in New Mexico, 2014",General,Winning,True,Tom Udall,Democratic Party (United States),"286,409",55.56%
2014,New Mexico,"United States Senate election in New Mexico, 2014",General,Candidate,False,Allen Weh,Republican Party (United States),"229,097",44.44%
2014,New Mexico,"United States Senate election in New Mexico, 2014",General,Total,False,,,"515,506",100.00%
2014,North Carolina,2014 United States Senate election in North Carolina,General,Winning,False,Thom Tillis,Republican Party (United States),"1,423,259",48.82%
2014,North Carolina,2014 United States Senate election in North Carolina,General,Candidate,True,Kay Hagan,Democratic Party (United States),"1,377,651",47.26%
2014,North Carolina,2014 United States Senate election in North Carolina,General,Candidate,False,Sean Haugh,Libertarian Party (United States),"109,100",3.74%
2014,North Carolina,2014 United States Senate election in North Carolina,General,Write-in,False,,,"5,271",0.18%
2014,North Carolina,2014 United States Senate election in North Carolina,General,Total,False,,,"2,915,281",100.00%
2014,Oklahoma,"United States Senate election in Oklahoma, 2014",General,Winning,True,Jim Inhofe,Republican Party (United States),"558,166",68.01%
2014,Oklahoma,"United States Senate election in Oklahoma, 2014",General,Candidate,False,Matt Silverstein,Democratic Party (United States),"234,307",28.55%
2014,Oklahoma,"United States Senate election in Oklahoma, 2014",General,Candidate,False,Joan Farr,Independent,"10,554",1.28%
2014,Oklahoma,"United States Senate election in Oklahoma, 2014",General,Candidate,False,Ray Woods,Independent,"9,913",1.21%
2014,Oklahoma,"United States Senate election in Oklahoma, 2014",General,Candidate,False,Aaron DeLozier,Independent,"7,793",0.95%
2014,Oklahoma,"United States Senate election in Oklahoma, 2014",General,Total,False,,,"820,733",100.00%
2014,Oklahoma (special),"United States Senate special election in Oklahoma, 2014",General,Winning,False,James Lankford,Republican Party (United States),"557,002",67.85%
2014,Oklahoma (special),"United States Senate special election in Oklahoma, 2014",General,Candidate,False,[[Constance N. Johnson,Democratic Party (United States),"237,923",28.98%
2014,Oklahoma (special),"United States Senate special election in Oklahoma, 2014",General,Candidate,False,Mark T. Beard,Independent,"25,965",3.17%
2014,Oklahoma (special),"United States Senate special election in Oklahoma, 2014",General,Total,False,,,"820,890",100.00%
2014,Oregon,"United States Senate election in Oregon, 2014",General,Winning,True,Jeff Merkley,Democratic Party (United States),"814,537",55.73%
2014,Oregon,"United States Senate election in Oregon, 2014",General,Candidate,False,Monica Wehby,Republican Party (United States),"538,847",36.87%
2014,Oregon,"United States Senate election in Oregon, 2014",General,Candidate,False,Mike Monchalin,Libertarian Party (United States),"44,916",3.07%
2014,Oregon,"United States Senate election in Oregon, 2014",General,Candidate,False,Christina Jean Lugo,Pacific Green Party,"32,434",2.22%
2014,Oregon,"United States Senate election in Oregon, 2014",General,Candidate,False,James E. Leuenberger,Constitution Party of Oregon,"24,212",1.66%
2014,Oregon,"United States Senate election in Oregon, 2014",General,Write-in,False,,,"6,672",0.45%
2014,Oregon,"United States Senate election in Oregon, 2014",General,Total,False,,,"1,461,618",100.00%
2014,Rhode Island,"United States Senate election in Rhode Island, 2014",General,Winning,False,[[Jack Reed (Rhode Island politician),Democratic Party (United States),"223,675",70.58%
2014,Rhode Island,"United States Senate election in Rhode Island, 2014",General,Candidate,False,Mark Zaccaria,Republican Party (United States),"92,684",29.25%
2014,Rhode Island,"United States Senate election in Rhode Island, 2014",General,Write-in,False,,,539,0.17%
2014,Rhode Island,"United States Senate election in Rhode Island, 2014",General,Total,False,,,"316,898",100%
2014,South Carolina,"United States Senate election in South Carolina, 2014",General,Winning,True,Lindsey Graham,Republican Party (United States),"672,941",54.27%
2014,South Carolina,"United States Senate election in South Carolina, 2014",General,Candidate,False,Brad Hutto,Democratic Party (United States),"480,933",38.78%
2014,South Carolina,"United States Senate election in South Carolina, 2014",General,Candidate,False,Thomas Ravenel,Independent,"47,588",3.84%
2014,South Carolina,"United States Senate election in South Carolina, 2014",General,Candidate,False,Victor Kocher,Libertarian Party (United States),"33,839",2.73%
2014,South Carolina,"United States Senate election in South Carolina, 2014",General,Write-in,False,,,"4,774",0.38%
2014,South Carolina,"United States Senate election in South Carolina, 2014",General,Total,False,,,"1,240,075",100.00%
2014,South Carolina (special),"United States Senate special election in South Carolina, 2014",General,Winning,True,Tim Scott,Republican Party (United States),"757,215",61.12%
2014,South Carolina (special),"United States Senate special election in South Carolina, 2014",General,Candidate,False,Joyce Dickerson,Democratic Party (United States),"459,583",37.09%
2014,South Carolina (special),"United States Senate special election in South Carolina, 2014",General,Candidate,False,Jill Bossi,American Party of South Carolina,"21,652",1.75%
2014,South Carolina (special),"United States Senate special election in South Carolina, 2014",General,Write-in,False,,,532,0.04%
2014,South Carolina (special),"United States Senate special election in South Carolina, 2014",General,Total,False,,,"1,238,982",100.0%
2014,South Dakota,2014 United States Senate election in South Dakota,General,Winning,False,Mike Rounds,Republican Party (United States),"140,741",50.37%
2014,South Dakota,2014 United States Senate election in South Dakota,General,Candidate,False,Rick Weiland,Democratic Party (United States),"82,456",29.51%
2014,South Dakota,2014 United States Senate election in South Dakota,General,Candidate,False,Larry Pressler,Independent politician,"47,741",17.09%
2014,South Dakota,2014 United States Senate election in South Dakota,General,Candidate,False,Gordon Howie,Independent politician,"8,474",3.03%
2014,South Dakota,2014 United States Senate election in South Dakota,General,Total,False,,,"279,412",100.00%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Winning,True,Lamar Alexander,Republican Party (United States),"850,087",61.87%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Gordon Ball,Democratic Party (United States),"437,848",31.87%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Joe Wilmoth,Constitution Party (United States),"36,088",2.63%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Martin Pleasant,Green Party (United States),"12,570",0.91%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,"Tom Emerson, Jr.",Independent,"11,157",0.81%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Danny Page,Independent,"7,713",0.56%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Rick Tyler,Independent,"5,759",0.42%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Joshua James,Independent,"5,678",0.41%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Bartholomew J. Phillips,Independent,"2,386",0.17%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Edmund L. Gauthier,Independent,"2,314",0.17%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Eric Schechter,Independent,"1,673",0.12%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Candidate,False,Choudhury Salekin,Independent,787,0.06%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Write-in,False,,,5,0.00%
2014,Tennessee,2014 United States Senate election in Tennessee,General,Total,False,,,"1,374,065",100.00%
2014,Texas,2014 United States Senate election in Texas,General,Winning,True,John Cornyn,Republican Party (United States),"2,861,531",61.56%
2014,Texas,2014 United States Senate election in Texas,General,Candidate,False,David Alameel,Democratic Party (United States),"1,597,387",34.36%
2014,Texas,2014 United States Senate election in Texas,General,Candidate,False,Rebecca Paddock,Libertarian Party (United States),"133,751",2.88%
2014,Texas,2014 United States Senate election in Texas,General,Candidate,False,Emily Sanchez,Green Party (United States),"54,701",1.18%
2014,Texas,2014 United States Senate election in Texas,General,Candidate,False,Mohammed Tahiro (write-in),Independent,998,0.02%
2014,Texas,2014 United States Senate election in Texas,General,Total,False,,,"4,648,358",100.0%
2014,Virginia,2014 United States Senate election in Virginia,General,Winning,True,Mark Warner,Democratic Party (United States),"1,073,667",49.15%
2014,Virginia,2014 United States Senate election in Virginia,General,Candidate,False,Ed Gillespie,Republican Party (United States),"1,055,940",48.34%
2014,Virginia,2014 United States Senate election in Virginia,General,Candidate,False,Robert Sarvis,Libertarian Party (United States),"53,102",2.43%
2014,Virginia,2014 United States Senate election in Virginia,General,Write-in,False,,,"1,811",0.08%
2014,Virginia,2014 United States Senate election in Virginia,General,Total,False,,,"2,184,520",100.00%
2014,West Virginia,2014 United States Senate election in West Virginia,General,Winning,False,Shelley Moore Capito,Republican Party (United States),"281,820",62.12%
2014,West Virginia,2014 United States Senate election in West Virginia,General,Candidate,False,Natalie Tennant,Democratic Party (United States),"156,360",34.47%
2014,West Virginia,2014 United States Senate election in West Virginia,General,Candidate,False,[[John Buckley (Virginia politician),Libertarian Party (United States),"7,409",1.63%
2014,West Virginia,2014 United States Senate election in West Virginia,General,Candidate,False,Bob Henry Baber,Mountain Party,"5,504",1.21%
2014,West Virginia,2014 United States Senate election in West Virginia,General,Candidate,False,Phil Hudok,Constitution Party (United States),"2,566",0.57%
2014,West Virginia,2014 United States Senate election in West Virginia,General,Total,False,,,"453,659",100.00%
2014,Wyoming,2014 United States Senate election in Wyoming,General,Winning,True,Mike Enzi,Republican Party (United States),"121,554",72.19%
2014,Wyoming,2014 United States Senate election in Wyoming,General,Candidate,False,Charlie Hardy,Democratic Party (United States),"29,377",17.45%
2014,Wyoming,2014 United States Senate election in Wyoming,General,Candidate,False,Curt Gottshall,Independent,"13,311",7.90%
2014,Wyoming,2014 United States Senate election in Wyoming,General,Candidate,False,Joseph Porambo,Libertarian Party (United States),"3,677",2.18%
2014,Wyoming,2014 United States Senate election in Wyoming,General,Write-in,False,,,471,0.28%
2014,Wyoming,2014 United States Senate election in Wyoming,General,Total,False,,,"168,390",100.00%
