Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1938,Idaho,Democratic primary results,Primary,Candidate,True,Democratic Party (United States),James P. Pope,"40,726",48.22
1938,Idaho,Democratic primary results,Primary,Total,False,,,"84,462",
1938,Idaho,Republican primary results,Primary,Winning,False,Republican Party (United States),Donald A. Callahan,"16,407",55.78
1938,Idaho,Republican primary results,Primary,Candidate,False,Republican Party (United States),Walter H. Anderson,"7,235",24.59
1938,Idaho,Republican primary results,Primary,Candidate,False,Republican Party (United States),Frank H. Adams,"5,774",19.63
1938,Idaho,Republican primary results,Primary,Total,False,,,"29,416",
1938,Illinois,Democratic primary,Primary,Winning,False,Democratic Party (United States),Scott W. Lucas,"801,761",49.92
1938,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Michael L. Igoe,"726,477",45.23
1938,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Newton Jenkins,"32,808",2.04
1938,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),John J. Sullivan,"31,964",1.99
1938,Illinois,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Albert Lagerstedt,"13,236",0.82
1938,Illinois,Democratic primary,Primary,Total,False,,,"1,606,246",100
1938,Illinois,Republican primary,Primary,Winning,False,Republican Party (United States),Richard J. Lyons,"505,659",73.51
1938,Illinois,Republican primary,Primary,Candidate,False,Republican Party (United States),William J. Baker,"105,482",15.33
1938,Illinois,Republican primary,Primary,Candidate,False,Republican Party (United States),Clarence P. Parker,"76,784",1.12
1938,Illinois,Republican primary,Primary,Total,False,,,"687,925",100
1938,Iowa,1938 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),Guy M. Gillette,"81,605",51.96%
1938,Iowa,1938 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Otha Wearin,"43,044",27.41%
1938,Iowa,1938 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Joseph J. Meyers,"17,497",11.14%
1938,Iowa,1938 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Mrs. Ellsworth Richardson,"9,445",6.01%
1938,Iowa,1938 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Wilson G. Byerhoff,"5,465",3.48%
1938,Iowa,1938 Democratic U.S. Senate primary,Primary,Total,False,,,"157,056",100.00%
1938,Iowa,1938 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Lester J. Dickinson,"146,764",56.97%
1938,Iowa,1938 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Lloyd Thurston,"110,847",43.03%
1938,Iowa,1938 Republican U.S. Senate primary,Primary,Total,False,,,"257,611",100.00%
1938,Kansas,Democratic primary results,Primary,Winning,True,Democratic Party (United States),George McGill,"117,500",85.73%
1938,Kansas,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Joe Dohner,"19,554",14.27%
1938,Kansas,Democratic primary results,Primary,Total,False,,,"137,054",100.00%
1938,Kansas,Republican primary results,Primary,Winning,False,Republican Party (United States),Clyde M. Reed,"104,918",42.28%
1938,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),Dallas W. Knapp,"64,068",25.82%
1938,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),Gerald B. Winrod,"53,149",21.42%
1938,Kansas,Republican primary results,Primary,Candidate,False,Republican Party (United States),Jesse Clyde Fisher,"26,034",10.49%
1938,Kansas,Republican primary results,Primary,Total,False,,,"248,169",100.00%
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Winning,False,Democratic Party (United States),Alben W. Barkley (inc.),294562,56.05
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Happy Chandler,223690,42.56
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Hugh K. Bullitt,2636,0.50
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),"G. A. Hendon, Jr.",854,0.16
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Munnell Wilson,759,0.14
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Frank Coyle,702,0.13
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),John H. Dougherty,586,0.11
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Edward L. Macky,424,0.08
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),J. Ward Lehigh,411,0.08
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),Stuart Lampe,397,0.08
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),W. T. McNally,195,0.04
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),John L. Sullivan,175,0.03
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Candidate,False,Democratic Party (United States),John E. Trager,163,0.03
1938,Kentucky,1938 U.S. Senate Democratic primary,Primary,Total,False,,,525554,100.00
1938,Kentucky,1938 U.S. Senate Republican primary,Primary,Winning,False,Republican Party (United States),John P. Haswell,34971,58.81
1938,Kentucky,1938 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),Andrew O. Ritchie,8267,13.90
1938,Kentucky,1938 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),G. Tom Hawkins,6219,10.46
1938,Kentucky,1938 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),Roscoe Conklin Douglas,5157,8.67
1938,Kentucky,1938 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),Elmer C. Roberts,4854,8.16
1938,Kentucky,1938 U.S. Senate Republican primary,Primary,Total,False,,,59468,100.00
1938,Maryland,1938 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (United States),Millard Tydings (inc.),"189,719",58.86%
1938,Maryland,1938 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),David John Lewis,"124,439",38.60%
1938,Maryland,1938 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (United States),Arthur E. Hungerford,"8,186",2.54%
1938,Maryland,1938 Democratic U.S. Senate primary,Primary,Total,False,,,"322,344",100.00%
1938,Maryland,1938 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),Oscar Leser,"48,716",56.69%
1938,Maryland,1938 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Galen L. Tait,"37,225",43.32%
1938,Maryland,1938 Republican U.S. Senate primary,Primary,Total,False,,,"85,941",100.00%
1938,Missouri,"Democratic primary August 2, 1938",Primary,Winning,True,Democratic Party (United States),Bennett Champ Clark,"574,526",78.81
1938,Missouri,"Democratic primary August 2, 1938",Primary,Candidate,False,Democratic Party (United States),Joseph T. Davis,"92,946",12.75
1938,Missouri,"Democratic primary August 2, 1938",Primary,Candidate,False,Democratic Party (United States),Willis H. Meredith,"35,543",4.88
1938,Missouri,"Democratic primary August 2, 1938",Primary,Candidate,False,Democratic Party (United States),Robert I. Young,"26,029",3.57
1938,Missouri,"Democratic primary August 2, 1938",Primary,Total,False,,,"729,044",100
1938,Missouri,"Republican primary August 2, 1938",Primary,Winning,False,Republican Party (United States),Henry S. Caulfield,"168,312",85.97
1938,Missouri,"Republican primary August 2, 1938",Primary,Candidate,False,Republican Party (United States),Ray E. White,"27,470",14.03
1938,Missouri,"Republican primary August 2, 1938",Primary,Total,False,,,"195,782",100
1938,New Jersey (special),1938 Democratic U.S. Senate special primary,Primary,Winning,False,Democratic Party (US),William H. J. Ely,"286,625",100.0%
1938,New Jersey (special),1938 Democratic U.S. Senate special primary,Primary,Total,False,,,"286,625",100.0%
1938,New Jersey (special),1938 Republican Senate special primary,Primary,Winning,False,Republican Party (US),William Warren Barbour,"309,967",89.83%
1938,New Jersey (special),1938 Republican Senate special primary,Primary,Candidate,False,Republican Party (US),George O. Pullen,"21,645",6.27%
1938,New Jersey (special),1938 Republican Senate special primary,Primary,Candidate,False,Republican Party (US),C. Dan Coskey,"13,444",3.90%
1938,New Jersey (special),1938 Republican Senate special primary,Primary,Total,False,,,"345,056",100.00%
1938,North Carolina,1938 Democratic Senate primary,Primary,Winning,True,Democratic Party (United States),Robert Rice Reynolds,"315,316",61.53%
1938,North Carolina,1938 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Franklin Wills Hancock Jr.,"197,154",38.47%
1938,North Carolina,1938 Democratic Senate primary,Primary,Total,False,,,"512,470",100.00%
1938,North Dakota,Democratic primary,Primary,Winning,False,Democratic Party (United States),J. J. Nygaard,"27,981",72.00%
1938,North Dakota,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Halvor L. Halvorson,"8,335",21.45%
1938,North Dakota,Democratic primary,Primary,Candidate,False,Democratic Party (United States),B. A. Johansson,"2,545",6.55%
1938,North Dakota,Democratic primary,Primary,Total,False,,,"38,861",100.00%
1938,North Dakota,Republican primary,Primary,Winning,False,Republican Party (United States),Gerald Nye (inc.),"91,510",51.45%
1938,North Dakota,Republican primary,Primary,Candidate,False,Republican Party (United States),William Langer,"86,359",48.55%
1938,North Dakota,Republican primary,Primary,Total,False,,,"177,869",100.00%
1938,Oklahoma,Democratic primary,Primary,Winning,False,Democratic Party (United States),Elmer Thomas (inc.),"252,550",44.68%
1938,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Gomer Smith,"190,774",33.75%
1938,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),E. W. Marland,"115,625",20.46%
1938,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Charles Francis Smith,"6,256",1.11%
1938,Oklahoma,Democratic primary,Primary,Total,False,,,"565,205",100.00%
1938,Oklahoma,Republican primary,Primary,Winning,False,Republican Party (United States),Harry O. Glasser,"17,668",36.04%
1938,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),James S. Davidson,"14,228",29.03%
1938,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),William O. Cromwell,"12,989",26.50%
1938,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),Wilfred Marion Leise,"4,133",8.43%
1938,Oklahoma,Republican primary,Primary,Total,False,,,"49,018",100.00%
1938,Oklahoma,Prohibition primary,Primary,Winning,False,Prohibition Party (United States),P. C. Nelson,91,54.49%
1938,Oklahoma,Prohibition primary,Primary,Candidate,False,Prohibition Party (United States),A. B. Lamb,76,45.51%
1938,Oklahoma,Prohibition primary,Primary,Total,False,,,167,100.00%
1938,Oregon (special),"Alabama special Democratic primary, January 4, 1938",Primary,Winning,False,Democratic Party (United States),J. Lister Hill,"90,601",61.81%
1938,Oregon (special),"Alabama special Democratic primary, January 4, 1938",Primary,Candidate,False,Democratic Party (United States),James Thomas Heflin,"50,189",34.24%
1938,Oregon (special),"Alabama special Democratic primary, January 4, 1938",Primary,Candidate,False,Democratic Party (United States),Charles W. Williams,"5,783",3.95%
1938,Oregon (special),Arizona Democratic primary,Primary,Winning,True,Democratic Party (United States),Carl T. Hayden,"68,328",65.48%
1938,Oregon (special),Arizona Democratic primary,Primary,Winning,True,Democratic Party (United States),Carl T. Hayden,"82,714",76.52%
1938,Oregon (special),Arizona Democratic primary,Primary,Winning,True,Democratic Party (United States),Hattie Wyatt Caraway,"122,883",89.58%
1938,Oregon (special),Arizona Democratic primary,Primary,Candidate,False,Democratic Party (United States),Robert E. Miller,"22,154",21.23%
1938,Oregon (special),Arizona Democratic primary,Primary,Candidate,False,Democratic Party (United States),Whit I. Hughes,"13,867",13.29%
1938,Oregon (special),Arizona Democratic primary,Primary,Candidate,False,Republican Party (United States),Burt H. Clingan,"25,378",23.48%
1938,Oregon (special),Arizona Democratic primary,Primary,Candidate,False,Republican Party (United States),C. T. Atkinson,"14,290",10.42%
1938,Oregon (special),Arizona Democratic primary,Primary,Total,False,,,"104,349",100.00
1938,Oregon,"Alabama special Democratic primary, January 4, 1938",Primary,Winning,False,Democratic Party (United States),J. Lister Hill,"90,601",61.81%
1938,Oregon,"Alabama special Democratic primary, January 4, 1938",Primary,Candidate,False,Democratic Party (United States),James Thomas Heflin,"50,189",34.24%
1938,Oregon,"Alabama special Democratic primary, January 4, 1938",Primary,Candidate,False,Democratic Party (United States),Charles W. Williams,"5,783",3.95%
1938,Oregon,Arizona Democratic primary,Primary,Winning,True,Democratic Party (United States),Carl T. Hayden,"68,328",65.48%
1938,Oregon,Arizona Democratic primary,Primary,Winning,True,Democratic Party (United States),Carl T. Hayden,"82,714",76.52%
1938,Oregon,Arizona Democratic primary,Primary,Winning,True,Democratic Party (United States),Hattie Wyatt Caraway,"122,883",89.58%
1938,Oregon,Arizona Democratic primary,Primary,Candidate,False,Democratic Party (United States),Robert E. Miller,"22,154",21.23%
1938,Oregon,Arizona Democratic primary,Primary,Candidate,False,Democratic Party (United States),Whit I. Hughes,"13,867",13.29%
1938,Oregon,Arizona Democratic primary,Primary,Candidate,False,Republican Party (United States),Burt H. Clingan,"25,378",23.48%
1938,Oregon,Arizona Democratic primary,Primary,Candidate,False,Republican Party (United States),C. T. Atkinson,"14,290",10.42%
1938,Oregon,Arizona Democratic primary,Primary,Total,False,,,"104,349",100.00
1938,Tennessee (special),Democratic Party primary results,Primary,Winning,False,Democratic Party (United States),[[Tom Stewart (politician),"174,940",49.26%
1938,Tennessee (special),Democratic Party primary results,Primary,Candidate,True,Democratic Party (United States),George L. Berry,"101,966",28.71%
1938,Tennessee (special),Democratic Party primary results,Primary,Candidate,False,Democratic Party (United States),John Ridley Mitchell,"70,393",19.82%
1938,Tennessee (special),Democratic Party primary results,Primary,Candidate,False,Democratic Party (United States),John Randolph Neal Jr.,"4,689",1.32%
1938,Tennessee (special),Democratic Party primary results,Primary,Candidate,False,Democratic Party (United States),C. L. Powell,"3,171",0.89%
1938,Tennessee (special),Democratic Party primary results,Primary,Total,False,,,"355,159",100.00%
1938,Vermont,Republican primary results,Primary,Winning,False,Republican Party (United States),[[Ernest Willard Gibson,"38,872",81.8%
1938,Vermont,Republican primary results,Primary,Candidate,False,Republican Party (United States),Martin S. Vilas,"8,630",18.2%
1938,Vermont,Republican primary results,Primary,Candidate,False,Republican Party (United States),Other,14,0.0%
1938,Vermont,Republican primary results,Primary,Total,False,,,"47,516",100.0%
1938,Vermont,Democratic primary results,Primary,Winning,False,Democratic Party (United States),John McGrath,"4,931",99.9%
1938,Vermont,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Other,6,0.1%
1938,Vermont,Democratic primary results,Primary,Total,False,,,"4,937",100.0%
1938,Washington,Blanket primary results,Primary,Winning,True,Democratic Party (United States),Homer Bone,"243,682",55.31%
1938,Washington,Blanket primary results,Primary,Winning,False,Republican Party (United States),Ewing D. Colvin,"101,364",23.01%
1938,Washington,Blanket primary results,Primary,Candidate,False,Democratic Party (United States),Otto A. Case,"59,264",13.45%
1938,Washington,Blanket primary results,Primary,Candidate,False,Republican Party (United States),Frank M. Goodwin,"20,691",4.70%
1938,Washington,Blanket primary results,Primary,Candidate,False,Republican Party (United States),Howard E. Foster,"15,557",3.53%
1938,Washington,Blanket primary results,Primary,Total,False,,,"440,558",100.00%
1938,Wisconsin,1938 U.S. Senate Democratic primary,Primary,Winning,True,Democratic Party (United States),F. Ryan Duffy,"109,129",100.00%
1938,Wisconsin,1938 U.S. Senate Democratic primary,Primary,Total,False,,,"109,129",100.00%
1938,Wisconsin,1938 U.S. Senate Progressive primary,Primary,Winning,False,Wisconsin Progressive Party,Herman L. Ekern,"79,885",53.02%
1938,Wisconsin,1938 U.S. Senate Progressive primary,Primary,Candidate,False,Wisconsin Progressive Party,Thomas R. Amlie,"70,794",46.98%
1938,Wisconsin,1938 U.S. Senate Progressive primary,Primary,Total,False,,,"150,679",100.00%
1938,Wisconsin,1938 U.S. Senate Republican primary,Primary,Winning,False,Republican Party (United States),Alexander Wiley,"70,400",32.91%
1938,Wisconsin,1938 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),John B. Chapple,"56,403",26.37%
1938,Wisconsin,1938 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),William Henry Stafford,"26,533",12.40%
1938,Wisconsin,1938 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),Edward J. Samp,"25,669",12.00%
1938,Wisconsin,1938 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),William J. Campbell,"23,790",11.12%
1938,Wisconsin,1938 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),Stephen J. McMahon,"11,111",5.19%
1938,Wisconsin,1938 U.S. Senate Republican primary,Primary,Total,False,,,"213,906",100.00%
