Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1994,Arizona,General election results,General,Winning,False,Jon Kyl,Republican Party (United States),"600,999",53.71%
1994,Arizona,General election results,General,Candidate,False,Sam Coppersmith,Democratic Party (United States),"442,510",39.54%
1994,Arizona,General election results,General,Candidate,False,Scott Grainger,Arizona Libertarian Party,"75,493",6.75%
1994,Arizona,General election results,General,Write-in,False,,,58,0.01%
1994,California,1994 United States Senate election in California,General,Winning,True,Dianne Feinstein,Democratic Party (United States),"3,979,152",46.74%
1994,California,1994 United States Senate election in California,General,Candidate,False,Michael Huffington,Republican Party (United States),"3,817,025",44.83%
1994,California,1994 United States Senate election in California,General,Candidate,False,Elizabeth Cervantes Barron,Peace and Freedom Party (United States),"255,301",3.00%
1994,California,1994 United States Senate election in California,General,Candidate,False,Richard Benjamin Boddie,Libertarian Party (United States),"179,100",2.10%
1994,California,1994 United States Senate election in California,General,Candidate,False,Paul Meeuwenberg,American Independent Party,"142,771",1.68%
1994,California,1994 United States Senate election in California,General,Candidate,False,Barbara Blong,Green Party (United States),"140,567",1.65%
1994,California,1994 United States Senate election in California,General,Write-in,False,,,173,<0.01%
1994,California,1994 United States Senate election in California,General,Total,False,,,"8,514,089",100.00%
1994,Connecticut,General election results,General,Candidate,True,Joe Lieberman,Democratic Party (United States),"443,793",41.10%
1994,Connecticut,General election results,General,Candidate,True,Joe Lieberman,A Connecticut Party (1990),"280,049",25.94%
1994,Connecticut,General election results,General,Candidate,False,Jerry Labriola,Republican Party (United States),"334,833",31.01%
1994,Connecticut,General election results,General,Candidate,False,Gary R. Garneau,Concerned Citizens Party,"20,988",1.93%
1994,Connecticut,General election results,General,Write-in,False,,,103,0.01%
1994,Connecticut,General election results,General,Total,False,,,"1,079,766",100.0%
1994,Delaware,General election results,General,Winning,True,William V. Roth,Republican Party (United States),"111,074",55.82%
1994,Delaware,General election results,General,Candidate,False,Charles Oberly,Democratic Party (United States),"84,540",42.48%
1994,Delaware,General election results,General,Candidate,False,John Dierickx,Libertarian Party (United States),"3,386",1.70%
1994,Florida,General election results,General,Winning,True,Connie Mack III,Republican Party (United States),"2,895,200",70.50
1994,Florida,General election results,General,Candidate,False,[[Hugh Rodham (born 1950),Democratic Party (United States),"1,210,577",29.48
1994,Florida,General election results,General,Write-in,False,,,"1,039",0.02
1994,Florida,General election results,General,Total,False,,,"4,106,816",100.00
1994,Hawaii,"Hawaii United States Senate election, 1994",General,Winning,True,Daniel Akaka,Democratic Party (United States),"256,189",71.78%
1994,Hawaii,"Hawaii United States Senate election, 1994",General,Candidate,False,Maria Hustace,Republican Party (United States),"86,320",24.16%
1994,Hawaii,"Hawaii United States Senate election, 1994",General,Candidate,False,Richard Rowland,Libertarian Party (United States),"14,393",4.03%
1994,Indiana,General election results,General,Winning,True,Richard Lugar,Republican Party (United States),"1,039,625",67.35%
1994,Indiana,General election results,General,Candidate,False,Jim Jontz,Democratic Party (United States),"470,799",30.50%
1994,Indiana,General election results,General,Candidate,False,Barbara Bourland,Libertarian Party (United States),"17,343",1.11%
1994,Indiana,General election results,General,Candidate,False,Mary Catherine Barton,New Alliance Party,"15,801",1.02%
1994,Maine,"United States Senate election in Maine, 1994",General,Winning,False,Olympia Snowe,Republican Party (United States),"308,244",60.24%
1994,Maine,"United States Senate election in Maine, 1994",General,Candidate,False,[[Thomas Andrews (American politician),Democratic Party (United States),"186,042",36.36%
1994,Maine,"United States Senate election in Maine, 1994",General,Candidate,False,Plato Truman,Independent (United States),"17,205",3.36%
1994,Maryland,General election results,General,Winning,True,Paul Sarbanes,Democratic Party (United States),"809,125",59.10%
1994,Maryland,General election results,General,Candidate,False,Bill Brock,Republican Party (United States),"559,908",40.90%
1994,Maryland,General election results,General,Candidate,False,Terri Tilghman Deakyne (Write In),Independent (United States),71,0.01%
1994,Maryland,General election results,General,Total,False,,,"1,369,104",100.0%
1994,Massachusetts,1994 United States Senate election in Massachusetts,General,Winning,True,Ted Kennedy,Democratic Party (United States),"1,266,011",58.07
1994,Massachusetts,1994 United States Senate election in Massachusetts,General,Candidate,False,Mitt Romney,Republican Party (United States),"894,005",41.01
1994,Massachusetts,1994 United States Senate election in Massachusetts,General,Candidate,False,Lauraleigh Dozier,Libertarian Party (United States),"14,484",0.66
1994,Massachusetts,1994 United States Senate election in Massachusetts,General,Write-in,False,,,688,0.03
1994,Massachusetts,1994 United States Senate election in Massachusetts,General,Total,False,,,"2,179,964",71.54
1994,Michigan,1994 United States Senate election in Michigan,General,Winning,False,Spencer Abraham,Republican Party (United States),"1,578,770",51.88%
1994,Michigan,1994 United States Senate election in Michigan,General,Candidate,False,[[Milton Robert Carr,Democratic Party (United States),"1,300,960",42.75%
1994,Michigan,1994 United States Senate election in Michigan,General,Candidate,False,Jon Coon,Libertarian Party (United States),"128,393",4.22%
1994,Michigan,1994 United States Senate election in Michigan,General,Candidate,False,William Roundtree,Workers World Party,"20,010",0.66%
1994,Michigan,1994 United States Senate election in Michigan,General,Candidate,False,Chris Wege,Natural Law Party (United States),"14,746",0.48%
