Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1992,Alabama,1992 United States Senate election in Alabama,General,Winning,True,Democratic Party (United States),Richard Shelby,"1,022,698",64.82%
1992,Alabama,1992 United States Senate election in Alabama,General,Candidate,False,Republican Party (United States),Richard Sellers,"522,015",33.09%
1992,Alabama,1992 United States Senate election in Alabama,General,Candidate,False,Libertarian Party (United States),Jerome Shockley,"31,811",2.02%
1992,Alabama,1992 United States Senate election in Alabama,General,Write-in,False,,,"1,275",0.08%
1992,Alabama,1992 United States Senate election in Alabama,General,Total,False,,,"1,577,799",100.0%
1992,Alaska,1992 United States Senate election in Alaska,General,Winning,True,Republican Party (United States),Frank Murkowski,"127,163",53.05%
1992,Alaska,1992 United States Senate election in Alaska,General,Candidate,False,Democratic Party (United States),Tony Smith,"92,065",38.41%
1992,Alaska,1992 United States Senate election in Alaska,General,Candidate,False,Green Party (United States),Mary Jordan,"20,019",8.35%
1992,Arizona,General election results,General,Winning,True,Republican Party (United States),John McCain,"771,395",55.82%
1992,Arizona,General election results,General,Candidate,False,Democratic Party (United States),Claire Sargent,"436,321",31.57%
1992,Arizona,General election results,General,Candidate,False,Independent,Evan Mecham,"145,361",10.52%
1992,Arizona,General election results,General,Candidate,False,Libertarian Party (United States),Kiana Delamare,"22,613",1.64%
1992,Arizona,General election results,General,Candidate,False,New Alliance Party,Ed Finkelstein,"6,335",0.46%
1992,Arizona,General election results,General,Write-in,False,,,26,0.00%
1992,Arkansas,Arkansas Senate election 1992,General,Winning,True,Democratic Party (United States),Dale Bumpers,"553,635",60.18%
1992,Arkansas,Arkansas Senate election 1992,General,Candidate,False,Republican Party (United States),Mike Huckabee,"366,373",39.82%
1992,Arkansas,Arkansas Senate election 1992,General,Total,False,,,"920,008",100.00%
1992,California,1992 U.S. Senate election in California,General,Winning,False,Democratic Party (United States),Barbara Boxer,"5,173,467",47.90%
1992,California,1992 U.S. Senate election in California,General,Candidate,False,Republican Party (United States),Bruce Herschensohn,"4,644,182",43.00%
1992,California,1992 U.S. Senate election in California,General,Candidate,False,American Independent Party,Jerome N. McCready,"373,051",3.45%
1992,California,1992 U.S. Senate election in California,General,Candidate,False,Peace and Freedom Party (United States),Genevieve Torres,"372,817",3.45%
1992,California,1992 U.S. Senate election in California,General,Candidate,False,Libertarian Party (United States),June R. Genis,"235,919",2.18%
1992,California,1992 U.S. Senate election in California,General,Total,False,,,"10,799,647",100.00
1992,California (special),1992 United States Senate special election in California,General,Winning,False,Democratic Party (US),Dianne Feinstein,"5,853,651",54.29%
1992,California (special),1992 United States Senate special election in California,General,Candidate,True,Republican Party (US),John Seymour,"4,093,501",37.96%
1992,California (special),1992 United States Senate special election in California,General,Candidate,False,Peace and Freedom Party (US),Gerald Horne,"305,697",2.84%
1992,California (special),1992 United States Senate special election in California,General,Candidate,False,American Independent Party,Paul Meeuwenberg,"281,973",2.62%
1992,California (special),1992 United States Senate special election in California,General,Candidate,False,Libertarian Party (US),Richard Benjamin Boddie,"247,799",2.30%
1992,California (special),1992 United States Senate special election in California,General,Total,False,,,"11,374,565",100.00%
1992,Colorado,General election results,General,Winning,False,Democratic Party (United States),Ben Nighthorse Campbell,"803,725",51.78%
1992,Colorado,General election results,General,Candidate,False,Republican Party (United States),Terry Considine,"662,893",42.70%
1992,Colorado,General election results,General,Candidate,False,Independent,Richard O. Grimes,"42,455",2.73%
1992,Colorado,General election results,General,Candidate,False,Independent,Dan Winters,"20,347",1.31%
1992,Colorado,General election results,General,Candidate,False,Libertarian Party (United States),Hue Futch,23,0.00%
1992,Connecticut,"Connecticut United States Senate election, 1992",General,Winning,True,Democratic Party (United States),Christopher Dodd,"882,569",58.81%
1992,Connecticut,"Connecticut United States Senate election, 1992",General,Candidate,False,Republican Party (United States),Brook Johnson,"572,036",38.12%
1992,Connecticut,"Connecticut United States Senate election, 1992",General,Candidate,False,Concerned Citizens Party,Richard D. Gregory,"35,315",2.35%
1992,Connecticut,"Connecticut United States Senate election, 1992",General,Candidate,False,Libertarian Party (United States),Howard A. Grayson Jr.,"10,741",0.72%
1992,Connecticut,"Connecticut United States Senate election, 1992",General,Total,False,,,"1,500,661",100.00%
1992,Florida,General election results,General,Winning,True,Democratic Party (United States),Bob Graham,"3,245,565",65.40%
1992,Florida,General election results,General,Candidate,False,Republican Party (United States),Bill Grant,"1,716,505",34.59%
1992,Florida,General election results,General,Total,False,,,"4,962,290",100.00%
1992,Georgia,"Georgia United States Senate election, 1992",General,Winning,True,Democratic Party (United States),Wyche Fowler,"1,108,416",49.23%
1992,Georgia,"Georgia United States Senate election, 1992",General,Winning,False,Republican Party (United States),Paul Coverdell,"1,073,282",47.67%
1992,Georgia,"Georgia United States Senate election, 1992",General,Candidate,False,Libertarian Party (United States),Jim Hudson,"69,878",3.10%
1992,Georgia,"Georgia United States Senate election runoff, 1992",General,Winning,False,Republican Party (United States),Paul Coverdell,"635,118",50.65%
1992,Georgia,"Georgia United States Senate election runoff, 1992",General,Candidate,True,Democratic Party (United States),Wyche Fowler,"618,774",49.35%
1992,Hawaii,General election results,General,Winning,True,Democratic Party (United States),Daniel Inouye,"208,266",57.27%
1992,Hawaii,General election results,General,Candidate,False,Republican Party (United States),Rick Reed,"97,928",26.93%
1992,Hawaii,General election results,General,Candidate,False,Green Party (United States),Linda Martin,"49,921",13.73%
1992,Hawaii,General election results,General,Candidate,False,Libertarian Party (United States),Richard O. Rowland,"7,547",2.08%
1992,Idaho,General election results,General,Winning,False,Republican Party (United States),Dirk Kempthorne,"270,468",56.52%
1992,Idaho,General election results,General,Candidate,False,Democratic Party (United States),Richard H. Stallings,"208,036",43.48%
1992,Illinois,1992 Illinois U.S. Senate Election,General,Winning,False,Democratic Party (United States),Carol Moseley Braun,"2,631,229",53.27
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,Republican Party (United States),Richard S. Williamson,"2,126,833",43.06
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,Independent,Chad Koppie,"100,422",2.03
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,Libertarian Party (United States),Andrew B. Spiegel,"34,527",0.70
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,Natural Law Party (United States),Charles A. Winter,"15,118",0.31
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,New Alliance Party,Alan J. Port,"12,689",0.26
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,Socialist Workers Party (United States),Kathleen Kaku,"10,056",0.20
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,Populist Party (United States),John Justice,"8,656",0.16
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,Write-in,Don A. Togersen,25,0.00
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,Write-in,Walter A. Feiss,1,0.00
1992,Illinois,1992 Illinois U.S. Senate Election,General,Candidate,False,Write-in,Roe Conn,1,0.00
1992,Indiana,1992 United States Senate election in Indiana,General,Winning,True,Republican Party (United States),Dan Coats,"1,267,972",57.34%
1992,Indiana,1992 United States Senate election in Indiana,General,Candidate,False,Democratic Party (United States),Joe Hogsett,"900,148",40.70%
1992,Indiana,1992 United States Senate election in Indiana,General,Candidate,False,Libertarian Party (United States),Steve Dillon,"35,733",1.62%
1992,Indiana,1992 United States Senate election in Indiana,General,Candidate,False,New Alliance Party,Raymond Tirado,"7,474",0.34%
1992,Indiana,1992 United States Senate election in Indiana,General,Write-in,False,,,99,0.00%
1992,Indiana,1992 United States Senate election in Indiana,General,Total,False,,,"2,211,426",100.0%
1992,Iowa,"United States Senate election in Iowa, 1992",General,Winning,True,Republican Party (United States),Chuck Grassley,"899,761",70.01%
1992,Iowa,"United States Senate election in Iowa, 1992",General,Candidate,False,Democratic Party (United States),Jean Hall Lloyd-Jones,"351,561",27.20%
1992,Iowa,"United States Senate election in Iowa, 1992",General,Candidate,False,Natural Law Party (United States),Stuart Zimmerman,"16,403",1.27%
1992,Iowa,"United States Senate election in Iowa, 1992",General,Candidate,False,Independent (United States),Sue Atkinson,"6,277",0.49%
1992,Iowa,"United States Senate election in Iowa, 1992",General,Candidate,False,Independent (United States),Mel Boring,"5,508",0.43%
1992,Iowa,"United States Senate election in Iowa, 1992",General,Candidate,False,Independent (United States),Rosanne Freeburg,"4,999",0.39%
1992,Iowa,"United States Senate election in Iowa, 1992",General,Candidate,False,Grassroots Party,Carl Eric Olsen,"3,404",0.26%
1992,Iowa,"United States Senate election in Iowa, 1992",General,Candidate,False,Independent (United States),Richard O'Dell Hughes,"2,918",0.23%
1992,Iowa,"United States Senate election in Iowa, 1992",General,Candidate,False,Socialist Workers Party (United States),Cleve Andrew Pulley,"1,370",0.11%
1992,Kansas,1992 United States Senate election in Kansas,General,Winning,False,Republican Party (United States),Bob Dole (inc.),"706,246",62.70%
1992,Kansas,1992 United States Senate election in Kansas,General,Candidate,False,Democratic Party (United States),Gloria O'Dell,"349,525",31.03%
1992,Kansas,1992 United States Senate election in Kansas,General,Candidate,False,Independent (politician),Christina Campbell-Cline,"45,423",4.03%
1992,Kansas,1992 United States Senate election in Kansas,General,Candidate,False,Libertarian Party (United States),Mark B. Kirk,"25,253",2.24%
1992,Kansas,1992 United States Senate election in Kansas,General,Total,False,,,"1,126,447",100.00%
1992,Kentucky,General election results,General,Winning,True,Democratic Party (United States),Wendell H. Ford,"836,888",62.88%
1992,Kentucky,General election results,General,Candidate,False,Republican Party (United States),David L. Williams,"476,604",35.81%
1992,Kentucky,General election results,General,Candidate,False,Libertarian Party (United States),James A. Ridenour,"17,366",1.30%
1992,Maryland,1992 United States Senate election in Maryland,General,Winning,True,Democratic Party (United States),Barbara Mikulski,"1,307,610",71.02%
1992,Maryland,1992 United States Senate election in Maryland,General,Candidate,False,Republican Party (United States),Alan Keyes,"533,688",28.98%
1992,Maryland,1992 United States Senate election in Maryland,General,Total,False,,,"1,841,298",100.00%
1992,Missouri,1992 United States Senate election in Missouri,General,Winning,True,Republican Party (United States),Kit Bond,"1,221,901",51.89%
1992,Missouri,1992 United States Senate election in Missouri,General,Candidate,False,Democratic Party (United States),Geri Rothman-Serot,"1,057,967",44.93%
1992,Missouri,1992 United States Senate election in Missouri,General,Candidate,False,Libertarian Party (United States),Jeanne Bojarski,"75,048",3.19%
1992,Nevada,General election results,General,Winning,True,Democratic Party (United States),Harry Reid,"253,150",51.05%
1992,Nevada,General election results,General,Candidate,False,Republican Party (United States),Demar Dahl,"199,413",40.21%
1992,Nevada,General election results,General,Candidate,False,Independent American Party of Nevada,Joe S. Garcia,"11,240",2.27%
1992,Nevada,General election results,General,Candidate,False,Natural Law Party (United States),Lois Avery,"7,279",1.47%
1992,Nevada,General election results,General,Candidate,False,Libertarian Party (United States),Kent Cromwell,"7,222",1.46%
1992,Nevada,General election results,General,Candidate,False,"Populist Party (United States, 1984)",Harry Tootle,"4,429",0.89%
1992,New Hampshire,1992 United States Senate election in New Hampshire,General,Winning,False,Republican Party (United States),Judd Gregg,"249,591",48.17%
1992,New Hampshire,1992 United States Senate election in New Hampshire,General,Candidate,False,Democratic Party (United States),John Rauh,"234,982",45.35%
1992,New Hampshire,1992 United States Senate election in New Hampshire,General,Candidate,False,Libertarian Party (United States),Katherine M. Alexander,"18,214",3.52%
1992,New Hampshire,1992 United States Senate election in New Hampshire,General,Candidate,False,Independent (politician),Larry Brady,"9,340",1.80%
1992,New Hampshire,1992 United States Senate election in New Hampshire,General,Candidate,False,Independent (politician),"Kenneth E. Blevens, Sr.","4,752",0.92%
1992,New Hampshire,1992 United States Senate election in New Hampshire,General,Candidate,False,Natural Law Party (United States),David Haight,"1,291",0.25%
1992,New Hampshire,1992 United States Senate election in New Hampshire,General,Total,False,,,"518,170",100.00%
1992,New York,1992 U.S. Senate election in New York,General,Candidate,True,Republican Party (United States),Al D'Amato,"2,652,822",41.07%
1992,New York,1992 U.S. Senate election in New York,General,Candidate,True,Conservative Party of New York,Al D'Amato,"289,258",4.48%
1992,New York,1992 U.S. Senate election in New York,General,Candidate,True,New York State Right to Life Party,Al D'Amato,"224,914",3.48%
1992,New York,1992 U.S. Senate election in New York,General,Winning,False,Democratic Party (United States),Robert Abrams,"2,943,001",45.57%
1992,New York,1992 U.S. Senate election in New York,General,Candidate,False,Liberal Party of New York,Robert Abrams,"143,199",2.22%
1992,New York,1992 U.S. Senate election in New York,General,Candidate,False,Libertarian Party (United States),Norma Segal,"108,530",1.68%
1992,New York,1992 U.S. Senate election in New York,General,Candidate,False,New Alliance Party,Mohammad T. Mehdi,"56,631",0.88%
1992,New York,1992 U.S. Senate election in New York,General,Candidate,False,Natural Law Party (United States),Stanley Nelson,"23,747",0.37%
1992,New York,1992 U.S. Senate election in New York,General,Candidate,False,Socialist Workers Party (United States),Eddie Warren,"16,724",0.26%
1992,North Carolina,1992 United States Senate election in North Carolina,General,Winning,False,Republican Party (United States),Lauch Faircloth,"1,297,892",50.35%
1992,North Carolina,1992 United States Senate election in North Carolina,General,Candidate,True,Democratic Party (United States),Terry Sanford,"1,194,015",46.32%
1992,North Carolina,1992 United States Senate election in North Carolina,General,Candidate,False,Libertarian Party (United States),Bobby Yates Emory,"85,948",3.33%
1992,North Carolina,1992 United States Senate election in North Carolina,General,Total,False,,,"2,577,855",100.00%
1992,North Dakota,"1992 United States Senate election, North Dakota",General,Winning,False,North Dakota Democratic-NPL Party,Byron Dorgan,"179,347",59.00%
1992,North Dakota,"1992 United States Senate election, North Dakota",General,Candidate,False,Republican Party (United States),Steve Sydness,"118,162",38.87%
1992,North Dakota,"1992 United States Senate election, North Dakota",General,Candidate,False,Independent (United States),Tom Asbridge,"6,448",2.12%
1992,North Dakota (special),General election results,General,Winning,False,North Dakota Democratic-NPL Party,Kent Conrad,"103,246",63.22
1992,North Dakota (special),General election results,General,Candidate,False,Republican Party (United States),Jack Dalrymple,"55,194",33.80
1992,North Dakota (special),General election results,General,Candidate,False,Independent (United States),Darold Larson,"4,871",2.98
1992,Ohio,General election results,General,Winning,True,Democratic Party (United States),John Glenn,"2,444,419",50.99%
1992,Ohio,General election results,General,Candidate,False,Republican Party (United States),Mike DeWine,"2,028,300",42.31%
1992,Ohio,General election results,General,Candidate,False,Workers World Party,Martha Grevatt,"321,234",6.70%
1992,Oklahoma,1992 Oklahoma U.S. Senate Election,General,Winning,True,Republican Party (United States),Don Nickles,"757,876",58.55%
1992,Oklahoma,1992 Oklahoma U.S. Senate Election,General,Candidate,False,Democratic Party (United States),Steve Lewis,"494,350",38.19%
1992,Oklahoma,1992 Oklahoma U.S. Senate Election,General,Candidate,False,Independent (United States),Roy V. Edwards,"21,225",1.64%
1992,Oklahoma,1992 Oklahoma U.S. Senate Election,General,Candidate,False,Independent (United States),Thomas D. Ledgerwood II,"20,972",1.62%
1992,Oklahoma,1992 Oklahoma U.S. Senate Election,General,Total,False,,,"1,294,423",100.00%
1992,Oregon,General election results,General,Winning,True,Republican Party (United States),Bob Packwood,"717,455",52.14%
1992,Oregon,General election results,General,Candidate,False,Democratic Party (United States),Les AuCoin,"639,851",46.50%
1992,Oregon,General election results,General,Candidate,False,Independent (United States),Harry Lonsdale,"5,793",0.42%
1992,Oregon,General election results,General,Total,False,,,"1,376,033",100.00%
1992,Pennsylvania,1992 U.S. Senate election in Pennsylvania,General,Winning,True,Republican Party (United States),Arlen Specter,"2,358,125",49.10%
1992,Pennsylvania,1992 U.S. Senate election in Pennsylvania,General,Candidate,False,Democratic Party (United States),Lynn Yeakel,"2,224,966",46.33%
1992,Pennsylvania,1992 U.S. Senate election in Pennsylvania,General,Candidate,False,Libertarian Party (United States),John Perry,"219,319",4.57%
1992,Pennsylvania,1992 U.S. Senate election in Pennsylvania,General,Total,False,,,"4,822,410",100.00%
1992,South Carolina,"South Carolina U.S. Senate election, 1992",General,Winning,True,Democratic Party (United States),Ernest Hollings,"591,030",50.1%
1992,South Carolina,"South Carolina U.S. Senate election, 1992",General,Candidate,False,Republican Party (United States),Thomas F. Hartnett,"554,175",46.9%
1992,South Carolina,"South Carolina U.S. Senate election, 1992",General,Candidate,False,Libertarian Party (United States),Mark Johnson,"16,987",1.9%
1992,South Dakota,General election results,General,Winning,True,Democratic Party (United States),Tom Daschle,"217,095",64.90%
1992,South Dakota,General election results,General,Candidate,False,Republican Party (United States),Charlene Haar,"108,733",32.51%
1992,South Dakota,General election results,General,Candidate,False,Libertarian Party (United States),Gus Hercules,"4,353",1.30%
1992,South Dakota,General election results,General,Candidate,False,Independent (United States),Kent Hyde,"4,314",1.29%
1992,Utah,General election results,General,Winning,False,Republican Party (United States),Bob Bennett,"420,069",55.38%
1992,Utah,General election results,General,Candidate,False,Democratic Party (United States),Wayne Owens,"301,228",39.72%
1992,Utah,General election results,General,Candidate,False,Populist Party (United States),Anita Morrow,"17,549",2.31%
1992,Utah,General election results,General,Candidate,False,Libertarian Party (United States),Maury Modine,"14,341",1.89%
1992,Utah,General election results,General,Candidate,False,Socialist Workers Party (United States),Patricia Grogan,"5,292",0.7%
1992,Vermont,General election results,General,Winning,True,Democratic Party (United States),Patrick Leahy,"154,762",54.16%
1992,Vermont,General election results,General,Candidate,False,Republican Party (United States),Jim Douglas,"123,854",43.35%
1992,Vermont,General election results,General,Candidate,False,Liberty Union Party,Jerry Levy,"5,121",1.79%
1992,Washington,1992 United States Senate election in Washington,General,Winning,False,Democratic Party (United States),Patty Murray,"1,197,973",53.99%
1992,Washington,1992 United States Senate election in Washington,General,Candidate,False,Republican Party (United States),Rod Chandler,"1,020,829",46.01%
1992,Washington,1992 United States Senate election in Washington,General,Total,False,,,"2,218,802",100.00%
1992,Wisconsin,General election results,General,Winning,False,Democratic Party (United States),Russ Feingold,"1,290,662",52.58%
1992,Wisconsin,General election results,General,Candidate,True,Republican Party (United States),Bob Kasten,"1,129,599",46.02%
1992,Wisconsin,General election results,General,Candidate,False,Independent (United States),Patrick Johnson,"16,513",0.67%
1992,Wisconsin,General election results,General,Candidate,False,Libertarian Party (United States),William Bittner,"9,147",0.37%
1992,Wisconsin,General election results,General,Candidate,False,Independent (United States),"Mervin A. Hanson, Sr.","3,264",0.13%
1992,Wisconsin,General election results,General,Total,False,,,"2,454,665",100.00%
