Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1938,Alabama,"Alabama special election, April 26, 1938",General,Winning,True,Democratic Party (US),J. Lister Hill,"49,429",100.00%
1938,Alabama,Alabama election,General,Winning,True,Democratic Party (US),J. Lister Hill,"113,413",86.38%
1938,Alabama,Alabama election,General,Candidate,False,Republican Party (US),J. M. Pennington,"17,885",13.62%
1938,Arizona,"United States Senate election in Arizona, 1938",General,Winning,True,Democratic Party (United States),Carl T. Hayden,"82,714",76.52%
1938,Arizona,"United States Senate election in Arizona, 1938",General,Candidate,False,Republican Party (United States),Burt H. Clingan,"25,378",23.48%
1938,Arkansas,1938 U.S. Senate election in Arkansas,General,Winning,True,Democratic Party (United States),Hattie Caraway,"122,883",89.58%
1938,Arkansas,1938 U.S. Senate election in Arkansas,General,Candidate,False,Republican Party (United States),C. D. Atkinson,"14,290",10.42%
1938,Arkansas,1938 U.S. Senate election in Arkansas,General,Total,False,,,"137,173",100.00%
1938,California,1938 United States Senate election in California,General,Winning,False,Democratic Party (United States),Sheridan Downey,"1,372,314",54.43%
1938,California,1938 United States Senate election in California,General,Candidate,False,Republican Party (United States),Philip Bancroft,"1,126,240",44.67%
1938,California,1938 United States Senate election in California,General,Candidate,False,Socialist Party USA,Lillian S. Clemente,"22,569",0.90%
1938,California,1938 United States Senate election in California,General,Total,False,,,"2,521,123",100.00%
1938,Colorado,1938 United States Senate election in Colorado,General,Winning,False,Democratic Party (United States),Alva B. Adams (inc.),"262,806",58.24%
1938,Colorado,1938 United States Senate election in Colorado,General,Candidate,False,Republican Party (United States),Archibald A. Lee,"181,297",40.18%
1938,Colorado,1938 United States Senate election in Colorado,General,Candidate,False,Socialist Party (United States),Carle Whitehead,"3,604",0.80%
1938,Colorado,1938 United States Senate election in Colorado,General,Candidate,False,Independent Progressive,James Allander,"3,522",0.78%
1938,Connecticut,1938 Connecticut Democratic Convention,General,Winning,True,Democratic Party (US),Augustine Lonergan,953.5,87.92%
1938,Connecticut,1938 Connecticut Democratic Convention,General,Candidate,False,Democratic Party (US),Herman P. Kopplemann,106.5,9.82%
1938,Connecticut,1938 Connecticut Democratic Convention,General,Candidate,False,Democratic Party (US),Thomas C. McDonough,24.5,2.26%
1938,Connecticut,1938 Connecticut Democratic Convention,General,Total,False,,,"1,084.5",100.0%
1938,Connecticut,1938 U.S. Senate election in Connecticut,General,Winning,False,Republican Party (US),John A. Danaher,"270,413",42.89%
1938,Connecticut,1938 U.S. Senate election in Connecticut,General,Candidate,True,Democratic Party (US),Augustine Lonergan,"252,426",40.04%
1938,Connecticut,1938 U.S. Senate election in Connecticut,General,Candidate,False,Socialist Party (US),Bellani Trombley,"99,282",15.75%
1938,Connecticut,1938 U.S. Senate election in Connecticut,General,Candidate,False,Socialist Labor Party (US),Joseph Mackay,"6,931",1.10%
1938,Connecticut,1938 U.S. Senate election in Connecticut,General,Candidate,False,Communist Party (United States),Michael A. Russo,615,0.10%
1938,Connecticut,1938 U.S. Senate election in Connecticut,General,Total,False,,,"630,433",100.0%
1938,Georgia,1938 United States Senate election in Georgia,General,Winning,True,Democratic Party (United States),Walter F. George,"66,987",95.11%
