Year,State,Primary_Type,Poll_Source,Date,Sample,MoE,Candidate,Party,Pct,Incumbent
1998,Arizona,General,CNN,"October 12–15, 1998",519 (RV),± 4.3%,John McCain,R,60%,True
1998,Arizona,General,CNN,"July 11–15, 1998",532 (RV),± 4.3%,John McCain,R,58%,True
1998,Arizona,General,CNN,"October 12–15, 1998",519 (RV),± 4.3%,Ed Ranger,D,18%,False
1998,Arizona,General,CNN,"July 11–15, 1998",532 (RV),± 4.3%,Ed Ranger,D,16%,False
1998,Arizona,General,CNN,"July 11–15, 1998",532 (RV),± 4.3%,John Zajac,L,3%,False
1998,Illinois,General,CNN,"October 28–29, 1998",703 (LV),± 4.0%,Carol Moseley Braun,D,45%,True
1998,Illinois,General,CNN,"October 24–26, 1998",813 (LV),± 3.5%,Carol Moseley Braun,D,41%,True
1998,Illinois,General,CNN,"October 17–20, 1998","1,009 (LV)",± 3.0%,Carol Moseley Braun,D,38%,True
1998,Illinois,General,CNN,"October 10–12, 1998",830 (LV),± 3.5%,Carol Moseley Braun,D,37%,True
1998,Illinois,General,CNN,"October 3–6, 1998","1,009 (LV)",± 3.0%,Carol Moseley Braun,D,36%,True
1998,Illinois,General,CNN,"September 19–22, 1998","1,102 (LV)",± 3.0%,Carol Moseley Braun,D,38%,True
1998,Illinois,General,CNN,"September 11–14, 1998",811 (LV),± 3.5%,Carol Moseley Braun,D,37%,True
1998,Illinois,General,Chicago Sun-Times,"September 8–10, 1998",400 (LV),± 4.8%,Carol Moseley Braun,D,35%,True
1998,Illinois,General,St. Louis Dispatch,"August 31 – September 1, 1998",726 (LV),± 4.0%,Carol Moseley Braun,D,35%,True
1998,Illinois,General,St. Louis Dispatch,"August 11–17, 1998","1,109 (RV)",± 4.0%,Carol Moseley Braun,D,39%,True
1998,Illinois,General,St. Louis Dispatch,"July 10–13, 1998",807 (LV),± 3.5%,Carol Moseley Braun,D,46%,True
1998,Illinois,General,University of Illinois,"June 9 – July 3, 1998",465 (LV),± 5.0%,Carol Moseley Braun,D,49%,True
1998,Illinois,General,University of Illinois,"March 8–10, 1998",831 (LV),± 3.0%,Carol Moseley Braun,D,42%,True
1998,Illinois,General,WCIA-TV,"March 5–10, 1998",952 (RV),± 3.0%,Carol Moseley Braun,D,41%,True
1998,Illinois,General,WCIA-TV,"February 6–8, 1998",804 (RV),± 3.5%,Carol Moseley Braun,D,43%,True
1998,Illinois,General,Chicago Tribune,"January 28–29, 1998",700 (RV),± 3.7%,Carol Moseley Braun,D,41%,True
1998,Illinois,General,CNN,"October 28–29, 1998",703 (LV),± 4.0%,Peter Fitzgerald,R,42%,False
1998,Illinois,General,CNN,"October 24–26, 1998",813 (LV),± 3.5%,Peter Fitzgerald,R,49%,False
1998,Illinois,General,CNN,"October 17–20, 1998","1,009 (LV)",± 3.0%,Peter Fitzgerald,R,48%,False
1998,Illinois,General,CNN,"October 10–12, 1998",830 (LV),± 3.5%,Peter Fitzgerald,R,49%,False
1998,Illinois,General,CNN,"October 3–6, 1998","1,009 (LV)",± 3.0%,Peter Fitzgerald,R,49%,False
1998,Illinois,General,CNN,"September 19–22, 1998","1,102 (LV)",± 3.0%,Peter Fitzgerald,R,48%,False
1998,Illinois,General,CNN,"September 11–14, 1998",811 (LV),± 3.5%,Peter Fitzgerald,R,46%,False
1998,Illinois,General,Chicago Sun-Times,"September 8–10, 1998",400 (LV),± 4.8%,Peter Fitzgerald,R,50%,False
1998,Illinois,General,St. Louis Dispatch,"August 31 – September 1, 1998",726 (LV),± 4.0%,Peter Fitzgerald,R,46%,False
1998,Illinois,General,St. Louis Dispatch,"August 11–17, 1998","1,109 (RV)",± 4.0%,Peter Fitzgerald,R,46%,False
1998,Illinois,General,St. Louis Dispatch,"July 10–13, 1998",807 (LV),± 3.5%,Peter Fitzgerald,R,42%,False
1998,Illinois,General,University of Illinois,"June 9 – July 3, 1998",465 (LV),± 5.0%,Peter Fitzgerald,R,31%,False
1998,Illinois,General,University of Illinois,"March 8–10, 1998",831 (LV),± 3.0%,Peter Fitzgerald,R,41%,False
1998,Illinois,General,WCIA-TV,"March 5–10, 1998",952 (RV),± 3.0%,Peter Fitzgerald,R,41%,False
1998,Illinois,General,WCIA-TV,"February 6–8, 1998",804 (RV),± 3.5%,Peter Fitzgerald,R,38%,False
1998,Illinois,General,Chicago Tribune,"January 28–29, 1998",700 (RV),± 3.7%,Peter Fitzgerald,R,35%,False
1998,Nevada,General,CNN,"October 25–27, 1998",817 (LV),± 3.5%,Harry Reid,D,47%,True
1998,Nevada,General,CNN,"September 26–28, 1998",814 (LV),± 3.5%,Harry Reid,D,45%,True
1998,Nevada,General,CNN,"August 24–26, 1998",838 (LV),± 3.5%,Harry Reid,D,46%,True
1998,Nevada,General,CNN,"July 29 – August 4, 1998",837 (LV),± 3.5%,Harry Reid,D,46%,True
1998,Nevada,General,CNN,"June 8–10, 1998",808 (RV),± 3.5%,Harry Reid,D,44%,True
1998,Nevada,General,CNN,"February 19–21, 1998",804 (RV),± 3.5%,Harry Reid,D,45%,True
1998,Nevada,General,CNN,"October 25–27, 1998",817 (LV),± 3.5%,John Ensign,R,45%,False
1998,Nevada,General,CNN,"September 26–28, 1998",814 (LV),± 3.5%,John Ensign,R,44%,False
1998,Nevada,General,CNN,"August 24–26, 1998",838 (LV),± 3.5%,John Ensign,R,41%,False
1998,Nevada,General,CNN,"July 29 – August 4, 1998",837 (LV),± 3.5%,John Ensign,R,40%,False
1998,Nevada,General,CNN,"June 8–10, 1998",808 (RV),± 3.5%,John Ensign,R,41%,False
1998,Nevada,General,CNN,"February 19–21, 1998",804 (RV),± 3.5%,John Ensign,R,36%,False
1998,New Hampshire,General,CNN,"September 28–29, 1998",627 (LV),± 4.0%,Judd Gregg,R,63%,True
1998,New Hampshire,General,CNN,"September 9–10, 1998",634 (LV),± 4.0%,Judd Gregg,R,61%,True
1998,New Hampshire,General,CNN,"September 9–10, 1998",494 (RV),± 4.4%,Judd Gregg,R,63%,True
1998,New Hampshire,General,WMUR-TV,"June 26–28, 1998",489 (RV),± 4.4%,Judd Gregg,R,67%,True
1998,New Hampshire,General,CNN,"September 28–29, 1998",627 (LV),± 4.0%,George Condodemetraky,D,23%,False
1998,New Hampshire,General,CNN,"September 9–10, 1998",634 (LV),± 4.0%,George Condodemetraky,D,24%,False
1998,New Hampshire,General,CNN,"September 9–10, 1998",494 (RV),± 4.4%,George Condodemetraky,D,18%,False
1998,New Hampshire,General,WMUR-TV,"June 26–28, 1998",489 (RV),± 4.4%,George Condodemetraky,D,13%,False
1998,Pennsylvania,General,CNN,"October 25–27, 1998",807 (LV),± 3.5%,Arlen Specter,R,57%,True
1998,Pennsylvania,General,CNN,"October 3–6, 1998",801 (LV),± 3.5%,Arlen Specter,R,55%,True
1998,Pennsylvania,General,Millersville University,"September 25–29, 1998",629 (A),± 4.6%,Arlen Specter,R,52%,True
1998,Pennsylvania,General,Millersville University,"September 14–16, 1998",806 (LV),± 3.5%,Arlen Specter,R,58%,True
1998,Pennsylvania,General,Millersville University,"August 2–4, 1998",806 (LV),± 3.5%,Arlen Specter,R,57%,True
1998,Pennsylvania,General,Millersville University,"July 8–28, 1998",451 (RV),± 4.6%,Arlen Specter,R,56%,True
1998,Pennsylvania,General,CNN,"October 25–27, 1998",807 (LV),± 3.5%,William Lloyd Jr.,D,34%,False
1998,Pennsylvania,General,CNN,"October 3–6, 1998",801 (LV),± 3.5%,William Lloyd Jr.,D,31%,False
1998,Pennsylvania,General,Millersville University,"September 25–29, 1998",629 (A),± 4.6%,William Lloyd Jr.,D,27%,False
1998,Pennsylvania,General,Millersville University,"September 14–16, 1998",806 (LV),± 3.5%,William Lloyd Jr.,D,27%,False
1998,Pennsylvania,General,Millersville University,"August 2–4, 1998",806 (LV),± 3.5%,William Lloyd Jr.,D,25%,False
1998,Pennsylvania,General,Millersville University,"July 8–28, 1998",451 (RV),± 4.6%,William Lloyd Jr.,D,26%,False
1998,Wisconsin,General,CNN,"October 21–24, 1998",600 (LV),± 4.0%,Russ Feingold,D,46%,True
