Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1970,Alaska (special),Open primary results,Primary,Winning,True,Republican Party (US),Ted Stevens,"39,062",55.91
1970,Alaska (special),Open primary results,Primary,Winning,False,Democratic Party (US),Wendell P. Kay,"16,729",23.94
1970,Alaska (special),Open primary results,Primary,Candidate,False,Democratic Party (US),Joe Josephson,"12,730",18.22
1970,Alaska (special),Open primary results,Primary,Candidate,False,Republican Party (US),Fritz Singer,"1,349",1.93
1970,Alaska (special),Open primary results,Primary,Total,False,,,"69,870",100.00
1970,Arizona,Democratic primary results,Primary,Winning,False,Democratic Party (United States),Sam Grossman,"78,006",65.2%
1970,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),John Kruglick,"27,324",22.9%
1970,Arizona,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),H. L. Kelly,"14,238",11.9%
1970,Arizona,Democratic primary results,Primary,Total,False,,,"119,568",100.0
1970,California,1970 Republican U.S. Senate primary,Primary,Winning,True,Republican Party (United States),George Murphy,"1,325,271",64.30%
1970,California,1970 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Norton Simon,"670,702",32.54%
1970,California,1970 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Robert R. Barry,"30,558",1.48%
1970,California,1970 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Katharine Marros,"22,238",1.08%
1970,California,1970 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Robert Amequista,"12,336",0.60%
1970,California,1970 Republican U.S. Senate primary,Primary,Total,False,,,"2,061,105",100.00
1970,California,1970 Democratic U.S. Senate primary results,Primary,Winning,False,Democratic Party (United States),John V. Tunney,"1,010,812",41.58%
1970,California,1970 Democratic U.S. Senate primary results,Primary,Candidate,False,Democratic Party (United States),George Brown Jr.,"812,463",33.42%
1970,California,1970 Democratic U.S. Senate primary results,Primary,Candidate,False,Democratic Party (United States),Kenneth Hahn,"417,970",17.19%
1970,California,1970 Democratic U.S. Senate primary results,Primary,Candidate,False,Democratic Party (United States),Eileen Anderson,"60,977",2.51%
1970,California,1970 Democratic U.S. Senate primary results,Primary,Candidate,False,Democratic Party (United States),Arthur Bell Jr.,"48,878",2.01%
1970,California,1970 Democratic U.S. Senate primary results,Primary,Candidate,False,Democratic Party (United States),Leonard Kurland,"43,923",1.81%
1970,California,1970 Democratic U.S. Senate primary results,Primary,Candidate,False,Democratic Party (United States),Louis Di Salvo,"35,829",1.47%
1970,California,1970 Democratic U.S. Senate primary results,Primary,Total,False,,,"2,430,852",100.00
1970,Connecticut,1970 Democratic Senate primary,Primary,Winning,False,Democratic Party (United States),Joseph Duffey,"79,166",43.55%
1970,Connecticut,1970 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Alphonsus Donahue,"66,916",36.81%
1970,Connecticut,1970 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Edward L. Marcus,"35,715",19.64%
1970,Connecticut,1970 Democratic Senate primary,Primary,Total,False,,,"181,797",100.00%
1970,Connecticut,1970 Republican Senate primary,Primary,Winning,False,Republican Party (United States),Lowell Weicker,"77,057",60.34%
1970,Connecticut,1970 Republican Senate primary,Primary,Candidate,False,Republican Party (United States),John Lupton,"50,657",39.66%
1970,Connecticut,1970 Republican Senate primary,Primary,Total,False,,,"127,714",100.00%
1970,Florida,Democratic Party primary results,Primary,Winning,False,Democratic Party (United States),C. Farris Bryant,"240,222",32.90
1970,Florida,Democratic Party primary results,Primary,Winning,False,Democratic Party (United States),Lawton Chiles,"188,300",25.79
1970,Florida,Democratic Party primary results,Primary,Candidate,False,Democratic Party (United States),Frederick H. Schultz,"175,745",24.07
1970,Florida,Democratic Party primary results,Primary,Candidate,False,Democratic Party (United States),Alcee Hastings,"91,948",12.59
1970,Florida,Democratic Party primary results,Primary,Candidate,False,Democratic Party (United States),Joel Daves,"33,939",4.65
1970,Florida,Democratic Party primary results,Primary,Total,False,,,"730,154",100.00
1970,Florida,Democratic Party primary runoff results,Primary,Winning,False,Democratic Party (United States),Lawton Chiles,"474,420",65.74
1970,Florida,Democratic Party primary runoff results,Primary,Candidate,False,Democratic Party (United States),Farris Bryant,"247,211",34.26
1970,Florida,Democratic Party primary runoff results,Primary,Total,False,,,"721,631",100.00
1970,Florida,Republican Primary results,Primary,Winning,False,Republican Party (United States),Bill Cramer,"220,553",62.52
1970,Florida,Republican Primary results,Primary,Candidate,False,Republican Party (United States),G. Harrold Carswell,"121,281",34.38
1970,Florida,Republican Primary results,Primary,Candidate,False,Republican Party (United States),George Balmer,"10,947",3.10
1970,Florida,Republican Primary results,Primary,Total,False,,,"352,781",100.00
1970,Hawaii,Democratic Senate primary,Primary,Winning,False,Democratic Party (United States),Cecil Heftel,"78,934",62.44%
1970,Hawaii,Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Tony Hodges,"30,430",24.07%
1970,Hawaii,Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Neil Abercrombie,"17,058",13.49%
1970,Hawaii,Democratic Senate primary,Primary,Total,False,,,"126,422",100.00%
1970,Illinois (special),Republican primary,Primary,Winning,True,Republican Party (United States),Ralph Tyler Smith,"414,489",58.84
1970,Illinois (special),Republican primary,Primary,Candidate,False,Republican Party (United States),William H. Rentschler,"271,648",38.57
1970,Illinois (special),Republican primary,Primary,Candidate,False,Republican Party (United States),[[Lawrence Joseph Sarsfield Daly,"18,244",2.59
1970,Illinois (special),Republican primary,Primary,Write-in,False,,,16,0.00
1970,Illinois (special),Republican primary,Primary,Total,False,,,"704,397",100
1970,Illinois (special),Democratic primary,Primary,Winning,False,Democratic Party (United States),[[Adlai Stevenson III,"676,689",99.99
1970,Illinois (special),Democratic primary,Primary,Write-in,False,,,61,0.01
1970,Illinois (special),Democratic primary,Primary,Total,False,,,"676,750",100
1970,Maine,Republican primary results,Primary,Winning,False,Republican Party (United States),Neil S. Bishop,"45,216",59.83
