Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2008,Alabama,Republican primary results,Primary,Winning,True,Jeff Sessions,Republican Party (United States),"199,690",92.27%
2008,Alabama,Republican primary results,Primary,Candidate,False,Earl Mack Gavin,Republican Party (United States),"16,718",7.73%
2008,Alabama,Republican primary results,Primary,Total,False,,,"216,408",100.00%
2008,Alabama,Democratic primary results,Primary,Winning,False,Vivian Davis Figures,Democratic Party (United States),"112,074",63.72%
2008,Alabama,Democratic primary results,Primary,Candidate,False,Johnny Swanson,Democratic Party (United States),"38,757",22.03%
2008,Alabama,Democratic primary results,Primary,Candidate,False,Mark Townsend,Democratic Party (United States),"25,058",14.25%
2008,Alabama,Democratic primary results,Primary,Total,False,,,"175,889",100.00%
2008,Alaska,Democratic–Libertarian–Independence primary results,Primary,Winning,False,Mark Begich,Democratic Party (Alaska),"63,747",84.12%
2008,Alaska,Democratic–Libertarian–Independence primary results,Primary,Winning,False,[[Bob Bird (activist),Alaskan Independence Party,"4,216",5.56%
2008,Alaska,Democratic–Libertarian–Independence primary results,Primary,Winning,False,Fredrick Haase,Alaska Libertarian Party,"1,375",1.81%
2008,Alaska,Democratic–Libertarian–Independence primary results,Primary,Candidate,False,Ray Metcalfe,Democratic Party (Alaska),"5,480",7.23%
2008,Alaska,Democratic–Libertarian–Independence primary results,Primary,Candidate,False,Frank Vondersaar,Democratic Party (Alaska),965,1.27%
2008,Alaska,Democratic–Libertarian–Independence primary results,Primary,Total,False,,,"75,783",100.00%
2008,Alaska,Republican primary results,Primary,Winning,True,Ted Stevens,Republican Party (United States),"66,900",63.52%
2008,Alaska,Republican primary results,Primary,Candidate,False,David Cuddy,Republican Party (United States),"28,364",26.93%
2008,Alaska,Republican primary results,Primary,Candidate,False,Vic Vickers,Republican Party (United States),"6,102",5.79%
2008,Alaska,Republican primary results,Primary,Candidate,False,Michael Corey,Republican Party (United States),"1,496",1.42%
2008,Alaska,Republican primary results,Primary,Candidate,False,Roderic Sikma,Republican Party (United States),"1,133",1.08%
2008,Alaska,Republican primary results,Primary,Candidate,False,Rich Wanda,Republican Party (United States),732,0.69%
2008,Alaska,Republican primary results,Primary,Candidate,False,Gerald Heikes,Republican Party (United States),599,0.57%
2008,Alaska,Republican primary results,Primary,Total,False,,,"105,326",100.00%
2008,Colorado,Democratic primary results,Primary,Winning,False,Mark Udall,Democratic Party (United States),"194,227",100.00%
2008,Colorado,Democratic primary results,Primary,Total,False,,,"194,227",100.00%
2008,Colorado,Republican primary results,Primary,Winning,False,Bob Schaffer,Republican Party (United States),"239,212",100.00%
2008,Colorado,Republican primary results,Primary,Total,False,,,"239,212",100.00%
2008,Georgia,2008 Georgia U.S. Senate Republican primary election,Primary,Winning,True,Saxby Chambliss,Republican Party (United States),"392,902",100.0%
2008,Georgia,2008 Georgia U.S. Senate Democratic primary election,Primary,Winning,False,Vernon Jones,Democratic Party (United States),"199,026",40.4%
2008,Georgia,2008 Georgia U.S. Senate Democratic primary election,Primary,Winning,False,Jim Martin,Democratic Party (United States),"169,635",34.4%
2008,Georgia,2008 Georgia U.S. Senate Democratic primary election,Primary,Candidate,False,Dale Cardwell,Democratic Party (United States),"79,181",16.1%
2008,Georgia,2008 Georgia U.S. Senate Democratic primary election,Primary,Candidate,False,Rand Knight,Democratic Party (United States),"25,667",5.2%
