Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2024,Minnesota,Republican primary results,Primary,Candidate,False,Alycia Gruenhagen,Republican Party (United States),"15,017",7.73%
2024,Minnesota,Republican primary results,Primary,Candidate,False,John Berman,Republican Party (United States),"14,158",7.29%
2024,Minnesota,Republican primary results,Primary,Candidate,False,Patrick Munro,Republican Party (United States),"9,444",4.86%
2024,Minnesota,Republican primary results,Primary,Candidate,False,Christopher Seymore,Republican Party (United States),"5,020",2.58%
2024,Minnesota,Republican primary results,Primary,Candidate,False,Loner Blue,Republican Party (United States),"2,727",1.40%
2024,Minnesota,Republican primary results,Primary,Total,False,,,"194,326",100.0%
2024,Mississippi,Republican primary results,Primary,Winning,True,Roger Wicker,Mississippi Republican Party,"152,086",61.40%
2024,Mississippi,Republican primary results,Primary,Candidate,False,Ghannon Burton,Mississippi Republican Party,"61,387",24.78%
2024,Mississippi,Republican primary results,Primary,Candidate,False,Dan Eubanks,Mississippi Republican Party,"34,238",13.82%
2024,Mississippi,Republican primary results,Primary,Total,False,,,"247,711",100.00%
2024,Mississippi,Democratic primary results,Primary,Winning,False,Ty Pinkins,Democratic Party (United States),"82,264",100.0%
2024,Mississippi,Democratic primary results,Primary,Total,False,,,"82,264",100.0%
2024,Missouri,Republican primary results,Primary,Winning,True,Josh Hawley,Republican Party (United States),"607,602",100.0%
2024,Missouri,Republican primary results,Primary,Total,False,,,"607,602",100.0%
2024,Missouri,Democratic primary results,Primary,Winning,False,Lucas Kunce,Democratic Party (United States),"255,775",67.64%
2024,Missouri,Democratic primary results,Primary,Candidate,False,Karla May,Democratic Party (United States),"87,908",23.25%
2024,Missouri,Democratic primary results,Primary,Candidate,False,December Harmon,Democratic Party (United States),"26,804",7.09%
2024,Missouri,Democratic primary results,Primary,Candidate,False,Mita Biswas,Democratic Party (United States),"7,647",2.02%
2024,Missouri,Democratic primary results,Primary,Total,False,,,"378,134",100.0%
2024,Missouri,Libertarian primary results,Primary,Winning,False,W.C. Young,Libertarian Party (United States),"2,437",100.0%
2024,Missouri,Libertarian primary results,Primary,Total,False,,,"2,437",100.0%
2024,Montana,Democratic primary results,Primary,Winning,True,Jon Tester,Democratic Party (United States),"104,279",96.96%
2024,Montana,Democratic primary results,Primary,Candidate,False,Michael Hummert,Democratic Party (United States),"3,272",3.04%
2024,Montana,Democratic primary results,Primary,Total,False,,,"107,551",100.00%
2024,Montana,Republican primary results,Primary,Winning,False,Tim Sheehy,Republican Party (United States),"139,857",73.60%
2024,Montana,Republican primary results,Primary,Candidate,False,[[Brad Johnson (Montana politician),Republican Party (United States),"36,926",19.43%
2024,Montana,Republican primary results,Primary,Candidate,False,Charles Walkingchild Sr.,Republican Party (United States),"13,229",6.96%
2024,Montana,Republican primary results,Primary,Total,False,,,"190,012",100.00%
2024,Montana,Green primary results,Primary,Winning,False,Michael Downey,Green Party (United States),679,62.4%
2024,Montana,Green primary results,Primary,Candidate,False,Robert Barb,Green Party (United States),410,37.6%
2024,Montana,Green primary results,Primary,Total,False,,,"1,089",100.0%
2024,Nebraska,Republican primary results,Primary,Winning,True,Deb Fischer,Republican Party (United States),"174,820",79.76%
2024,Nebraska,Republican primary results,Primary,Candidate,False,Arron Kowalski,Republican Party (United States),"44,334",20.24%
2024,Nebraska,Republican primary results,Primary,Total,False,,,"219,154",100.00%
2024,Nebraska,Legal Marijuana NOW Party primary results,Primary,Winning,False,Kerry Eddy,Nebraska Legal Marijuana NOW Party,743,70.83%
2024,Nebraska,Legal Marijuana NOW Party primary results,Primary,Candidate,False,Kenneth Peterson,Nebraska Legal Marijuana NOW Party,306,29.17%
2024,Nebraska,Legal Marijuana NOW Party primary results,Primary,Total,False,,,"1,049",100.00%
2024,Nebraska (special),Republican primary results,Primary,Winning,True,Pete Ricketts,Republican Party (United States),"173,118",78.16%
2024,Nebraska (special),Republican primary results,Primary,Candidate,False,John Glen Weaver,Republican Party (United States),"32,529",14.69%
2024,Nebraska (special),Republican primary results,Primary,Candidate,False,Mac Stevens,Republican Party (United States),"13,669",6.17%
2024,Nebraska (special),Republican primary results,Primary,Total,False,,,"219,316",100.00%
2024,Nebraska (special),Democratic primary results,Primary,Winning,False,Preston Love Jr.,Democratic Party (United States),"85,114",100.00%
2024,Nebraska (special),Democratic primary results,Primary,Total,False,,,"85,114",100.00%
2024,Nevada,Democratic primary results,Primary,Winning,True,Jacky Rosen,Democratic Party (United States),"144,090",91.51%
2024,Nevada,Democratic primary results,Primary,Candidate,False,Troy Zakari Walker,Democratic Party (United States),"5,899",3.75%
2024,Nevada,Democratic primary results,Primary,Candidate,False,None of These Candidates,Democratic Party (United States),"3,951",2.51%
2024,Nevada,Democratic primary results,Primary,Candidate,False,Mike Schaefer,Democratic Party (United States),"3,521",2.24%
2024,Nevada,Democratic primary results,Primary,Total,False,,,"157,461",100.0%
2024,Nevada,Republican primary results,Primary,Winning,False,[[Sam Brown (military),Republican Party (United States),"103,102",60.17%
2024,Nevada,Republican primary results,Primary,Candidate,False,Jeffrey Ross Gunter,Republican Party (United States),"24,987",14.58%
2024,Nevada,Republican primary results,Primary,Candidate,False,Jim Marchant,Republican Party (United States),"11,190",6.53%
2024,Nevada,Republican primary results,Primary,Candidate,False,Tony Grady Jr.,Republican Party (United States),"9,565",5.58%
2024,Nevada,Republican primary results,Primary,Candidate,False,None of These Candidates,Republican Party (United States),"7,164",4.18%
2024,Nevada,Republican primary results,Primary,Candidate,False,William Conrad,Republican Party (United States),"6,038",3.52%
2024,Nevada,Republican primary results,Primary,Candidate,False,Stephanie Phillips,Republican Party (United States),"3,828",2.23%
2024,Nevada,Republican primary results,Primary,Candidate,False,Garn Mabey,Republican Party (United States),"1,818",1.06%
2024,Nevada,Republican primary results,Primary,Candidate,False,Ronda Kennedy,Republican Party (United States),"1,786",1.04%
2024,Nevada,Republican primary results,Primary,Candidate,False,Barry Lindemann,Republican Party (United States),852,0.50%
2024,Nevada,Republican primary results,Primary,Candidate,False,Edward Hamilton,Republican Party (United States),478,0.28%
2024,Nevada,Republican primary results,Primary,Candidate,False,Vincent Rego,Republican Party (United States),311,0.18%
2024,Nevada,Republican primary results,Primary,Candidate,False,Gary Marinch,Republican Party (United States),231,0.13%
2024,Nevada,Republican primary results,Primary,Total,False,,,"171,350",100.0%
2024,New Jersey,Democratic primary results,Primary,Winning,False,[[Andy Kim (politician),Democratic Party (United States),"392,602",74.83%
2024,New Jersey,Democratic primary results,Primary,Candidate,False,Patricia Campos-Medina,Democratic Party (United States),"84,286",16.06%
2024,New Jersey,Democratic primary results,Primary,Candidate,False,Lawrence Hamm,Democratic Party (United States),"47,796",9.11%
2024,New Jersey,Democratic primary results,Primary,Total,False,,,"524,684",100.0%
2024,New Jersey,Republican primary results,Primary,Winning,False,Curtis Bashaw,Republican Party (United States),"144,869",45.57%
2024,New Jersey,Republican primary results,Primary,Candidate,False,Christine Serrano Glassner,Republican Party (United States),"121,986",38.38%
2024,New Jersey,Republican primary results,Primary,Candidate,False,Justin Murphy,Republican Party (United States),"35,954",11.31%
2024,New Jersey,Republican primary results,Primary,Candidate,False,Albert Harshaw,Republican Party (United States),"15,064",4.74%
2024,New Jersey,Republican primary results,Primary,Total,False,,,"317,873",100.0%
2024,New Mexico,Democratic primary results,Primary,Winning,True,Martin Heinrich,Democratic Party (United States),"122,961",100.0%
2024,New Mexico,Democratic primary results,Primary,Total,False,,,"122,961",100.0%
2024,New Mexico,Republican primary results,Primary,Winning,False,Nella Domenici,Republican Party (United States),"79,809",100.0%
2024,New Mexico,Republican primary results,Primary,Total,False,,,"79,809",100.0%
2024,North Dakota,Republican primary results,Primary,Winning,True,Kevin Cramer,Republican Party (United States),"82,692",100.00%
2024,North Dakota,Republican primary results,Primary,Total,False,,,"82,692",100.00%
2024,North Dakota,Democratic–NPL primary results,Primary,Winning,False,Katrina Christiansen,North Dakota Democratic–Nonpartisan League Party,"19,690",100.00%
2024,North Dakota,Democratic–NPL primary results,Primary,Total,False,,,"19,690",100.00%
2024,Ohio,Democratic primary results,Primary,Winning,True,Sherrod Brown,Democratic Party (United States),"535,305",100.0%
2024,Ohio,Democratic primary results,Primary,Total,False,,,"535,305",100.0%
2024,Ohio,Republican primary results,Primary,Winning,False,Bernie Moreno,Ohio Republican Party,"557,626",50.48%
2024,Ohio,Republican primary results,Primary,Candidate,False,Matt Dolan,Ohio Republican Party,"363,013",32.86%
2024,Ohio,Republican primary results,Primary,Candidate,False,Frank LaRose,Ohio Republican Party,"184,111",16.67%
2024,Ohio,Republican primary results,Primary,Total,False,,,"1,104,750",100.0%
2024,Pennsylvania,Democratic primary results,Primary,Winning,True,Bob Casey Jr.,Democratic Party (United States),"1,024,545",100.00%
2024,Pennsylvania,Democratic primary results,Primary,Total,False,,,"1,024,545",100.00%
2024,Pennsylvania,Republican primary results,Primary,Winning,False,Dave McCormick,Republican Party (United States),"878,320",100.00%
2024,Pennsylvania,Republican primary results,Primary,Total,False,,,"878,320",100.00%
2024,Rhode Island,Democratic primary results,Primary,Winning,True,Sheldon Whitehouse,Democratic Party (United States),"49,401",83.77%
2024,Rhode Island,Democratic primary results,Primary,Candidate,False,Michael Costa,Democratic Party (United States),"9,572",16.23%
2024,Rhode Island,Democratic primary results,Primary,Total,False,,,"58,973",100.0%
2024,Rhode Island,Republican primary results,Primary,Winning,False,Patricia Morgan,Republican Party (United States),"12,108",64.44%
2024,Rhode Island,Republican primary results,Primary,Candidate,False,Raymond McKay,Republican Party (United States),"6,681",35.56%
2024,Rhode Island,Republican primary results,Primary,Total,False,,,"18,789",100.0%
2024,Tennessee,Republican primary results,Primary,Winning,True,Marsha Blackburn,Republican Party (United States),"367,799",89.48%
2024,Tennessee,Republican primary results,Primary,Candidate,False,Tres Wittum,Republican Party (United States),"43,244",10.52%
2024,Tennessee,Republican primary results,Primary,Write-in,False,,,2,<0.01%
2024,Tennessee,Republican primary results,Primary,Total,False,,,"411,045",100.00%
2024,Tennessee,Democratic primary results,Primary,Winning,False,[[Gloria Johnson (politician),Democratic Party (United States),"143,962",70.20%
2024,Tennessee,Democratic primary results,Primary,Candidate,False,Marquita Bradshaw,Democratic Party (United States),"44,657",21.78%
2024,Tennessee,Democratic primary results,Primary,Candidate,False,Lola Brown,Democratic Party (United States),"10,027",4.89%
2024,Tennessee,Democratic primary results,Primary,Candidate,False,Civil Miller-Watkins,Democratic Party (United States),"6,420",3.13%
2024,Tennessee,Democratic primary results,Primary,Total,False,,,"205,066",100.00%
2024,Texas,Republican primary results,Primary,Winning,True,Ted Cruz,Republican Party (United States),"1,977,961",88.30%
2024,Texas,Republican primary results,Primary,Candidate,False,Holland Gibson,Republican Party (United States),"134,011",5.98%
2024,Texas,Republican primary results,Primary,Candidate,False,Rufus Lopez,Republican Party (United States),"127,986",5.71%
2024,Texas,Republican primary results,Primary,Total,False,,,"2,239,958",100.00%
2024,Texas,Democratic primary results,Primary,Winning,False,Colin Allred,Texas Democratic Party,"569,585",58.87%
2024,Texas,Democratic primary results,Primary,Candidate,False,[[Roland Gutierrez (politician),Texas Democratic Party,"160,978",16.64%
2024,Texas,Democratic primary results,Primary,Candidate,False,Mark Gonzalez,Texas Democratic Party,"85,228",8.81%
2024,Texas,Democratic primary results,Primary,Candidate,False,Meri Gomez,Texas Democratic Party,"44,166",4.56%
2024,Texas,Democratic primary results,Primary,Candidate,False,[[Carl O. Sherman,Texas Democratic Party,"31,694",3.28%
2024,Texas,Democratic primary results,Primary,Candidate,False,Robert Hassan,Texas Democratic Party,"21,855",2.26%
2024,Texas,Democratic primary results,Primary,Candidate,False,Steven Keough,Texas Democratic Party,"21,801",2.25%
2024,Texas,Democratic primary results,Primary,Candidate,False,Heli Rodriguez-Prilliman,Texas Democratic Party,"18,801",1.94%
2024,Texas,Democratic primary results,Primary,Candidate,False,Thierry Tchenko,Texas Democratic Party,"13,395",1.38%
2024,Texas,Democratic primary results,Primary,Total,False,,,"967,503",100.00%
2024,Utah,Republican primary results,Primary,Winning,False,John Curtis,Republican Party (United States),"206,094",48.73%
2024,Utah,Republican primary results,Primary,Candidate,False,Trent Staggs,Republican Party (United States),"138,143",32.66%
2024,Utah,Republican primary results,Primary,Candidate,False,[[Brad Wilson (politician),Republican Party (United States),"53,134",12.56%
2024,Utah,Republican primary results,Primary,Candidate,False,Jason Walton,Republican Party (United States),"25,604",6.05%
2024,Utah,Republican primary results,Primary,Total,False,,,"422,975",100.00%
2024,Vermont,Republican primary results,Primary,Winning,False,Gerald Malloy,Vermont Republican Party,"20,383",96.4%
2024,Vermont,Republican primary results,Primary,Write-in,False,,,772,3.6%
2024,Vermont,Republican primary results,Primary,Total,False,,,"21,155",100.0%
2024,Virginia,Republican primary results,Primary,Winning,False,Hung Cao,Republican Party (United States),"168,868",61.79%
2024,Virginia,Republican primary results,Primary,Candidate,False,Scott Parkinson,Republican Party (United States),"29,940",10.95%
2024,Virginia,Republican primary results,Primary,Candidate,False,Eddie Garcia,Republican Party (United States),"26,777",9.80%
2024,Virginia,Republican primary results,Primary,Candidate,False,Chuck Smith,Republican Party (United States),"24,108",8.82%
2024,Virginia,Republican primary results,Primary,Candidate,False,Jonathan Emord,Republican Party (United States),"23,614",8.64%
2024,Virginia,Republican primary results,Primary,Total,False,,,"273,307",100.00%
2024,Washington,Blanket primary results,Primary,Winning,True,Maria Cantwell,Democratic Party (United States),"1,114,327",57.18%
2024,Washington,Blanket primary results,Primary,Winning,False,Raul Garcia,Republican Party (United States),"431,182",22.13%
2024,Washington,Blanket primary results,Primary,Candidate,False,Scott Nazarino,Republican Party (United States),"111,386",5.72%
2024,Washington,Blanket primary results,Primary,Candidate,False,Isaac Holyk,Republican Party (United States),"110,701",5.68%
2024,Washington,Blanket primary results,Primary,Candidate,False,Mel Ram,Republican Party (United States),"86,956",4.46%
2024,Washington,Blanket primary results,Primary,Candidate,False,Chuck Jackson,Independent,"21,055",1.08%
2024,Washington,Blanket primary results,Primary,Candidate,False,David Tilton,Independent,"17,561",0.90%
2024,Washington,Blanket primary results,Primary,Candidate,False,Paul Giesick,Democratic Party (United States),"17,433",0.89%
2024,Washington,Blanket primary results,Primary,Candidate,False,Goodspaceguy,Republican Party (United States),"16,826",0.86%
2024,Washington,Blanket primary results,Primary,Candidate,False,Thor Amundson,Independent,"10,587",0.54%
2024,Washington,Blanket primary results,Primary,Candidate,False,Henry Dennison,Socialist Workers Party (United States),"7,840",0.40%
2024,Washington,Blanket primary results,Primary,Write-in,False,,,"2,862",0.15%
2024,Washington,Blanket primary results,Primary,Total,False,,,"1,948,716",100.0%
2024,West Virginia,Democratic primary results,Primary,Winning,False,Glenn Elliott,West Virginia Democratic Party,"46,176",45.40%
2024,West Virginia,Democratic primary results,Primary,Candidate,False,Zach Shrewsbury,West Virginia Democratic Party,"36,754",36.14%
2024,West Virginia,Democratic primary results,Primary,Candidate,False,Don Blankenship,West Virginia Democratic Party,"18,778",18.46%
2024,West Virginia,Democratic primary results,Primary,Total,False,,,"101,708",100.00%
2024,West Virginia,Republican primary results,Primary,Winning,False,Jim Justice,West Virginia Republican Party,"138,307",61.84%
2024,West Virginia,Republican primary results,Primary,Candidate,False,Alex Mooney,West Virginia Republican Party,"59,348",26.54%
2024,West Virginia,Republican primary results,Primary,Candidate,False,Bryan Bird,West Virginia Republican Party,"7,001",3.13%
2024,West Virginia,Republican primary results,Primary,Candidate,False,Bryan McKinney,West Virginia Republican Party,"6,573",2.94%
2024,West Virginia,Republican primary results,Primary,Candidate,False,Zane Lawhorn,West Virginia Republican Party,"4,517",2.02%
2024,West Virginia,Republican primary results,Primary,Candidate,False,Janet McNulty,West Virginia Republican Party,"4,404",1.97%
2024,West Virginia,Republican primary results,Primary,Candidate,False,Don Lindsay,West Virginia Republican Party,"3,503",1.57%
2024,West Virginia,Republican primary results,Primary,Total,False,,,"223,653",100.00%
2024,Wisconsin,Democratic primary results,Primary,Winning,True,Tammy Baldwin,Democratic Party (US),"639,049",99.81%
2024,Wisconsin,Democratic primary results,Primary,Write-in,False,,,"1,198",0.19%
2024,Wisconsin,Democratic primary results,Primary,Total,False,,,"640,247",100.0%
2024,Wisconsin,Republican primary results,Primary,Winning,False,Eric Hovde,Republican Party (United States),"477,197",86.21%
2024,Wisconsin,Republican primary results,Primary,Candidate,False,Charles Barman,Republican Party (United States),"40,990",7.40%
2024,Wisconsin,Republican primary results,Primary,Candidate,False,Rejani Raveendran,Republican Party (United States),"34,612",6.25%
2024,Wisconsin,Republican primary results,Primary,Write-in,False,,,748,0.14%
2024,Wisconsin,Republican primary results,Primary,Total,False,,,"553,547",100.0%
2024,Wyoming,Republican primary results,Primary,Winning,True,John Barrasso,Republican Party (United States),"70,494",67.9%
2024,Wyoming,Republican primary results,Primary,Candidate,False,Reid Rasner,Republican Party (United States),"25,427",24.5%
2024,Wyoming,Republican primary results,Primary,Candidate,False,John Holtz,Republican Party (United States),"7,868",7.6%
2024,Wyoming,Republican primary results,Primary,Total,False,,,"103,789",100.0%
2024,Wyoming,Democratic primary results,Primary,Winning,False,Scott Morrow,Democratic Party (United States),"10,088",100.0%
2024,Wyoming,Democratic primary results,Primary,Total,False,,,"10,088",100.0%
