year,level,state,state_code,district,candidate,party,percentage,winner,incumbent,open_seat
1932,house,Connecticut,CT,1,Herman P. Kopplemann,Democratic,48.8,True,False,True
1932,house,Connecticut,CT,1,Clarence W. Seymour,Republican,47.5,False,False,True
1932,house,Connecticut,CT,2,William L. Higgins,Republican,49.4,True,False,False
1932,house,Connecticut,CT,2,William C. Fox,Democratic,49.2,False,False,False
1932,house,Connecticut,CT,3,Francis T. Maloney,Democratic,48.4,True,False,True
1932,house,Connecticut,CT,3,T. A. D. Jones,Republican,46.2,False,False,True
1932,house,Connecticut,CT,4,Schuyler Merritt,Republican,49.7,True,False,False
1932,house,Connecticut,CT,4,William L. Tierney,Democratic,44.5,False,True,False
1932,house,Connecticut,CT,5,Edward W. Goss,Republican,49.4,True,True,False
1932,house,Connecticut,CT,5,Martin E. Gormley,Democratic,49.3,False,False,False
1932,house,Connecticut,CT,AL,Charles M. Bakewell,Republican,48.0,True,False,True
1932,house,Connecticut,CT,AL,William M. Citron,Democratic,47.7,False,False,True
1932,house,Delaware,DE,AL,Wilbur L. Adams,Democratic,46.1,True,False,True
1932,house,Delaware,DE,AL,Reuben Satterthwaite Jr.,Republican,43.6,False,False,True
1932,house,Florida,FL,1,J. Hardin Peterson,Democratic,76.4,True,False,False
1932,house,Florida,FL,1,Arthur R. Thompson,Republican,23.6,False,False,False
1932,house,Florida,FL,2,Robert A. Green,Democratic,100.0,True,True,False
1932,house,Florida,FL,3,Millard Caldwell,Democratic,100.0,True,False,False
1932,house,Florida,FL,4,J. Mark Wilcox,Democratic,100.0,True,False,False
1932,house,Florida,FL,AL,William J. Sears,Democratic,75.2,True,False,True
1932,house,Florida,FL,AL,Glenn B. Skipper,Republican,24.8,False,False,True
1932,house,Georgia,GA,1,Homer C. Parker,Democratic,93.4,True,True,False
1932,house,Georgia,GA,1,E. K. Overstreet Jr.,Republican,6.6,False,False,False
1932,house,Georgia,GA,2,E. Eugene Cox,Democratic,100.0,True,True,False
1932,house,Georgia,GA,3,Bryant T. Castellow,Democratic,100.0,True,False,True
1932,house,Georgia,GA,4,Emmett M. Owen,Democratic,99.9,True,False,True
1932,house,Georgia,GA,4,H. O. Lovvorn,Republican,0.08,False,False,True
1932,house,Georgia,GA,5,Robert Ramspeck,Democratic,100.0,True,True,False
1932,house,Georgia,GA,6,Carl Vinson,Democratic,99.9,True,False,True
1932,house,Georgia,GA,6,George S. Jones,Republican,0.1,False,False,True
1932,house,Georgia,GA,7,Malcolm C. Tarver,Democratic,85.2,True,True,False
1932,house,Georgia,GA,7,Regina Rambo Benson,Republican,14.8,False,False,False
1932,house,Georgia,GA,8,Braswell Deen,Democratic,95.6,True,False,False
1932,house,Georgia,GA,8,H. J. Carswell,Republican,4.4,False,False,False
1932,house,Georgia,GA,9,John S. Wood,Democratic,80.6,True,True,False
1932,house,Georgia,GA,9,J. M. Johnson,Republican,19.3,False,False,False
1932,house,Georgia,GA,9,Lawrence A. Lewis,Independent,0.1,False,False,False
1932,house,Georgia,GA,10,Charles H. Brand,Democratic,100.0,True,False,False
1932,house,Georgia,GA,10,C. L. Upchurch,Independent,0.02,False,False,False
1932,house,Idaho,ID,1,Compton I. White,Democratic,54.9,True,False,False
1932,house,Idaho,ID,1,Burton L. French,Republican,41.8,False,True,False
1932,house,Idaho,ID,2,Thomas C. Coffin,Democratic,55.0,True,False,False
1932,house,Idaho,ID,2,Addison T. Smith,Republican,43.8,False,True,False
1932,house,Illinois,IL,1,Oscar Stanton De Priest,Republican,54.8,True,True,False
1932,house,Illinois,IL,1,Harry Baker,Democratic,43.9,False,False,False
1932,house,Illinois,IL,1,Herbert Newton,Independent,1.4,False,False,False
1932,house,Illinois,IL,2,P. H. Moynihan,Republican,50.8,True,False,True
1932,house,Illinois,IL,2,Victor L. Schlaeger,Democratic,45.7,False,False,True
1932,house,Illinois,IL,2,Arthur M. Barnhart,Independent,1.8,False,False,True
1932,house,Illinois,IL,2,Lillian Herstein,Independent,1.6,False,False,True
1932,house,Illinois,IL,3,Edward A. Kelly,Democratic,55.8,True,True,False
1932,house,Illinois,IL,3,Elliott W. Sproul,Republican,44.2,False,False,False
1932,house,Illinois,IL,4,Harry P. Beam,Democratic,74.2,True,True,False
1932,house,Illinois,IL,4,Casimer T. Janowski,Republican,25.8,False,False,False
1932,house,Illinois,IL,5,Adolph J. Sabath,Democratic,70.9,True,True,False
1932,house,Illinois,IL,5,Samuel S. Epstein,Republican,28.3,False,False,False
1932,house,Illinois,IL,5,Isaiah Joyce,Independent,0.8,False,False,False
1932,house,Illinois,IL,6,Thomas J. O'Brien,Democratic,63.2,True,False,False
1932,house,Illinois,IL,6,Alfred F. Rueben,Republican,36.8,False,False,False
1932,house,Illinois,IL,7,Leonard W. Schuetz,Democratic,58.1,True,True,False
1932,house,Illinois,IL,7,M. A. Michaelson,Republican,41.1,False,False,False
1932,house,Illinois,IL,7,John M. Collins,Independent,0.8,False,False,False
1932,house,Illinois,IL,8,Leo Kocialkowski,Democratic,72.2,True,False,False
1932,house,Illinois,IL,8,Peter C. Granata,Republican,27.8,False,True,False
1932,house,Illinois,IL,9,Frederick A. Britten,Republican,52.0,True,True,False
1932,house,Illinois,IL,9,James McAndrews,Democratic,47.3,False,False,False
1932,house,Illinois,IL,9,Warren Lamson,Independent,0.7,False,False,False
1932,house,Illinois,IL,10,James Simpson Jr.,Republican,41.1,True,False,False
1932,house,Illinois,IL,10,Charles H. Weber,Democratic,40.6,False,False,False
1932,house,Illinois,IL,10,Ralph E. Church,Independent,18.2,False,False,False
1932,house,Illinois,IL,11,Frank R. Reid,Republican,50.4,True,True,False
1932,house,Illinois,IL,11,James A. Howell,Democratic,49.6,False,False,False
1932,house,Illinois,IL,12,John T. Buckbee,Republican,53.1,True,True,False
1932,house,Illinois,IL,12,Charles H. Linscott,Democratic,46.9,False,False,False
1932,house,Illinois,IL,13,Leo E. Allen,Republican,56.1,True,False,False
1932,house,Illinois,IL,13,Orestes H. Wright,Democratic,43.9,False,False,False
1932,house,Illinois,IL,14,Chester C. Thompson,Democratic,53.9,True,False,False
1932,house,Illinois,IL,14,John Clayton Allen,Republican,46.1,False,True,False
1932,house,Illinois,IL,15,J. Leroy Adair,Democratic,56.9,True,False,False
1932,house,Illinois,IL,15,Burnett M. Chiperfield,Republican,43.1,False,True,False
1932,house,Illinois,IL,16,Everett Dirksen,Republican,60.3,True,False,False
1932,house,Illinois,IL,16,Edwin S. Carr,Democratic,39.7,False,False,False
1932,house,Illinois,IL,17,Frank Gillespie,Democratic,53.5,True,False,False
1932,house,Illinois,IL,17,Homer W. Hall,Republican,46.5,False,True,False
1932,house,Illinois,IL,18,James A. Meeks,Democratic,56.6,True,False,False
1932,house,Illinois,IL,18,William P. Holaday,Republican,43.4,False,True,False
1932,house,Illinois,IL,19,Donald C. Dobbins,Democratic,57.7,True,False,False
1932,house,Illinois,IL,19,Charles Adkins,Republican,42.3,False,True,False
1932,house,Illinois,IL,20,Henry T. Rainey,Democratic,63.8,True,True,False
1932,house,Illinois,IL,20,William J. Thornton,Republican,36.2,False,False,False
1932,house,Illinois,IL,21,J. Earl Major,Democratic,59.8,True,True,False
1932,house,Illinois,IL,21,Roy M. Seeley,Republican,40.1,False,False,False
1932,house,Illinois,IL,21,C. W. Morris,Independent,0.05,False,False,False
1932,house,Illinois,IL,21,A. Steed,Independent,0.03,False,False,False
1932,house,Illinois,IL,22,Edwin M. Schaefer,Democratic,63.8,True,False,True
1932,house,Illinois,IL,22,Stewart Campbell,Republican,36.2,False,False,True
1932,house,Illinois,IL,23,William W. Arnold,Democratic,64.3,True,True,False
1932,house,Illinois,IL,23,T. Edward Austin,Republican,35.7,False,False,False
1932,house,Illinois,IL,24,Claude V. Parsons,Democratic,58.8,True,True,False
1932,house,Illinois,IL,24,Arthur A. Miles,Republican,41.2,False,False,False
1932,house,Illinois,IL,25,Kent E. Keller,Democratic,59.6,True,True,False
1932,house,Illinois,IL,25,Edward E. Denison,Republican,40.4,False,False,False
1932,house,Illinois,IL,AL,Martin A. Brennan,Democratic,26.8,True,False,True
1932,house,Illinois,IL,AL,Walter Nesbit,Democratic,26.4,True,False,True
1932,house,Illinois,IL,AL,Richard Yates Jr.,Republican,22.7,False,False,True
1932,house,Illinois,IL,AL,Julius Klein,Republican,22.5,False,False,True
1932,house,Illinois,IL,AL,George Koop,Socialist,0.6,False,False,True
1932,house,Illinois,IL,AL,Pasquale Iovino,Independent,0.02,False,False,True
1932,house,Indiana,IN,1,William T. Schulte,Democratic,51.6,True,False,True
1932,house,Indiana,IN,1,Oscar A. Ahlgren,Republican,48.4,False,False,True
1932,house,Indiana,IN,2,George R. Durgan,Democratic,54.2,True,False,False
1932,house,Indiana,IN,2,William R. Wood,Republican,45.8,False,False,False
1932,house,Indiana,IN,3,Samuel B. Pettengill,Democratic,56.1,True,False,False
1932,house,Indiana,IN,3,Andrew J. Hickey,Republican,43.9,False,False,False
1932,house,Indiana,IN,4,James I. Farley,Democratic,56.4,True,False,False
1932,house,Indiana,IN,4,David Hogg,Republican,43.6,False,False,False
1932,house,Indiana,IN,5,Glenn Griswold,Democratic,54.1,True,False,False
1932,house,Indiana,IN,5,J. Raymond Schutz,Republican,45.9,False,False,False
1932,house,Indiana,IN,6,Virginia E. Jenckes,Democratic,53.8,True,False,False
1932,house,Indiana,IN,6,Fred S. Purnell,Republican,46.2,False,False,False
1932,house,Indiana,IN,7,Arthur H. Greenwood,Democratic,56.7,True,False,False
1932,house,Indiana,IN,7,George W. Henley,Republican,43.3,False,False,False
1932,house,Indiana,IN,8,John W. Boehne Jr.,Democratic,63.5,True,False,False
1932,house,Indiana,IN,8,French Clements,Republican,36.5,False,False,False
1932,house,Indiana,IN,9,Eugene B. Crowe,Democratic,57.7,True,False,False
1932,house,Indiana,IN,9,Chester A. Davis,Republican,42.3,False,False,False
1932,house,Indiana,IN,10,Finly Gray,Democratic,52.1,True,False,False
1932,house,Indiana,IN,10,Ephraim F. Bowen,Republican,47.9,False,False,False
1932,house,Indiana,IN,11,William H. Larrabee,Democratic,54.4,True,False,False
1932,house,Indiana,IN,11,Dale B. Spencer,Republican,45.6,False,False,False
1932,house,Indiana,IN,12,Louis Ludlow,Democratic,53.4,True,False,False
1932,house,Indiana,IN,12,William H. Harrison,Republican,46.6,False,False,False
1932,house,Iowa,IA,1,Edward C. Eicher,Democratic,54.2,True,False,False
1932,house,Iowa,IA,1,William F. Kopp,Republican,45.8,False,True,False
1932,house,Iowa,IA,2,Bernhard M. Jacobsen,Democratic,58.7,True,True,False
1932,house,Iowa,IA,2,Frank W. Elliott,Republican,41.3,False,False,False
1932,house,Iowa,IA,3,Albert C. Willford,Democratic,50.6,True,False,False
1932,house,Iowa,IA,3,Thomas J. B. Robinson,Republican,49.4,False,True,False
1932,house,Iowa,IA,4,Fred Biermann,Democratic,59.7,True,False,False
1932,house,Iowa,IA,4,Gilbert N. Haugen,Republican,40.3,False,True,False
1932,house,Iowa,IA,5,Lloyd Thurston,Republican,50.1,True,False,True
1932,house,Iowa,IA,5,Lloyd Ellis,Democratic,49.9,False,False,True
1932,house,Iowa,IA,6,Cassius C. Dowell,Republican,56.5,True,False,False
1932,house,Iowa,IA,6,Charles S. Cooter,Democratic,43.5,False,False,False
1932,house,Iowa,IA,7,Otha Wearin,Democratic,56.3,True,False,False
1932,house,Iowa,IA,7,Charles Edward Swanson,Republican,43.7,False,False,False
1932,house,Iowa,IA,8,Fred C. Gilchrist,Republican,53.4,True,False,False
1932,house,Iowa,IA,8,William T. Branagan,Democratic,46.6,False,False,False
1932,house,Iowa,IA,9,Guy Gillette,Democratic,54.9,True,False,False
1932,house,Iowa,IA,9,Ed H. Campbell,Republican,45.1,False,False,False
1932,house,Kansas,KS,1,William P. Lambertson,Republican,57.8,True,True,False
1932,house,Kansas,KS,1,M. R. Howard,Democratic,33.4,False,False,False
1932,house,Kansas,KS,1,George C. Hall,Independent,8.8,False,False,False
1932,house,Kansas,KS,2,Ulysses Samuel Guyer,Republican,51.7,True,True,False
1932,house,Kansas,KS,2,B. J. Sheridan,Democratic,48.3,False,False,False
1932,house,Kansas,KS,3,Harold C. McGugin,Republican,52.9,True,True,False
1932,house,Kansas,KS,3,E. W. Patterson,Democratic,44.9,False,False,False
1932,house,Kansas,KS,4,Randolph Carpenter,Democratic,50.2,True,False,False
1932,house,Kansas,KS,4,Homer Hoch,Republican,49.5,False,True,False
1932,house,Kansas,KS,4,F. M. Shonkwiler,Independent,0.3,False,False,False
1932,house,Kansas,KS,5,William Augustus Ayres,Democratic,73.9,True,False,False
1932,house,Kansas,KS,5,W. L. Farquharson,Republican,26.1,False,False,False
1932,house,Kansas,KS,6,Kathryn O'Loughlin McCarthy,Democratic,55.6,True,False,False
1932,house,Kansas,KS,6,Charles I. Sparks,Republican,44.4,False,True,False
1932,house,Kansas,KS,7,Clifford R. Hope,Republican,55.6,True,True,False
1932,house,Kansas,KS,7,Aaron Coleman,Democratic,44.4,False,False,False
1932,house,Kentucky,KY,AL,Fred M. Vinson,Democratic,6.6,True,False,True
1932,house,Kentucky,KY,AL,John Y. Brown Sr.,Democratic,6.6,True,False,True
1932,house,Kentucky,KY,AL,Andrew J. May,Democratic,6.6,True,False,True
1932,house,Kentucky,KY,AL,Brent Spence,Democratic,6.6,True,False,True
1932,house,Kentucky,KY,AL,Virgil Chapman,Democratic,6.6,True,False,True
1932,house,Kentucky,KY,AL,Glover H. Cary,Democratic,6.6,True,False,True
1932,house,Kentucky,KY,AL,W. Voris Gregory,Democratic,6.6,True,False,True
1932,house,Kentucky,KY,AL,Cap R. Carden,Democratic,6.6,True,False,True
1932,house,Kentucky,KY,AL,Finley Hamilton,Democratic,6.6,True,False,True
1932,house,Kentucky,KY,AL,Hillard H. Smith,Republican,4.5,False,False,True
1932,house,Kentucky,KY,AL,Robert Blackburn,Republican,4.5,False,False,True
1932,house,Kentucky,KY,AL,William Lewis,Republican,4.5,False,False,True
1932,house,Kentucky,KY,AL,George P. Ellison,Republican,4.5,False,False,True
1932,house,Kentucky,KY,AL,D. E. McClure,Republican,4.5,False,False,True
1932,house,Kentucky,KY,AL,J. C. Speight,Republican,4.5,False,False,True
1932,house,Kentucky,KY,AL,Hugh H. Asher,Republican,4.5,False,False,True
1932,house,Kentucky,KY,AL,B. T. Rountree,Republican,4.5,False,False,True
1932,house,Kentucky,KY,AL,Frank B. Russell,Republican,4.5,False,False,True
1932,house,Kentucky,KY,AL,J. T. Scopes,Socialist,0.04,False,False,True
1932,house,Louisiana,LA,1,Joachim O. Fernández,Democratic,100.0,True,True,False
1932,house,Louisiana,LA,2,Paul H. Maloney,Democratic,100.0,True,True,False
1932,house,Louisiana,LA,3,Numa F. Montet,Democratic,100.0,True,True,False
1932,house,Louisiana,LA,4,John N. Sandlin,Democratic,100.0,True,True,False
1932,house,Louisiana,LA,5,Riley J. Wilson,Democratic,100.0,True,True,False
1932,house,Louisiana,LA,6,Bolivar E. Kemp,Democratic,100.0,True,True,False
1932,house,Louisiana,LA,7,René L. De Rouen,Democratic,100.0,True,True,False
1932,house,Louisiana,LA,8,Cleveland Dear,Democratic,100.0,True,False,True
1932,house,Maine,ME,1,Carroll L. Beedy,Republican,51.1,True,True,False
1932,house,Maine,ME,1,Joseph E. F. Connolly,Democratic,48.9,False,False,False
1932,house,Maine,ME,2,Edward C. Moran,Democratic,51.8,True,False,True
1932,house,Maine,ME,2,John E. Nelson,Republican,47.4,False,False,True
1932,house,Maine,ME,3,John G. Utterback,Democratic,50.1,True,False,False
1932,house,Maine,ME,3,Owen Brewster,Republican,49.6,False,False,False
1932,house,Maryland,MD,1,T. Alan Goldsborough,Democratic,64.9,True,True,False
1932,house,Maryland,MD,1,Harry T. Phoebus,Republican,35.1,False,False,False
1932,house,Maryland,MD,2,William P. Cole Jr.,Democratic,67.3,True,True,False
1932,house,Maryland,MD,2,David L. Elliott,Republican,32.7,False,False,False
1932,house,Maryland,MD,3,Vincent Luke Palmisano,Democratic,72.8,True,True,False
1932,house,Maryland,MD,3,R. Palmer Ingram,Republican,23.8,False,False,False
1932,house,Maryland,MD,4,Ambrose Jerome Kennedy,Democratic,66.0,True,False,True
1932,house,Maryland,MD,4,Claude B. Sweezey,Republican,31.6,False,False,True
1932,house,Maryland,MD,5,Stephen W. Gambrill,Democratic,70.4,True,True,False
1932,house,Maryland,MD,5,A. Kingsley Love,Republican,29.6,False,False,False
1932,house,Maryland,MD,6,David J. Lewis,Democratic,58.4,True,True,False
1932,house,Maryland,MD,6,Harold C. Smith,Republican,41.6,False,False,False
1932,house,Massachusetts,MA,1,Allen T. Treadway,Republican,54.7,True,True,False
1932,house,Massachusetts,MA,1,Thomas F. Cassidy,Democratic,42.6,False,False,False
1932,house,Massachusetts,MA,2,William J. Granfield,Democratic,49.9,True,True,False
1932,house,Massachusetts,MA,2,Joshua L. Brooks,Republican,45.7,False,False,False
1932,house,Massachusetts,MA,3,Frank H. Foss,Republican,51.5,True,True,False
1932,house,Massachusetts,MA,3,M. Fred O'Connell,Democratic,48.5,False,False,False
1932,house,Massachusetts,MA,4,Pehr G. Holmes,Republican,55.0,True,True,False
1932,house,Massachusetts,MA,4,John J. Walsh,Democratic,45.0,False,False,False
1932,house,Massachusetts,MA,5,Edith Nourse Rogers,Republican,59.9,True,True,False
1932,house,Massachusetts,MA,5,James J. Bruin,Democratic,40.1,False,False,False
1932,house,Massachusetts,MA,6,A. Piatt Andrew,Republican,67.7,True,True,False
1932,house,Massachusetts,MA,6,James D. Burns,Democratic,32.3,False,False,False
1932,house,Massachusetts,MA,7,William P. Connery Jr.,Democratic,56.6,True,True,False
1932,house,Massachusetts,MA,7,Charles W. Lovett,Republican,40.7,False,False,False
1932,house,Massachusetts,MA,8,Arthur D. Healey,Democratic,51.1,True,False,True
1932,house,Massachusetts,MA,8,George H. Norton,Republican,48.9,False,False,True
1932,house,Massachusetts,MA,9,Robert Luce,Republican,51.4,True,False,False
1932,house,Massachusetts,MA,9,Frederick S. Deitrick,Democratic,47.4,False,False,False
1932,house,Massachusetts,MA,10,George H. Tinkham,Republican,60.3,True,False,False
1932,house,Massachusetts,MA,10,John J. Crehan,Democratic,39.7,False,False,False
1932,house,Massachusetts,MA,11,John J. Douglass,Democratic,85.7,True,False,False
1932,house,Massachusetts,MA,11,William F. McDonald,Republican,14.3,False,False,False
1932,house,Massachusetts,MA,12,John W. McCormack,Democratic,72.9,True,True,False
1932,house,Massachusetts,MA,12,Bernard Ginsburg,Republican,27.1,False,False,False
1932,house,Massachusetts,MA,13,Richard B. Wigglesworth,Republican,58.4,True,True,False
1932,house,Massachusetts,MA,13,Edward G. Morris,Democratic,41.6,False,False,False
1932,house,Massachusetts,MA,14,Joseph W. Martin Jr.,Republican,56.8,True,True,False
1932,house,Massachusetts,MA,14,Andrew J. McGraw,Democratic,43.2,False,False,False
1932,house,Massachusetts,MA,15,Charles L. Gifford,Republican,57.5,True,True,False
1932,house,Massachusetts,MA,15,Thomas H. Buckley,Democratic,39.6,False,False,False
1932,house,Michigan,MI,1,George G. Sadowski,Democratic,68.1,True,False,True
1932,house,Michigan,MI,1,Charles H. Mahoney,Republican,28.7,False,False,True
1932,house,Michigan,MI,2,John C. Lehr,Democratic,50.6,True,False,False
1932,house,Michigan,MI,2,Earl C. Michener,Republican,48.3,False,True,False
1932,house,Michigan,MI,3,Joseph L. Hooper,Republican,50.2,True,True,False
1932,house,Michigan,MI,3,Charles E. Gauss,Democratic,46.9,False,False,False
1932,house,Michigan,MI,4,George Foulkes,Democratic,51.6,True,False,False
1932,house,Michigan,MI,4,John C. Ketcham,Republican,47.2,False,True,False
1932,house,Michigan,MI,5,Carl E. Mapes,Republican,51.3,True,True,False
1932,house,Michigan,MI,5,Winfield H. Caslow,Democratic,47.3,False,False,False
1932,house,Michigan,MI,6,Claude E. Cady,Democratic,47.8,True,False,False
1932,house,Michigan,MI,6,Seymour H. Person,Republican,39.5,False,True,False
1932,house,Michigan,MI,6,Grant M. Hudson,Republican,12.5,False,False,False
1932,house,Michigan,MI,7,Jesse P. Wolcott,Republican,56.1,True,True,False
1932,house,Michigan,MI,7,James G. Tucker,Democratic,41.8,False,False,False
1932,house,Michigan,MI,8,Michael J. Hart,Democratic,53.5,True,True,False
1932,house,Michigan,MI,8,William M. Smith,Republican,44.9,False,False,False
1932,house,Michigan,MI,9,Harry W. Musselwhite,Democratic,52.2,True,False,False
1932,house,Michigan,MI,9,James C. McLaughlin,Republican,47.3,False,True,False
1932,house,Michigan,MI,10,Roy O. Woodruff,Republican,54.0,True,True,False
1932,house,Michigan,MI,10,William J. Kelly,Democratic,44.9,False,False,False
1932,house,Michigan,MI,11,Prentiss M. Brown,Democratic,50.0,True,False,False
1932,house,Michigan,MI,11,Frank P. Bohn,Republican,47.6,False,True,False
1932,house,Michigan,MI,12,W. Frank James,Republican,62.5,True,True,False
1932,house,Michigan,MI,12,Levi S. Rice,Democratic,35.0,False,False,False
1932,house,Michigan,MI,13,Clarence J. McLeod,Republican,52.4,True,True,False
1932,house,Michigan,MI,13,Clarence E. Seebaldt,Democratic,45.1,False,False,False
1932,house,Michigan,MI,14,Carl M. Weideman,Democratic,50.4,True,False,False
1932,house,Michigan,MI,14,Robert H. Clancy,Republican,47.3,False,False,False
1932,house,Michigan,MI,15,John Dingell Sr.,Democratic,48.3,True,False,True
1932,house,Michigan,MI,15,Charles Bowles,Republican,46.0,False,False,True
1932,house,Michigan,MI,16,John Lesinski Sr.,Democratic,53.0,True,False,True
1932,house,Michigan,MI,16,Frank P. Darin,Republican,44.2,False,False,True
1932,house,Michigan,MI,17,George A. Dondero,Republican,52.6,True,False,True
1932,house,Michigan,MI,17,Harry Mitchell,Democratic,44.9,False,False,True
1932,house,Minnesota,MN,AL,Magnus Johnson,Farmer–Labor,5.0,True,False,True
1932,house,Minnesota,MN,AL,Paul J. Kvale,Farmer–Labor,4.9,True,False,True
1932,house,Minnesota,MN,AL,Henry M. Arens,Farmer–Labor,4.6,True,False,True
1932,house,Minnesota,MN,AL,Ernest Lundeen,Farmer–Labor,4.5,True,False,True
1932,house,Minnesota,MN,AL,Theodore Christianson,Republican,4.3,True,False,True
1932,house,Minnesota,MN,AL,Einar Hoidale,Democratic,4.1,True,False,True
1932,house,Minnesota,MN,AL,Ray P. Chase,Republican,4.1,True,False,True
