Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1978,Alabama,"United States Senate election in Alabama, 1978",General,Winning,False,Democratic Party (United States),Howell Heflin,"547,054",93.99%
1978,Alabama,"United States Senate election in Alabama, 1978",General,Candidate,False,Prohibition Party (United States),Jerome B. Couch,"34,951",6.01%
1978,Alabama,"United States Senate election in Alabama, 1978",General,Total,False,,,"582,005",100.00%
1978,Alabama (special),"United States Senate special election in Alabama, 1978",General,Winning,False,Democratic Party (US),[[Donald Stewart (Alabama politician),"401,852",54.93%
1978,Alabama (special),"United States Senate special election in Alabama, 1978",General,Candidate,False,Republican Party (US),James D. Martin,"316,170",43.22%
1978,Alabama (special),"United States Senate special election in Alabama, 1978",General,Candidate,False,Libertarian Party (US),Michael R. A. Erdey,"6,006",0.82%
1978,Alabama (special),"United States Senate special election in Alabama, 1978",General,Candidate,False,Prohibition Party (US),A. J. Killingsworth,"5,814",0.80%
1978,Alabama (special),"United States Senate special election in Alabama, 1978",General,Candidate,False,Peace and Freedom Party (US),Joseph T. Robino,"1,768",0.24%
1978,Alaska,General election results,General,Total,False,,,"133,364",100.00%
1978,Arkansas,Democratic run-off results,General,Winning,False,Democratic Party (United States),David Pryor,"265,525",54.91%
1978,Arkansas,Democratic run-off results,General,Candidate,False,Democratic Party (United States),Jim Guy Tucker,"218,026",45.09%
1978,Arkansas,Democratic run-off results,General,Total,False,,,"483,551",100.00%
1978,Arkansas,General election results,General,Candidate,False,Independent politician,John G. Black,"37,488",7.18%
1978,Arkansas,General election results,General,Total,False,,,"522,239",0.02%
1978,Colorado,General election results,General,Candidate,False,Independent politician,Veeder V. Dorn,"5,789",0.71%
1978,Colorado,General election results,General,Candidate,False,Prohibition Party (United States),John Shue,"2,518",0.31%
1978,Colorado,General election results,General,Total,False,,,"819,256",100.00%
1978,Delaware,General election results,General,Winning,False,Democratic Party (United States),[[Joe Biden,"93,930",57.96%
1978,Delaware,General election results,General,Candidate,False,Republican Party (United States),James H. Baxter Jr.,"66,479",41.02%
1978,Delaware,General election results,General,Candidate,False,American Party (1969),Donald G. Gies,"1,663",1.02%
1978,Georgia,General election results,General,Winning,True,Democratic Party (United States),Sam Nunn,"536,320",83.13%
1978,Georgia,General election results,General,Candidate,False,Republican Party (United States),John W. Stokes,"108,808",16.87%
