Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1916,Arizona,Republican primary results,Primary,Winning,False,Republican Party (United States),Joseph H. Kibbey,"4,775",72.00%
1916,Arizona,Republican primary results,Primary,Candidate,False,Republican Party (United States),William H. Stilwell,"1,857",28.00%
1916,Arizona,Republican primary results,Primary,Total,False,,,"6,632",100.00
1916,Arkansas (special),Mississippi Democratic primary,Primary,Winning,True,Democratic Party (United States),John Sharp Williams,"74,290",100%
1916,Arkansas (special),Mississippi Democratic primary,Primary,Total,False,,,"74,290",100
1916,California,Primary election results,Primary,Winning,False,Republican Party (United States),Hiram Johnson,"161,403",52.44%
1916,California,Primary election results,Primary,Candidate,False,Republican Party (United States),Willis H. Booth,"146,339",47.55%
1916,California,Primary election results,Primary,Candidate,False,Democratic Party (United States),George S. Patton (write-in),51,0.02%
1916,California,Primary election results,Primary,Total,False,,,"307,793",100.00%
1916,California,Primary election results,Primary,Winning,False,Democratic Party (United States),[[George S. Patton (attorney),"68,871",88.49%
1916,California,Primary election results,Primary,Candidate,False,Republican Party (United States),Hiram W. Johnson (write-in),"7,656",9.84%
1916,California,Primary election results,Primary,Candidate,False,Republican Party (United States),Willis H. Booth (write-in),"1,277",1.64%
1916,California,Primary election results,Primary,Candidate,False,Socialist Party of America,Walter Thomas Mills (write-in),26,0.03%
1916,California,Primary election results,Primary,Total,False,,,"77,830",100.00%
1916,California,Primary election results,Primary,Winning,False,Republican Party (United States),Hiram W. Johnson,"16,227",98.16%
1916,California,Primary election results,Primary,Candidate,False,Republican Party (United States),Willis H. Booth (write-in),305,1.85%
1916,California,Primary election results,Primary,Total,False,,,"16,532",100.00%
1916,California,Primary election results,Primary,Winning,False,Socialist Party of America,Walter Thomas Mills,"9,768",95.41%
1916,California,Primary election results,Primary,Candidate,False,Republican Party (United States),Hiram W. Johnson (write-in),415,4.05%
1916,California,Primary election results,Primary,Candidate,False,Republican Party (United States),Willis H. Booth (write-in),55,0.54%
1916,California,Primary election results,Primary,Total,False,,,"10,238",100.00%
1916,California,Primary election results,Primary,Winning,False,Prohibition Party (United States),Marshall W. Atwood,"8,077",88.58%
1916,California,Primary election results,Primary,Candidate,False,Republican Party (United States),Hiram W. Johnson (write-in),846,9.28%
1916,California,Primary election results,Primary,Candidate,False,Republican Party (United States),Willis H. Booth (write-in),195,2.14%
1916,California,Primary election results,Primary,Total,False,,,"9,118",100.00%
1916,Indiana,1916 Democratic Senate primary,Primary,Winning,True,Democratic Party (United States),John W. Kern,"151,931",100.00%
1916,Indiana,1916 Democratic Senate primary,Primary,Total,False,,,"151,931",100.00%
1916,Indiana,1916 Progressive Senate primary,Primary,Winning,False,"Progressive Party (United States, 1912)",John N. Dyer,"7,567",100.00%
1916,Indiana,1916 Progressive Senate primary,Primary,Total,False,,,"7,567",100.00%
1916,Maine (special),Mississippi Democratic primary,Primary,Winning,True,Democratic Party (United States),John Sharp Williams,"74,290",100%
1916,Maine (special),Mississippi Democratic primary,Primary,Total,False,,,"74,290",100
1916,Maine,1916 Democratic U.S. Senate primary,Primary,Winning,True,Democratic Party (United States),Charles F. Johnson,"14,599",99.95%
1916,Maine,1916 Democratic U.S. Senate primary,Primary,Write-in,False,,,8,0.06%
1916,Maine,1916 Democratic U.S. Senate primary,Primary,Total,False,,,"14,607",100.00%
1916,Maine,1916 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (United States),[[Frederick Hale (U.S. senator),"17,027",37.01%
1916,Maine,1916 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Bert M. Fernald,"15,368",33.40%
1916,Maine,1916 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (United States),Ira Hersey,"13,617",29.59%
1916,Maine,1916 Republican U.S. Senate primary,Primary,Total,False,,,"46,012",100.00%
1916,Maine,1916 Socialist U.S. Senate primary,Primary,Winning,False,Socialist Party (United States),James F. Carey,198,100.00%
1916,Maine,1916 Socialist U.S. Senate primary,Primary,Total,False,,,198,100.00%
1916,Maine,1916 Progressive U.S. Senate primary,Primary,Winning,False,"Progressive Party (United States, 1912)",George C. Webber,186,100.00%
1916,Maine,1916 Progressive U.S. Senate primary,Primary,Total,False,,,186,100.00%
1916,Maryland,1916 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (US),David John Lewis,"34,038",44.34%
1916,Maryland,1916 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Blair Lee I (inc.),"34,801",45.33%
1916,Maryland,1916 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),William Cabell Bruce,"7,930",10.33%
1916,Maryland,1916 Democratic U.S. Senate primary,Primary,Total,False,,,"76,769",100.00%
1916,Maryland,1916 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (US),Joseph I. France,"27,951",50.84%
1916,Maryland,1916 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (US),Phillips Lee Goldsborough,"27,031",49.16%
1916,Maryland,1916 Republican U.S. Senate primary,Primary,Total,False,,,"54,982",100.00%
1916,Massachusetts,1916 U.S. Senate Republican primary,Primary,Winning,True,Republican Party (United States),Henry Cabot Lodge,"104,118",100.00%
