year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
2024,Alabama,AL,Autauga,County,Donald Trump,Republican,20484,72.43,28281,Republican
2024,Alabama,AL,Autauga,County,Kamala Harris,Democratic,7439,26.3,28281,Republican
2024,Alabama,AL,Autauga,County,Other,Other,358,1.27,28281,Republican
2024,Alabama,AL,Baldwin,County,Donald Trump,Republican,95798,78.36,122249,Republican
2024,Alabama,AL,Baldwin,County,Kamala Harris,Democratic,24934,20.4,122249,Republican
2024,Alabama,AL,Baldwin,County,Other,Other,1517,1.24,122249,Republican
2024,Alabama,AL,Barbour,County,Donald Trump,Republican,5606,56.88,9855,Republican
2024,Alabama,AL,Barbour,County,Kamala Harris,Democratic,4158,42.19,9855,Republican
2024,Alabama,AL,Barbour,County,Other,Other,91,0.92,9855,Republican
2024,Alabama,AL,Bibb,County,Donald Trump,Republican,7572,81.8,9257,Republican
2024,Alabama,AL,Bibb,County,Kamala Harris,Democratic,1619,17.49,9257,Republican
2024,Alabama,AL,Bibb,County,Other,Other,66,0.71,9257,Republican
2024,Alabama,AL,Blount,County,Donald Trump,Republican,25354,90.03,28163,Republican
2024,Alabama,AL,Blount,County,Kamala Harris,Democratic,2576,9.15,28163,Republican
2024,Alabama,AL,Blount,County,Other,Other,233,0.83,28163,Republican
2024,Alabama,AL,Bullock,County,Donald Trump,Republican,1101,26.78,4111,Democratic
2024,Alabama,AL,Bullock,County,Kamala Harris,Democratic,2983,72.56,4111,Democratic
2024,Alabama,AL,Bullock,County,Other,Other,27,0.66,4111,Democratic
2024,Alabama,AL,Butler,County,Donald Trump,Republican,5172,60.99,8480,Republican
2024,Alabama,AL,Butler,County,Kamala Harris,Democratic,3251,38.34,8480,Republican
2024,Alabama,AL,Butler,County,Other,Other,57,0.67,8480,Republican
2024,Alabama,AL,Calhoun,County,Donald Trump,Republican,34912,71.76,48653,Republican
2024,Alabama,AL,Calhoun,County,Kamala Harris,Democratic,13194,27.12,48653,Republican
2024,Alabama,AL,Calhoun,County,Other,Other,547,1.12,48653,Republican
2024,Alabama,AL,Chambers,County,Donald Trump,Republican,8711,61.15,14245,Republican
2024,Alabama,AL,Chambers,County,Kamala Harris,Democratic,5405,37.94,14245,Republican
2024,Alabama,AL,Chambers,County,Other,Other,129,0.91,14245,Republican
2024,Alabama,AL,Cherokee,County,Donald Trump,Republican,11358,87.33,13006,Republican
2024,Alabama,AL,Cherokee,County,Kamala Harris,Democratic,1553,11.94,13006,Republican
2024,Alabama,AL,Cherokee,County,Other,Other,95,0.73,13006,Republican
2024,Alabama,AL,Chilton,County,Donald Trump,Republican,16920,85.61,19763,Republican
2024,Alabama,AL,Chilton,County,Kamala Harris,Democratic,2698,13.65,19763,Republican
2024,Alabama,AL,Chilton,County,Other,Other,145,0.73,19763,Republican
2024,Alabama,AL,Choctaw,County,Donald Trump,Republican,4103,61.64,6656,Republican
2024,Alabama,AL,Choctaw,County,Kamala Harris,Democratic,2515,37.79,6656,Republican
2024,Alabama,AL,Choctaw,County,Other,Other,38,0.57,6656,Republican
2024,Alabama,AL,Clarke,County,Donald Trump,Republican,6965,58.25,11958,Republican
2024,Alabama,AL,Clarke,County,Kamala Harris,Democratic,4927,41.2,11958,Republican
2024,Alabama,AL,Clarke,County,Other,Other,66,0.55,11958,Republican
2024,Alabama,AL,Clay,County,Donald Trump,Republican,5734,84.73,6767,Republican
2024,Alabama,AL,Clay,County,Kamala Harris,Democratic,993,14.67,6767,Republican
2024,Alabama,AL,Clay,County,Other,Other,40,0.59,6767,Republican
