year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1976,Alabama,AL,Autauga,County,Jimmy Carter,Democratic,4640,49.69,9338,Democratic
1976,Alabama,AL,Autauga,County,Gerald Ford,Republican,4512,48.32,9338,Democratic
1976,Alabama,AL,Autauga,County,Lester Maddox,Alabama Conservative,87,0.93,9338,Democratic
1976,Alabama,AL,Autauga,County,Benjamin Bubar,Prohibition,69,0.74,9338,Democratic
1976,Alabama,AL,Autauga,County,Other,Other,30,0.32,9338,Democratic
1976,Alabama,AL,Baldwin,County,Jimmy Carter,Democratic,9191,40.02,22967,Republican
1976,Alabama,AL,Baldwin,County,Gerald Ford,Republican,13256,57.72,22967,Republican
1976,Alabama,AL,Baldwin,County,Lester Maddox,Alabama Conservative,184,0.8,22967,Republican
1976,Alabama,AL,Baldwin,County,Benjamin Bubar,Prohibition,288,1.25,22967,Republican
1976,Alabama,AL,Baldwin,County,Other,Other,48,0.21,22967,Republican
1976,Alabama,AL,Barbour,County,Jimmy Carter,Democratic,4730,54.43,8690,Democratic
1976,Alabama,AL,Barbour,County,Gerald Ford,Republican,3758,43.25,8690,Democratic
1976,Alabama,AL,Barbour,County,Lester Maddox,Alabama Conservative,85,0.98,8690,Democratic
1976,Alabama,AL,Barbour,County,Benjamin Bubar,Prohibition,98,1.13,8690,Democratic
1976,Alabama,AL,Barbour,County,Other,Other,19,0.22,8690,Democratic
1976,Alabama,AL,Bibb,County,Jimmy Carter,Democratic,2850,63.7,4474,Democratic
1976,Alabama,AL,Bibb,County,Gerald Ford,Republican,1591,35.56,4474,Democratic
1976,Alabama,AL,Bibb,County,Lester Maddox,Alabama Conservative,33,0.74,4474,Democratic
1976,Alabama,AL,Bibb,County,Benjamin Bubar,Prohibition,0,0.0,4474,Democratic
1976,Alabama,AL,Bibb,County,Other,Other,0,0.0,4474,Democratic
1976,Alabama,AL,Blount,County,Jimmy Carter,Democratic,6645,60.53,10978,Democratic
1976,Alabama,AL,Blount,County,Gerald Ford,Republican,4233,38.56,10978,Democratic
1976,Alabama,AL,Blount,County,Lester Maddox,Alabama Conservative,62,0.56,10978,Democratic
1976,Alabama,AL,Blount,County,Benjamin Bubar,Prohibition,30,0.27,10978,Democratic
1976,Alabama,AL,Blount,County,Other,Other,8,0.07,10978,Democratic
1976,Alabama,AL,Bullock,County,Jimmy Carter,Democratic,3536,69.44,5092,Democratic
1976,Alabama,AL,Bullock,County,Gerald Ford,Republican,1482,29.1,5092,Democratic
1976,Alabama,AL,Bullock,County,Lester Maddox,Alabama Conservative,30,0.59,5092,Democratic
1976,Alabama,AL,Bullock,County,Benjamin Bubar,Prohibition,36,0.71,5092,Democratic
1976,Alabama,AL,Bullock,County,Other,Other,8,0.16,5092,Democratic
1976,Alabama,AL,Butler,County,Jimmy Carter,Democratic,4271,59.25,7208,Democratic
1976,Alabama,AL,Butler,County,Gerald Ford,Republican,2909,40.36,7208,Democratic
1976,Alabama,AL,Butler,County,Lester Maddox,Alabama Conservative,18,0.25,7208,Democratic
1976,Alabama,AL,Butler,County,Benjamin Bubar,Prohibition,2,0.03,7208,Democratic
1976,Alabama,AL,Butler,County,Other,Other,8,0.11,7208,Democratic
1976,Alabama,AL,Calhoun,County,Jimmy Carter,Democratic,20466,62.59,32700,Democratic
1976,Alabama,AL,Calhoun,County,Gerald Ford,Republican,11763,35.97,32700,Democratic
1976,Alabama,AL,Calhoun,County,Lester Maddox,Alabama Conservative,281,0.86,32700,Democratic
1976,Alabama,AL,Calhoun,County,Benjamin Bubar,Prohibition,27,0.08,32700,Democratic
1976,Alabama,AL,Calhoun,County,Other,Other,163,0.5,32700,Democratic
