year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1984,Alabama,AL,Chambers,County,Other,Other,14,0.1,13463,Republican
1984,Alabama,AL,Cherokee,County,Ronald Reagan,Republican,3225,51.04,6319,Republican
1984,Alabama,AL,Cherokee,County,Walter Mondale,Democratic,3029,47.93,6319,Republican
1984,Alabama,AL,Cherokee,County,David Bergland,Libertarian,55,0.87,6319,Republican
1984,Alabama,AL,Cherokee,County,Gus Hall,Independent,3,0.05,6319,Republican
1984,Alabama,AL,Cherokee,County,Other,Other,7,0.11,6319,Republican
1984,Alabama,AL,Chilton,County,Ronald Reagan,Republican,8243,70.53,11688,Republican
1984,Alabama,AL,Chilton,County,Walter Mondale,Democratic,2934,25.1,11688,Republican
1984,Alabama,AL,Chilton,County,David Bergland,Libertarian,93,0.8,11688,Republican
1984,Alabama,AL,Chilton,County,Gus Hall,Independent,388,3.32,11688,Republican
1984,Alabama,AL,Chilton,County,Other,Other,30,0.26,11688,Republican
1984,Alabama,AL,Choctaw,County,Ronald Reagan,Republican,3960,53.88,7349,Republican
1984,Alabama,AL,Choctaw,County,Walter Mondale,Democratic,3373,45.9,7349,Republican
1984,Alabama,AL,Choctaw,County,David Bergland,Libertarian,6,0.08,7349,Republican
1984,Alabama,AL,Choctaw,County,Gus Hall,Independent,3,0.04,7349,Republican
1984,Alabama,AL,Choctaw,County,Other,Other,7,0.1,7349,Republican
1984,Alabama,AL,Clarke,County,Ronald Reagan,Republican,6282,58.11,10811,Republican
1984,Alabama,AL,Clarke,County,Walter Mondale,Democratic,4452,41.18,10811,Republican
1984,Alabama,AL,Clarke,County,David Bergland,Libertarian,67,0.62,10811,Republican
1984,Alabama,AL,Clarke,County,Gus Hall,Independent,4,0.04,10811,Republican
1984,Alabama,AL,Clarke,County,Other,Other,6,0.06,10811,Republican
1984,Alabama,AL,Clay,County,Ronald Reagan,Republican,3432,68.19,5033,Republican
1984,Alabama,AL,Clay,County,Walter Mondale,Democratic,1456,28.93,5033,Republican
1984,Alabama,AL,Clay,County,David Bergland,Libertarian,70,1.39,5033,Republican
1984,Alabama,AL,Clay,County,Gus Hall,Independent,63,1.25,5033,Republican
1984,Alabama,AL,Clay,County,Other,Other,12,0.24,5033,Republican
1984,Alabama,AL,Cleburne,County,Ronald Reagan,Republican,3259,70.5,4623,Republican
1984,Alabama,AL,Cleburne,County,Walter Mondale,Democratic,1238,26.78,4623,Republican
1984,Alabama,AL,Cleburne,County,David Bergland,Libertarian,43,0.93,4623,Republican
1984,Alabama,AL,Cleburne,County,Gus Hall,Independent,33,0.71,4623,Republican
1984,Alabama,AL,Cleburne,County,Other,Other,50,1.08,4623,Republican
1984,Alabama,AL,Coffee,County,Ronald Reagan,Republican,10558,69.84,15118,Republican
1984,Alabama,AL,Coffee,County,Walter Mondale,Democratic,4370,28.91,15118,Republican
1984,Alabama,AL,Coffee,County,David Bergland,Libertarian,141,0.93,15118,Republican
1984,Alabama,AL,Coffee,County,Gus Hall,Independent,10,0.07,15118,Republican
1984,Alabama,AL,Coffee,County,Other,Other,39,0.26,15118,Republican
1984,Alabama,AL,Colbert,County,Ronald Reagan,Republican,9530,45.31,21032,Democratic
1984,Alabama,AL,Colbert,County,Walter Mondale,Democratic,11008,52.34,21032,Democratic
1984,Alabama,AL,Colbert,County,David Bergland,Libertarian,231,1.1,21032,Democratic
1984,Alabama,AL,Colbert,County,Gus Hall,Independent,29,0.14,21032,Democratic
1984,Alabama,AL,Colbert,County,Other,Other,234,1.11,21032,Democratic
1984,Alabama,AL,Conecuh,County,Ronald Reagan,Republican,3538,55.86,6334,Republican
1984,Alabama,AL,Conecuh,County,Walter Mondale,Democratic,2735,43.18,6334,Republican
1984,Alabama,AL,Conecuh,County,David Bergland,Libertarian,36,0.57,6334,Republican
1984,Alabama,AL,Conecuh,County,Gus Hall,Independent,14,0.22,6334,Republican
1984,Alabama,AL,Conecuh,County,Other,Other,11,0.17,6334,Republican
1984,Alabama,AL,Coosa,County,Ronald Reagan,Republican,2585,58.95,4385,Republican
1984,Alabama,AL,Coosa,County,Walter Mondale,Democratic,1781,40.62,4385,Republican
1984,Alabama,AL,Coosa,County,David Bergland,Libertarian,9,0.21,4385,Republican
1984,Alabama,AL,Coosa,County,Gus Hall,Independent,7,0.16,4385,Republican
1984,Alabama,AL,Coosa,County,Other,Other,3,0.07,4385,Republican
1984,Alabama,AL,Covington,County,Ronald Reagan,Republican,9944,71.63,13883,Republican
1984,Alabama,AL,Covington,County,Walter Mondale,Democratic,3812,27.46,13883,Republican
1984,Alabama,AL,Covington,County,David Bergland,Libertarian,55,0.4,13883,Republican
1984,Alabama,AL,Covington,County,Gus Hall,Independent,45,0.32,13883,Republican
1984,Alabama,AL,Covington,County,Other,Other,27,0.19,13883,Republican
1984,Alabama,AL,Crenshaw,County,Ronald Reagan,Republican,3261,61.86,5272,Republican
1984,Alabama,AL,Crenshaw,County,Walter Mondale,Democratic,1904,36.12,5272,Republican
1984,Alabama,AL,Crenshaw,County,David Bergland,Libertarian,32,0.61,5272,Republican
1984,Alabama,AL,Crenshaw,County,Gus Hall,Independent,65,1.23,5272,Republican
1984,Alabama,AL,Crenshaw,County,Other,Other,10,0.19,5272,Republican
1984,Alabama,AL,Cullman,County,Ronald Reagan,Republican,14782,63.92,23126,Republican
1984,Alabama,AL,Cullman,County,Walter Mondale,Democratic,7989,34.55,23126,Republican
1984,Alabama,AL,Cullman,County,David Bergland,Libertarian,143,0.62,23126,Republican
1984,Alabama,AL,Cullman,County,Gus Hall,Independent,176,0.76,23126,Republican
1984,Alabama,AL,Cullman,County,Other,Other,36,0.16,23126,Republican
1984,Alabama,AL,Dale,County,Ronald Reagan,Republican,10319,75.37,13692,Republican
1984,Alabama,AL,Dale,County,Walter Mondale,Democratic,3215,23.48,13692,Republican
1984,Alabama,AL,Dale,County,David Bergland,Libertarian,133,0.97,13692,Republican
1984,Alabama,AL,Dale,County,Gus Hall,Independent,8,0.06,13692,Republican
1984,Alabama,AL,Dale,County,Other,Other,17,0.12,13692,Republican
1984,Alabama,AL,Dallas,County,Ronald Reagan,Republican,9585,46.26,20718,Democratic
1984,Alabama,AL,Dallas,County,Walter Mondale,Democratic,10955,52.88,20718,Democratic
1984,Alabama,AL,Dallas,County,David Bergland,Libertarian,151,0.73,20718,Democratic
1984,Alabama,AL,Dallas,County,Gus Hall,Independent,13,0.06,20718,Democratic
1984,Alabama,AL,Dallas,County,Other,Other,14,0.07,20718,Democratic
1984,Alabama,AL,DeKalb,County,Ronald Reagan,Republican,12098,62.53,19349,Republican
1984,Alabama,AL,DeKalb,County,Walter Mondale,Democratic,7212,37.27,19349,Republican
1984,Alabama,AL,DeKalb,County,David Bergland,Libertarian,19,0.1,19349,Republican
1984,Alabama,AL,DeKalb,County,Gus Hall,Independent,5,0.03,19349,Republican
1984,Alabama,AL,DeKalb,County,Other,Other,15,0.08,19349,Republican
1984,Alabama,AL,Elmore,County,Ronald Reagan,Republican,11694,72.74,16077,Republican
1984,Alabama,AL,Elmore,County,Walter Mondale,Democratic,4198,26.11,16077,Republican
1984,Alabama,AL,Elmore,County,David Bergland,Libertarian,162,1.01,16077,Republican
1984,Alabama,AL,Elmore,County,Gus Hall,Independent,7,0.04,16077,Republican
1984,Alabama,AL,Elmore,County,Other,Other,16,0.1,16077,Republican
1984,Alabama,AL,Escambia,County,Ronald Reagan,Republican,8694,68.33,12724,Republican
1984,Alabama,AL,Escambia,County,Walter Mondale,Democratic,3853,30.28,12724,Republican
1984,Alabama,AL,Escambia,County,David Bergland,Libertarian,70,0.55,12724,Republican
1984,Alabama,AL,Escambia,County,Gus Hall,Independent,77,0.61,12724,Republican
1984,Alabama,AL,Escambia,County,Other,Other,30,0.24,12724,Republican
1984,Alabama,AL,Etowah,County,Ronald Reagan,Republican,19243,49.62,38781,Republican
1984,Alabama,AL,Etowah,County,Walter Mondale,Democratic,19074,49.18,38781,Republican
1984,Alabama,AL,Etowah,County,David Bergland,Libertarian,184,0.47,38781,Republican
1984,Alabama,AL,Etowah,County,Gus Hall,Independent,252,0.65,38781,Republican
1984,Alabama,AL,Etowah,County,Other,Other,28,0.07,38781,Republican
1984,Alabama,AL,Fayette,County,Ronald Reagan,Republican,4654,64.63,7201,Republican
1984,Alabama,AL,Fayette,County,Walter Mondale,Democratic,2533,35.18,7201,Republican
1984,Alabama,AL,Fayette,County,David Bergland,Libertarian,9,0.12,7201,Republican
1984,Alabama,AL,Fayette,County,Gus Hall,Independent,4,0.06,7201,Republican
1984,Alabama,AL,Fayette,County,Other,Other,1,0.01,7201,Republican
1984,Alabama,AL,Franklin,County,Ronald Reagan,Republican,5304,52.9,10027,Republican
1984,Alabama,AL,Franklin,County,Walter Mondale,Democratic,4601,45.89,10027,Republican
1984,Alabama,AL,Franklin,County,David Bergland,Libertarian,100,1.0,10027,Republican
1984,Alabama,AL,Franklin,County,Gus Hall,Independent,8,0.08,10027,Republican
1984,Alabama,AL,Franklin,County,Other,Other,14,0.14,10027,Republican
1984,Alabama,AL,Geneva,County,Ronald Reagan,Republican,6308,70.0,9011,Republican
1984,Alabama,AL,Geneva,County,Walter Mondale,Democratic,2330,25.86,9011,Republican
1984,Alabama,AL,Geneva,County,David Bergland,Libertarian,80,0.89,9011,Republican
1984,Alabama,AL,Geneva,County,Gus Hall,Independent,282,3.13,9011,Republican
1984,Alabama,AL,Geneva,County,Other,Other,11,0.12,9011,Republican
1984,Alabama,AL,Greene,County,Ronald Reagan,Republican,1361,26.13,5209,Democratic
1984,Alabama,AL,Greene,County,Walter Mondale,Democratic,3675,70.55,5209,Democratic
1984,Alabama,AL,Greene,County,David Bergland,Libertarian,51,0.98,5209,Democratic
1984,Alabama,AL,Greene,County,Gus Hall,Independent,122,2.34,5209,Democratic
1984,Alabama,AL,Greene,County,Other,Other,0,0.0,5209,Democratic
1984,Alabama,AL,Hale,County,Ronald Reagan,Republican,2691,44.44,6056,Democratic
1984,Alabama,AL,Hale,County,Walter Mondale,Democratic,3289,54.31,6056,Democratic
1984,Alabama,AL,Hale,County,David Bergland,Libertarian,60,0.99,6056,Democratic
1984,Alabama,AL,Hale,County,Gus Hall,Independent,4,0.07,6056,Democratic
1984,Alabama,AL,Hale,County,Other,Other,12,0.2,6056,Democratic
1984,Alabama,AL,Henry,County,Ronald Reagan,Republican,3952,63.34,6239,Republican
1984,Alabama,AL,Henry,County,Walter Mondale,Democratic,2231,35.76,6239,Republican
1984,Alabama,AL,Henry,County,David Bergland,Libertarian,17,0.27,6239,Republican
1984,Alabama,AL,Henry,County,Gus Hall,Independent,24,0.38,6239,Republican
1984,Alabama,AL,Henry,County,Other,Other,15,0.24,6239,Republican
1984,Alabama,AL,Houston,County,Ronald Reagan,Republican,20854,75.82,27505,Republican
1984,Alabama,AL,Houston,County,Walter Mondale,Democratic,6488,23.59,27505,Republican
1984,Alabama,AL,Houston,County,David Bergland,Libertarian,56,0.2,27505,Republican
1984,Alabama,AL,Houston,County,Gus Hall,Independent,90,0.33,27505,Republican
1984,Alabama,AL,Houston,County,Other,Other,17,0.06,27505,Republican
1984,Alabama,AL,Jackson,County,Ronald Reagan,Republican,6730,46.15,14582,Democratic
1984,Alabama,AL,Jackson,County,Walter Mondale,Democratic,7635,52.36,14582,Democratic
1984,Alabama,AL,Jackson,County,David Bergland,Libertarian,169,1.16,14582,Democratic
1984,Alabama,AL,Jackson,County,Gus Hall,Independent,15,0.1,14582,Democratic
1984,Alabama,AL,Jackson,County,Other,Other,33,0.23,14582,Democratic
1984,Alabama,AL,Jefferson,County,Ronald Reagan,Republican,158362,59.41,266547,Republican
1984,Alabama,AL,Jefferson,County,Walter Mondale,Democratic,107506,40.33,266547,Republican
1984,Alabama,AL,Jefferson,County,David Bergland,Libertarian,485,0.18,266547,Republican
1984,Alabama,AL,Jefferson,County,Gus Hall,Independent,72,0.03,266547,Republican
1984,Alabama,AL,Jefferson,County,Other,Other,122,0.05,266547,Republican
1984,Alabama,AL,Lamar,County,Ronald Reagan,Republican,3943,67.21,5867,Republican
1984,Alabama,AL,Lamar,County,Walter Mondale,Democratic,1910,32.55,5867,Republican
1984,Alabama,AL,Lamar,County,David Bergland,Libertarian,4,0.07,5867,Republican
1984,Alabama,AL,Lamar,County,Gus Hall,Independent,1,0.02,5867,Republican
1984,Alabama,AL,Lamar,County,Other,Other,9,0.15,5867,Republican
1984,Alabama,AL,Lauderdale,County,Ronald Reagan,Republican,15354,53.57,28659,Republican
1984,Alabama,AL,Lauderdale,County,Walter Mondale,Democratic,12907,45.04,28659,Republican
1984,Alabama,AL,Lauderdale,County,David Bergland,Libertarian,352,1.23,28659,Republican
1984,Alabama,AL,Lauderdale,County,Gus Hall,Independent,23,0.08,28659,Republican
1984,Alabama,AL,Lauderdale,County,Other,Other,23,0.08,28659,Republican
1984,Alabama,AL,Lawrence,County,Ronald Reagan,Republican,4466,47.04,9494,Democratic
1984,Alabama,AL,Lawrence,County,Walter Mondale,Democratic,4866,51.25,9494,Democratic
1984,Alabama,AL,Lawrence,County,David Bergland,Libertarian,77,0.81,9494,Democratic
1984,Alabama,AL,Lawrence,County,Gus Hall,Independent,71,0.75,9494,Democratic
1984,Alabama,AL,Lawrence,County,Other,Other,14,0.15,9494,Democratic
1984,Alabama,AL,Lee,County,Ronald Reagan,Republican,16757,64.05,26161,Republican
1984,Alabama,AL,Lee,County,Walter Mondale,Democratic,9077,34.7,26161,Republican
1984,Alabama,AL,Lee,County,David Bergland,Libertarian,289,1.1,26161,Republican
1984,Alabama,AL,Lee,County,Gus Hall,Independent,17,0.06,26161,Republican
1984,Alabama,AL,Lee,County,Other,Other,21,0.08,26161,Republican
1984,Alabama,AL,Limestone,County,Ronald Reagan,Republican,8423,60.12,14010,Republican
1984,Alabama,AL,Limestone,County,Walter Mondale,Democratic,5410,38.62,14010,Republican
1984,Alabama,AL,Limestone,County,David Bergland,Libertarian,160,1.14,14010,Republican
1984,Alabama,AL,Limestone,County,Gus Hall,Independent,12,0.09,14010,Republican
1984,Alabama,AL,Limestone,County,Other,Other,5,0.04,14010,Republican
1984,Alabama,AL,Lowndes,County,Ronald Reagan,Republican,1629,31.02,5252,Democratic
1984,Alabama,AL,Lowndes,County,Walter Mondale,Democratic,3567,67.92,5252,Democratic
1984,Alabama,AL,Lowndes,County,David Bergland,Libertarian,38,0.72,5252,Democratic
1984,Alabama,AL,Lowndes,County,Gus Hall,Independent,5,0.1,5252,Democratic
1984,Alabama,AL,Lowndes,County,Other,Other,13,0.25,5252,Democratic
1984,Alabama,AL,Macon,County,Ronald Reagan,Republican,1543,16.24,9499,Democratic
1984,Alabama,AL,Macon,County,Walter Mondale,Democratic,7857,82.71,9499,Democratic
1984,Alabama,AL,Macon,County,David Bergland,Libertarian,52,0.55,9499,Democratic
1984,Alabama,AL,Macon,County,Gus Hall,Independent,19,0.2,9499,Democratic
1984,Alabama,AL,Macon,County,Other,Other,28,0.29,9499,Democratic
1984,Alabama,AL,Madison,County,Ronald Reagan,Republican,50428,64.54,78134,Republican
1984,Alabama,AL,Madison,County,Walter Mondale,Democratic,26881,34.4,78134,Republican
1984,Alabama,AL,Madison,County,David Bergland,Libertarian,683,0.87,78134,Republican
1984,Alabama,AL,Madison,County,Gus Hall,Independent,58,0.07,78134,Republican
1984,Alabama,AL,Madison,County,Other,Other,84,0.11,78134,Republican
1984,Alabama,AL,Marengo,County,Ronald Reagan,Republican,5261,51.51,10213,Republican
1984,Alabama,AL,Marengo,County,Walter Mondale,Democratic,4811,47.11,10213,Republican
1984,Alabama,AL,Marengo,County,David Bergland,Libertarian,101,0.99,10213,Republican
1984,Alabama,AL,Marengo,County,Gus Hall,Independent,8,0.08,10213,Republican
1984,Alabama,AL,Marengo,County,Other,Other,32,0.31,10213,Republican
1984,Alabama,AL,Marion,County,Ronald Reagan,Republican,6771,63.2,10713,Republican
1984,Alabama,AL,Marion,County,Walter Mondale,Democratic,3918,36.57,10713,Republican
1984,Alabama,AL,Marion,County,David Bergland,Libertarian,17,0.16,10713,Republican
1984,Alabama,AL,Marion,County,Gus Hall,Independent,4,0.04,10713,Republican
1984,Alabama,AL,Marion,County,Other,Other,3,0.03,10713,Republican
1984,Alabama,AL,Marshall,County,Ronald Reagan,Republican,12330,60.47,20391,Republican
1984,Alabama,AL,Marshall,County,Walter Mondale,Democratic,7704,37.78,20391,Republican
1984,Alabama,AL,Marshall,County,David Bergland,Libertarian,305,1.5,20391,Republican
1984,Alabama,AL,Marshall,County,Gus Hall,Independent,32,0.16,20391,Republican
1984,Alabama,AL,Marshall,County,Other,Other,20,0.1,20391,Republican
1984,Alabama,AL,Mobile,County,Ronald Reagan,Republican,81923,62.56,130959,Republican
1984,Alabama,AL,Mobile,County,Walter Mondale,Democratic,47252,36.08,130959,Republican
1984,Alabama,AL,Mobile,County,David Bergland,Libertarian,804,0.61,130959,Republican
1984,Alabama,AL,Mobile,County,Gus Hall,Independent,772,0.59,130959,Republican
1984,Alabama,AL,Mobile,County,Other,Other,208,0.16,130959,Republican
1984,Alabama,AL,Monroe,County,Ronald Reagan,Republican,5917,60.65,9756,Republican
1984,Alabama,AL,Monroe,County,Walter Mondale,Democratic,3725,38.18,9756,Republican
1984,Alabama,AL,Monroe,County,David Bergland,Libertarian,55,0.56,9756,Republican
1984,Alabama,AL,Monroe,County,Gus Hall,Independent,40,0.41,9756,Republican
1984,Alabama,AL,Monroe,County,Other,Other,19,0.19,9756,Republican
1984,Alabama,AL,Montgomery,County,Ronald Reagan,Republican,43328,57.77,75005,Republican
1984,Alabama,AL,Montgomery,County,Walter Mondale,Democratic,31206,41.61,75005,Republican
1984,Alabama,AL,Montgomery,County,David Bergland,Libertarian,337,0.45,75005,Republican
1984,Alabama,AL,Montgomery,County,Gus Hall,Independent,19,0.03,75005,Republican
1984,Alabama,AL,Montgomery,County,Other,Other,115,0.15,75005,Republican
1984,Alabama,AL,Morgan,County,Ronald Reagan,Republican,24301,67.99,35741,Republican
1984,Alabama,AL,Morgan,County,Walter Mondale,Democratic,11324,31.68,35741,Republican
1984,Alabama,AL,Morgan,County,David Bergland,Libertarian,73,0.2,35741,Republican
1984,Alabama,AL,Morgan,County,Gus Hall,Independent,12,0.03,35741,Republican
1984,Alabama,AL,Morgan,County,Other,Other,31,0.09,35741,Republican
1984,Alabama,AL,Perry,County,Ronald Reagan,Republican,2600,48.08,5408,Democratic
1984,Alabama,AL,Perry,County,Walter Mondale,Democratic,2731,50.5,5408,Democratic
1984,Alabama,AL,Perry,County,David Bergland,Libertarian,66,1.22,5408,Democratic
1984,Alabama,AL,Perry,County,Gus Hall,Independent,5,0.09,5408,Democratic
1984,Alabama,AL,Perry,County,Other,Other,6,0.11,5408,Democratic
1984,Alabama,AL,Pickens,County,Ronald Reagan,Republican,4685,56.47,8296,Republican
1984,Alabama,AL,Pickens,County,Walter Mondale,Democratic,3586,43.23,8296,Republican
1984,Alabama,AL,Pickens,County,David Bergland,Libertarian,9,0.11,8296,Republican
1984,Alabama,AL,Pickens,County,Gus Hall,Independent,6,0.07,8296,Republican
1984,Alabama,AL,Pickens,County,Other,Other,10,0.12,8296,Republican
1984,Alabama,AL,Pike,County,Ronald Reagan,Republican,6231,62.6,9953,Republican
1984,Alabama,AL,Pike,County,Walter Mondale,Democratic,3541,35.58,9953,Republican
1984,Alabama,AL,Pike,County,David Bergland,Libertarian,146,1.47,9953,Republican
1984,Alabama,AL,Pike,County,Gus Hall,Independent,12,0.12,9953,Republican
1984,Alabama,AL,Pike,County,Other,Other,23,0.23,9953,Republican
1984,Alabama,AL,Randolph,County,Ronald Reagan,Republican,4940,65.74,7515,Republican
1984,Alabama,AL,Randolph,County,Walter Mondale,Democratic,2439,32.46,7515,Republican
1984,Alabama,AL,Randolph,County,David Bergland,Libertarian,124,1.65,7515,Republican
1984,Alabama,AL,Randolph,County,Gus Hall,Independent,6,0.08,7515,Republican
1984,Alabama,AL,Randolph,County,Other,Other,6,0.08,7515,Republican
1984,Alabama,AL,Russell,County,Ronald Reagan,Republican,6654,46.04,14452,Democratic
1984,Alabama,AL,Russell,County,Walter Mondale,Democratic,7610,52.66,14452,Democratic
1984,Alabama,AL,Russell,County,David Bergland,Libertarian,166,1.15,14452,Democratic
1984,Alabama,AL,Russell,County,Gus Hall,Independent,6,0.04,14452,Democratic
1984,Alabama,AL,Russell,County,Other,Other,16,0.11,14452,Democratic
1984,Alabama,AL,Shelby,County,Ronald Reagan,Republican,21858,77.88,28068,Republican
1984,Alabama,AL,Shelby,County,Walter Mondale,Democratic,5884,20.96,28068,Republican
1984,Alabama,AL,Shelby,County,David Bergland,Libertarian,271,0.97,28068,Republican
1984,Alabama,AL,Shelby,County,Gus Hall,Independent,20,0.07,28068,Republican
1984,Alabama,AL,Shelby,County,Other,Other,6,0.02,28068,Republican
1984,Alabama,AL,St. Clair,County,Ronald Reagan,Republican,10408,71.02,14654,Republican
1984,Alabama,AL,St. Clair,County,Walter Mondale,Democratic,4000,27.3,14654,Republican
1984,Alabama,AL,St. Clair,County,David Bergland,Libertarian,232,1.58,14654,Republican
1984,Alabama,AL,St. Clair,County,Gus Hall,Independent,8,0.05,14654,Republican
1984,Alabama,AL,St. Clair,County,Other,Other,35,0.24,14654,Republican
1984,Alabama,AL,Sumter,County,Ronald Reagan,Republican,2493,35.65,6993,Democratic
1984,Alabama,AL,Sumter,County,Walter Mondale,Democratic,4478,64.04,6993,Democratic
1984,Alabama,AL,Sumter,County,David Bergland,Libertarian,16,0.23,6993,Democratic
1984,Alabama,AL,Sumter,County,Gus Hall,Independent,1,0.01,6993,Democratic
1984,Alabama,AL,Sumter,County,Other,Other,5,0.07,6993,Democratic
1984,Alabama,AL,Talladega,County,Ronald Reagan,Republican,14067,61.11,23020,Republican
1984,Alabama,AL,Talladega,County,Walter Mondale,Democratic,8490,36.88,23020,Republican
1984,Alabama,AL,Talladega,County,David Bergland,Libertarian,220,0.96,23020,Republican
1984,Alabama,AL,Talladega,County,Gus Hall,Independent,209,0.91,23020,Republican
1984,Alabama,AL,Talladega,County,Other,Other,34,0.15,23020,Republican
1984,Alabama,AL,Tallapoosa,County,Ronald Reagan,Republican,9045,66.19,13666,Republican
1984,Alabama,AL,Tallapoosa,County,Walter Mondale,Democratic,4458,32.62,13666,Republican
1984,Alabama,AL,Tallapoosa,County,David Bergland,Libertarian,139,1.02,13666,Republican
1984,Alabama,AL,Tallapoosa,County,Gus Hall,Independent,11,0.08,13666,Republican
1984,Alabama,AL,Tallapoosa,County,Other,Other,13,0.1,13666,Republican
1984,Alabama,AL,Tuscaloosa,County,Ronald Reagan,Republican,28075,62.75,44739,Republican
1984,Alabama,AL,Tuscaloosa,County,Walter Mondale,Democratic,16066,35.91,44739,Republican
1984,Alabama,AL,Tuscaloosa,County,David Bergland,Libertarian,533,1.19,44739,Republican
1984,Alabama,AL,Tuscaloosa,County,Gus Hall,Independent,37,0.08,44739,Republican
1984,Alabama,AL,Tuscaloosa,County,Other,Other,28,0.06,44739,Republican
1984,Alabama,AL,Walker,County,Ronald Reagan,Republican,12852,54.11,23753,Republican
1984,Alabama,AL,Walker,County,Walter Mondale,Democratic,10591,44.59,23753,Republican
1984,Alabama,AL,Walker,County,David Bergland,Libertarian,94,0.4,23753,Republican
1984,Alabama,AL,Walker,County,Gus Hall,Independent,194,0.82,23753,Republican
1984,Alabama,AL,Walker,County,Other,Other,22,0.09,23753,Republican
1984,Alabama,AL,Washington,County,Ronald Reagan,Republican,4434,58.78,7543,Republican
1984,Alabama,AL,Washington,County,Walter Mondale,Democratic,3081,40.85,7543,Republican
1984,Alabama,AL,Washington,County,David Bergland,Libertarian,17,0.23,7543,Republican
1984,Alabama,AL,Washington,County,Gus Hall,Independent,2,0.03,7543,Republican
1984,Alabama,AL,Washington,County,Other,Other,9,0.12,7543,Republican
1984,Alabama,AL,Wilcox,County,Ronald Reagan,Republican,2337,38.81,6022,Democratic
