year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
2008,Alabama,AL,Autauga,County,John McCain,Republican,17403,73.61,23641,Republican
2008,Alabama,AL,Autauga,County,Barack Obama,Democratic,6093,25.77,23641,Republican
2008,Alabama,AL,Autauga,County,Other,Other,145,0.61,23641,Republican
2008,Alabama,AL,Baldwin,County,John McCain,Republican,61271,75.26,81413,Republican
2008,Alabama,AL,Baldwin,County,Barack Obama,Democratic,19386,23.81,81413,Republican
2008,Alabama,AL,Baldwin,County,Other,Other,756,0.93,81413,Republican
2008,Alabama,AL,Barbour,County,John McCain,Republican,5866,50.44,11630,Republican
2008,Alabama,AL,Barbour,County,Barack Obama,Democratic,5697,48.99,11630,Republican
2008,Alabama,AL,Barbour,County,Other,Other,67,0.58,11630,Republican
2008,Alabama,AL,Bibb,County,John McCain,Republican,6262,72.44,8644,Republican
2008,Alabama,AL,Bibb,County,Barack Obama,Democratic,2299,26.6,8644,Republican
2008,Alabama,AL,Bibb,County,Other,Other,83,0.96,8644,Republican
2008,Alabama,AL,Blount,County,John McCain,Republican,20389,84.02,24267,Republican
2008,Alabama,AL,Blount,County,Barack Obama,Democratic,3522,14.51,24267,Republican
2008,Alabama,AL,Blount,County,Other,Other,356,1.46,24267,Republican
2008,Alabama,AL,Bullock,County,John McCain,Republican,1391,25.69,5415,Democratic
2008,Alabama,AL,Bullock,County,Barack Obama,Democratic,4011,74.07,5415,Democratic
2008,Alabama,AL,Bullock,County,Other,Other,13,0.24,5415,Democratic
2008,Alabama,AL,Butler,County,John McCain,Republican,5485,56.49,9709,Republican
2008,Alabama,AL,Butler,County,Barack Obama,Democratic,4188,43.14,9709,Republican
2008,Alabama,AL,Butler,County,Other,Other,36,0.37,9709,Republican
2008,Alabama,AL,Calhoun,County,John McCain,Republican,32348,65.69,49242,Republican
2008,Alabama,AL,Calhoun,County,Barack Obama,Democratic,16334,33.17,49242,Republican
2008,Alabama,AL,Calhoun,County,Other,Other,560,1.14,49242,Republican
2008,Alabama,AL,Chambers,County,John McCain,Republican,8067,53.94,14956,Republican
2008,Alabama,AL,Chambers,County,Barack Obama,Democratic,6799,45.46,14956,Republican
2008,Alabama,AL,Chambers,County,Other,Other,90,0.6,14956,Republican
2008,Alabama,AL,Cherokee,County,John McCain,Republican,7298,74.89,9745,Republican
2008,Alabama,AL,Cherokee,County,Barack Obama,Democratic,2306,23.66,9745,Republican
2008,Alabama,AL,Cherokee,County,Other,Other,141,1.44,9745,Republican
2008,Alabama,AL,Chilton,County,John McCain,Republican,13960,78.49,17785,Republican
2008,Alabama,AL,Chilton,County,Barack Obama,Democratic,3674,20.66,17785,Republican
2008,Alabama,AL,Chilton,County,Other,Other,151,0.85,17785,Republican
2008,Alabama,AL,Choctaw,County,John McCain,Republican,4223,53.5,7894,Republican
2008,Alabama,AL,Choctaw,County,Barack Obama,Democratic,3636,46.06,7894,Republican
2008,Alabama,AL,Choctaw,County,Other,Other,35,0.44,7894,Republican
2008,Alabama,AL,Clarke,County,John McCain,Republican,7466,55.57,13435,Republican
2008,Alabama,AL,Clarke,County,Barack Obama,Democratic,5914,44.02,13435,Republican
2008,Alabama,AL,Clarke,County,Other,Other,55,0.41,13435,Republican
2008,Alabama,AL,Clay,County,John McCain,Republican,4984,73.09,6819,Republican
2008,Alabama,AL,Clay,County,Barack Obama,Democratic,1760,25.81,6819,Republican
2008,Alabama,AL,Clay,County,Other,Other,75,1.1,6819,Republican
2008,Alabama,AL,Cleburne,County,John McCain,Republican,5216,80.35,6492,Republican
2008,Alabama,AL,Cleburne,County,Barack Obama,Democratic,1168,17.99,6492,Republican
2008,Alabama,AL,Cleburne,County,Other,Other,108,1.66,6492,Republican
2008,Alabama,AL,Coffee,County,John McCain,Republican,14919,74.12,20128,Republican
2008,Alabama,AL,Coffee,County,Barack Obama,Democratic,5079,25.23,20128,Republican
2008,Alabama,AL,Coffee,County,Other,Other,130,0.65,20128,Republican
2008,Alabama,AL,Colbert,County,John McCain,Republican,14739,59.33,24843,Republican
2008,Alabama,AL,Colbert,County,Barack Obama,Democratic,9703,39.06,24843,Republican
2008,Alabama,AL,Colbert,County,Other,Other,401,1.61,24843,Republican
2008,Alabama,AL,Conecuh,County,John McCain,Republican,3470,49.98,6943,Republican
2008,Alabama,AL,Conecuh,County,Barack Obama,Democratic,3429,49.39,6943,Republican
2008,Alabama,AL,Conecuh,County,Other,Other,44,0.63,6943,Republican
2008,Alabama,AL,Coosa,County,John McCain,Republican,3248,58.39,5563,Republican
2008,Alabama,AL,Coosa,County,Barack Obama,Democratic,2273,40.86,5563,Republican
2008,Alabama,AL,Coosa,County,Other,Other,42,0.76,5563,Republican
2008,Alabama,AL,Covington,County,John McCain,Republican,12444,78.82,15787,Republican
2008,Alabama,AL,Covington,County,Barack Obama,Democratic,3240,20.52,15787,Republican
2008,Alabama,AL,Covington,County,Other,Other,103,0.65,15787,Republican
2008,Alabama,AL,Crenshaw,County,John McCain,Republican,4319,68.65,6291,Republican
2008,Alabama,AL,Crenshaw,County,Barack Obama,Democratic,1938,30.81,6291,Republican
2008,Alabama,AL,Crenshaw,County,Other,Other,34,0.54,6291,Republican
2008,Alabama,AL,Cullman,County,John McCain,Republican,28896,81.85,35305,Republican
2008,Alabama,AL,Cullman,County,Barack Obama,Democratic,5864,16.61,35305,Republican
2008,Alabama,AL,Cullman,County,Other,Other,545,1.53,35305,Republican
2008,Alabama,AL,Dale,County,John McCain,Republican,13886,71.87,19320,Republican
2008,Alabama,AL,Dale,County,Barack Obama,Democratic,5270,27.28,19320,Republican
2008,Alabama,AL,Dale,County,Other,Other,164,0.85,19320,Republican
2008,Alabama,AL,Dallas,County,John McCain,Republican,6798,32.6,20852,Democratic
2008,Alabama,AL,Dallas,County,Barack Obama,Democratic,13986,67.07,20852,Democratic
2008,Alabama,AL,Dallas,County,Other,Other,68,0.33,20852,Democratic
2008,Alabama,AL,DeKalb,County,John McCain,Republican,17957,74.77,24015,Republican
2008,Alabama,AL,DeKalb,County,Barack Obama,Democratic,5658,23.56,24015,Republican
2008,Alabama,AL,DeKalb,County,Other,Other,400,1.67,24015,Republican
2008,Alabama,AL,Elmore,County,John McCain,Republican,25777,75.12,34315,Republican
2008,Alabama,AL,Elmore,County,Barack Obama,Democratic,8301,24.19,34315,Republican
2008,Alabama,AL,Elmore,County,Other,Other,237,0.69,34315,Republican
2008,Alabama,AL,Escambia,County,John McCain,Republican,9375,63.89,14674,Republican
2008,Alabama,AL,Escambia,County,Barack Obama,Democratic,5188,35.36,14674,Republican
2008,Alabama,AL,Escambia,County,Other,Other,111,0.76,14674,Republican
2008,Alabama,AL,Etowah,County,John McCain,Republican,30595,68.39,44737,Republican
2008,Alabama,AL,Etowah,County,Barack Obama,Democratic,13497,30.17,44737,Republican
2008,Alabama,AL,Etowah,County,Other,Other,645,1.44,44737,Republican
2008,Alabama,AL,Fayette,County,John McCain,Republican,5883,73.93,7957,Republican
2008,Alabama,AL,Fayette,County,Barack Obama,Democratic,1994,25.06,7957,Republican
2008,Alabama,AL,Fayette,County,Other,Other,80,1.01,7957,Republican
2008,Alabama,AL,Franklin,County,John McCain,Republican,8048,68.83,11693,Republican
2008,Alabama,AL,Franklin,County,Barack Obama,Democratic,3469,29.67,11693,Republican
2008,Alabama,AL,Franklin,County,Other,Other,176,1.51,11693,Republican
2008,Alabama,AL,Geneva,County,John McCain,Republican,9417,80.78,11657,Republican
2008,Alabama,AL,Geneva,County,Barack Obama,Democratic,2134,18.31,11657,Republican
2008,Alabama,AL,Geneva,County,Other,Other,106,0.9,11657,Republican
2008,Alabama,AL,Greene,County,John McCain,Republican,876,16.51,5305,Democratic
2008,Alabama,AL,Greene,County,Barack Obama,Democratic,4408,83.09,5305,Democratic
2008,Alabama,AL,Greene,County,Other,Other,21,0.4,5305,Democratic
2008,Alabama,AL,Hale,County,John McCain,Republican,3200,38.96,8214,Democratic
2008,Alabama,AL,Hale,County,Barack Obama,Democratic,4982,60.65,8214,Democratic
2008,Alabama,AL,Hale,County,Other,Other,32,0.39,8214,Democratic
2008,Alabama,AL,Henry,County,John McCain,Republican,5585,64.58,8648,Republican
2008,Alabama,AL,Henry,County,Barack Obama,Democratic,3018,34.9,8648,Republican
2008,Alabama,AL,Henry,County,Other,Other,45,0.52,8648,Republican
2008,Alabama,AL,Houston,County,John McCain,Republican,29254,70.09,41735,Republican
2008,Alabama,AL,Houston,County,Barack Obama,Democratic,12225,29.29,41735,Republican
2008,Alabama,AL,Houston,County,Other,Other,256,0.61,41735,Republican
2008,Alabama,AL,Jackson,County,John McCain,Republican,14083,67.47,20874,Republican
2008,Alabama,AL,Jackson,County,Barack Obama,Democratic,6374,30.54,20874,Republican
2008,Alabama,AL,Jackson,County,Other,Other,417,1.99,20874,Republican
2008,Alabama,AL,Jefferson,County,John McCain,Republican,149921,47.07,318524,Democratic
2008,Alabama,AL,Jefferson,County,Barack Obama,Democratic,166121,52.15,318524,Democratic
2008,Alabama,AL,Jefferson,County,Other,Other,2482,0.78,318524,Democratic
2008,Alabama,AL,Lamar,County,John McCain,Republican,5419,76.59,7075,Republican
2008,Alabama,AL,Lamar,County,Barack Obama,Democratic,1614,22.81,7075,Republican
2008,Alabama,AL,Lamar,County,Other,Other,42,0.6,7075,Republican
2008,Alabama,AL,Lauderdale,County,John McCain,Republican,24068,63.16,38104,Republican
2008,Alabama,AL,Lauderdale,County,Barack Obama,Democratic,13329,34.98,38104,Republican
2008,Alabama,AL,Lauderdale,County,Other,Other,707,1.86,38104,Republican
2008,Alabama,AL,Lawrence,County,John McCain,Republican,9277,63.19,14680,Republican
2008,Alabama,AL,Lawrence,County,Barack Obama,Democratic,5164,35.18,14680,Republican
2008,Alabama,AL,Lawrence,County,Other,Other,239,1.63,14680,Republican
2008,Alabama,AL,Lee,County,John McCain,Republican,32230,59.33,54325,Republican
2008,Alabama,AL,Lee,County,Barack Obama,Democratic,21498,39.57,54325,Republican
2008,Alabama,AL,Lee,County,Other,Other,597,1.09,54325,Republican
2008,Alabama,AL,Limestone,County,John McCain,Republican,23598,70.33,33551,Republican
2008,Alabama,AL,Limestone,County,Barack Obama,Democratic,9536,28.42,33551,Republican
2008,Alabama,AL,Limestone,County,Other,Other,417,1.24,33551,Republican
2008,Alabama,AL,Lowndes,County,John McCain,Republican,1809,24.86,7278,Democratic
2008,Alabama,AL,Lowndes,County,Barack Obama,Democratic,5449,74.87,7278,Democratic
2008,Alabama,AL,Lowndes,County,Other,Other,20,0.27,7278,Democratic
2008,Alabama,AL,Macon,County,John McCain,Republican,1396,12.83,10877,Democratic
2008,Alabama,AL,Macon,County,Barack Obama,Democratic,9450,86.88,10877,Democratic
2008,Alabama,AL,Macon,County,Other,Other,31,0.29,10877,Democratic
2008,Alabama,AL,Madison,County,John McCain,Republican,86965,56.88,152899,Republican
2008,Alabama,AL,Madison,County,Barack Obama,Democratic,64117,41.93,152899,Republican
2008,Alabama,AL,Madison,County,Other,Other,1817,1.19,152899,Republican
2008,Alabama,AL,Marengo,County,John McCain,Republican,5516,48.09,11471,Democratic
2008,Alabama,AL,Marengo,County,Barack Obama,Democratic,5926,51.66,11471,Democratic
2008,Alabama,AL,Marengo,County,Other,Other,29,0.29,11471,Democratic
2008,Alabama,AL,Marion,County,John McCain,Republican,9536,77.18,12355,Republican
2008,Alabama,AL,Marion,County,Barack Obama,Democratic,2600,21.04,12355,Republican
2008,Alabama,AL,Marion,County,Other,Other,219,1.78,12355,Republican
2008,Alabama,AL,Marshall,County,John McCain,Republican,25727,77.57,33166,Republican
2008,Alabama,AL,Marshall,County,Barack Obama,Democratic,7038,21.22,33166,Republican
2008,Alabama,AL,Marshall,County,Other,Other,401,1.21,33166,Republican
2008,Alabama,AL,Mobile,County,John McCain,Republican,98049,54.04,181424,Republican
2008,Alabama,AL,Mobile,County,Barack Obama,Democratic,82181,45.3,181424,Republican
2008,Alabama,AL,Mobile,County,Other,Other,1194,0.66,181424,Republican
2008,Alabama,AL,Monroe,County,John McCain,Republican,6175,54.88,11252,Republican
2008,Alabama,AL,Monroe,County,Barack Obama,Democratic,5025,44.66,11252,Republican
2008,Alabama,AL,Monroe,County,Other,Other,52,0.46,11252,Republican
2008,Alabama,AL,Montgomery,County,John McCain,Republican,42031,40.13,104743,Democratic
2008,Alabama,AL,Montgomery,County,Barack Obama,Democratic,62166,59.35,104743,Democratic
2008,Alabama,AL,Montgomery,County,Other,Other,546,0.52,104743,Democratic
2008,Alabama,AL,Morgan,County,John McCain,Republican,36014,71.26,50542,Republican
2008,Alabama,AL,Morgan,County,Barack Obama,Democratic,13895,27.49,50542,Republican
2008,Alabama,AL,Morgan,County,Other,Other,633,1.26,50542,Republican
2008,Alabama,AL,Perry,County,John McCain,Republican,1679,27.26,6159,Democratic
2008,Alabama,AL,Perry,County,Barack Obama,Democratic,4457,72.37,6159,Democratic
2008,Alabama,AL,Perry,County,Other,Other,23,0.37,6159,Democratic
2008,Alabama,AL,Pickens,County,John McCain,Republican,5434,53.98,10067,Republican
2008,Alabama,AL,Pickens,County,Barack Obama,Democratic,4594,45.63,10067,Republican
2008,Alabama,AL,Pickens,County,Other,Other,39,0.39,10067,Republican
