year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1992,Alabama,AL,Autauga,County,George H.W. Bush,Republican,8715,55.92,15585,Republican
1992,Alabama,AL,Autauga,County,Bill Clinton,Democratic,4819,30.92,15585,Republican
1992,Alabama,AL,Autauga,County,Ross Perot,Independent,1916,12.29,15585,Republican
1992,Alabama,AL,Autauga,County,Other,Other,135,0.87,15585,Republican
1992,Alabama,AL,Baldwin,County,George H.W. Bush,Republican,26270,56.52,46476,Republican
1992,Alabama,AL,Baldwin,County,Bill Clinton,Democratic,12195,26.24,46476,Republican
1992,Alabama,AL,Baldwin,County,Ross Perot,Independent,7656,16.47,46476,Republican
1992,Alabama,AL,Baldwin,County,Other,Other,355,0.76,46476,Republican
1992,Alabama,AL,Barbour,County,George H.W. Bush,Republican,4475,42.9,10431,Democratic
1992,Alabama,AL,Barbour,County,Bill Clinton,Democratic,4836,46.36,10431,Democratic
1992,Alabama,AL,Barbour,County,Ross Perot,Independent,1020,9.78,10431,Democratic
1992,Alabama,AL,Barbour,County,Other,Other,100,0.96,10431,Democratic
1992,Alabama,AL,Bibb,County,George H.W. Bush,Republican,3124,46.49,6720,Republican
1992,Alabama,AL,Bibb,County,Bill Clinton,Democratic,2900,43.15,6720,Republican
1992,Alabama,AL,Bibb,County,Ross Perot,Independent,686,10.21,6720,Republican
1992,Alabama,AL,Bibb,County,Other,Other,10,0.15,6720,Republican
1992,Alabama,AL,Blount,County,George H.W. Bush,Republican,8882,53.81,16505,Republican
1992,Alabama,AL,Blount,County,Bill Clinton,Democratic,5433,32.92,16505,Republican
1992,Alabama,AL,Blount,County,Ross Perot,Independent,1949,11.81,16505,Republican
1992,Alabama,AL,Blount,County,Other,Other,241,1.46,16505,Republican
1992,Alabama,AL,Bullock,County,George H.W. Bush,Republican,1253,26.02,4816,Democratic
1992,Alabama,AL,Bullock,County,Bill Clinton,Democratic,3259,67.67,4816,Democratic
1992,Alabama,AL,Bullock,County,Ross Perot,Independent,266,5.52,4816,Democratic
1992,Alabama,AL,Bullock,County,Other,Other,38,0.79,4816,Democratic
1992,Alabama,AL,Butler,County,George H.W. Bush,Republican,3494,41.21,8478,Democratic
1992,Alabama,AL,Butler,County,Bill Clinton,Democratic,4021,47.43,8478,Democratic
1992,Alabama,AL,Butler,County,Ross Perot,Independent,867,10.23,8478,Democratic
1992,Alabama,AL,Butler,County,Other,Other,96,1.13,8478,Democratic
1992,Alabama,AL,Calhoun,County,George H.W. Bush,Republican,20623,48.18,42800,Republican
1992,Alabama,AL,Calhoun,County,Bill Clinton,Democratic,16453,38.44,42800,Republican
1992,Alabama,AL,Calhoun,County,Ross Perot,Independent,4717,11.02,42800,Republican
1992,Alabama,AL,Calhoun,County,Other,Other,1007,2.35,42800,Republican
1992,Alabama,AL,Chambers,County,George H.W. Bush,Republican,5682,43.4,13091,Democratic
1992,Alabama,AL,Chambers,County,Bill Clinton,Democratic,5938,45.36,13091,Democratic
1992,Alabama,AL,Chambers,County,Ross Perot,Independent,1427,10.9,13091,Democratic
1992,Alabama,AL,Chambers,County,Other,Other,44,0.34,13091,Democratic
1992,Alabama,AL,Cherokee,County,George H.W. Bush,Republican,2745,34.85,7876,Democratic
1992,Alabama,AL,Cherokee,County,Bill Clinton,Democratic,4222,53.61,7876,Democratic
1992,Alabama,AL,Cherokee,County,Ross Perot,Independent,846,10.74,7876,Democratic
1992,Alabama,AL,Cherokee,County,Other,Other,63,0.8,7876,Democratic
1992,Alabama,AL,Chilton,County,George H.W. Bush,Republican,8126,56.17,14468,Republican
1992,Alabama,AL,Chilton,County,Bill Clinton,Democratic,4946,34.19,14468,Republican
1992,Alabama,AL,Chilton,County,Ross Perot,Independent,1363,9.42,14468,Republican
1992,Alabama,AL,Chilton,County,Other,Other,33,0.23,14468,Republican
1992,Alabama,AL,Choctaw,County,George H.W. Bush,Republican,3069,40.6,7560,Democratic
1992,Alabama,AL,Choctaw,County,Bill Clinton,Democratic,3941,52.13,7560,Democratic
1992,Alabama,AL,Choctaw,County,Ross Perot,Independent,489,6.47,7560,Democratic
1992,Alabama,AL,Choctaw,County,Other,Other,61,0.81,7560,Democratic
1992,Alabama,AL,Clarke,County,George H.W. Bush,Republican,5495,46.9,11717,Republican
1992,Alabama,AL,Clarke,County,Bill Clinton,Democratic,5023,42.87,11717,Republican
1992,Alabama,AL,Clarke,County,Ross Perot,Independent,872,7.44,11717,Republican
1992,Alabama,AL,Clarke,County,Other,Other,327,2.79,11717,Republican
1992,Alabama,AL,Clay,County,George H.W. Bush,Republican,2859,49.68,5755,Republican
1992,Alabama,AL,Clay,County,Bill Clinton,Democratic,2073,36.02,5755,Republican
1992,Alabama,AL,Clay,County,Ross Perot,Independent,652,11.33,5755,Republican
1992,Alabama,AL,Clay,County,Other,Other,171,2.97,5755,Republican
1992,Alabama,AL,Cleburne,County,George H.W. Bush,Republican,2425,46.31,5237,Republican
1992,Alabama,AL,Cleburne,County,Bill Clinton,Democratic,2144,40.94,5237,Republican
1992,Alabama,AL,Cleburne,County,Ross Perot,Independent,630,12.03,5237,Republican
1992,Alabama,AL,Cleburne,County,Other,Other,38,0.73,5237,Republican
1992,Alabama,AL,Coffee,County,George H.W. Bush,Republican,7591,48.87,15533,Republican
1992,Alabama,AL,Coffee,County,Bill Clinton,Democratic,5776,37.19,15533,Republican
1992,Alabama,AL,Coffee,County,Ross Perot,Independent,2021,13.01,15533,Republican
1992,Alabama,AL,Coffee,County,Other,Other,145,0.93,15533,Republican
1992,Alabama,AL,Colbert,County,George H.W. Bush,Republican,8073,35.98,22439,Democratic
1992,Alabama,AL,Colbert,County,Bill Clinton,Democratic,12206,54.4,22439,Democratic
1992,Alabama,AL,Colbert,County,Ross Perot,Independent,2098,9.35,22439,Democratic
1992,Alabama,AL,Colbert,County,Other,Other,62,0.28,22439,Democratic
1992,Alabama,AL,Conecuh,County,George H.W. Bush,Republican,2463,39.05,6307,Democratic
1992,Alabama,AL,Conecuh,County,Bill Clinton,Democratic,3155,50.02,6307,Democratic
1992,Alabama,AL,Conecuh,County,Ross Perot,Independent,552,8.75,6307,Democratic
1992,Alabama,AL,Conecuh,County,Other,Other,137,2.17,6307,Democratic
1992,Alabama,AL,Coosa,County,George H.W. Bush,Republican,1973,41.12,4798,Democratic
1992,Alabama,AL,Coosa,County,Bill Clinton,Democratic,2330,48.56,4798,Democratic
1992,Alabama,AL,Coosa,County,Ross Perot,Independent,476,9.92,4798,Democratic
1992,Alabama,AL,Coosa,County,Other,Other,19,0.4,4798,Democratic
1992,Alabama,AL,Covington,County,George H.W. Bush,Republican,6840,48.99,13962,Republican
1992,Alabama,AL,Covington,County,Bill Clinton,Democratic,5004,35.84,13962,Republican
1992,Alabama,AL,Covington,County,Ross Perot,Independent,1880,13.47,13962,Republican
1992,Alabama,AL,Covington,County,Other,Other,238,1.7,13962,Republican
1992,Alabama,AL,Crenshaw,County,George H.W. Bush,Republican,2339,44.22,5290,Democratic
1992,Alabama,AL,Crenshaw,County,Bill Clinton,Democratic,2404,45.44,5290,Democratic
1992,Alabama,AL,Crenshaw,County,Ross Perot,Independent,485,9.17,5290,Democratic
1992,Alabama,AL,Crenshaw,County,Other,Other,62,1.17,5290,Democratic
1992,Alabama,AL,Cullman,County,George H.W. Bush,Republican,14411,49.62,29043,Republican
1992,Alabama,AL,Cullman,County,Bill Clinton,Democratic,10451,35.98,29043,Republican
1992,Alabama,AL,Cullman,County,Ross Perot,Independent,4113,14.16,29043,Republican
1992,Alabama,AL,Cullman,County,Other,Other,68,0.23,29043,Republican
1992,Alabama,AL,Dale,County,George H.W. Bush,Republican,8123,51.45,15787,Republican
1992,Alabama,AL,Dale,County,Bill Clinton,Democratic,5098,32.29,15787,Republican
1992,Alabama,AL,Dale,County,Ross Perot,Independent,2423,15.35,15787,Republican
1992,Alabama,AL,Dale,County,Other,Other,143,0.91,15787,Republican
1992,Alabama,AL,Dallas,County,George H.W. Bush,Republican,7394,37.72,19604,Democratic
1992,Alabama,AL,Dallas,County,Bill Clinton,Democratic,11053,56.38,19604,Democratic
1992,Alabama,AL,Dallas,County,Ross Perot,Independent,1110,5.66,19604,Democratic
1992,Alabama,AL,Dallas,County,Other,Other,47,0.24,19604,Democratic
1992,Alabama,AL,DeKalb,County,George H.W. Bush,Republican,10519,48.73,21585,Republican
1992,Alabama,AL,DeKalb,County,Bill Clinton,Democratic,8245,38.2,21585,Republican
1992,Alabama,AL,DeKalb,County,Ross Perot,Independent,2741,12.7,21585,Republican
1992,Alabama,AL,DeKalb,County,Other,Other,80,0.37,21585,Republican
1992,Alabama,AL,Elmore,County,George H.W. Bush,Republican,11356,55.7,20388,Republican
1992,Alabama,AL,Elmore,County,Bill Clinton,Democratic,6223,30.52,20388,Republican
1992,Alabama,AL,Elmore,County,Ross Perot,Independent,2765,13.56,20388,Republican
1992,Alabama,AL,Elmore,County,Other,Other,44,0.22,20388,Republican
1992,Alabama,AL,Escambia,County,George H.W. Bush,Republican,5955,46.44,12824,Republican
1992,Alabama,AL,Escambia,County,Bill Clinton,Democratic,4809,37.5,12824,Republican
1992,Alabama,AL,Escambia,County,Ross Perot,Independent,1616,12.6,12824,Republican
1992,Alabama,AL,Escambia,County,Other,Other,444,3.46,12824,Republican
1992,Alabama,AL,Etowah,County,George H.W. Bush,Republican,17467,41.15,42451,Democratic
1992,Alabama,AL,Etowah,County,Bill Clinton,Democratic,20558,48.43,42451,Democratic
1992,Alabama,AL,Etowah,County,Ross Perot,Independent,4277,10.08,42451,Democratic
1992,Alabama,AL,Etowah,County,Other,Other,149,0.35,42451,Democratic
1992,Alabama,AL,Fayette,County,George H.W. Bush,Republican,3604,42.55,8470,Democratic
1992,Alabama,AL,Fayette,County,Bill Clinton,Democratic,3830,45.22,8470,Democratic
1992,Alabama,AL,Fayette,County,Ross Perot,Independent,1012,11.95,8470,Democratic
1992,Alabama,AL,Fayette,County,Other,Other,24,0.28,8470,Democratic
1992,Alabama,AL,Franklin,County,George H.W. Bush,Republican,4794,40.43,11858,Democratic
1992,Alabama,AL,Franklin,County,Bill Clinton,Democratic,5953,50.2,11858,Democratic
1992,Alabama,AL,Franklin,County,Ross Perot,Independent,1075,9.07,11858,Democratic
1992,Alabama,AL,Franklin,County,Other,Other,36,0.3,11858,Democratic
1992,Alabama,AL,Geneva,County,George H.W. Bush,Republican,4843,49.08,9867,Republican
1992,Alabama,AL,Geneva,County,Bill Clinton,Democratic,3622,36.71,9867,Republican
1992,Alabama,AL,Geneva,County,Ross Perot,Independent,1323,13.41,9867,Republican
1992,Alabama,AL,Geneva,County,Other,Other,79,0.8,9867,Republican
1992,Alabama,AL,Greene,County,George H.W. Bush,Republican,805,16.49,4881,Democratic
1992,Alabama,AL,Greene,County,Bill Clinton,Democratic,3865,79.18,4881,Democratic
1992,Alabama,AL,Greene,County,Ross Perot,Independent,194,3.97,4881,Democratic
1992,Alabama,AL,Greene,County,Other,Other,17,0.35,4881,Democratic
1992,Alabama,AL,Hale,County,George H.W. Bush,Republican,2001,33.22,6023,Democratic
1992,Alabama,AL,Hale,County,Bill Clinton,Democratic,3481,57.8,6023,Democratic
1992,Alabama,AL,Hale,County,Ross Perot,Independent,486,8.07,6023,Democratic
1992,Alabama,AL,Hale,County,Other,Other,55,0.91,6023,Democratic
1992,Alabama,AL,Henry,County,George H.W. Bush,Republican,2970,45.7,6499,Republican
1992,Alabama,AL,Henry,County,Bill Clinton,Democratic,2804,43.15,6499,Republican
1992,Alabama,AL,Henry,County,Ross Perot,Independent,667,10.26,6499,Republican
1992,Alabama,AL,Henry,County,Other,Other,58,0.89,6499,Republican
1992,Alabama,AL,Houston,County,George H.W. Bush,Republican,17360,58.33,29760,Republican
1992,Alabama,AL,Houston,County,Bill Clinton,Democratic,8857,29.76,29760,Republican
1992,Alabama,AL,Houston,County,Ross Perot,Independent,3492,11.73,29760,Republican
1992,Alabama,AL,Houston,County,Other,Other,51,0.17,29760,Republican
1992,Alabama,AL,Jackson,County,George H.W. Bush,Republican,5711,30.19,18916,Democratic
1992,Alabama,AL,Jackson,County,Bill Clinton,Democratic,10628,56.19,18916,Democratic
1992,Alabama,AL,Jackson,County,Ross Perot,Independent,2462,13.02,18916,Democratic
1992,Alabama,AL,Jackson,County,Other,Other,115,0.61,18916,Democratic
1992,Alabama,AL,Jefferson,County,George H.W. Bush,Republican,149832,50.13,298884,Republican
1992,Alabama,AL,Jefferson,County,Bill Clinton,Democratic,125889,42.12,298884,Republican
1992,Alabama,AL,Jefferson,County,Ross Perot,Independent,22191,7.42,298884,Republican
1992,Alabama,AL,Jefferson,County,Other,Other,972,0.33,298884,Republican
1992,Alabama,AL,Lamar,County,George H.W. Bush,Republican,3262,47.29,6898,Republican
1992,Alabama,AL,Lamar,County,Bill Clinton,Democratic,2849,41.3,6898,Republican
1992,Alabama,AL,Lamar,County,Ross Perot,Independent,763,11.06,6898,Republican
1992,Alabama,AL,Lamar,County,Other,Other,24,0.35,6898,Republican
1992,Alabama,AL,Lauderdale,County,George H.W. Bush,Republican,13728,40.67,33756,Democratic
1992,Alabama,AL,Lauderdale,County,Bill Clinton,Democratic,15936,47.21,33756,Democratic
1992,Alabama,AL,Lauderdale,County,Ross Perot,Independent,4009,11.88,33756,Democratic
1992,Alabama,AL,Lauderdale,County,Other,Other,83,0.25,33756,Democratic
1992,Alabama,AL,Lawrence,County,George H.W. Bush,Republican,3576,30.86,11589,Democratic
1992,Alabama,AL,Lawrence,County,Bill Clinton,Democratic,6364,54.91,11589,Democratic
1992,Alabama,AL,Lawrence,County,Ross Perot,Independent,1624,14.01,11589,Democratic
1992,Alabama,AL,Lawrence,County,Other,Other,25,0.22,11589,Democratic
1992,Alabama,AL,Lee,County,George H.W. Bush,Republican,16885,47.58,35490,Republican
1992,Alabama,AL,Lee,County,Bill Clinton,Democratic,13770,38.8,35490,Republican
1992,Alabama,AL,Lee,County,Ross Perot,Independent,4572,12.88,35490,Republican
1992,Alabama,AL,Lee,County,Other,Other,263,0.74,35490,Republican
1992,Alabama,AL,Limestone,County,George H.W. Bush,Republican,9862,45.66,21597,Republican
1992,Alabama,AL,Limestone,County,Bill Clinton,Democratic,8087,37.45,21597,Republican
1992,Alabama,AL,Limestone,County,Ross Perot,Independent,3584,16.59,21597,Republican
1992,Alabama,AL,Limestone,County,Other,Other,64,0.3,21597,Republican
1992,Alabama,AL,Lowndes,County,George H.W. Bush,Republican,1328,25.8,5148,Democratic
1992,Alabama,AL,Lowndes,County,Bill Clinton,Democratic,3500,67.99,5148,Democratic
1992,Alabama,AL,Lowndes,County,Ross Perot,Independent,284,5.52,5148,Democratic
1992,Alabama,AL,Lowndes,County,Other,Other,36,0.7,5148,Democratic
1992,Alabama,AL,Macon,County,George H.W. Bush,Republican,1134,12.94,8762,Democratic
1992,Alabama,AL,Macon,County,Bill Clinton,Democratic,7253,82.78,8762,Democratic
1992,Alabama,AL,Macon,County,Ross Perot,Independent,283,3.23,8762,Democratic
1992,Alabama,AL,Macon,County,Other,Other,92,1.05,8762,Democratic
1992,Alabama,AL,Madison,County,George H.W. Bush,Republican,51444,47.71,107834,Republican
1992,Alabama,AL,Madison,County,Bill Clinton,Democratic,38974,36.14,107834,Republican
1992,Alabama,AL,Madison,County,Ross Perot,Independent,16989,15.75,107834,Republican
1992,Alabama,AL,Madison,County,Other,Other,427,0.4,107834,Republican
1992,Alabama,AL,Marengo,County,George H.W. Bush,Republican,4470,39.75,11244,Democratic
1992,Alabama,AL,Marengo,County,Bill Clinton,Democratic,5632,50.09,11244,Democratic
1992,Alabama,AL,Marengo,County,Ross Perot,Independent,919,8.17,11244,Democratic
1992,Alabama,AL,Marengo,County,Other,Other,223,1.98,11244,Democratic
1992,Alabama,AL,Marion,County,George H.W. Bush,Republican,5692,42.89,13270,Democratic
1992,Alabama,AL,Marion,County,Bill Clinton,Democratic,6167,46.47,13270,Democratic
1992,Alabama,AL,Marion,County,Ross Perot,Independent,1389,10.47,13270,Democratic
1992,Alabama,AL,Marion,County,Other,Other,22,0.17,13270,Democratic
1992,Alabama,AL,Marshall,County,George H.W. Bush,Republican,12249,45.85,26717,Republican
1992,Alabama,AL,Marshall,County,Bill Clinton,Democratic,10421,39.01,26717,Republican
1992,Alabama,AL,Marshall,County,Ross Perot,Independent,3795,14.2,26717,Republican
1992,Alabama,AL,Marshall,County,Other,Other,252,0.94,26717,Republican
1992,Alabama,AL,Mobile,County,George H.W. Bush,Republican,72935,50.72,143788,Republican
1992,Alabama,AL,Mobile,County,Bill Clinton,Democratic,54962,38.22,143788,Republican
1992,Alabama,AL,Mobile,County,Ross Perot,Independent,15105,10.51,143788,Republican
1992,Alabama,AL,Mobile,County,Other,Other,786,0.55,143788,Republican
1992,Alabama,AL,Monroe,County,George H.W. Bush,Republican,4919,50.48,9745,Republican
1992,Alabama,AL,Monroe,County,Bill Clinton,Democratic,3872,39.73,9745,Republican
1992,Alabama,AL,Monroe,County,Ross Perot,Independent,759,7.79,9745,Republican
1992,Alabama,AL,Monroe,County,Other,Other,195,2.0,9745,Republican
1992,Alabama,AL,Montgomery,County,George H.W. Bush,Republican,40742,47.29,86152,Republican
1992,Alabama,AL,Montgomery,County,Bill Clinton,Democratic,37342,43.34,86152,Republican
1992,Alabama,AL,Montgomery,County,Ross Perot,Independent,7647,8.88,86152,Republican
1992,Alabama,AL,Montgomery,County,Other,Other,421,0.49,86152,Republican
1992,Alabama,AL,Morgan,County,George H.W. Bush,Republican,21073,47.92,43978,Republican
1992,Alabama,AL,Morgan,County,Bill Clinton,Democratic,15091,34.31,43978,Republican
1992,Alabama,AL,Morgan,County,Ross Perot,Independent,7683,17.47,43978,Republican
1992,Alabama,AL,Morgan,County,Other,Other,131,0.3,43978,Republican
1992,Alabama,AL,Perry,County,George H.W. Bush,Republican,1829,31.46,5813,Democratic
1992,Alabama,AL,Perry,County,Bill Clinton,Democratic,3712,63.86,5813,Democratic
1992,Alabama,AL,Perry,County,Ross Perot,Independent,213,3.66,5813,Democratic
1992,Alabama,AL,Perry,County,Other,Other,59,1.01,5813,Democratic
1992,Alabama,AL,Pickens,County,George H.W. Bush,Republican,3634,44.63,8142,Democratic
1992,Alabama,AL,Pickens,County,Bill Clinton,Democratic,3783,46.46,8142,Democratic
1992,Alabama,AL,Pickens,County,Ross Perot,Independent,690,8.47,8142,Democratic
1992,Alabama,AL,Pickens,County,Other,Other,35,0.43,8142,Democratic
1992,Alabama,AL,Pike,County,George H.W. Bush,Republican,5423,48.45,11193,Republican
1992,Alabama,AL,Pike,County,Bill Clinton,Democratic,4688,41.88,11193,Republican
1992,Alabama,AL,Pike,County,Ross Perot,Independent,1024,9.15,11193,Republican
1992,Alabama,AL,Pike,County,Other,Other,58,0.52,11193,Republican
1992,Alabama,AL,Randolph,County,George H.W. Bush,Republican,3813,46.77,8152,Republican
1992,Alabama,AL,Randolph,County,Bill Clinton,Democratic,3318,40.7,8152,Republican
1992,Alabama,AL,Randolph,County,Ross Perot,Independent,919,11.27,8152,Republican
1992,Alabama,AL,Randolph,County,Other,Other,102,1.25,8152,Republican
1992,Alabama,AL,Russell,County,George H.W. Bush,Republican,5587,35.61,15689,Democratic
1992,Alabama,AL,Russell,County,Bill Clinton,Democratic,8647,55.12,15689,Democratic
1992,Alabama,AL,Russell,County,Ross Perot,Independent,1360,8.67,15689,Democratic
1992,Alabama,AL,Russell,County,Other,Other,95,0.61,15689,Democratic
1992,Alabama,AL,St. Clair,County,George H.W. Bush,Republican,12447,57.56,21624,Republican
1992,Alabama,AL,St. Clair,County,Bill Clinton,Democratic,6517,30.14,21624,Republican
1992,Alabama,AL,St. Clair,County,Ross Perot,Independent,2614,12.09,21624,Republican
1992,Alabama,AL,St. Clair,County,Other,Other,46,0.21,21624,Republican
1992,Alabama,AL,Shelby,County,George H.W. Bush,Republican,32736,67.97,48165,Republican
1992,Alabama,AL,Shelby,County,Bill Clinton,Democratic,10317,21.42,48165,Republican
1992,Alabama,AL,Shelby,County,Ross Perot,Independent,5022,10.43,48165,Republican
1992,Alabama,AL,Shelby,County,Other,Other,90,0.19,48165,Republican
1992,Alabama,AL,Sumter,County,George H.W. Bush,Republican,1807,25.72,7025,Democratic
1992,Alabama,AL,Sumter,County,Bill Clinton,Democratic,4810,68.47,7025,Democratic
1992,Alabama,AL,Sumter,County,Ross Perot,Independent,388,5.52,7025,Democratic
1992,Alabama,AL,Sumter,County,Other,Other,20,0.28,7025,Democratic
1992,Alabama,AL,Talladega,County,George H.W. Bush,Republican,12661,48.21,26264,Republican
1992,Alabama,AL,Talladega,County,Bill Clinton,Democratic,10695,40.72,26264,Republican
1992,Alabama,AL,Talladega,County,Ross Perot,Independent,2629,10.01,26264,Republican
1992,Alabama,AL,Talladega,County,Other,Other,279,1.06,26264,Republican
1992,Alabama,AL,Tallapoosa,County,George H.W. Bush,Republican,8140,52.67,15456,Republican
1992,Alabama,AL,Tallapoosa,County,Bill Clinton,Democratic,5703,36.9,15456,Republican
1992,Alabama,AL,Tallapoosa,County,Ross Perot,Independent,1562,10.11,15456,Republican
1992,Alabama,AL,Tallapoosa,County,Other,Other,51,0.33,15456,Republican
1992,Alabama,AL,Tuscaloosa,County,George H.W. Bush,Republican,27454,47.27,58073,Republican
1992,Alabama,AL,Tuscaloosa,County,Bill Clinton,Democratic,23495,40.46,58073,Republican
1992,Alabama,AL,Tuscaloosa,County,Ross Perot,Independent,7011,12.07,58073,Republican
1992,Alabama,AL,Tuscaloosa,County,Other,Other,113,0.19,58073,Republican
1992,Alabama,AL,Walker,County,George H.W. Bush,Republican,11301,38.26,29534,Democratic
1992,Alabama,AL,Walker,County,Bill Clinton,Democratic,14831,50.22,29534,Democratic
1992,Alabama,AL,Walker,County,Ross Perot,Independent,3344,11.32,29534,Democratic
1992,Alabama,AL,Walker,County,Other,Other,58,0.2,29534,Democratic
1992,Alabama,AL,Washington,County,George H.W. Bush,Republican,3270,40.06,8162,Democratic
1992,Alabama,AL,Washington,County,Bill Clinton,Democratic,4046,49.57,8162,Democratic
1992,Alabama,AL,Washington,County,Ross Perot,Independent,829,10.16,8162,Democratic
1992,Alabama,AL,Washington,County,Other,Other,17,0.21,8162,Democratic
1992,Alabama,AL,Wilcox,County,George H.W. Bush,Republican,1671,31.5,5304,Democratic
