year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1988,Alabama,AL,Autauga,County,George H.W. Bush,Republican,7828,67.17,11654,Republican
1988,Alabama,AL,Autauga,County,Michael Dukakis,Democratic,3667,31.47,11654,Republican
1988,Alabama,AL,Autauga,County,Ron Paul,Libertarian,143,1.23,11654,Republican
1988,Alabama,AL,Autauga,County,Leonora Fulani,Independent,7,0.06,11654,Republican
1988,Alabama,AL,Autauga,County,Other,Other,9,0.08,11654,Republican
1988,Alabama,AL,Baldwin,County,George H.W. Bush,Republican,25933,72.85,35598,Republican
1988,Alabama,AL,Baldwin,County,Michael Dukakis,Democratic,9271,26.04,35598,Republican
1988,Alabama,AL,Baldwin,County,Ron Paul,Libertarian,336,0.94,35598,Republican
1988,Alabama,AL,Baldwin,County,Leonora Fulani,Independent,21,0.06,35598,Republican
1988,Alabama,AL,Baldwin,County,Other,Other,37,0.1,35598,Republican
1988,Alabama,AL,Barbour,County,George H.W. Bush,Republican,4958,55.71,8899,Republican
1988,Alabama,AL,Barbour,County,Michael Dukakis,Democratic,3836,43.11,8899,Republican
1988,Alabama,AL,Barbour,County,Ron Paul,Libertarian,83,0.93,8899,Republican
1988,Alabama,AL,Barbour,County,Leonora Fulani,Independent,11,0.12,8899,Republican
1988,Alabama,AL,Barbour,County,Other,Other,11,0.12,8899,Republican
1988,Alabama,AL,Bibb,County,George H.W. Bush,Republican,2885,56.06,5146,Republican
1988,Alabama,AL,Bibb,County,Michael Dukakis,Democratic,2244,43.61,5146,Republican
1988,Alabama,AL,Bibb,County,Ron Paul,Libertarian,7,0.14,5146,Republican
1988,Alabama,AL,Bibb,County,Leonora Fulani,Independent,2,0.04,5146,Republican
1988,Alabama,AL,Bibb,County,Other,Other,8,0.16,5146,Republican
1988,Alabama,AL,Blount,County,George H.W. Bush,Republican,8754,64.61,13548,Republican
1988,Alabama,AL,Blount,County,Michael Dukakis,Democratic,4485,33.1,13548,Republican
1988,Alabama,AL,Blount,County,Ron Paul,Libertarian,294,2.17,13548,Republican
1988,Alabama,AL,Blount,County,Leonora Fulani,Independent,5,0.04,13548,Republican
1988,Alabama,AL,Blount,County,Other,Other,10,0.07,13548,Republican
1988,Alabama,AL,Bullock,County,George H.W. Bush,Republican,1421,31.0,4584,Democratic
1988,Alabama,AL,Bullock,County,Michael Dukakis,Democratic,3122,68.11,4584,Democratic
1988,Alabama,AL,Bullock,County,Ron Paul,Libertarian,24,0.52,4584,Democratic
1988,Alabama,AL,Bullock,County,Leonora Fulani,Independent,8,0.17,4584,Democratic
1988,Alabama,AL,Bullock,County,Other,Other,9,0.2,4584,Democratic
1988,Alabama,AL,Butler,County,George H.W. Bush,Republican,3923,52.59,7459,Republican
1988,Alabama,AL,Butler,County,Michael Dukakis,Democratic,3465,46.45,7459,Republican
1988,Alabama,AL,Butler,County,Ron Paul,Libertarian,61,0.82,7459,Republican
1988,Alabama,AL,Butler,County,Leonora Fulani,Independent,7,0.09,7459,Republican
1988,Alabama,AL,Butler,County,Other,Other,3,0.04,7459,Republican
1988,Alabama,AL,Calhoun,County,George H.W. Bush,Republican,19806,58.31,33968,Republican
1988,Alabama,AL,Calhoun,County,Michael Dukakis,Democratic,12451,36.66,33968,Republican
1988,Alabama,AL,Calhoun,County,Ron Paul,Libertarian,360,1.06,33968,Republican
1988,Alabama,AL,Calhoun,County,Leonora Fulani,Independent,1325,3.9,33968,Republican
1988,Alabama,AL,Calhoun,County,Other,Other,26,0.08,33968,Republican
1988,Alabama,AL,Chambers,County,George H.W. Bush,Republican,7694,59.39,12956,Republican
1988,Alabama,AL,Chambers,County,Michael Dukakis,Democratic,5103,39.39,12956,Republican
1988,Alabama,AL,Chambers,County,Ron Paul,Libertarian,115,0.89,12956,Republican
1988,Alabama,AL,Chambers,County,Leonora Fulani,Independent,21,0.16,12956,Republican
1988,Alabama,AL,Chambers,County,Other,Other,23,0.18,12956,Republican
