year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
1980,Alabama,AL,Autauga,County,Ronald Reagan,Republican,6292,56.87,11063,Republican
1980,Alabama,AL,Autauga,County,Jimmy Carter,Democratic,4295,38.82,11063,Republican
1980,Alabama,AL,Autauga,County,John B. Anderson,Independent,125,1.13,11063,Republican
1980,Alabama,AL,Autauga,County,John Rarick,Alabama Conservative,216,1.95,11063,Republican
1980,Alabama,AL,Autauga,County,Ed Clark,Libertarian,119,1.08,11063,Republican
1980,Alabama,AL,Autauga,County,Other,Other,16,0.14,11063,Republican
1980,Alabama,AL,Baldwin,County,Ronald Reagan,Republican,18652,65.78,28353,Republican
1980,Alabama,AL,Baldwin,County,Jimmy Carter,Democratic,8448,29.8,28353,Republican
1980,Alabama,AL,Baldwin,County,John B. Anderson,Independent,414,1.46,28353,Republican
1980,Alabama,AL,Baldwin,County,John Rarick,Alabama Conservative,272,0.96,28353,Republican
1980,Alabama,AL,Baldwin,County,Ed Clark,Libertarian,465,1.64,28353,Republican
1980,Alabama,AL,Baldwin,County,Other,Other,102,0.36,28353,Republican
1980,Alabama,AL,Barbour,County,Ronald Reagan,Republican,4171,46.34,9001,Democratic
1980,Alabama,AL,Barbour,County,Jimmy Carter,Democratic,4458,49.53,9001,Democratic
1980,Alabama,AL,Barbour,County,John B. Anderson,Independent,65,0.72,9001,Democratic
1980,Alabama,AL,Barbour,County,John Rarick,Alabama Conservative,202,2.24,9001,Democratic
1980,Alabama,AL,Barbour,County,Ed Clark,Libertarian,80,0.89,9001,Democratic
1980,Alabama,AL,Barbour,County,Other,Other,25,0.28,9001,Democratic
1980,Alabama,AL,Bibb,County,Ronald Reagan,Republican,2491,44.3,5623,Democratic
1980,Alabama,AL,Bibb,County,Jimmy Carter,Democratic,3097,55.08,5623,Democratic
1980,Alabama,AL,Bibb,County,John B. Anderson,Independent,22,0.39,5623,Democratic
1980,Alabama,AL,Bibb,County,John Rarick,Alabama Conservative,5,0.09,5623,Democratic
1980,Alabama,AL,Bibb,County,Ed Clark,Libertarian,8,0.14,5623,Democratic
1980,Alabama,AL,Bibb,County,Other,Other,0,0.0,5623,Democratic
1980,Alabama,AL,Blount,County,Ronald Reagan,Republican,6819,53.59,12724,Republican
1980,Alabama,AL,Blount,County,Jimmy Carter,Democratic,5656,44.45,12724,Republican
1980,Alabama,AL,Blount,County,John B. Anderson,Independent,75,0.59,12724,Republican
1980,Alabama,AL,Blount,County,John Rarick,Alabama Conservative,37,0.29,12724,Republican
1980,Alabama,AL,Blount,County,Ed Clark,Libertarian,92,0.72,12724,Republican
1980,Alabama,AL,Blount,County,Other,Other,45,0.35,12724,Republican
1980,Alabama,AL,Bullock,County,Ronald Reagan,Republican,1446,25.65,5637,Democratic
1980,Alabama,AL,Bullock,County,Jimmy Carter,Democratic,3960,70.25,5637,Democratic
1980,Alabama,AL,Bullock,County,John B. Anderson,Independent,29,0.51,5637,Democratic
1980,Alabama,AL,Bullock,County,John Rarick,Alabama Conservative,158,2.8,5637,Democratic
1980,Alabama,AL,Bullock,County,Ed Clark,Libertarian,33,0.59,5637,Democratic
1980,Alabama,AL,Bullock,County,Other,Other,11,0.2,5637,Democratic
1980,Alabama,AL,Butler,County,Ronald Reagan,Republican,3810,45.53,8368,Democratic
1980,Alabama,AL,Butler,County,Jimmy Carter,Democratic,4156,49.67,8368,Democratic
1980,Alabama,AL,Butler,County,John B. Anderson,Independent,59,0.71,8368,Democratic
1980,Alabama,AL,Butler,County,John Rarick,Alabama Conservative,205,2.45,8368,Democratic
1980,Alabama,AL,Butler,County,Ed Clark,Libertarian,107,1.28,8368,Democratic
1980,Alabama,AL,Butler,County,Other,Other,31,0.37,8368,Democratic
1980,Alabama,AL,Calhoun,County,Ronald Reagan,Republican,17475,49.17,35541,Republican
1980,Alabama,AL,Calhoun,County,Jimmy Carter,Democratic,17017,47.88,35541,Republican
1980,Alabama,AL,Calhoun,County,John B. Anderson,Independent,433,1.22,35541,Republican
1980,Alabama,AL,Calhoun,County,John Rarick,Alabama Conservative,90,0.25,35541,Republican
1980,Alabama,AL,Calhoun,County,Ed Clark,Libertarian,286,0.8,35541,Republican
1980,Alabama,AL,Calhoun,County,Other,Other,240,0.68,35541,Republican
1980,Alabama,AL,Chambers,County,Ronald Reagan,Republican,4864,40.88,11899,Democratic
1980,Alabama,AL,Chambers,County,Jimmy Carter,Democratic,6649,55.88,11899,Democratic
1980,Alabama,AL,Chambers,County,John B. Anderson,Independent,122,1.03,11899,Democratic
1980,Alabama,AL,Chambers,County,John Rarick,Alabama Conservative,145,1.22,11899,Democratic
1980,Alabama,AL,Chambers,County,Ed Clark,Libertarian,96,0.81,11899,Democratic
1980,Alabama,AL,Chambers,County,Other,Other,23,0.19,11899,Democratic
1980,Alabama,AL,Cherokee,County,Ronald Reagan,Republican,2482,38.55,6438,Democratic
1980,Alabama,AL,Cherokee,County,Jimmy Carter,Democratic,3764,58.47,6438,Democratic
1980,Alabama,AL,Cherokee,County,John B. Anderson,Independent,63,0.98,6438,Democratic
1980,Alabama,AL,Cherokee,County,John Rarick,Alabama Conservative,51,0.79,6438,Democratic
1980,Alabama,AL,Cherokee,County,Ed Clark,Libertarian,70,1.09,6438,Democratic
1980,Alabama,AL,Cherokee,County,Other,Other,8,0.12,6438,Democratic
1980,Alabama,AL,Chilton,County,Ronald Reagan,Republican,6615,57.64,11477,Republican
1980,Alabama,AL,Chilton,County,Jimmy Carter,Democratic,4706,41.0,11477,Republican
1980,Alabama,AL,Chilton,County,John B. Anderson,Independent,60,0.52,11477,Republican
1980,Alabama,AL,Chilton,County,John Rarick,Alabama Conservative,17,0.15,11477,Republican
