year,level,state,state_code,district,candidate,party,percentage,winner,incumbent,open_seat
2023,house,Rhode Island,RI,1,Gabe Amo,Democratic,64.73,True,False,True
2023,house,Rhode Island,RI,1,Gerry Leonard Jr.,Republican,34.98,False,False,True
2023,house,Rhode Island,RI,1,,,0.29,False,False,True
2023,house,Utah,UT,2,Celeste Maloy,Republican,57.07,True,False,True
2023,house,Utah,UT,2,Bradley Green,Libertarian,2.88,False,False,True
2023,house,Utah,UT,2,Cassie Easley,Constitution,2.34,False,False,True
2023,house,Utah,UT,2,January Walker,Utah,1.81,False,False,True
2023,house,Utah,UT,2,Perry Myers,Independent,1.45,False,False,True
2023,house,Utah,UT,2,Joseph Buchman,Independent,0.81,False,False,True
2023,house,Utah,UT,2,,,0.02,False,False,True
2023,house,Virginia,VA,4,Jennifer McClellan,Democratic,74.41,True,False,True
2023,house,Virginia,VA,4,Leon Benjamin,Republican,25.47,False,False,True
2023,house,Virginia,VA,4,,,0.12,False,False,True
