year,level,state,state_code,district,candidate,party,percentage,winner,incumbent,open_seat
1988,house,Connecticut,CT,1,Mario Robles Jr.,Republican,22.8,False,False,False
1988,house,Connecticut,CT,2,Sam Gejdenson,Democratic,63.6,True,True,False
1988,house,Connecticut,CT,2,Glenn Carberry,Republican,36.4,False,False,False
1988,house,Connecticut,CT,3,Bruce Morrison,Democratic,66.5,True,True,False
1988,house,Connecticut,CT,3,Gerard B. Patton,Republican,33.5,False,False,False
1988,house,Connecticut,CT,4,Chris Shays,Republican,71.8,True,True,False
1988,house,Connecticut,CT,4,Roger Pearson,Democratic,27.1,False,False,False
1988,house,Connecticut,CT,4,Nicholas J. Tarzia,Independent,1.2,False,False,False
1988,house,Connecticut,CT,5,John G. Rowland,Republican,73.6,True,True,False
1988,house,Connecticut,CT,5,Joseph Marinan Jr.,Democratic,26.4,False,False,False
1988,house,Connecticut,CT,6,Nancy Johnson,Republican,66.3,True,True,False
1988,house,Connecticut,CT,6,James L. Griffin,Democratic,33.3,False,False,False
1988,house,Connecticut,CT,6,Louis J. Marietta,Independent,0.4,False,False,False
1988,house,Delaware,DE,AL,Tom Carper,Democratic,67.5,True,True,False
1988,house,Delaware,DE,AL,James P. Krapf,Republican,32.5,False,False,False
1988,house,Florida,FL,1,Earl Hutto,Democratic,66.9,True,True,False
1988,house,Florida,FL,1,E. D. Armbruster,Republican,33.1,False,False,False
1988,house,Florida,FL,2,Bill Grant,Democratic,99.7,True,True,False
1988,house,Florida,FL,3,Charles E. Bennett,Democratic,100.0,True,True,False
1988,house,Florida,FL,4,Craig James,Republican,50.2,True,False,False
1988,house,Florida,FL,4,Bill Chappell,Democratic,49.8,False,True,False
1988,house,Florida,FL,5,Bill McCollum,Republican,100.0,True,True,False
1988,house,Florida,FL,6,Cliff Stearns,Republican,53.5,True,False,True
1988,house,Florida,FL,6,Jon Mills,Democratic,46.5,False,False,True
1988,house,Florida,FL,7,Sam Gibbons,Democratic,100.0,True,True,False
1988,house,Florida,FL,8,Bill Young,Republican,73.0,True,True,False
1988,house,Florida,FL,8,C. Bette Wimbish,Democratic,27.0,False,False,False
1988,house,Florida,FL,9,Michael Bilirakis,Republican,99.9,True,True,False
1988,house,Florida,FL,10,Andy Ireland,Republican,73.5,True,True,False
1988,house,Florida,FL,10,David B. Higginbottom,Democratic,26.5,False,False,False
1988,house,Florida,FL,11,Bill Nelson,Democratic,60.8,True,True,False
1988,house,Florida,FL,11,Bill Tolley,Republican,39.2,False,False,False
1988,house,Florida,FL,12,Tom Lewis,Republican,100.0,True,True,False
1988,house,Florida,FL,13,Porter Goss,Republican,71.2,True,False,True
1988,house,Florida,FL,13,Jack Conway,Democratic,28.8,False,False,True
1988,house,Florida,FL,14,Harry Johnston,Democratic,54.9,True,False,True
1988,house,Florida,FL,14,Ken Adams,Republican,45.1,False,False,True
1988,house,Florida,FL,15,Clay Shaw,Republican,66.1,True,True,False
1988,house,Florida,FL,15,Michael A. Kuhle,Democratic,33.9,False,False,False
1988,house,Florida,FL,16,Lawrence J. Smith,Democratic,69.4,True,True,False
1988,house,Florida,FL,16,Joseph Smith,Republican,30.6,False,False,False
1988,house,Florida,FL,17,William Lehman,Democratic,100.0,True,True,False
1988,house,Florida,FL,18,Claude Pepper,Democratic,100.0,True,True,False
1988,house,Florida,FL,19,Dante Fascell,Democratic,72.4,True,True,False
1988,house,Florida,FL,19,Ralph Carlos Rocheteau,Republican,27.6,False,False,False
1988,house,Georgia,GA,1,Lindsay Thomas,Democratic,67.0,True,True,False
1988,house,Georgia,GA,1,Chris Meredith,Republican,33.0,False,False,False
1988,house,Georgia,GA,2,Charles Hatcher,Democratic,61.7,True,True,False
1988,house,Georgia,GA,2,Ralph Hudgens,Republican,38.3,False,False,False
1988,house,Georgia,GA,3,Richard Ray,Democratic,100.0,True,True,False
1988,house,Georgia,GA,4,Ben Jones,Democratic,60.3,True,False,False
1988,house,Georgia,GA,4,Pat Swindall,Republican,39.7,False,True,False
1988,house,Georgia,GA,5,John Lewis,Democratic,78.2,True,True,False
1988,house,Georgia,GA,5,J. W. Tibbs,Republican,21.8,False,False,False
1988,house,Georgia,GA,6,Newt Gingrich,Republican,58.9,True,True,False
1988,house,Georgia,GA,6,David Worley,Democratic,41.1,False,False,False
1988,house,Georgia,GA,7,Buddy Darden,Democratic,64.8,True,True,False
1988,house,Georgia,GA,7,Robert Lamutt,Republican,35.2,False,False,False
1988,house,Georgia,GA,8,J. Roy Rowland,Democratic,100.0,True,True,False
1988,house,Georgia,GA,9,Ed Jenkins,Democratic,62.9,True,True,False
1988,house,Georgia,GA,9,Joe Hoffman,Republican,37.1,False,False,False
1988,house,Georgia,GA,10,Doug Barnard Jr.,Democratic,64.0,True,True,False
1988,house,Georgia,GA,10,Mark Myers,Republican,36.0,False,False,False
1988,house,Hawaii,HI,1,Pat Saiki,Republican,54.7,True,True,False
1988,house,Hawaii,HI,1,Mary Bitterman,Democratic,43.2,False,False,False
1988,house,Hawaii,HI,1,Blase Harris,Libertarian,2.1,False,False,False
1988,house,Hawaii,HI,2,Daniel Akaka,Democratic,88.9,True,True,False
1988,house,Hawaii,HI,2,Lloyd J. Mallan,Libertarian,11.1,False,False,False
1988,house,Idaho,ID,1,Larry Craig,Republican,65.8,True,True,False
1988,house,Idaho,ID,1,Jeanne Givens,Democratic,34.2,False,False,False
1988,house,Idaho,ID,2,Richard H. Stallings,Democratic,63.4,True,True,False
1988,house,Idaho,ID,2,Dane Watkins,Republican,33.8,False,False,False
1988,house,Idaho,ID,2,Donovan Bramwell,Libertarian,2.8,False,False,False
1988,house,Illinois,IL,1,Charles Hayes,Democratic,96.0,True,True,False
1988,house,Illinois,IL,1,Stephen J. Evans,Republican,4.0,False,False,False
1988,house,Illinois,IL,2,Gus Savage,Democratic,82.7,True,True,False
1988,house,Illinois,IL,2,William T. Hespel,Republican,17.3,False,False,False
1988,house,Illinois,IL,3,Marty Russo,Democratic,62.2,True,True,False
1988,house,Illinois,IL,3,Joseph J. McCarthy,Republican,37.8,False,False,False
1988,house,Illinois,IL,4,George E. Sangmeister,Democratic,50.3,True,False,False
1988,house,Illinois,IL,4,Jack Davis,Republican,49.7,False,True,False
1988,house,Illinois,IL,5,Bill Lipinski,Democratic,61.3,True,True,False
1988,house,Illinois,IL,5,John J. Holowinski,Republican,38.7,False,False,False
1988,house,Illinois,IL,6,Henry Hyde,Republican,73.7,True,True,False
1988,house,Illinois,IL,6,William J. Andrle,Democratic,26.3,False,False,False
1988,house,Illinois,IL,7,Cardiss Collins,Democratic,100.0,True,True,False
1988,house,Illinois,IL,8,Dan Rostenkowski,Democratic,74.6,True,True,False
1988,house,Illinois,IL,8,V. Stephen Vetter,Republican,24.0,False,False,False
1988,house,Illinois,IL,8,Mark J. Almberg,Communist,1.3,False,False,False
1988,house,Illinois,IL,9,Sidney R. Yates,Democratic,66.1,True,True,True
1988,house,Illinois,IL,9,Herbert Sohn,Republican,32.9,False,False,True
1988,house,Illinois,IL,9,Jessie Fields,Solidarity Party (Illinois),1.0,False,False,True
1988,house,Illinois,IL,10,John Porter,Republican,72.5,True,True,False
1988,house,Illinois,IL,10,Eugene F. Friedman,Democratic,27.5,False,False,False
1988,house,Illinois,IL,11,Frank Annunzio,Democratic,64.5,True,True,False
1988,house,Illinois,IL,11,George S. Gottlieb,Republican,35.5,False,False,False
1988,house,Illinois,IL,12,Phil Crane,Republican,75.2,True,True,False
1988,house,Illinois,IL,12,John A. Leonardi,Democratic,24.8,False,False,False
1988,house,Illinois,IL,13,Harris Fawell,Republican,70.2,True,True,False
1988,house,Illinois,IL,13,Evelyn E. Craig,Democratic,29.8,False,False,False
1988,house,Illinois,IL,14,Dennis Hastert,Republican,73.7,True,True,False
1988,house,Illinois,IL,14,Stephen Youhanaie,Democratic,26.3,False,False,False
1988,house,Illinois,IL,15,Ed Madigan,Republican,71.7,True,True,False
1988,house,Illinois,IL,15,Thomas J. Curl,Democratic,28.3,False,False,False
1988,house,Illinois,IL,16,Lynn M. Martin,Republican,63.9,True,True,False
1988,house,Illinois,IL,16,Steven E. Mahan,Democratic,36.1,False,False,False
1988,house,Illinois,IL,17,Lane Evans,Democratic,64.9,True,True,False
1988,house,Illinois,IL,17,William E. Stewart,Republican,35.1,False,False,False
1988,house,Illinois,IL,18,Robert H. Michel,Republican,54.7,True,True,False
1988,house,Illinois,IL,18,G. Douglas Stephens,Democratic,45.3,False,False,False
1988,house,Illinois,IL,19,Terry L. Bruce,Democratic,64.2,True,True,False
1988,house,Illinois,IL,19,Robert F. Kerans,Republican,35.8,False,False,False
1988,house,Illinois,IL,20,Dick Durbin,Democratic,68.9,True,True,False
1988,house,Illinois,IL,20,Paul E. Jurgens,Republican,31.1,False,False,False
1988,house,Illinois,IL,21,Jerry Costello,Democratic,52.6,True,True,False
1988,house,Illinois,IL,21,Bob Gaffner,Republican,47.4,False,False,False
1988,house,Illinois,IL,22,Glenn Poshard,Democratic,64.9,True,False,True
1988,house,Illinois,IL,22,Patrick J. Kelley,Republican,35.1,False,False,True
1988,house,Indiana,IN,1,Pete Visclosky,Democratic,77.1,True,True,False
1988,house,Indiana,IN,1,Owen W. Crumpacker,Republican,22.9,False,False,False
1988,house,Indiana,IN,2,Philip Sharp,Democratic,53.2,True,True,False
1988,house,Indiana,IN,2,Mike Pence,Republican,46.8,False,False,False
1988,house,Indiana,IN,3,John P. Hiler,Republican,54.3,True,True,False
1988,house,Indiana,IN,3,Thomas W. Ward,Democratic,45.7,False,False,False
1988,house,Indiana,IN,4,Dan Coats,Republican,62.1,True,True,False
1988,house,Indiana,IN,4,Jill Long,Democratic,37.9,False,False,False
1988,house,Indiana,IN,5,Jim Jontz,Democratic,56.3,True,True,False
1988,house,Indiana,IN,5,Patricia L. Williams,Republican,43.7,False,False,False
1988,house,Indiana,IN,6,Dan Burton,Republican,72.9,True,True,False
1988,house,Indiana,IN,6,George T. Holland,Democratic,27.1,False,False,False
1988,house,Indiana,IN,7,John T. Myers,Republican,61.8,True,True,False
1988,house,Indiana,IN,7,Mark R. Waterfill,Democratic,38.2,False,False,False
1988,house,Indiana,IN,8,Frank McCloskey,Democratic,61.8,True,True,False
1988,house,Indiana,IN,8,John L. Myers,Republican,38.2,False,False,False
1988,house,Indiana,IN,9,Lee H. Hamilton,Democratic,70.7,True,True,False
1988,house,Indiana,IN,9,Floyd E. Coates,Republican,29.3,False,False,False
1988,house,Indiana,IN,10,Andrew Jacobs Jr.,Democratic,60.5,True,True,False
1988,house,Indiana,IN,10,James C. Cummings,Republican,39.5,False,False,False
1988,house,Iowa,IA,1,Jim Leach,Republican,60.7,True,True,False
1988,house,Iowa,IA,1,Bill Gluba,Democratic,38.4,False,False,False
1988,house,Iowa,IA,1,Judy Stav-River,Independent,0.9,False,False,False
1988,house,Iowa,IA,2,Tom Tauke,Republican,56.8,True,True,False
1988,house,Iowa,IA,2,Eric Tabor,Democratic,43.2,False,False,False
1988,house,Iowa,IA,3,David R. Nagle,Democratic,63.4,True,True,False
1988,house,Iowa,IA,3,Donald B. Redfern,Republican,36.6,False,False,False
1988,house,Iowa,IA,4,Neal Smith,Democratic,71.7,True,True,False
1988,house,Iowa,IA,4,Paul Lunde,Republican,28.3,False,False,False
1988,house,Iowa,IA,5,Jim Ross Lightfoot,Republican,63.9,True,True,False
1988,house,Iowa,IA,5,Gene Freund,Democratic,36.1,False,False,False
1988,house,Iowa,IA,6,Fred Grandy,Republican,64.4,True,True,False
1988,house,Iowa,IA,6,Dave O'Brien,Democratic,35.6,False,False,False
1988,house,Kansas,KS,1,Pat Roberts,Republican,100.0,True,True,False
1988,house,Kansas,KS,2,Jim Slattery,Democratic,73.3,True,True,False
1988,house,Kansas,KS,2,Phil Meinhardt,Republican,26.7,False,False,False
1988,house,Kansas,KS,3,Jan Meyers,Republican,73.6,True,True,False
1988,house,Kansas,KS,3,Lionel Kunst,Democratic,26.4,False,False,False
1988,house,Kansas,KS,4,Dan Glickman,Democratic,64.0,True,True,False
1988,house,Kansas,KS,4,Lee Thompson,Republican,36.0,False,False,False
1988,house,Kansas,KS,5,Bob Whittaker,Republican,70.2,True,True,False
1988,house,Kansas,KS,5,John A. Barnes,Democratic,29.8,False,False,False
1988,house,Kentucky,KY,1,Carroll Hubbard,Democratic,95.1,True,True,False
1988,house,Kentucky,KY,1,Charles K. Hatchett,Independent,4.9,False,False,False
1988,house,Kentucky,KY,2,William Natcher,Democratic,60.6,True,True,False
1988,house,Kentucky,KY,2,Martin A. Tori,Republican,39.4,False,False,False
1988,house,Kentucky,KY,3,Romano Mazzoli,Democratic,69.7,True,True,False
1988,house,Kentucky,KY,3,Philip Dunnagan,Republican,30.3,False,False,False
1988,house,Kentucky,KY,4,Jim Bunning,Republican,74.2,True,True,False
1988,house,Kentucky,KY,4,Richard V. Beliles,Democratic,25.8,False,False,False
1988,house,Kentucky,KY,5,Hal Rogers,Republican,100.0,True,True,False
1988,house,Kentucky,KY,6,Larry J. Hopkins,Republican,74.0,True,True,False
1988,house,Kentucky,KY,6,Milton Patton,Democratic,26.0,False,False,False
1988,house,Kentucky,KY,7,Chris Perkins,Democratic,58.7,True,True,False
1988,house,Kentucky,KY,7,Will T. Scott,Republican,41.3,False,False,False
1988,house,Louisiana,LA,1,Bob Livingston,Republican,78.5,True,True,False
1988,house,Louisiana,LA,1,George Mustakas,Democratic,15.2,False,False,False
1988,house,Louisiana,LA,1,Eric Honig,Democratic,6.3,False,False,False
1988,house,Louisiana,LA,2,Lindy Boggs,Democratic,89.5,True,True,False
1988,house,Louisiana,LA,2,Roger C. Johnson,Republican,10.5,False,False,False
1988,house,Louisiana,LA,3,Billy Tauzin,Democratic,89.3,True,True,False
1988,house,Louisiana,LA,3,Millard Clement,Democratic,10.7,False,False,False
